county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Morgan,Northeast Morgan,Secretary Of State,,REP,BRAD RAFFENSPERGER,330,23,182,125,0
Morgan,East Morgan,Secretary Of State,,REP,BRAD RAFFENSPERGER,546,9,185,352,0
Morgan,Beth/Springfield,Secretary Of State,,REP,BRAD RAFFENSPERGER,212,4,84,123,1
Morgan,Central Morgan,Secretary Of State,,REP,BRAD RAFFENSPERGER,635,21,318,296,0
Morgan,Clacks Chapel,Secretary Of State,,REP,BRAD RAFFENSPERGER,195,2,65,128,0
Morgan,West Morgan,Secretary Of State,,REP,BRAD RAFFENSPERGER,627,14,218,395,0
Morgan,North Morgan,Secretary Of State,,REP,BRAD RAFFENSPERGER,565,14,162,389,0
Morgan,Northeast Morgan,Secretary Of State,,DEM,JOHN BARROW,428,38,185,205,0
Morgan,East Morgan,Secretary Of State,,DEM,JOHN BARROW,140,7,52,81,0
Morgan,Beth/Springfield,Secretary Of State,,DEM,JOHN BARROW,41,4,13,24,0
Morgan,Central Morgan,Secretary Of State,,DEM,JOHN BARROW,195,17,89,88,1
Morgan,Clacks Chapel,Secretary Of State,,DEM,JOHN BARROW,32,2,10,20,0
Morgan,West Morgan,Secretary Of State,,DEM,JOHN BARROW,126,12,42,72,0
Morgan,North Morgan,Secretary Of State,,DEM,JOHN BARROW,148,16,44,88,0
Morgan,Northeast Morgan,"Public Service Commission, District 3",3,(REP,CHUCK EATON,330,23,184,123,0
Morgan,East Morgan,"Public Service Commission, District 3",3,(REP,CHUCK EATON,547,9,189,349,0
Morgan,Beth/Springfield,"Public Service Commission, District 3",3,(REP,CHUCK EATON,207,5,83,118,1
Morgan,Central Morgan,"Public Service Commission, District 3",3,(REP,CHUCK EATON,637,21,319,296,1
Morgan,Clacks Chapel,"Public Service Commission, District 3",3,(REP,CHUCK EATON,196,3,66,127,0
Morgan,West Morgan,"Public Service Commission, District 3",3,(REP,CHUCK EATON,626,14,221,391,0
Morgan,North Morgan,"Public Service Commission, District 3",3,(REP,CHUCK EATON,549,14,159,376,0
Morgan,Northeast Morgan,"Public Service Commission, District 3",3,DEM,LINDY MILLER,419,38,179,202,0
Morgan,East Morgan,"Public Service Commission, District 3",3,DEM,LINDY MILLER,138,7,48,83,0
Morgan,Beth/Springfield,"Public Service Commission, District 3",3,DEM,LINDY MILLER,45,3,14,28,0
Morgan,Central Morgan,"Public Service Commission, District 3",3,DEM,LINDY MILLER,191,17,87,87,0
Morgan,Clacks Chapel,"Public Service Commission, District 3",3,DEM,LINDY MILLER,29,1,8,20,0
Morgan,West Morgan,"Public Service Commission, District 3",3,DEM,LINDY MILLER,124,12,38,74,0
Morgan,North Morgan,"Public Service Commission, District 3",3,DEM,LINDY MILLER,158,16,45,97,0
