county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Habersham,Habersham North,Secretary Of State,,REP,BRAD RAFFENSPERGER,1948,117,1037,794,0
Habersham,Habersham South,Secretary Of State,,REP,BRAD RAFFENSPERGER,1063,84,515,464,0
Habersham,Demorest,Secretary Of State,,REP,BRAD RAFFENSPERGER,955,58,465,430,2
Habersham,Town of Mount Airy,Secretary Of State,,REP,BRAD RAFFENSPERGER,122,9,30,83,0
Habersham,City of Baldwin,Secretary Of State,,REP,BRAD RAFFENSPERGER,120,14,49,57,0
Habersham,Mud Creek,Secretary Of State,,REP,BRAD RAFFENSPERGER,777,71,298,408,0
Habersham,Amys Creek,Secretary Of State,,REP,BRAD RAFFENSPERGER,354,27,145,182,0
Habersham,Habersham North,Secretary Of State,,DEM,JOHN BARROW,410,33,194,183,0
Habersham,Habersham South,Secretary Of State,,DEM,JOHN BARROW,225,28,98,99,0
Habersham,Demorest,Secretary Of State,,DEM,JOHN BARROW,139,14,58,67,0
Habersham,Town of Mount Airy,Secretary Of State,,DEM,JOHN BARROW,35,9,10,16,0
Habersham,City of Baldwin,Secretary Of State,,DEM,JOHN BARROW,27,1,5,21,0
Habersham,Mud Creek,Secretary Of State,,DEM,JOHN BARROW,112,22,32,58,0
Habersham,Amys Creek,Secretary Of State,,DEM,JOHN BARROW,113,4,47,62,0
Habersham,Habersham North,"Public Service Commission, District 3",3,(REP,CHUCK EATON,1909,114,1018,777,0
Habersham,Habersham South,"Public Service Commission, District 3",3,(REP,CHUCK EATON,1032,80,513,439,0
Habersham,Demorest,"Public Service Commission, District 3",3,(REP,CHUCK EATON,935,58,463,412,2
Habersham,Town of Mount Airy,"Public Service Commission, District 3",3,(REP,CHUCK EATON,121,7,29,85,0
Habersham,City of Baldwin,"Public Service Commission, District 3",3,(REP,CHUCK EATON,118,13,48,57,0
Habersham,Mud Creek,"Public Service Commission, District 3",3,(REP,CHUCK EATON,763,72,294,397,0
Habersham,Amys Creek,"Public Service Commission, District 3",3,(REP,CHUCK EATON,346,27,140,179,0
Habersham,Habersham North,"Public Service Commission, District 3",3,DEM,LINDY MILLER,435,35,206,194,0
Habersham,Habersham South,"Public Service Commission, District 3",3,DEM,LINDY MILLER,243,29,97,117,0
Habersham,Demorest,"Public Service Commission, District 3",3,DEM,LINDY MILLER,157,15,60,82,0
Habersham,Town of Mount Airy,"Public Service Commission, District 3",3,DEM,LINDY MILLER,35,11,10,14,0
Habersham,City of Baldwin,"Public Service Commission, District 3",3,DEM,LINDY MILLER,29,2,5,22,0
Habersham,Mud Creek,"Public Service Commission, District 3",3,DEM,LINDY MILLER,126,22,37,67,0
Habersham,Amys Creek,"Public Service Commission, District 3",3,DEM,LINDY MILLER,119,4,50,65,0
