county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Habersham,Habersham North,Governor,,REP,BRIAN KEMP,4534,210,3343,977,4
Habersham,Habersham South,Governor,,REP,BRIAN KEMP,2578,135,1694,749,0
Habersham,Demorest,Governor,,REP,BRIAN KEMP,2345,106,1577,662,0
Habersham,Town of Mount Airy,Governor,,REP,BRIAN KEMP,311,13,150,148,0
Habersham,City of Baldwin,Governor,,REP,BRIAN KEMP,337,15,166,155,1
Habersham,Mud Creek,Governor,,REP,BRIAN KEMP,2009,124,1154,731,0
Habersham,Amys Creek,Governor,,REP,BRIAN KEMP,830,52,442,336,0
Habersham,Habersham North,Governor,,DEM,STACEY ABRAMS,811,68,555,188,0
Habersham,Habersham South,Governor,,DEM,STACEY ABRAMS,571,41,337,193,0
Habersham,Demorest,Governor,,DEM,STACEY ABRAMS,358,28,208,122,0
Habersham,Town of Mount Airy,Governor,,DEM,STACEY ABRAMS,73,11,31,31,0
Habersham,City of Baldwin,Governor,,DEM,STACEY ABRAMS,107,6,37,64,0
Habersham,Mud Creek,Governor,,DEM,STACEY ABRAMS,309,28,151,130,0
Habersham,Amys Creek,Governor,,DEM,STACEY ABRAMS,188,8,114,66,0
Habersham,Habersham North,Governor,,LIB,TED METZ,62,4,34,24,0
Habersham,Habersham South,Governor,,LIB,TED METZ,21,0,11,10,0
Habersham,Demorest,Governor,,LIB,TED METZ,15,0,6,9,0
Habersham,Town of Mount Airy,Governor,,LIB,TED METZ,8,2,2,4,0
Habersham,City of Baldwin,Governor,,LIB,TED METZ,4,0,1,3,0
Habersham,Mud Creek,Governor,,LIB,TED METZ,21,1,6,14,0
Habersham,Amys Creek,Governor,,LIB,TED METZ,8,1,4,3,0
Habersham,Habersham North,Lieutenant Governor,,REP,GEOFF DUNCAN,4412,210,3247,951,4
Habersham,Habersham South,Lieutenant Governor,,REP,GEOFF DUNCAN,2486,136,1627,723,0
Habersham,Demorest,Lieutenant Governor,,REP,GEOFF DUNCAN,2273,105,1535,633,0
Habersham,Town of Mount Airy,Lieutenant Governor,,REP,GEOFF DUNCAN,303,14,140,149,0
Habersham,City of Baldwin,Lieutenant Governor,,REP,GEOFF DUNCAN,331,15,162,153,1
Habersham,Mud Creek,Lieutenant Governor,,REP,GEOFF DUNCAN,1960,120,1132,708,0
Habersham,Amys Creek,Lieutenant Governor,,REP,GEOFF DUNCAN,798,50,426,322,0
Habersham,Habersham North,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,833,68,562,203,0
Habersham,Habersham South,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,549,40,332,177,0
Habersham,Demorest,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,345,28,198,119,0
Habersham,Town of Mount Airy,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,69,11,30,28,0
Habersham,City of Baldwin,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,102,6,36,60,0
Habersham,Mud Creek,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,320,31,156,133,0
Habersham,Amys Creek,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,191,10,110,71,0
