county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Columbia,Kiokee Baptist Church,Governor,,REP,BRIAN KEMP,1504,51,682,771,0
Columbia,Lewis Methodist Church,Governor,,REP,BRIAN KEMP,1300,42,707,550,1
Columbia,Woodlawn Baptist Church,Governor,,REP,BRIAN KEMP,652,14,353,285,0
Columbia,Patriots Park,Governor,,REP,BRIAN KEMP,1472,35,838,598,1
Columbia,New Life Church,Governor,,REP,BRIAN KEMP,1016,30,518,466,2
Columbia,Harlem Branch,Governor,,REP,BRIAN KEMP,1477,49,443,985,0
Columbia,Bessie Thomas Center,Governor,,REP,BRIAN KEMP,1058,30,417,611,0
Columbia,Philadelphia Church,Governor,,REP,BRIAN KEMP,770,13,349,408,0
Columbia,Liberty Park,Governor,,REP,BRIAN KEMP,761,21,327,411,2
Columbia,Grovetown Methodist Church,Governor,,REP,BRIAN KEMP,450,10,188,252,0
Columbia,G A Apostolic Church,Governor,,REP,BRIAN KEMP,614,13,237,364,0
Columbia,Grovetown Middle School,Governor,,REP,BRIAN KEMP,657,20,294,343,0
Columbia,Warren Baptist,Governor,,REP,BRIAN KEMP,586,10,330,244,2
Columbia,Eubank/Blanchard Center,Governor,,REP,BRIAN KEMP,755,14,285,456,0
Columbia,Second Mt. Carmel,Governor,,REP,BRIAN KEMP,195,4,87,104,0
Columbia,Damascus Baptist Church,Governor,,REP,BRIAN KEMP,589,19,203,366,1
Columbia,Col Cty Bd Of Edu,Governor,,REP,BRIAN KEMP,902,39,515,346,2
Columbia,Greenbrier High,Governor,,REP,BRIAN KEMP,1424,33,736,654,1
Columbia,Redeemer Church,Governor,,REP,BRIAN KEMP,1876,50,962,862,2
Columbia,Riverside Elementary,Governor,,REP,BRIAN KEMP,607,17,332,258,0
Columbia,Grace Baptist Church,Governor,,REP,BRIAN KEMP,1259,32,652,574,1
Columbia,Christ Sanctified,Governor,,REP,BRIAN KEMP,1065,23,555,487,0
Columbia,Blanchard Park,Governor,,REP,BRIAN KEMP,753,39,334,378,2
Columbia,Mtz Col Fire Dept #4,Governor,,REP,BRIAN KEMP,653,30,265,358,0
Columbia,Belair Baptist,Governor,,REP,BRIAN KEMP,958,31,446,481,0
Columbia,Marvin Methodist Church,Governor,,REP,BRIAN KEMP,719,12,257,449,1
Columbia,Westside Bapt Church,Governor,,REP,BRIAN KEMP,772,29,341,401,1
Columbia,Trinity Bapt Church,Governor,,REP,BRIAN KEMP,527,16,196,315,0
Columbia,Abilene Baptist,Governor,,REP,BRIAN KEMP,811,39,347,425,0
Columbia,Augusta Christian,Governor,,REP,BRIAN KEMP,860,40,398,421,1
Columbia,Stevens Creek Elem,Governor,,REP,BRIAN KEMP,866,39,489,337,1
Columbia,Gospel Water Branch,Governor,,REP,BRIAN KEMP,777,15,412,348,2
Columbia,Genesis Church,Governor,,REP,BRIAN KEMP,835,16,440,377,2
Columbia,Stevens Creek Church,Governor,,REP,BRIAN KEMP,1347,37,641,669,0
Columbia,Mtz Col Fire Hdqtr,Governor,,REP,BRIAN KEMP,416,6,166,244,0
Columbia,Lakeside Middle,Governor,,REP,BRIAN KEMP,686,14,305,367,0
Columbia,Martinez Baptist,Governor,,REP,BRIAN KEMP,631,16,215,400,0
Columbia,Gold Cross EMS,Governor,,REP,BRIAN KEMP,883,112,420,350,1
Columbia,Church of our Savior,Governor,,REP,BRIAN KEMP,776,34,308,434,0
Columbia,West Acres Baptist,Governor,,REP,BRIAN KEMP,1067,36,583,448,0
Columbia,Journey Comm. Church,Governor,,REP,BRIAN KEMP,708,23,449,236,0
Columbia,Wesley Methodist,Governor,,REP,BRIAN KEMP,1140,32,671,436,1
Columbia,Col Cty Main Library,Governor,,REP,BRIAN KEMP,874,26,566,282,0
Columbia,Christ Church,Governor,,REP,BRIAN KEMP,987,13,563,411,0
Columbia,Blue Ridge Elementary,Governor,,REP,BRIAN KEMP,866,24,463,379,0
Columbia,Christ The King Luth Ch,Governor,,REP,BRIAN KEMP,1046,56,620,370,0
Columbia,Kiokee Baptist Church,Governor,,DEM,STACEY ABRAMS,199,27,99,73,0
Columbia,Lewis Methodist Church,Governor,,DEM,STACEY ABRAMS,658,34,347,277,0
Columbia,Woodlawn Baptist Church,Governor,,DEM,STACEY ABRAMS,201,20,115,66,0
Columbia,Patriots Park,Governor,,DEM,STACEY ABRAMS,823,43,497,282,1
Columbia,New Life Church,Governor,,DEM,STACEY ABRAMS,998,76,521,401,0
Columbia,Harlem Branch,Governor,,DEM,STACEY ABRAMS,671,79,179,412,1
Columbia,Bessie Thomas Center,Governor,,DEM,STACEY ABRAMS,154,19,53,82,0
Columbia,Philadelphia Church,Governor,,DEM,STACEY ABRAMS,495,45,226,223,1
Columbia,Liberty Park,Governor,,DEM,STACEY ABRAMS,850,69,405,375,1
Columbia,Grovetown Methodist Church,Governor,,DEM,STACEY ABRAMS,676,50,305,321,0
Columbia,G A Apostolic Church,Governor,,DEM,STACEY ABRAMS,313,24,136,153,0
Columbia,Grovetown Middle School,Governor,,DEM,STACEY ABRAMS,865,45,413,407,0
Columbia,Warren Baptist,Governor,,DEM,STACEY ABRAMS,805,50,471,284,0
Columbia,Eubank/Blanchard Center,Governor,,DEM,STACEY ABRAMS,198,18,54,126,0
Columbia,Second Mt. Carmel,Governor,,DEM,STACEY ABRAMS,274,29,90,155,0
Columbia,Damascus Baptist Church,Governor,,DEM,STACEY ABRAMS,67,5,27,35,0
Columbia,Col Cty Bd Of Edu,Governor,,DEM,STACEY ABRAMS,389,41,204,143,1
Columbia,Greenbrier High,Governor,,DEM,STACEY ABRAMS,467,35,220,212,0
Columbia,Redeemer Church,Governor,,DEM,STACEY ABRAMS,849,59,478,310,2
Columbia,Riverside Elementary,Governor,,DEM,STACEY ABRAMS,275,21,164,89,1
Columbia,Grace Baptist Church,Governor,,DEM,STACEY ABRAMS,810,59,450,300,1
Columbia,Christ Sanctified,Governor,,DEM,STACEY ABRAMS,420,29,193,197,1
Columbia,Blanchard Park,Governor,,DEM,STACEY ABRAMS,230,13,109,108,0
Columbia,Mtz Col Fire Dept #4,Governor,,DEM,STACEY ABRAMS,422,43,171,205,3
Columbia,Belair Baptist,Governor,,DEM,STACEY ABRAMS,504,32,226,246,0
Columbia,Marvin Methodist Church,Governor,,DEM,STACEY ABRAMS,402,30,163,209,0
Columbia,Westside Bapt Church,Governor,,DEM,STACEY ABRAMS,270,28,104,138,0
Columbia,Trinity Bapt Church,Governor,,DEM,STACEY ABRAMS,155,8,68,79,0
Columbia,Abilene Baptist,Governor,,DEM,STACEY ABRAMS,331,23,132,176,0
Columbia,Augusta Christian,Governor,,DEM,STACEY ABRAMS,418,42,163,213,0
Columbia,Stevens Creek Elem,Governor,,DEM,STACEY ABRAMS,256,39,145,72,0
Columbia,Gospel Water Branch,Governor,,DEM,STACEY ABRAMS,383,20,158,205,0
Columbia,Genesis Church,Governor,,DEM,STACEY ABRAMS,347,33,152,161,1
Columbia,Stevens Creek Church,Governor,,DEM,STACEY ABRAMS,526,39,239,248,0
Columbia,Mtz Col Fire Hdqtr,Governor,,DEM,STACEY ABRAMS,243,13,82,147,1
Columbia,Lakeside Middle,Governor,,DEM,STACEY ABRAMS,335,30,165,140,0
Columbia,Martinez Baptist,Governor,,DEM,STACEY ABRAMS,385,23,133,229,0
Columbia,Gold Cross EMS,Governor,,DEM,STACEY ABRAMS,278,38,128,112,0
Columbia,Church of our Savior,Governor,,DEM,STACEY ABRAMS,466,68,177,221,0
Columbia,West Acres Baptist,Governor,,DEM,STACEY ABRAMS,435,24,245,166,0
Columbia,Journey Comm. Church,Governor,,DEM,STACEY ABRAMS,167,8,92,67,0
Columbia,Wesley Methodist,Governor,,DEM,STACEY ABRAMS,427,30,236,161,0
Columbia,Col Cty Main Library,Governor,,DEM,STACEY ABRAMS,462,30,285,147,0
Columbia,Christ Church,Governor,,DEM,STACEY ABRAMS,323,30,172,121,0
Columbia,Blue Ridge Elementary,Governor,,DEM,STACEY ABRAMS,408,31,184,193,0
Columbia,Christ The King Luth Ch,Governor,,DEM,STACEY ABRAMS,393,45,231,116,1
Columbia,Kiokee Baptist Church,Governor,,LIB,TED METZ,16,2,3,11,0
Columbia,Lewis Methodist Church,Governor,,LIB,TED METZ,24,2,3,19,0
Columbia,Woodlawn Baptist Church,Governor,,LIB,TED METZ,1,0,0,1,0
Columbia,Patriots Park,Governor,,LIB,TED METZ,25,1,7,17,0
Columbia,New Life Church,Governor,,LIB,TED METZ,23,0,7,16,0
Columbia,Harlem Branch,Governor,,LIB,TED METZ,14,0,2,12,0
Columbia,Bessie Thomas Center,Governor,,LIB,TED METZ,11,1,3,7,0
Columbia,Philadelphia Church,Governor,,LIB,TED METZ,13,0,4,9,0
Columbia,Liberty Park,Governor,,LIB,TED METZ,16,1,3,12,0
Columbia,Grovetown Methodist Church,Governor,,LIB,TED METZ,14,0,3,11,0
Columbia,G A Apostolic Church,Governor,,LIB,TED METZ,6,0,1,5,0
Columbia,Grovetown Middle School,Governor,,LIB,TED METZ,27,0,4,23,0
Columbia,Warren Baptist,Governor,,LIB,TED METZ,11,0,0,11,0
Columbia,Eubank/Blanchard Center,Governor,,LIB,TED METZ,7,0,2,5,0
Columbia,Second Mt. Carmel,Governor,,LIB,TED METZ,4,0,1,3,0
Columbia,Damascus Baptist Church,Governor,,LIB,TED METZ,6,2,1,3,0
Columbia,Col Cty Bd Of Edu,Governor,,LIB,TED METZ,8,0,1,7,0
Columbia,Greenbrier High,Governor,,LIB,TED METZ,32,3,13,16,0
Columbia,Redeemer Church,Governor,,LIB,TED METZ,36,2,10,24,0
Columbia,Riverside Elementary,Governor,,LIB,TED METZ,8,0,4,4,0
Columbia,Grace Baptist Church,Governor,,LIB,TED METZ,32,0,11,21,0
Columbia,Christ Sanctified,Governor,,LIB,TED METZ,16,1,5,10,0
Columbia,Blanchard Park,Governor,,LIB,TED METZ,11,0,1,10,0
Columbia,Mtz Col Fire Dept #4,Governor,,LIB,TED METZ,16,1,3,12,0
Columbia,Belair Baptist,Governor,,LIB,TED METZ,9,0,2,7,0
Columbia,Marvin Methodist Church,Governor,,LIB,TED METZ,22,1,8,13,0
Columbia,Westside Bapt Church,Governor,,LIB,TED METZ,9,0,3,6,0
Columbia,Trinity Bapt Church,Governor,,LIB,TED METZ,4,0,1,3,0
Columbia,Abilene Baptist,Governor,,LIB,TED METZ,15,1,2,12,0
Columbia,Augusta Christian,Governor,,LIB,TED METZ,12,0,2,10,0
Columbia,Stevens Creek Elem,Governor,,LIB,TED METZ,7,1,0,6,0
Columbia,Gospel Water Branch,Governor,,LIB,TED METZ,9,1,2,6,0
Columbia,Genesis Church,Governor,,LIB,TED METZ,19,0,5,14,0
Columbia,Stevens Creek Church,Governor,,LIB,TED METZ,13,0,1,12,0
Columbia,Mtz Col Fire Hdqtr,Governor,,LIB,TED METZ,10,1,1,8,0
Columbia,Lakeside Middle,Governor,,LIB,TED METZ,20,1,8,11,0
Columbia,Martinez Baptist,Governor,,LIB,TED METZ,11,0,3,8,0
Columbia,Gold Cross EMS,Governor,,LIB,TED METZ,16,2,6,8,0
Columbia,Church of our Savior,Governor,,LIB,TED METZ,21,3,6,12,0
Columbia,West Acres Baptist,Governor,,LIB,TED METZ,15,1,9,5,0
Columbia,Journey Comm. Church,Governor,,LIB,TED METZ,9,0,4,5,0
Columbia,Wesley Methodist,Governor,,LIB,TED METZ,10,0,2,8,0
Columbia,Col Cty Main Library,Governor,,LIB,TED METZ,11,1,4,6,0
Columbia,Christ Church,Governor,,LIB,TED METZ,17,4,5,8,0
Columbia,Blue Ridge Elementary,Governor,,LIB,TED METZ,19,0,6,13,0
Columbia,Christ The King Luth Ch,Governor,,LIB,TED METZ,9,2,2,5,0
Columbia,Kiokee Baptist Church,Lieutenant Governor,,REP,GEOFF DUNCAN,1479,50,668,761,0
Columbia,Lewis Methodist Church,Lieutenant Governor,,REP,GEOFF DUNCAN,1280,44,687,548,1
Columbia,Woodlawn Baptist Church,Lieutenant Governor,,REP,GEOFF DUNCAN,639,14,344,281,0
Columbia,Patriots Park,Lieutenant Governor,,REP,GEOFF DUNCAN,1462,37,842,582,1
Columbia,New Life Church,Lieutenant Governor,,REP,GEOFF DUNCAN,1003,30,509,462,2
Columbia,Harlem Branch,Lieutenant Governor,,REP,GEOFF DUNCAN,1436,50,432,954,0
Columbia,Bessie Thomas Center,Lieutenant Governor,,REP,GEOFF DUNCAN,1034,31,409,594,0
Columbia,Philadelphia Church,Lieutenant Governor,,REP,GEOFF DUNCAN,765,16,350,399,0
