county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Colquitt,Shaw,Secretary Of State,,REP,BRAD RAFFENSPERGER,105,4,54,47,0
Colquitt,Moultrie,Secretary Of State,,REP,BRAD RAFFENSPERGER,562,34,220,308,0
Colquitt,Autreyville,Secretary Of State,,REP,BRAD RAFFENSPERGER,211,15,62,132,2
Colquitt,Bridgecreek,Secretary Of State,,REP,BRAD RAFFENSPERGER,239,7,77,155,0
Colquitt,Crosland,Secretary Of State,,REP,BRAD RAFFENSPERGER,48,0,5,43,0
Colquitt,Doerun,Secretary Of State,,REP,BRAD RAFFENSPERGER,88,2,13,73,0
Colquitt,Funston,Secretary Of State,,REP,BRAD RAFFENSPERGER,261,12,43,206,0
Colquitt,Hamilton,Secretary Of State,,REP,BRAD RAFFENSPERGER,145,4,27,114,0
Colquitt,Hartsfield,Secretary Of State,,REP,BRAD RAFFENSPERGER,127,3,12,112,0
Colquitt,Hopewell,Secretary Of State,,REP,BRAD RAFFENSPERGER,293,7,105,181,0
Colquitt,Lee,Secretary Of State,,REP,BRAD RAFFENSPERGER,181,9,43,129,0
Colquitt,Millcreek,Secretary Of State,,REP,BRAD RAFFENSPERGER,94,2,33,59,0
Colquitt,Monk,Secretary Of State,,REP,BRAD RAFFENSPERGER,243,14,57,172,0
Colquitt,Murphy,Secretary Of State,,REP,BRAD RAFFENSPERGER,220,4,69,147,0
Colquitt,Norman Park,Secretary Of State,,REP,BRAD RAFFENSPERGER,318,13,81,224,0
Colquitt,Robinson,Secretary Of State,,REP,BRAD RAFFENSPERGER,185,6,31,148,0
Colquitt,Thigpen,Secretary Of State,,REP,BRAD RAFFENSPERGER,58,2,2,54,0
Colquitt,Tyty,Secretary Of State,,REP,BRAD RAFFENSPERGER,105,2,9,94,0
Colquitt,Warrior,Secretary Of State,,REP,BRAD RAFFENSPERGER,160,1,24,135,0
Colquitt,Shaw,Secretary Of State,,DEM,JOHN BARROW,323,29,78,216,0
Colquitt,Moultrie,Secretary Of State,,DEM,JOHN BARROW,251,28,77,146,0
Colquitt,Autreyville,Secretary Of State,,DEM,JOHN BARROW,37,5,13,19,0
Colquitt,Bridgecreek,Secretary Of State,,DEM,JOHN BARROW,19,1,7,11,0
Colquitt,Crosland,Secretary Of State,,DEM,JOHN BARROW,19,0,0,19,0
Colquitt,Doerun,Secretary Of State,,DEM,JOHN BARROW,65,4,2,59,0
Colquitt,Funston,Secretary Of State,,DEM,JOHN BARROW,38,1,2,35,0
Colquitt,Hamilton,Secretary Of State,,DEM,JOHN BARROW,20,2,2,16,0
Colquitt,Hartsfield,Secretary Of State,,DEM,JOHN BARROW,4,0,1,3,0
Colquitt,Hopewell,Secretary Of State,,DEM,JOHN BARROW,48,4,14,30,0
Colquitt,Lee,Secretary Of State,,DEM,JOHN BARROW,9,1,3,5,0
Colquitt,Millcreek,Secretary Of State,,DEM,JOHN BARROW,7,1,1,5,0
Colquitt,Monk,Secretary Of State,,DEM,JOHN BARROW,48,1,15,32,0
Colquitt,Murphy,Secretary Of State,,DEM,JOHN BARROW,23,2,10,11,0
Colquitt,Norman Park,Secretary Of State,,DEM,JOHN BARROW,83,4,27,52,0
Colquitt,Robinson,Secretary Of State,,DEM,JOHN BARROW,26,2,5,19,0
Colquitt,Thigpen,Secretary Of State,,DEM,JOHN BARROW,1,0,0,1,0
Colquitt,Tyty,Secretary Of State,,DEM,JOHN BARROW,4,0,0,4,0
Colquitt,Warrior,Secretary Of State,,DEM,JOHN BARROW,14,0,0,14,0
Colquitt,Shaw,"Public Service Commission, District 3",3,(REP,CHUCK EATON,105,4,54,47,0
Colquitt,Moultrie,"Public Service Commission, District 3",3,(REP,CHUCK EATON,566,35,222,309,0
Colquitt,Autreyville,"Public Service Commission, District 3",3,(REP,CHUCK EATON,207,14,61,130,2
Colquitt,Bridgecreek,"Public Service Commission, District 3",3,(REP,CHUCK EATON,240,7,76,157,0
Colquitt,Crosland,"Public Service Commission, District 3",3,(REP,CHUCK EATON,49,0,5,44,0
Colquitt,Doerun,"Public Service Commission, District 3",3,(REP,CHUCK EATON,90,2,13,75,0
Colquitt,Funston,"Public Service Commission, District 3",3,(REP,CHUCK EATON,264,12,44,208,0
Colquitt,Hamilton,"Public Service Commission, District 3",3,(REP,CHUCK EATON,143,4,24,115,0
Colquitt,Hartsfield,"Public Service Commission, District 3",3,(REP,CHUCK EATON,127,3,12,112,0
Colquitt,Hopewell,"Public Service Commission, District 3",3,(REP,CHUCK EATON,299,8,109,182,0
Colquitt,Lee,"Public Service Commission, District 3",3,(REP,CHUCK EATON,181,9,43,129,0
Colquitt,Millcreek,"Public Service Commission, District 3",3,(REP,CHUCK EATON,95,2,33,60,0
Colquitt,Monk,"Public Service Commission, District 3",3,(REP,CHUCK EATON,247,14,59,174,0
Colquitt,Murphy,"Public Service Commission, District 3",3,(REP,CHUCK EATON,224,4,71,149,0
Colquitt,Norman Park,"Public Service Commission, District 3",3,(REP,CHUCK EATON,317,13,81,223,0
Colquitt,Robinson,"Public Service Commission, District 3",3,(REP,CHUCK EATON,186,6,30,150,0
Colquitt,Thigpen,"Public Service Commission, District 3",3,(REP,CHUCK EATON,56,2,2,52,0
Colquitt,Tyty,"Public Service Commission, District 3",3,(REP,CHUCK EATON,105,2,9,94,0
Colquitt,Warrior,"Public Service Commission, District 3",3,(REP,CHUCK EATON,159,1,24,134,0
Colquitt,Shaw,"Public Service Commission, District 3",3,DEM,LINDY MILLER,304,29,71,204,0
Colquitt,Moultrie,"Public Service Commission, District 3",3,DEM,LINDY MILLER,239,27,72,140,0
Colquitt,Autreyville,"Public Service Commission, District 3",3,DEM,LINDY MILLER,40,6,14,20,0
Colquitt,Bridgecreek,"Public Service Commission, District 3",3,DEM,LINDY MILLER,17,1,8,8,0
Colquitt,Crosland,"Public Service Commission, District 3",3,DEM,LINDY MILLER,16,0,0,16,0
Colquitt,Doerun,"Public Service Commission, District 3",3,DEM,LINDY MILLER,60,4,2,54,0
Colquitt,Funston,"Public Service Commission, District 3",3,DEM,LINDY MILLER,28,1,0,27,0
Colquitt,Hamilton,"Public Service Commission, District 3",3,DEM,LINDY MILLER,19,2,3,14,0
Colquitt,Hartsfield,"Public Service Commission, District 3",3,DEM,LINDY MILLER,3,0,0,3,0
Colquitt,Hopewell,"Public Service Commission, District 3",3,DEM,LINDY MILLER,42,3,11,28,0
Colquitt,Lee,"Public Service Commission, District 3",3,DEM,LINDY MILLER,9,1,2,6,0
Colquitt,Millcreek,"Public Service Commission, District 3",3,DEM,LINDY MILLER,6,1,1,4,0
Colquitt,Monk,"Public Service Commission, District 3",3,DEM,LINDY MILLER,41,1,12,28,0
Colquitt,Murphy,"Public Service Commission, District 3",3,DEM,LINDY MILLER,19,2,8,9,0
Colquitt,Norman Park,"Public Service Commission, District 3",3,DEM,LINDY MILLER,80,4,27,49,0
Colquitt,Robinson,"Public Service Commission, District 3",3,DEM,LINDY MILLER,24,2,4,18,0
Colquitt,Thigpen,"Public Service Commission, District 3",3,DEM,LINDY MILLER,1,0,0,1,0
Colquitt,Tyty,"Public Service Commission, District 3",3,DEM,LINDY MILLER,3,0,0,3,0
Colquitt,Warrior,"Public Service Commission, District 3",3,DEM,LINDY MILLER,13,0,0,13,0
