county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Forsyth,01 Big Creek,Governor,,REP,BRIAN KEMP,6275,321,3988,1958,8
Forsyth,02 Brandywine,Governor,,REP,BRIAN KEMP,1761,84,660,1016,1
Forsyth,03 Browns Bridge,Governor,,REP,BRIAN KEMP,4568,136,2687,1745,0
Forsyth,04 Chestatee,Governor,,REP,BRIAN KEMP,3206,127,1833,1245,1
Forsyth,05 Coal Mountain,Governor,,REP,BRIAN KEMP,2743,72,1531,1139,1
Forsyth,06 Crossroads,Governor,,REP,BRIAN KEMP,3084,70,2002,1010,2
Forsyth,07 Cumming,Governor,,REP,BRIAN KEMP,1223,56,802,363,2
Forsyth,08 Mashburn,Governor,,REP,BRIAN KEMP,3899,178,2091,1629,1
Forsyth,10 Midway,Governor,,REP,BRIAN KEMP,8108,237,5412,2458,1
Forsyth,15 Heardsville,Governor,,REP,BRIAN KEMP,4079,100,2309,1670,0
Forsyth,16 Otwell,Governor,,REP,BRIAN KEMP,5281,212,3343,1718,8
Forsyth,19 Old Atlanta,Governor,,REP,BRIAN KEMP,2371,109,1050,1209,3
Forsyth,21 South Forsyth,Governor,,REP,BRIAN KEMP,5186,227,3204,1753,2
Forsyth,25 Windermere,Governor,,REP,BRIAN KEMP,3527,139,1629,1758,1
Forsyth,27 Concord,Governor,,REP,BRIAN KEMP,4758,126,2592,2039,1
Forsyth,29 Polo,Governor,,REP,BRIAN KEMP,5776,226,3377,2166,7
Forsyth,01 Big Creek,Governor,,DEM,STACEY ABRAMS,3477,301,1946,1227,3
Forsyth,02 Brandywine,Governor,,DEM,STACEY ABRAMS,2070,170,855,1041,4
Forsyth,03 Browns Bridge,Governor,,DEM,STACEY ABRAMS,1067,71,575,421,0
Forsyth,04 Chestatee,Governor,,DEM,STACEY ABRAMS,562,31,315,216,0
Forsyth,05 Coal Mountain,Governor,,DEM,STACEY ABRAMS,784,28,387,369,0
Forsyth,06 Crossroads,Governor,,DEM,STACEY ABRAMS,673,41,370,262,0
Forsyth,07 Cumming,Governor,,DEM,STACEY ABRAMS,433,40,226,166,1
Forsyth,08 Mashburn,Governor,,DEM,STACEY ABRAMS,1185,87,598,498,2
Forsyth,10 Midway,Governor,,DEM,STACEY ABRAMS,3183,219,1960,1001,3
Forsyth,15 Heardsville,Governor,,DEM,STACEY ABRAMS,953,58,492,403,0
Forsyth,16 Otwell,Governor,,DEM,STACEY ABRAMS,1652,106,908,637,1
Forsyth,19 Old Atlanta,Governor,,DEM,STACEY ABRAMS,1512,193,625,694,0
Forsyth,21 South Forsyth,Governor,,DEM,STACEY ABRAMS,2706,206,1447,1053,0
Forsyth,25 Windermere,Governor,,DEM,STACEY ABRAMS,1974,115,898,961,0
Forsyth,27 Concord,Governor,,DEM,STACEY ABRAMS,1037,51,546,439,1
Forsyth,29 Polo,Governor,,DEM,STACEY ABRAMS,2824,227,1418,1176,3
Forsyth,01 Big Creek,Governor,,LIB,TED METZ,139,7,57,75,0
Forsyth,02 Brandywine,Governor,,LIB,TED METZ,55,6,9,40,0
Forsyth,03 Browns Bridge,Governor,,LIB,TED METZ,101,5,37,58,1
Forsyth,04 Chestatee,Governor,,LIB,TED METZ,44,0,20,24,0
Forsyth,05 Coal Mountain,Governor,,LIB,TED METZ,40,3,9,28,0
Forsyth,06 Crossroads,Governor,,LIB,TED METZ,71,0,28,43,0
Forsyth,07 Cumming,Governor,,LIB,TED METZ,21,0,8,13,0
Forsyth,08 Mashburn,Governor,,LIB,TED METZ,75,2,21,52,0
Forsyth,10 Midway,Governor,,LIB,TED METZ,164,9,75,80,0
Forsyth,15 Heardsville,Governor,,LIB,TED METZ,79,2,25,52,0
Forsyth,16 Otwell,Governor,,LIB,TED METZ,113,5,44,64,0
Forsyth,19 Old Atlanta,Governor,,LIB,TED METZ,43,6,9,28,0
Forsyth,21 South Forsyth,Governor,,LIB,TED METZ,110,11,37,62,0
Forsyth,25 Windermere,Governor,,LIB,TED METZ,89,4,18,67,0
Forsyth,27 Concord,Governor,,LIB,TED METZ,88,0,36,51,1
Forsyth,29 Polo,Governor,,LIB,TED METZ,129,4,50,75,0
Forsyth,01 Big Creek,Lieutenant Governor,,REP,GEOFF DUNCAN,6387,338,4003,2038,8
Forsyth,02 Brandywine,Lieutenant Governor,,REP,GEOFF DUNCAN,1782,87,660,1034,1
Forsyth,03 Browns Bridge,Lieutenant Governor,,REP,GEOFF DUNCAN,4568,143,2671,1754,0
Forsyth,04 Chestatee,Lieutenant Governor,,REP,GEOFF DUNCAN,3170,126,1814,1229,1
Forsyth,05 Coal Mountain,Lieutenant Governor,,REP,GEOFF DUNCAN,2734,72,1515,1146,1
Forsyth,06 Crossroads,Lieutenant Governor,,REP,GEOFF DUNCAN,3086,68,1992,1024,2
Forsyth,07 Cumming,Lieutenant Governor,,REP,GEOFF DUNCAN,1217,53,798,364,2
Forsyth,08 Mashburn,Lieutenant Governor,,REP,GEOFF DUNCAN,3926,181,2078,1666,1
Forsyth,10 Midway,Lieutenant Governor,,REP,GEOFF DUNCAN,8186,240,5440,2505,1
Forsyth,15 Heardsville,Lieutenant Governor,,REP,GEOFF DUNCAN,4075,103,2288,1684,0
Forsyth,16 Otwell,Lieutenant Governor,,REP,GEOFF DUNCAN,5250,214,3302,1725,9
Forsyth,19 Old Atlanta,Lieutenant Governor,,REP,GEOFF DUNCAN,2412,120,1067,1222,3
Forsyth,21 South Forsyth,Lieutenant Governor,,REP,GEOFF DUNCAN,5282,239,3232,1809,2
Forsyth,25 Windermere,Lieutenant Governor,,REP,GEOFF DUNCAN,3630,142,1640,1847,1
Forsyth,27 Concord,Lieutenant Governor,,REP,GEOFF DUNCAN,4744,124,2583,2035,2
Forsyth,29 Polo,Lieutenant Governor,,REP,GEOFF DUNCAN,5847,236,3405,2199,7
Forsyth,01 Big Creek,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,3308,287,1862,1156,3
Forsyth,02 Brandywine,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,1999,172,825,998,4
