county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Jasper,WYATT,Secretary Of State,,REP,BRAD RAFFENSPERGER,334,16,60,258,0
Jasper,MONTICELLO,Secretary Of State,,REP,BRAD RAFFENSPERGER,807,59,366,363,19
Jasper,MARTIN & BURNEY,Secretary Of State,,REP,BRAD RAFFENSPERGER,754,47,175,532,0
Jasper,WYATT,Secretary Of State,,DEM,JOHN BARROW,84,12,8,64,0
Jasper,MONTICELLO,Secretary Of State,,DEM,JOHN BARROW,407,71,102,226,8
Jasper,MARTIN & BURNEY,Secretary Of State,,DEM,JOHN BARROW,114,6,19,89,0
Jasper,WYATT,"Public Service Commission, District 3",3,(REP,CHUCK EATON,324,16,58,250,0
Jasper,MONTICELLO,"Public Service Commission, District 3",3,(REP,CHUCK EATON,784,59,358,348,19
Jasper,MARTIN & BURNEY,"Public Service Commission, District 3",3,(REP,CHUCK EATON,732,44,172,516,0
Jasper,WYATT,"Public Service Commission, District 3",3,DEM,LINDY MILLER,89,11,9,69,0
Jasper,MONTICELLO,"Public Service Commission, District 3",3,DEM,LINDY MILLER,420,69,109,234,8
Jasper,MARTIN & BURNEY,"Public Service Commission, District 3",3,DEM,LINDY MILLER,134,9,21,104,0
