county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Lee,Chokee,Governor,,REP,BRIAN KEMP,163,9,73,81,0
Lee,Redbone,Governor,,REP,BRIAN KEMP,2284,45,889,1347,3
Lee,Smithville,Governor,,REP,BRIAN KEMP,334,12,148,174,0
Lee,CJC,Governor,,REP,BRIAN KEMP,371,10,167,194,0
Lee,Leesburg,Governor,,REP,BRIAN KEMP,1368,29,691,648,0
Lee,Friendship Bapt,Governor,,REP,BRIAN KEMP,632,5,232,395,0
Lee,First Baptist,Governor,,REP,BRIAN KEMP,1893,47,762,1083,1
Lee,SDA Church,Governor,,REP,BRIAN KEMP,695,18,254,423,0
Lee,Sovereign Grace,Governor,,REP,BRIAN KEMP,1087,20,450,617,0
Lee,Century Fire Station,Governor,,REP,BRIAN KEMP,1293,45,605,643,0
Lee,Chokee,Governor,,DEM,STACEY ABRAMS,156,28,49,79,0
Lee,Redbone,Governor,,DEM,STACEY ABRAMS,580,28,252,300,0
Lee,Smithville,Governor,,DEM,STACEY ABRAMS,245,25,67,153,0
Lee,CJC,Governor,,DEM,STACEY ABRAMS,49,4,21,24,0
Lee,Leesburg,Governor,,DEM,STACEY ABRAMS,510,34,226,250,0
Lee,Friendship Bapt,Governor,,DEM,STACEY ABRAMS,116,10,59,47,0
Lee,First Baptist,Governor,,DEM,STACEY ABRAMS,651,43,300,306,2
Lee,SDA Church,Governor,,DEM,STACEY ABRAMS,159,13,66,80,0
Lee,Sovereign Grace,Governor,,DEM,STACEY ABRAMS,349,20,137,192,0
Lee,Century Fire Station,Governor,,DEM,STACEY ABRAMS,541,30,212,299,0
Lee,Chokee,Governor,,LIB,TED METZ,0,0,0,0,0
Lee,Redbone,Governor,,LIB,TED METZ,18,2,5,11,0
Lee,Smithville,Governor,,LIB,TED METZ,6,0,2,4,0
Lee,CJC,Governor,,LIB,TED METZ,1,0,0,1,0
Lee,Leesburg,Governor,,LIB,TED METZ,9,1,6,2,0
Lee,Friendship Bapt,Governor,,LIB,TED METZ,1,0,0,1,0
Lee,First Baptist,Governor,,LIB,TED METZ,18,1,3,14,0
Lee,SDA Church,Governor,,LIB,TED METZ,6,1,2,3,0
Lee,Sovereign Grace,Governor,,LIB,TED METZ,7,0,0,7,0
Lee,Century Fire Station,Governor,,LIB,TED METZ,13,0,3,10,0
Lee,Chokee,Lieutenant Governor,,REP,GEOFF DUNCAN,159,9,72,78,0
Lee,Redbone,Lieutenant Governor,,REP,GEOFF DUNCAN,2207,47,860,1297,3
Lee,Smithville,Lieutenant Governor,,REP,GEOFF DUNCAN,320,12,140,168,0
Lee,CJC,Lieutenant Governor,,REP,GEOFF DUNCAN,361,10,163,188,0
Lee,Leesburg,Lieutenant Governor,,REP,GEOFF DUNCAN,1327,32,670,625,0
Lee,Friendship Bapt,Lieutenant Governor,,REP,GEOFF DUNCAN,617,5,228,384,0
Lee,First Baptist,Lieutenant Governor,,REP,GEOFF DUNCAN,1850,52,751,1046,1
Lee,SDA Church,Lieutenant Governor,,REP,GEOFF DUNCAN,675,19,247,409,0
Lee,Sovereign Grace,Lieutenant Governor,,REP,GEOFF DUNCAN,1058,22,432,604,0
Lee,Century Fire Station,Lieutenant Governor,,REP,GEOFF DUNCAN,1269,46,586,637,0
Lee,Chokee,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,139,28,43,68,0
Lee,Redbone,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,550,28,238,284,0
Lee,Smithville,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,209,21,62,126,0
Lee,CJC,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,46,4,19,23,0
Lee,Leesburg,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,477,30,215,232,0
Lee,Friendship Bapt,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,119,10,59,50,0
Lee,First Baptist,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,632,39,292,299,2
Lee,SDA Church,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,152,13,63,76,0
Lee,Sovereign Grace,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,339,17,134,188,0
Lee,Century Fire Station,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,513,29,202,282,0
Lee,Chokee,Secretary Of State,,REP,BRAD RAFFENSPERGER,158,9,71,78,0
Lee,Redbone,Secretary Of State,,REP,BRAD RAFFENSPERGER,2163,45,847,1268,3
Lee,Smithville,Secretary Of State,,REP,BRAD RAFFENSPERGER,319,11,143,165,0
Lee,CJC,Secretary Of State,,REP,BRAD RAFFENSPERGER,354,10,157,187,0
Lee,Leesburg,Secretary Of State,,REP,BRAD RAFFENSPERGER,1317,31,663,623,0
Lee,Friendship Bapt,Secretary Of State,,REP,BRAD RAFFENSPERGER,609,5,223,381,0
Lee,First Baptist,Secretary Of State,,REP,BRAD RAFFENSPERGER,1826,47,734,1044,1
Lee,SDA Church,Secretary Of State,,REP,BRAD RAFFENSPERGER,661,19,245,397,0
Lee,Sovereign Grace,Secretary Of State,,REP,BRAD RAFFENSPERGER,1053,20,439,594,0
Lee,Century Fire Station,Secretary Of State,,REP,BRAD RAFFENSPERGER,1245,47,583,615,0
Lee,Chokee,Secretary Of State,,DEM,JOHN BARROW,151,27,49,75,0
Lee,Redbone,Secretary Of State,,DEM,JOHN BARROW,644,28,276,340,0
Lee,Smithville,Secretary Of State,,DEM,JOHN BARROW,244,25,69,150,0
Lee,CJC,Secretary Of State,,DEM,JOHN BARROW,52,4,25,23,0
Lee,Leesburg,Secretary Of State,,DEM,JOHN BARROW,507,31,235,241,0
Lee,Friendship Bapt,Secretary Of State,,DEM,JOHN BARROW,130,10,64,56,0
Lee,First Baptist,Secretary Of State,,DEM,JOHN BARROW,691,42,320,327,2
Lee,SDA Church,Secretary Of State,,DEM,JOHN BARROW,178,13,72,93,0
Lee,Sovereign Grace,Secretary Of State,,DEM,JOHN BARROW,363,18,143,202,0
Lee,Century Fire Station,Secretary Of State,,DEM,JOHN BARROW,561,28,223,310,0
Lee,Chokee,Secretary Of State,,LIB,SMYTHE DUVAL,1,1,0,0,0
Lee,Redbone,Secretary Of State,,LIB,SMYTHE DUVAL,33,2,7,24,0
Lee,Smithville,Secretary Of State,,LIB,SMYTHE DUVAL,12,1,3,8,0
Lee,CJC,Secretary Of State,,LIB,SMYTHE DUVAL,8,0,2,6,0
Lee,Leesburg,Secretary Of State,,LIB,SMYTHE DUVAL,32,1,8,23,0
Lee,Friendship Bapt,Secretary Of State,,LIB,SMYTHE DUVAL,4,0,0,4,0
Lee,First Baptist,Secretary Of State,,LIB,SMYTHE DUVAL,28,2,4,22,0
Lee,SDA Church,Secretary Of State,,LIB,SMYTHE DUVAL,12,0,4,8,0
Lee,Sovereign Grace,Secretary Of State,,LIB,SMYTHE DUVAL,19,0,3,16,0
Lee,Century Fire Station,Secretary Of State,,LIB,SMYTHE DUVAL,26,0,6,20,0
Lee,Chokee,Attorney General,,(REP,CHRIS CARR,162,9,72,81,0
Lee,Redbone,Attorney General,,(REP,CHRIS CARR,2223,46,867,1307,3
Lee,Smithville,Attorney General,,(REP,CHRIS CARR,332,12,148,172,0
Lee,CJC,Attorney General,,(REP,CHRIS CARR,358,10,158,190,0
Lee,Leesburg,Attorney General,,(REP,CHRIS CARR,1347,33,676,638,0
Lee,Friendship Bapt,Attorney General,,(REP,CHRIS CARR,617,5,227,385,0
Lee,First Baptist,Attorney General,,(REP,CHRIS CARR,1880,51,755,1073,1
Lee,SDA Church,Attorney General,,(REP,CHRIS CARR,687,19,250,418,0
Lee,Sovereign Grace,Attorney General,,(REP,CHRIS CARR,1077,20,444,613,0
