county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Screven,Sylvania,Secretary Of State,,REP,BRAD RAFFENSPERGER,162,18,69,75,0
Screven,Hunters,Secretary Of State,,REP,BRAD RAFFENSPERGER,56,0,13,43,0
Screven,Newington,Secretary Of State,,REP,BRAD RAFFENSPERGER,156,5,23,128,0
Screven,Jenk Hill Fire Sta,Secretary Of State,,REP,BRAD RAFFENSPERGER,117,3,49,65,0
Screven,Rocky Ford,Secretary Of State,,REP,BRAD RAFFENSPERGER,100,2,29,69,0
Screven,Bay Branch,Secretary Of State,,REP,BRAD RAFFENSPERGER,183,3,74,106,0
Screven,Hiltonia,Secretary Of State,,REP,BRAD RAFFENSPERGER,135,5,50,80,0
Screven,Screven Rec Dept,Secretary Of State,,REP,BRAD RAFFENSPERGER,37,0,12,25,0
Screven,Greenhill Church,Secretary Of State,,REP,BRAD RAFFENSPERGER,144,6,55,83,0
Screven,Sr Citizens Center,Secretary Of State,,REP,BRAD RAFFENSPERGER,97,6,56,34,1
Screven,Jackson Fire Station,Secretary Of State,,REP,BRAD RAFFENSPERGER,76,4,23,49,0
Screven,Cooperville Fire Sta,Secretary Of State,,REP,BRAD RAFFENSPERGER,19,3,5,11,0
Screven,Sylvania,Secretary Of State,,DEM,JOHN BARROW,142,11,50,81,0
Screven,Hunters,Secretary Of State,,DEM,JOHN BARROW,54,3,19,32,0
Screven,Newington,Secretary Of State,,DEM,JOHN BARROW,110,7,9,94,0
Screven,Jenk Hill Fire Sta,Secretary Of State,,DEM,JOHN BARROW,157,9,44,103,1
Screven,Rocky Ford,Secretary Of State,,DEM,JOHN BARROW,53,0,16,37,0
Screven,Bay Branch,Secretary Of State,,DEM,JOHN BARROW,55,3,29,23,0
Screven,Hiltonia,Secretary Of State,,DEM,JOHN BARROW,115,8,21,86,0
Screven,Screven Rec Dept,Secretary Of State,,DEM,JOHN BARROW,55,2,14,39,0
Screven,Greenhill Church,Secretary Of State,,DEM,JOHN BARROW,54,4,20,30,0
Screven,Sr Citizens Center,Secretary Of State,,DEM,JOHN BARROW,166,7,46,112,1
Screven,Jackson Fire Station,Secretary Of State,,DEM,JOHN BARROW,32,0,12,20,0
Screven,Cooperville Fire Sta,Secretary Of State,,DEM,JOHN BARROW,49,6,3,40,0
Screven,Sylvania,"Public Service Commission, District 3",3,(REP,CHUCK EATON,172,17,71,84,0
Screven,Hunters,"Public Service Commission, District 3",3,(REP,CHUCK EATON,65,0,15,50,0
Screven,Newington,"Public Service Commission, District 3",3,(REP,CHUCK EATON,162,5,25,132,0
Screven,Jenk Hill Fire Sta,"Public Service Commission, District 3",3,(REP,CHUCK EATON,131,5,52,74,0
Screven,Rocky Ford,"Public Service Commission, District 3",3,(REP,CHUCK EATON,106,2,33,71,0
Screven,Bay Branch,"Public Service Commission, District 3",3,(REP,CHUCK EATON,193,3,77,113,0
Screven,Hiltonia,"Public Service Commission, District 3",3,(REP,CHUCK EATON,139,5,52,82,0
Screven,Screven Rec Dept,"Public Service Commission, District 3",3,(REP,CHUCK EATON,37,0,11,26,0
Screven,Greenhill Church,"Public Service Commission, District 3",3,(REP,CHUCK EATON,158,5,63,90,0
Screven,Sr Citizens Center,"Public Service Commission, District 3",3,(REP,CHUCK EATON,104,6,61,36,1
Screven,Jackson Fire Station,"Public Service Commission, District 3",3,(REP,CHUCK EATON,80,4,24,52,0
Screven,Cooperville Fire Sta,"Public Service Commission, District 3",3,(REP,CHUCK EATON,19,2,5,12,0
Screven,Sylvania,"Public Service Commission, District 3",3,DEM,LINDY MILLER,123,12,43,68,0
Screven,Hunters,"Public Service Commission, District 3",3,DEM,LINDY MILLER,46,3,18,25,0
Screven,Newington,"Public Service Commission, District 3",3,DEM,LINDY MILLER,98,7,8,83,0
Screven,Jenk Hill Fire Sta,"Public Service Commission, District 3",3,DEM,LINDY MILLER,131,7,37,86,1
Screven,Rocky Ford,"Public Service Commission, District 3",3,DEM,LINDY MILLER,44,0,11,33,0
Screven,Bay Branch,"Public Service Commission, District 3",3,DEM,LINDY MILLER,43,3,24,16,0
Screven,Hiltonia,"Public Service Commission, District 3",3,DEM,LINDY MILLER,102,8,15,79,0
Screven,Screven Rec Dept,"Public Service Commission, District 3",3,DEM,LINDY MILLER,53,2,13,38,0
Screven,Greenhill Church,"Public Service Commission, District 3",3,DEM,LINDY MILLER,35,3,11,21,0
Screven,Sr Citizens Center,"Public Service Commission, District 3",3,DEM,LINDY MILLER,153,8,37,107,1
Screven,Jackson Fire Station,"Public Service Commission, District 3",3,DEM,LINDY MILLER,25,0,11,14,0
Screven,Cooperville Fire Sta,"Public Service Commission, District 3",3,DEM,LINDY MILLER,48,7,3,38,0
