county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Decatur,Mt Pleasant,Governor,,REP,BRIAN KEMP,328,8,124,188,8
Decatur,Recovery,Governor,,REP,BRIAN KEMP,326,16,94,214,2
Decatur,Kendrick,Governor,,REP,BRIAN KEMP,245,5,77,157,6
Decatur,Climax,Governor,,REP,BRIAN KEMP,495,11,195,284,5
Decatur,Brinson,Governor,,REP,BRIAN KEMP,390,15,150,223,2
Decatur,West Bainbridge,Governor,,REP,BRIAN KEMP,626,18,355,249,4
Decatur,Bainbridge-Coliseum,Governor,,REP,BRIAN KEMP,1975,68,1273,619,15
Decatur,Bridge-Fairgrounds,Governor,,REP,BRIAN KEMP,770,22,437,305,6
Decatur,Attapulgus,Governor,,REP,BRIAN KEMP,337,18,134,182,3
Decatur,Mt Pleasant,Governor,,DEM,STACEY ABRAMS,36,2,18,15,1
Decatur,Recovery,Governor,,DEM,STACEY ABRAMS,77,8,32,34,3
Decatur,Kendrick,Governor,,DEM,STACEY ABRAMS,72,6,18,47,1
Decatur,Climax,Governor,,DEM,STACEY ABRAMS,149,15,54,79,1
Decatur,Brinson,Governor,,DEM,STACEY ABRAMS,103,6,35,62,0
Decatur,West Bainbridge,Governor,,DEM,STACEY ABRAMS,525,46,217,250,12
Decatur,Bainbridge-Coliseum,Governor,,DEM,STACEY ABRAMS,1156,127,520,490,19
Decatur,Bridge-Fairgrounds,Governor,,DEM,STACEY ABRAMS,823,68,315,431,9
Decatur,Attapulgus,Governor,,DEM,STACEY ABRAMS,674,86,199,383,6
Decatur,Mt Pleasant,Governor,,LIB,TED METZ,1,0,0,1,0
Decatur,Recovery,Governor,,LIB,TED METZ,4,0,0,4,0
Decatur,Kendrick,Governor,,LIB,TED METZ,1,0,0,1,0
Decatur,Climax,Governor,,LIB,TED METZ,1,0,0,1,0
Decatur,Brinson,Governor,,LIB,TED METZ,1,1,0,0,0
Decatur,West Bainbridge,Governor,,LIB,TED METZ,3,1,2,0,0
Decatur,Bainbridge-Coliseum,Governor,,LIB,TED METZ,13,0,8,5,0
Decatur,Bridge-Fairgrounds,Governor,,LIB,TED METZ,11,1,2,8,0
Decatur,Attapulgus,Governor,,LIB,TED METZ,4,0,1,3,0
Decatur,Mt Pleasant,Lieutenant Governor,,REP,GEOFF DUNCAN,316,8,117,184,7
Decatur,Recovery,Lieutenant Governor,,REP,GEOFF DUNCAN,318,16,89,211,2
Decatur,Kendrick,Lieutenant Governor,,REP,GEOFF DUNCAN,240,5,76,153,6
Decatur,Climax,Lieutenant Governor,,REP,GEOFF DUNCAN,473,11,192,265,5
Decatur,Brinson,Lieutenant Governor,,REP,GEOFF DUNCAN,373,16,146,209,2
Decatur,West Bainbridge,Lieutenant Governor,,REP,GEOFF DUNCAN,612,18,346,245,3
Decatur,Bainbridge-Coliseum,Lieutenant Governor,,REP,GEOFF DUNCAN,1912,69,1229,598,16
Decatur,Bridge-Fairgrounds,Lieutenant Governor,,REP,GEOFF DUNCAN,751,22,420,302,7
Decatur,Attapulgus,Lieutenant Governor,,REP,GEOFF DUNCAN,335,18,133,181,3
Decatur,Mt Pleasant,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,34,2,17,13,2
Decatur,Recovery,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,72,8,28,33,3
Decatur,Kendrick,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,64,6,13,44,1
Decatur,Climax,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,139,15,46,77,1
Decatur,Brinson,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,94,6,31,57,0
Decatur,West Bainbridge,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,486,47,201,226,12
Decatur,Bainbridge-Coliseum,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,1064,125,475,446,18
Decatur,Bridge-Fairgrounds,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,745,68,289,380,8
Decatur,Attapulgus,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,618,87,179,347,5
Decatur,Mt Pleasant,Secretary Of State,,REP,BRAD RAFFENSPERGER,313,7,121,178,7
Decatur,Recovery,Secretary Of State,,REP,BRAD RAFFENSPERGER,319,16,91,210,2
Decatur,Kendrick,Secretary Of State,,REP,BRAD RAFFENSPERGER,232,5,74,148,5
Decatur,Climax,Secretary Of State,,REP,BRAD RAFFENSPERGER,469,9,189,266,5
Decatur,Brinson,Secretary Of State,,REP,BRAD RAFFENSPERGER,376,15,147,212,2
Decatur,West Bainbridge,Secretary Of State,,REP,BRAD RAFFENSPERGER,613,18,345,247,3
Decatur,Bainbridge-Coliseum,Secretary Of State,,REP,BRAD RAFFENSPERGER,1900,65,1229,592,14
Decatur,Bridge-Fairgrounds,Secretary Of State,,REP,BRAD RAFFENSPERGER,740,19,422,293,6
Decatur,Attapulgus,Secretary Of State,,REP,BRAD RAFFENSPERGER,324,18,127,176,3
Decatur,Mt Pleasant,Secretary Of State,,DEM,JOHN BARROW,40,2,17,19,2
Decatur,Recovery,Secretary Of State,,DEM,JOHN BARROW,75,8,31,33,3
Decatur,Kendrick,Secretary Of State,,DEM,JOHN BARROW,71,6,15,49,1
Decatur,Climax,Secretary Of State,,DEM,JOHN BARROW,152,16,55,80,1
Decatur,Brinson,Secretary Of State,,DEM,JOHN BARROW,103,7,32,64,0
Decatur,West Bainbridge,Secretary Of State,,DEM,JOHN BARROW,510,45,215,239,11
Decatur,Bainbridge-Coliseum,Secretary Of State,,DEM,JOHN BARROW,1132,125,510,479,18
Decatur,Bridge-Fairgrounds,Secretary Of State,,DEM,JOHN BARROW,795,65,306,416,8
Decatur,Attapulgus,Secretary Of State,,DEM,JOHN BARROW,655,83,194,373,5
Decatur,Mt Pleasant,Secretary Of State,,LIB,SMYTHE DUVAL,4,0,0,4,0
Decatur,Recovery,Secretary Of State,,LIB,SMYTHE DUVAL,6,0,1,5,0
Decatur,Kendrick,Secretary Of State,,LIB,SMYTHE DUVAL,4,0,0,3,1
Decatur,Climax,Secretary Of State,,LIB,SMYTHE DUVAL,10,1,2,7,0
Decatur,Brinson,Secretary Of State,,LIB,SMYTHE DUVAL,3,0,1,2,0
Decatur,West Bainbridge,Secretary Of State,,LIB,SMYTHE DUVAL,10,1,7,2,0
Decatur,Bainbridge-Coliseum,Secretary Of State,,LIB,SMYTHE DUVAL,39,2,18,18,1
Decatur,Bridge-Fairgrounds,Secretary Of State,,LIB,SMYTHE DUVAL,21,2,7,12,0
Decatur,Attapulgus,Secretary Of State,,LIB,SMYTHE DUVAL,8,2,2,4,0
Decatur,Mt Pleasant,Attorney General,,(REP,CHRIS CARR,313,7,120,179,7
Decatur,Recovery,Attorney General,,(REP,CHRIS CARR,326,16,93,215,2
Decatur,Kendrick,Attorney General,,(REP,CHRIS CARR,236,5,77,149,5
Decatur,Climax,Attorney General,,(REP,CHRIS CARR,482,12,195,270,5
Decatur,Brinson,Attorney General,,(REP,CHRIS CARR,378,16,145,215,2
Decatur,West Bainbridge,Attorney General,,(REP,CHRIS CARR,615,18,348,247,2
Decatur,Bainbridge-Coliseum,Attorney General,,(REP,CHRIS CARR,1922,68,1236,606,12
Decatur,Bridge-Fairgrounds,Attorney General,,(REP,CHRIS CARR,755,24,419,306,6
Decatur,Attapulgus,Attorney General,,(REP,CHRIS CARR,341,19,131,188,3
Decatur,Mt Pleasant,Attorney General,,DEM,CHARLIE BAILEY,42,2,18,20,2
Decatur,Recovery,Attorney General,,DEM,CHARLIE BAILEY,78,8,32,35,3
Decatur,Kendrick,Attorney General,,DEM,CHARLIE BAILEY,75,6,16,52,1
Decatur,Climax,Attorney General,,DEM,CHARLIE BAILEY,151,14,53,83,1
Decatur,Brinson,Attorney General,,DEM,CHARLIE BAILEY,98,6,31,61,0
Decatur,West Bainbridge,Attorney General,,DEM,CHARLIE BAILEY,510,46,211,241,12
Decatur,Bainbridge-Coliseum,Attorney General,,DEM,CHARLIE BAILEY,1135,125,507,481,22
Decatur,Bridge-Fairgrounds,Attorney General,,DEM,CHARLIE BAILEY,796,63,306,419,8
Decatur,Attapulgus,Attorney General,,DEM,CHARLIE BAILEY,644,84,194,361,5
Decatur,Mt Pleasant,Commissioner Of Agriculture,,(REP,GARY BLACK,321,8,122,183,8
Decatur,Recovery,Commissioner Of Agriculture,,(REP,GARY BLACK,333,16,97,218,2
Decatur,Kendrick,Commissioner Of Agriculture,,(REP,GARY BLACK,243,5,76,156,6
Decatur,Climax,Commissioner Of Agriculture,,(REP,GARY BLACK,492,12,200,275,5
Decatur,Brinson,Commissioner Of Agriculture,,(REP,GARY BLACK,392,16,150,224,2
Decatur,West Bainbridge,Commissioner Of Agriculture,,(REP,GARY BLACK,637,17,359,258,3
Decatur,Bainbridge-Coliseum,Commissioner Of Agriculture,,(REP,GARY BLACK,1985,70,1272,628,15
Decatur,Bridge-Fairgrounds,Commissioner Of Agriculture,,(REP,GARY BLACK,786,24,436,320,6
Decatur,Attapulgus,Commissioner Of Agriculture,,(REP,GARY BLACK,357,20,138,196,3
Decatur,Mt Pleasant,Commissioner Of Agriculture,,DEM,FRED SWANN,35,2,17,15,1
Decatur,Recovery,Commissioner Of Agriculture,,DEM,FRED SWANN,71,8,28,32,3
Decatur,Kendrick,Commissioner Of Agriculture,,DEM,FRED SWANN,67,6,14,46,1
Decatur,Climax,Commissioner Of Agriculture,,DEM,FRED SWANN,138,14,48,75,1
Decatur,Brinson,Commissioner Of Agriculture,,DEM,FRED SWANN,87,6,30,51,0
Decatur,West Bainbridge,Commissioner Of Agriculture,,DEM,FRED SWANN,489,44,207,227,11
Decatur,Bainbridge-Coliseum,Commissioner Of Agriculture,,DEM,FRED SWANN,1088,124,491,455,18
Decatur,Bridge-Fairgrounds,Commissioner Of Agriculture,,DEM,FRED SWANN,759,65,292,395,7
Decatur,Attapulgus,Commissioner Of Agriculture,,DEM,FRED SWANN,626,81,187,353,5
Decatur,Mt Pleasant,Commissioner Of Insurance,,REP,JIM BECK,322,8,120,186,8
Decatur,Recovery,Commissioner Of Insurance,,REP,JIM BECK,325,16,94,213,2
Decatur,Kendrick,Commissioner Of Insurance,,REP,JIM BECK,237,6,76,149,6
Decatur,Climax,Commissioner Of Insurance,,REP,JIM BECK,479,11,193,270,5
Decatur,Brinson,Commissioner Of Insurance,,REP,JIM BECK,377,16,145,214,2
Decatur,West Bainbridge,Commissioner Of Insurance,,REP,JIM BECK,619,17,349,250,3
Decatur,Bainbridge-Coliseum,Commissioner Of Insurance,,REP,JIM BECK,1918,67,1233,603,15
Decatur,Bridge-Fairgrounds,Commissioner Of Insurance,,REP,JIM BECK,766,25,429,306,6
Decatur,Attapulgus,Commissioner Of Insurance,,REP,JIM BECK,333,18,133,179,3
Decatur,Mt Pleasant,Commissioner Of Insurance,,DEM,JANICE LAWS,35,2,18,14,1
Decatur,Recovery,Commissioner Of Insurance,,DEM,JANICE LAWS,72,8,29,32,3
Decatur,Kendrick,Commissioner Of Insurance,,DEM,JANICE LAWS,71,5,15,50,1
Decatur,Climax,Commissioner Of Insurance,,DEM,JANICE LAWS,141,15,50,75,1
Decatur,Brinson,Commissioner Of Insurance,,DEM,JANICE LAWS,97,6,33,58,0
Decatur,West Bainbridge,Commissioner Of Insurance,,DEM,JANICE LAWS,502,46,210,235,11
Decatur,Bainbridge-Coliseum,Commissioner Of Insurance,,DEM,JANICE LAWS,1110,124,498,469,19
Decatur,Bridge-Fairgrounds,Commissioner Of Insurance,,DEM,JANICE LAWS,774,60,303,405,6
Decatur,Attapulgus,Commissioner Of Insurance,,DEM,JANICE LAWS,638,85,191,357,5
Decatur,Mt Pleasant,Commissioner Of Insurance,,LIB,DONNIE FOSTER,2,0,1,1,0
Decatur,Recovery,Commissioner Of Insurance,,LIB,DONNIE FOSTER,5,0,1,4,0
Decatur,Kendrick,Commissioner Of Insurance,,LIB,DONNIE FOSTER,4,0,0,4,0
Decatur,Climax,Commissioner Of Insurance,,LIB,DONNIE FOSTER,10,0,3,7,0
Decatur,Brinson,Commissioner Of Insurance,,LIB,DONNIE FOSTER,6,0,1,5,0
Decatur,West Bainbridge,Commissioner Of Insurance,,LIB,DONNIE FOSTER,12,1,5,6,0
Decatur,Bainbridge-Coliseum,Commissioner Of Insurance,,LIB,DONNIE FOSTER,36,3,20,13,0
Decatur,Bridge-Fairgrounds,Commissioner Of Insurance,,LIB,DONNIE FOSTER,25,3,7,14,1
Decatur,Attapulgus,Commissioner Of Insurance,,LIB,DONNIE FOSTER,15,1,3,11,0
Decatur,Mt Pleasant,State School Superintendent,,(REP,RICHARD WOODS,324,8,122,186,8
Decatur,Recovery,State School Superintendent,,(REP,RICHARD WOODS,329,16,95,216,2
Decatur,Kendrick,State School Superintendent,,(REP,RICHARD WOODS,241,5,77,153,6
Decatur,Climax,State School Superintendent,,(REP,RICHARD WOODS,493,12,198,278,5
Decatur,Brinson,State School Superintendent,,(REP,RICHARD WOODS,383,15,147,219,2
Decatur,West Bainbridge,State School Superintendent,,(REP,RICHARD WOODS,627,17,355,252,3
