county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Towns,Young Harris,Secretary Of State,,REP,BRAD RAFFENSPERGER,634,29,226,379,0
Towns,Tate City,Secretary Of State,,REP,BRAD RAFFENSPERGER,13,0,2,11,0
Towns,Macedonia,Secretary Of State,,REP,BRAD RAFFENSPERGER,790,31,322,437,0
Towns,Hiawassee,Secretary Of State,,REP,BRAD RAFFENSPERGER,730,30,360,340,0
Towns,Young Harris,Secretary Of State,,DEM,JOHN BARROW,185,9,52,124,0
Towns,Tate City,Secretary Of State,,DEM,JOHN BARROW,4,0,0,4,0
Towns,Macedonia,Secretary Of State,,DEM,JOHN BARROW,183,18,67,98,0
Towns,Hiawassee,Secretary Of State,,DEM,JOHN BARROW,173,15,79,79,0
Towns,Young Harris,"Public Service Commission, District 3",3,(REP,CHUCK EATON,617,29,219,369,0
Towns,Tate City,"Public Service Commission, District 3",3,(REP,CHUCK EATON,14,0,2,12,0
Towns,Macedonia,"Public Service Commission, District 3",3,(REP,CHUCK EATON,767,30,317,420,0
Towns,Hiawassee,"Public Service Commission, District 3",3,(REP,CHUCK EATON,713,30,348,335,0
Towns,Young Harris,"Public Service Commission, District 3",3,DEM,LINDY MILLER,200,9,59,132,0
Towns,Tate City,"Public Service Commission, District 3",3,DEM,LINDY MILLER,3,0,0,3,0
Towns,Macedonia,"Public Service Commission, District 3",3,DEM,LINDY MILLER,199,19,71,109,0
Towns,Hiawassee,"Public Service Commission, District 3",3,DEM,LINDY MILLER,187,15,91,81,0
