county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Berrien,West Berrien,Governor,,REP,BRIAN KEMP,618,28,234,356,0
Berrien,Ray City,Governor,,REP,BRIAN KEMP,816,19,378,419,0
Berrien,Nashville,Governor,,REP,BRIAN KEMP,2845,137,1855,850,3
Berrien,Enigma,Governor,,REP,BRIAN KEMP,512,15,139,358,0
Berrien,Alapaha,Governor,,REP,BRIAN KEMP,523,25,182,316,0
Berrien,West Berrien,Governor,,DEM,STACEY ABRAMS,34,3,12,19,0
Berrien,Ray City,Governor,,DEM,STACEY ABRAMS,151,13,49,89,0
Berrien,Nashville,Governor,,DEM,STACEY ABRAMS,489,51,226,211,1
Berrien,Enigma,Governor,,DEM,STACEY ABRAMS,55,10,14,31,0
Berrien,Alapaha,Governor,,DEM,STACEY ABRAMS,171,16,52,102,1
Berrien,West Berrien,Governor,,LIB,TED METZ,2,0,0,2,0
Berrien,Ray City,Governor,,LIB,TED METZ,10,1,2,7,0
Berrien,Nashville,Governor,,LIB,TED METZ,19,4,7,8,0
Berrien,Enigma,Governor,,LIB,TED METZ,5,0,2,3,0
Berrien,Alapaha,Governor,,LIB,TED METZ,2,0,1,1,0
Berrien,West Berrien,Lieutenant Governor,,REP,GEOFF DUNCAN,593,28,221,344,0
Berrien,Ray City,Lieutenant Governor,,REP,GEOFF DUNCAN,776,17,360,399,0
Berrien,Nashville,Lieutenant Governor,,REP,GEOFF DUNCAN,2718,138,1778,800,2
Berrien,Enigma,Lieutenant Governor,,REP,GEOFF DUNCAN,489,15,138,336,0
Berrien,Alapaha,Lieutenant Governor,,REP,GEOFF DUNCAN,491,25,175,291,0
Berrien,West Berrien,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,43,3,18,22,0
Berrien,Ray City,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,156,15,46,95,0
Berrien,Nashville,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,463,55,213,194,1
Berrien,Enigma,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,52,10,12,30,0
Berrien,Alapaha,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,150,16,46,87,1
Berrien,West Berrien,Secretary Of State,,REP,BRAD RAFFENSPERGER,585,27,223,335,0
Berrien,Ray City,Secretary Of State,,REP,BRAD RAFFENSPERGER,780,16,368,396,0
Berrien,Nashville,Secretary Of State,,REP,BRAD RAFFENSPERGER,2688,133,1764,789,2
Berrien,Enigma,Secretary Of State,,REP,BRAD RAFFENSPERGER,480,15,132,333,0
