county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Pierce,Hacklebarney/Cason,Governor,,REP,BRIAN KEMP,1476,61,1044,371,0
Pierce,Blackshear,Governor,,REP,BRIAN KEMP,1474,65,1027,382,0
Pierce,St Johns/Blackshear,Governor,,REP,BRIAN KEMP,876,34,620,222,0
Pierce,Otter Creek,Governor,,REP,BRIAN KEMP,719,22,432,265,0
Pierce,Patterson,Governor,,REP,BRIAN KEMP,620,29,370,221,0
Pierce,Mershon,Governor,,REP,BRIAN KEMP,341,20,205,116,0
Pierce,Alabaha,Governor,,REP,BRIAN KEMP,430,14,368,48,0
Pierce,Sunset/Sweat,Governor,,REP,BRIAN KEMP,187,12,136,39,0
Pierce,Hacklebarney/Cason,Governor,,DEM,STACEY ABRAMS,335,34,195,106,0
Pierce,Blackshear,Governor,,DEM,STACEY ABRAMS,155,15,80,60,0
Pierce,St Johns/Blackshear,Governor,,DEM,STACEY ABRAMS,48,4,20,24,0
Pierce,Otter Creek,Governor,,DEM,STACEY ABRAMS,50,9,20,20,1
Pierce,Patterson,Governor,,DEM,STACEY ABRAMS,104,5,42,57,0
Pierce,Mershon,Governor,,DEM,STACEY ABRAMS,19,2,6,11,0
Pierce,Alabaha,Governor,,DEM,STACEY ABRAMS,23,1,17,5,0
Pierce,Sunset/Sweat,Governor,,DEM,STACEY ABRAMS,4,0,1,3,0
Pierce,Hacklebarney/Cason,Governor,,LIB,TED METZ,6,0,1,5,0
Pierce,Blackshear,Governor,,LIB,TED METZ,8,0,6,2,0
Pierce,St Johns/Blackshear,Governor,,LIB,TED METZ,4,0,3,1,0
Pierce,Otter Creek,Governor,,LIB,TED METZ,1,0,1,0,0
Pierce,Patterson,Governor,,LIB,TED METZ,2,0,2,0,0
Pierce,Mershon,Governor,,LIB,TED METZ,1,0,1,0,0
Pierce,Alabaha,Governor,,LIB,TED METZ,1,0,1,0,0
Pierce,Sunset/Sweat,Governor,,LIB,TED METZ,0,0,0,0,0
Pierce,Hacklebarney/Cason,Lieutenant Governor,,REP,GEOFF DUNCAN,1419,61,1006,352,0
