county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Hancock,Devereux Fire,Governor,,REP,BRIAN KEMP,285,22,141,122,0
Hancock,St. Mark,Governor,,REP,BRIAN KEMP,48,3,24,21,0
Hancock,Courthouse,Governor,,REP,BRIAN KEMP,100,5,64,31,0
Hancock,Second Beulah,Governor,,REP,BRIAN KEMP,36,0,19,17,0
Hancock,Mayfield,Governor,,REP,BRIAN KEMP,30,2,11,17,0
Hancock,Power of God,Governor,,REP,BRIAN KEMP,61,3,37,21,0
Hancock,Warren Chapel,Governor,,REP,BRIAN KEMP,103,3,53,47,0
Hancock,Youth Center,Governor,,REP,BRIAN KEMP,107,9,60,38,0
Hancock,Second Darrien,Governor,,REP,BRIAN KEMP,78,4,23,51,0
Hancock,Sparta 4C,Governor,,REP,BRIAN KEMP,24,0,14,10,0
Hancock,Devereux Fire,Governor,,DEM,STACEY ABRAMS,297,47,105,145,0
Hancock,St. Mark,Governor,,DEM,STACEY ABRAMS,311,46,132,132,1
Hancock,Courthouse,Governor,,DEM,STACEY ABRAMS,455,100,211,142,2
Hancock,Second Beulah,Governor,,DEM,STACEY ABRAMS,275,42,110,122,1
Hancock,Mayfield,Governor,,DEM,STACEY ABRAMS,170,30,46,94,0
Hancock,Power of God,Governor,,DEM,STACEY ABRAMS,355,35,142,176,2
Hancock,Warren Chapel,Governor,,DEM,STACEY ABRAMS,80,18,52,10,0
Hancock,Youth Center,Governor,,DEM,STACEY ABRAMS,471,74,204,191,2
Hancock,Second Darrien,Governor,,DEM,STACEY ABRAMS,173,30,43,99,1
Hancock,Sparta 4C,Governor,,DEM,STACEY ABRAMS,79,17,35,27,0
Hancock,Devereux Fire,Governor,,LIB,TED METZ,3,0,2,1,0
Hancock,St. Mark,Governor,,LIB,TED METZ,1,0,0,1,0
Hancock,Courthouse,Governor,,LIB,TED METZ,0,0,0,0,0
Hancock,Second Beulah,Governor,,LIB,TED METZ,0,0,0,0,0
Hancock,Mayfield,Governor,,LIB,TED METZ,0,0,0,0,0
Hancock,Power of God,Governor,,LIB,TED METZ,3,0,1,2,0
Hancock,Warren Chapel,Governor,,LIB,TED METZ,0,0,0,0,0
Hancock,Youth Center,Governor,,LIB,TED METZ,2,0,2,0,0
Hancock,Second Darrien,Governor,,LIB,TED METZ,1,0,0,1,0
Hancock,Sparta 4C,Governor,,LIB,TED METZ,0,0,0,0,0
Hancock,Devereux Fire,Lieutenant Governor,,REP,GEOFF DUNCAN,267,19,132,116,0
Hancock,St. Mark,Lieutenant Governor,,REP,GEOFF DUNCAN,53,4,26,23,0
Hancock,Courthouse,Lieutenant Governor,,REP,GEOFF DUNCAN,89,5,58,26,0
Hancock,Second Beulah,Lieutenant Governor,,REP,GEOFF DUNCAN,34,0,18,16,0
Hancock,Mayfield,Lieutenant Governor,,REP,GEOFF DUNCAN,29,2,11,16,0
Hancock,Power of God,Lieutenant Governor,,REP,GEOFF DUNCAN,59,3,34,21,1
Hancock,Warren Chapel,Lieutenant Governor,,REP,GEOFF DUNCAN,96,3,52,41,0
Hancock,Youth Center,Lieutenant Governor,,REP,GEOFF DUNCAN,101,9,59,33,0
Hancock,Second Darrien,Lieutenant Governor,,REP,GEOFF DUNCAN,77,3,23,51,0
Hancock,Sparta 4C,Lieutenant Governor,,REP,GEOFF DUNCAN,23,0,14,9,0
Hancock,Devereux Fire,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,286,47,99,140,0
Hancock,St. Mark,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,278,45,119,113,1
Hancock,Courthouse,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,415,96,194,123,2
Hancock,Second Beulah,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,252,41,101,109,1
Hancock,Mayfield,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,149,29,39,81,0
Hancock,Power of God,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,306,33,126,146,1
Hancock,Warren Chapel,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,74,18,45,11,0
Hancock,Youth Center,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,419,71,177,170,1
