county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Johnson,Wrightsville,Secretary Of State,,REP,BRAD RAFFENSPERGER,549,40,310,199,0
Johnson,Smith,Secretary Of State,,REP,BRAD RAFFENSPERGER,177,9,47,121,0
Johnson,Bray,Secretary Of State,,REP,BRAD RAFFENSPERGER,210,10,84,116,0
Johnson,Kite,Secretary Of State,,REP,BRAD RAFFENSPERGER,265,9,71,185,0
Johnson,Wrightsville,Secretary Of State,,DEM,JOHN BARROW,266,27,106,133,0
Johnson,Smith,Secretary Of State,,DEM,JOHN BARROW,27,3,7,17,0
Johnson,Bray,Secretary Of State,,DEM,JOHN BARROW,47,8,13,26,0
Johnson,Kite,Secretary Of State,,DEM,JOHN BARROW,25,1,8,16,0
Johnson,Wrightsville,"Public Service Commission, District 3",3,(REP,CHUCK EATON,554,41,312,201,0
Johnson,Smith,"Public Service Commission, District 3",3,(REP,CHUCK EATON,181,9,51,121,0
Johnson,Bray,"Public Service Commission, District 3",3,(REP,CHUCK EATON,208,10,85,113,0
Johnson,Kite,"Public Service Commission, District 3",3,(REP,CHUCK EATON,276,9,75,192,0
Johnson,Wrightsville,"Public Service Commission, District 3",3,DEM,LINDY MILLER,247,26,100,121,0
Johnson,Smith,"Public Service Commission, District 3",3,DEM,LINDY MILLER,22,3,3,16,0
Johnson,Bray,"Public Service Commission, District 3",3,DEM,LINDY MILLER,48,8,12,28,0
Johnson,Kite,"Public Service Commission, District 3",3,DEM,LINDY MILLER,11,1,4,6,0
