county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Lee,Chokee,Secretary Of State,,REP,BRAD RAFFENSPERGER,59,5,20,34,0
Lee,Redbone,Secretary Of State,,REP,BRAD RAFFENSPERGER,737,24,160,553,0
Lee,Smithville,Secretary Of State,,REP,BRAD RAFFENSPERGER,122,4,27,90,1
Lee,CJC,Secretary Of State,,REP,BRAD RAFFENSPERGER,138,5,30,102,1
Lee,Leesburg,Secretary Of State,,REP,BRAD RAFFENSPERGER,406,10,161,235,0
Lee,Friendship Bapt,Secretary Of State,,REP,BRAD RAFFENSPERGER,185,2,38,145,0
Lee,First Baptist,Secretary Of State,,REP,BRAD RAFFENSPERGER,656,26,110,520,0
Lee,SDA Church,Secretary Of State,,REP,BRAD RAFFENSPERGER,272,12,46,214,0
Lee,Sovereign Grace,Secretary Of State,,REP,BRAD RAFFENSPERGER,339,15,64,260,0
Lee,Century Fire Station,Secretary Of State,,REP,BRAD RAFFENSPERGER,450,20,127,303,0
Lee,Chokee,Secretary Of State,,DEM,JOHN BARROW,82,17,15,50,0
Lee,Redbone,Secretary Of State,,DEM,JOHN BARROW,227,11,37,179,0
Lee,Smithville,Secretary Of State,,DEM,JOHN BARROW,96,7,11,78,0
Lee,CJC,Secretary Of State,,DEM,JOHN BARROW,17,2,4,11,0
Lee,Leesburg,Secretary Of State,,DEM,JOHN BARROW,154,20,44,90,0
Lee,Friendship Bapt,Secretary Of State,,DEM,JOHN BARROW,55,1,22,32,0
Lee,First Baptist,Secretary Of State,,DEM,JOHN BARROW,309,14,47,248,0
Lee,SDA Church,Secretary Of State,,DEM,JOHN BARROW,68,3,10,55,0
Lee,Sovereign Grace,Secretary Of State,,DEM,JOHN BARROW,116,6,20,90,0
Lee,Century Fire Station,Secretary Of State,,DEM,JOHN BARROW,158,5,21,132,0
Lee,Chokee,"Public Service Commission, District 3",3,(REP,CHUCK EATON,59,5,20,34,0
Lee,Redbone,"Public Service Commission, District 3",3,(REP,CHUCK EATON,745,26,161,558,0
Lee,Smithville,"Public Service Commission, District 3",3,(REP,CHUCK EATON,122,4,27,90,1
Lee,CJC,"Public Service Commission, District 3",3,(REP,CHUCK EATON,141,5,30,105,1
Lee,Leesburg,"Public Service Commission, District 3",3,(REP,CHUCK EATON,410,11,159,240,0
Lee,Friendship Bapt,"Public Service Commission, District 3",3,(REP,CHUCK EATON,189,2,41,146,0
Lee,First Baptist,"Public Service Commission, District 3",3,(REP,CHUCK EATON,657,26,108,523,0
Lee,SDA Church,"Public Service Commission, District 3",3,(REP,CHUCK EATON,273,11,47,215,0
Lee,Sovereign Grace,"Public Service Commission, District 3",3,(REP,CHUCK EATON,340,15,66,259,0
Lee,Century Fire Station,"Public Service Commission, District 3",3,(REP,CHUCK EATON,447,20,128,299,0
Lee,Chokee,"Public Service Commission, District 3",3,DEM,LINDY MILLER,80,17,14,49,0
Lee,Redbone,"Public Service Commission, District 3",3,DEM,LINDY MILLER,217,10,36,171,0
Lee,Smithville,"Public Service Commission, District 3",3,DEM,LINDY MILLER,90,7,10,73,0
Lee,CJC,"Public Service Commission, District 3",3,DEM,LINDY MILLER,14,2,4,8,0
Lee,Leesburg,"Public Service Commission, District 3",3,DEM,LINDY MILLER,145,19,43,83,0
Lee,Friendship Bapt,"Public Service Commission, District 3",3,DEM,LINDY MILLER,50,1,19,30,0
Lee,First Baptist,"Public Service Commission, District 3",3,DEM,LINDY MILLER,302,15,49,238,0
Lee,SDA Church,"Public Service Commission, District 3",3,DEM,LINDY MILLER,65,3,9,53,0
Lee,Sovereign Grace,"Public Service Commission, District 3",3,DEM,LINDY MILLER,110,6,17,87,0
Lee,Century Fire Station,"Public Service Commission, District 3",3,DEM,LINDY MILLER,151,5,17,129,0
