county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,provisional,advance_in_person
Richmond,503,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1577,147,614,0,816
Richmond,504,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,767,58,451,0,258
Richmond,506,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,176,9,93,1,73
Richmond,507,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,411,36,215,0,160
Richmond,509,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,968,73,415,0,480
Richmond,601,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1353,101,705,7,540
Richmond,603,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1405,115,826,3,461
Richmond,604,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,759,46,464,3,246
Richmond,605,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1442,95,810,3,534
Richmond,607,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,846,60,387,1,398
Richmond,608,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,656,35,418,0,203
Richmond,701,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1279,64,709,0,506
Richmond,702,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,938,40,579,2,317
Richmond,703,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1900,122,1010,4,764
Richmond,705,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1170,63,565,2,540
Richmond,706,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1672,96,584,0,992
Richmond,707,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,899,51,505,1,342
Richmond,708,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,160,7,63,0,90
Richmond,709,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,293,13,146,0,134
Richmond,801,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,205,7,164,1,33
Richmond,801B,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,218,17,170,1,30
Richmond,802,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1290,82,933,0,275
Richmond,803,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,17,0,10,0,7
Richmond,804,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,854,44,440,2,368
Richmond,804H,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1312,83,813,1,415
Richmond,805,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,339,11,197,3,128
Richmond,806,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,526,16,369,0,141
Richmond,807,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,571,45,305,1,220
Richmond,808,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1082,49,632,2,399
Richmond,809,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,433,26,148,1,258
Richmond,810,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,195,9,94,0,92
Richmond,101,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,84,6,56,0,22
Richmond,102,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,90,8,54,0,28
Richmond,103,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,90,14,38,0,38
Richmond,104,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,223,21,108,1,93
Richmond,105,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,47,4,22,0,21
Richmond,106,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,61,5,33,0,23
Richmond,107,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,175,6,111,0,58
Richmond,108,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,39,3,19,0,17
Richmond,109,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,85,6,37,1,41
Richmond,111,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,91,8,37,0,46
Richmond,112,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,52,10,16,0,26
Richmond,114,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,57,7,20,0,30
Richmond,115,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,29,1,21,0,7
Richmond,201,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,105,2,70,0,33
Richmond,202,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,338,38,183,0,117
Richmond,203,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,59,7,31,0,21
Richmond,204,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,136,11,87,1,37
Richmond,207,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,195,27,103,1,64
Richmond,208,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,169,13,100,1,55
Richmond,210,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,95,4,52,0,39
Richmond,301,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,301,17,174,0,110
Richmond,302,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,63,3,34,1,25
Richmond,303,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,213,12,109,0,92
Richmond,304,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,40,1,33,0,6
Richmond,305,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,89,0,46,1,42
Richmond,306,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,299,16,147,1,135
Richmond,307,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,171,8,110,0,53
Richmond,308,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,41,4,19,0,18
Richmond,309,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,244,14,90,0,140
Richmond,310,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,330,13,146,0,171
Richmond,401,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,192,11,80,0,101
Richmond,402,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,197,14,89,1,93
Richmond,404,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,149,7,72,0,70
Richmond,405,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,376,15,118,0,243
Richmond,406,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,297,12,112,0,173
Richmond,501,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,273,26,115,0,132
Richmond,502,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,339,35,146,0,158
Richmond,503,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,350,22,135,1,192
Richmond,504,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,136,4,77,0,55
Richmond,506,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,25,0,13,0,12
Richmond,507,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,59,2,24,0,33
Richmond,509,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,193,10,89,0,94
Richmond,601,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,249,12,123,0,114
Richmond,603,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,347,17,217,0,113
Richmond,604,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,129,8,83,0,38
Richmond,605,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,294,18,155,1,120
Richmond,607,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,142,4,60,0,78
Richmond,608,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,140,6,89,0,45
Richmond,701,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,273,15,164,1,93
Richmond,702,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,194,6,116,0,72
Richmond,703,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,359,17,219,1,122
Richmond,705,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,240,15,124,0,101
Richmond,706,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,358,10,130,0,218
Richmond,707,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,142,7,60,0,75
Richmond,708,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,37,0,15,0,22
Richmond,709,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,60,2,20,0,38
Richmond,801,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,61,1,51,0,9
Richmond,801B,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,51,2,44,0,5
Richmond,802,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,238,9,178,0,51
Richmond,803,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,5,0,5,0,0
Richmond,804,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,162,11,88,0,63
Richmond,804H,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,247,14,153,0,80
Richmond,805,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,64,4,40,0,20
Richmond,806,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,127,4,83,0,40
Richmond,807,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,127,6,56,1,64
Richmond,808,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,216,8,127,0,81
Richmond,809,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,77,2,25,0,50
Richmond,810,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,46,1,15,0,30
Richmond,101,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,347,26,216,0,105
Richmond,102,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,496,74,275,1,146
Richmond,103,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,465,59,233,0,173
Richmond,104,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,979,114,524,3,338
Richmond,105,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,271,25,146,0,100
Richmond,106,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,310,28,217,1,64
Richmond,107,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,718,71,396,0,251
Richmond,108,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,210,20,106,0,84
Richmond,109,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,379,30,194,3,152
Richmond,111,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,472,45,250,1,176
Richmond,112,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,275,60,100,0,115
Richmond,114,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,268,23,130,0,115
Richmond,115,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,128,8,92,0,28
Richmond,201,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,442,30,283,0,129
Richmond,202,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,1361,94,798,2,467
Richmond,203,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,320,25,209,0,86
Richmond,204,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,522,27,337,1,157
Richmond,207,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,745,80,424,1,240
Richmond,208,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,848,69,532,4,243
Richmond,210,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,582,55,285,1,241
Richmond,301,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,1066,69,560,0,437
Richmond,302,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,357,25,201,2,129
Richmond,303,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,584,33,293,0,258
Richmond,304,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,144,4,91,0,49
Richmond,305,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,202,10,78,0,114
Richmond,306,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,1412,110,681,6,615
Richmond,307,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,667,51,346,2,268
Richmond,308,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,201,18,107,1,75
Richmond,309,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,1344,108,535,2,699
Richmond,310,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,1776,141,799,1,835
Richmond,401,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,946,77,406,2,461
Richmond,402,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,986,84,591,2,309
Richmond,404,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,723,61,349,2,311
Richmond,405,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,1820,121,657,4,1038
Richmond,406,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,1369,107,577,0,685
Richmond,501,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,1271,117,621,1,532
Richmond,502,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,1554,132,737,2,683
Richmond,503,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,1403,127,575,1,700
Richmond,504,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,714,53,410,0,251
Richmond,506,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,153,9,84,1,59
Richmond,507,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,364,35,180,0,149
Richmond,509,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,839,59,383,0,397
Richmond,601,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,1218,80,649,6,483
Richmond,603,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,1187,95,704,2,386
Richmond,604,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,655,39,398,3,215
Richmond,605,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,1228,74,680,4,470
Richmond,607,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,735,51,341,1,342
Richmond,608,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,541,21,346,0,174
Richmond,701,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,1024,50,570,1,403
Richmond,702,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,776,29,483,2,262
Richmond,703,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,1535,84,850,4,597
Richmond,705,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,965,56,456,0,453
Richmond,706,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,1329,71,473,0,785
Richmond,707,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,731,34,413,1,283
Richmond,708,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,136,7,54,0,75
Richmond,709,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,245,10,120,0,115
Richmond,801,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,177,6,143,1,27
Richmond,801B,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,180,10,141,1,28
Richmond,802,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,1075,70,779,0,226
Richmond,803,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,17,0,11,0,6
Richmond,804,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,724,39,378,2,305
Richmond,804H,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,1092,67,677,1,347
Richmond,805,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,264,11,156,2,95
Richmond,806,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,415,14,293,0,108
Richmond,807,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,499,37,272,1,189
Richmond,808,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,889,39,513,2,335
Richmond,809,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,361,16,126,1,218
Richmond,810,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,YES,156,6,71,0,79
Richmond,101,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,158,9,103,1,45
Richmond,102,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,148,11,86,0,51
Richmond,103,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,145,37,49,0,59
Richmond,104,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,314,42,146,0,126
Richmond,105,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,66,12,28,0,26
Richmond,106,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,92,8,52,0,32
Richmond,107,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,319,19,185,0,115
Richmond,108,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,60,3,30,0,27
Richmond,109,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,154,11,73,1,69
Richmond,111,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,137,18,61,0,58
Richmond,112,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,98,20,33,0,45
Richmond,114,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,80,9,39,0,32
Richmond,115,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,43,0,32,0,11
Richmond,201,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,141,7,83,0,51
Richmond,202,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,436,36,249,3,148
Richmond,203,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,103,11,61,0,31
Richmond,204,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,268,18,174,0,76
Richmond,207,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,266,34,126,1,105
Richmond,208,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,281,25,160,1,95
Richmond,210,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,188,16,85,2,85
Richmond,301,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,509,31,287,1,190
Richmond,302,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,106,9,56,0,41
Richmond,303,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,313,23,162,0,128
Richmond,304,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,93,8,67,0,18
Richmond,305,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,141,4,79,1,57
Richmond,306,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,506,33,229,0,244
Richmond,307,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,285,14,171,0,100
Richmond,308,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,68,9,32,0,27
Richmond,309,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,427,32,156,0,239
Richmond,310,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,652,56,281,0,315
Richmond,401,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,273,21,100,0,152
Richmond,402,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,274,29,116,1,128
Richmond,404,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,209,12,95,0,102
Richmond,405,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,542,33,161,0,348
Richmond,406,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,480,34,180,0,266
Richmond,501,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,371,51,139,0,181
Richmond,502,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,468,51,176,0,241
Richmond,503,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,465,33,153,0,279
Richmond,504,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,170,3,113,0,54
Richmond,506,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,44,0,21,0,23
Richmond,507,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,96,3,51,0,42
