county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,provisional,advance_in_person
Richmond,101,Governor,,REP,BRIAN KEMP,249,22,160,0,67
Richmond,102,Governor,,REP,BRIAN KEMP,161,17,97,1,46
Richmond,103,Governor,,REP,BRIAN KEMP,20,3,10,0,7
Richmond,104,Governor,,REP,BRIAN KEMP,73,12,29,0,32
Richmond,105,Governor,,REP,BRIAN KEMP,14,0,11,0,3
Richmond,106,Governor,,REP,BRIAN KEMP,106,4,72,0,30
Richmond,107,Governor,,REP,BRIAN KEMP,539,31,337,0,171
Richmond,108,Governor,,REP,BRIAN KEMP,24,1,22,0,1
Richmond,109,Governor,,REP,BRIAN KEMP,92,4,55,0,33
Richmond,111,Governor,,REP,BRIAN KEMP,109,8,60,0,41
Richmond,112,Governor,,REP,BRIAN KEMP,139,37,35,0,67
Richmond,114,Governor,,REP,BRIAN KEMP,35,5,19,0,11
Richmond,115,Governor,,REP,BRIAN KEMP,86,2,71,0,13
Richmond,201,Governor,,REP,BRIAN KEMP,15,1,9,0,5
Richmond,202,Governor,,REP,BRIAN KEMP,562,41,355,0,166
Richmond,203,Governor,,REP,BRIAN KEMP,5,0,4,0,1
Richmond,204,Governor,,REP,BRIAN KEMP,426,22,288,0,116
Richmond,207,Governor,,REP,BRIAN KEMP,107,8,68,0,31
Richmond,208,Governor,,REP,BRIAN KEMP,174,12,122,1,39
Richmond,210,Governor,,REP,BRIAN KEMP,100,10,54,0,36
Richmond,301,Governor,,REP,BRIAN KEMP,1108,54,623,0,431
Richmond,302,Governor,,REP,BRIAN KEMP,121,12,58,0,51
Richmond,303,Governor,,REP,BRIAN KEMP,750,46,389,0,315
Richmond,304,Governor,,REP,BRIAN KEMP,143,5,104,0,34
Richmond,305,Governor,,REP,BRIAN KEMP,279,10,130,1,138
Richmond,306,Governor,,REP,BRIAN KEMP,704,59,359,1,285
Richmond,307,Governor,,REP,BRIAN KEMP,650,31,371,1,247
Richmond,308,Governor,,REP,BRIAN KEMP,119,9,63,0,47
Richmond,309,Governor,,REP,BRIAN KEMP,180,17,107,1,55
Richmond,310,Governor,,REP,BRIAN KEMP,493,23,308,0,162
Richmond,401,Governor,,REP,BRIAN KEMP,58,4,35,0,19
Richmond,402,Governor,,REP,BRIAN KEMP,115,9,74,0,32
Richmond,404,Governor,,REP,BRIAN KEMP,100,8,49,0,43
Richmond,405,Governor,,REP,BRIAN KEMP,171,5,75,2,89
Richmond,406,Governor,,REP,BRIAN KEMP,121,7,62,0,52
Richmond,501,Governor,,REP,BRIAN KEMP,172,13,93,0,66
Richmond,502,Governor,,REP,BRIAN KEMP,139,12,73,0,54
Richmond,503,Governor,,REP,BRIAN KEMP,284,16,136,0,132
Richmond,504,Governor,,REP,BRIAN KEMP,280,15,184,0,81
Richmond,506,Governor,,REP,BRIAN KEMP,55,1,29,0,25
Richmond,507,Governor,,REP,BRIAN KEMP,104,4,55,0,45
Richmond,509,Governor,,REP,BRIAN KEMP,137,8,70,0,59
Richmond,601,Governor,,REP,BRIAN KEMP,390,20,231,2,137
Richmond,603,Governor,,REP,BRIAN KEMP,909,45,610,1,253
Richmond,604,Governor,,REP,BRIAN KEMP,269,10,200,0,59
Richmond,605,Governor,,REP,BRIAN KEMP,619,35,409,0,175
Richmond,607,Governor,,REP,BRIAN KEMP,43,2,28,0,13
Richmond,608,Governor,,REP,BRIAN KEMP,520,24,359,0,137
Richmond,701,Governor,,REP,BRIAN KEMP,1010,37,590,0,383
Richmond,702,Governor,,REP,BRIAN KEMP,758,29,471,1,257
Richmond,703,Governor,,REP,BRIAN KEMP,1040,52,604,0,384
Richmond,705,Governor,,REP,BRIAN KEMP,821,51,412,1,357
Richmond,706,Governor,,REP,BRIAN KEMP,1294,53,445,0,796
Richmond,707,Governor,,REP,BRIAN KEMP,416,28,219,0,169
Richmond,708,Governor,,REP,BRIAN KEMP,136,7,46,0,83
Richmond,709,Governor,,REP,BRIAN KEMP,187,5,96,0,86
Richmond,801,Governor,,REP,BRIAN KEMP,196,2,173,1,20
Richmond,801B,Governor,,REP,BRIAN KEMP,216,13,180,1,22
Richmond,802,Governor,,REP,BRIAN KEMP,1031,38,816,0,177
Richmond,803,Governor,,REP,BRIAN KEMP,0,0,0,0,0
Richmond,804,Governor,,REP,BRIAN KEMP,424,16,268,0,140
Richmond,804H,Governor,,REP,BRIAN KEMP,864,49,618,0,197
Richmond,805,Governor,,REP,BRIAN KEMP,128,3,85,0,40
Richmond,806,Governor,,REP,BRIAN KEMP,426,10,308,0,108
Richmond,807,Governor,,REP,BRIAN KEMP,169,9,100,2,58
Richmond,808,Governor,,REP,BRIAN KEMP,722,24,492,1,205
Richmond,809,Governor,,REP,BRIAN KEMP,22,0,11,0,11
Richmond,810,Governor,,REP,BRIAN KEMP,147,4,82,0,61
Richmond,101,Governor,,DEM,STACEY ABRAMS,276,17,169,1,89
Richmond,102,Governor,,DEM,STACEY ABRAMS,513,74,282,0,157
Richmond,103,Governor,,DEM,STACEY ABRAMS,655,100,300,1,254
Richmond,104,Governor,,DEM,STACEY ABRAMS,1324,165,694,3,462
Richmond,105,Governor,,DEM,STACEY ABRAMS,359,40,186,1,132
Richmond,106,Governor,,DEM,STACEY ABRAMS,313,34,208,1,70
Richmond,107,Governor,,DEM,STACEY ABRAMS,579,67,295,1,216
Richmond,108,Governor,,DEM,STACEY ABRAMS,271,24,124,0,123
Richmond,109,Governor,,DEM,STACEY ABRAMS,469,43,225,4,197
Richmond,111,Governor,,DEM,STACEY ABRAMS,528,60,264,1,203
Richmond,112,Governor,,DEM,STACEY ABRAMS,254,47,103,0,104
Richmond,114,Governor,,DEM,STACEY ABRAMS,334,28,164,0,142
Richmond,115,Governor,,DEM,STACEY ABRAMS,94,7,60,0,27
Richmond,201,Governor,,DEM,STACEY ABRAMS,628,42,393,0,193
Richmond,202,Governor,,DEM,STACEY ABRAMS,1363,103,765,5,490
Richmond,203,Governor,,DEM,STACEY ABRAMS,467,45,298,0,124
Richmond,204,Governor,,DEM,STACEY ABRAMS,418,25,254,1,138
Richmond,207,Governor,,DEM,STACEY ABRAMS,1009,116,545,2,346
Richmond,208,Governor,,DEM,STACEY ABRAMS,1046,91,618,4,333
Richmond,210,Governor,,DEM,STACEY ABRAMS,725,70,332,3,320
Richmond,301,Governor,,DEM,STACEY ABRAMS,582,51,279,1,251
Richmond,302,Governor,,DEM,STACEY ABRAMS,374,27,212,4,131
Richmond,303,Governor,,DEM,STACEY ABRAMS,227,20,106,0,101
Richmond,304,Governor,,DEM,STACEY ABRAMS,104,8,59,0,37
Richmond,305,Governor,,DEM,STACEY ABRAMS,78,3,33,0,42
Richmond,306,Governor,,DEM,STACEY ABRAMS,1326,103,591,5,627
Richmond,307,Governor,,DEM,STACEY ABRAMS,364,36,178,1,149
Richmond,308,Governor,,DEM,STACEY ABRAMS,170,21,84,1,64
Richmond,309,Governor,,DEM,STACEY ABRAMS,1667,135,604,1,927
Richmond,310,Governor,,DEM,STACEY ABRAMS,2047,186,814,1,1046
Richmond,401,Governor,,DEM,STACEY ABRAMS,1219,96,492,2,629
Richmond,402,Governor,,DEM,STACEY ABRAMS,1230,115,670,3,442
Richmond,404,Governor,,DEM,STACEY ABRAMS,872,72,406,2,392
Richmond,405,Governor,,DEM,STACEY ABRAMS,2305,166,773,2,1364
Richmond,406,Governor,,DEM,STACEY ABRAMS,1809,137,722,1,949
Richmond,501,Governor,,DEM,STACEY ABRAMS,1563,173,696,2,692
Richmond,502,Governor,,DEM,STACEY ABRAMS,1993,187,876,4,926
Richmond,503,Governor,,DEM,STACEY ABRAMS,1715,160,630,1,924
Richmond,504,Governor,,DEM,STACEY ABRAMS,650,50,355,1,244
Richmond,506,Governor,,DEM,STACEY ABRAMS,156,9,81,1,65
Richmond,507,Governor,,DEM,STACEY ABRAMS,376,34,188,0,154
Richmond,509,Governor,,DEM,STACEY ABRAMS,1060,78,448,0,534
Richmond,601,Governor,,DEM,STACEY ABRAMS,1252,94,616,6,536
Richmond,603,Governor,,DEM,STACEY ABRAMS,877,92,455,2,328
Richmond,604,Governor,,DEM,STACEY ABRAMS,632,43,358,3,228
Richmond,605,Governor,,DEM,STACEY ABRAMS,1175,89,581,4,501
Richmond,607,Governor,,DEM,STACEY ABRAMS,974,68,431,1,474
Richmond,608,Governor,,DEM,STACEY ABRAMS,289,17,159,0,113
Richmond,701,Governor,,DEM,STACEY ABRAMS,573,45,292,1,235
Richmond,702,Governor,,DEM,STACEY ABRAMS,397,18,230,1,148
Richmond,703,Governor,,DEM,STACEY ABRAMS,1254,91,638,5,520
Richmond,705,Governor,,DEM,STACEY ABRAMS,632,35,300,1,296
Richmond,706,Governor,,DEM,STACEY ABRAMS,787,63,270,0,454
Richmond,707,Governor,,DEM,STACEY ABRAMS,638,32,349,1,256
Richmond,708,Governor,,DEM,STACEY ABRAMS,62,1,30,0,31
Richmond,709,Governor,,DEM,STACEY ABRAMS,166,10,67,0,89
Richmond,801,Governor,,DEM,STACEY ABRAMS,79,7,48,0,24
Richmond,801B,Governor,,DEM,STACEY ABRAMS,62,7,42,0,13
Richmond,802,Governor,,DEM,STACEY ABRAMS,522,56,306,0,160
Richmond,803,Governor,,DEM,STACEY ABRAMS,22,0,15,0,7
Richmond,804,Governor,,DEM,STACEY ABRAMS,616,43,269,2,302
Richmond,804H,Governor,,DEM,STACEY ABRAMS,740,62,368,1,309
Richmond,805,Governor,,DEM,STACEY ABRAMS,281,13,155,3,110
Richmond,806,Governor,,DEM,STACEY ABRAMS,240,10,151,0,79
Richmond,807,Governor,,DEM,STACEY ABRAMS,544,43,264,0,237
Richmond,808,Governor,,DEM,STACEY ABRAMS,611,36,290,1,284
Richmond,809,Governor,,DEM,STACEY ABRAMS,494,28,162,1,303
Richmond,810,Governor,,DEM,STACEY ABRAMS,100,6,28,0,66
Richmond,101,Governor,,LIB,TED METZ,10,1,8,0,1
Richmond,102,Governor,,LIB,TED METZ,10,0,5,0,5
Richmond,103,Governor,,LIB,TED METZ,4,3,0,0,1
Richmond,104,Governor,,LIB,TED METZ,8,3,4,0,1
Richmond,105,Governor,,LIB,TED METZ,0,0,0,0,0
Richmond,106,Governor,,LIB,TED METZ,7,3,3,0,1
Richmond,107,Governor,,LIB,TED METZ,14,3,7,0,4
Richmond,108,Governor,,LIB,TED METZ,4,1,2,0,1
Richmond,109,Governor,,LIB,TED METZ,8,1,4,0,3
Richmond,111,Governor,,LIB,TED METZ,4,1,3,0,0
Richmond,112,Governor,,LIB,TED METZ,8,5,3,0,0
Richmond,114,Governor,,LIB,TED METZ,1,1,0,0,0
Richmond,115,Governor,,LIB,TED METZ,0,0,0,0,0
Richmond,201,Governor,,LIB,TED METZ,2,0,1,0,1
Richmond,202,Governor,,LIB,TED METZ,7,2,3,0,2
Richmond,203,Governor,,LIB,TED METZ,2,0,1,0,1
Richmond,204,Governor,,LIB,TED METZ,10,1,9,0,0
Richmond,207,Governor,,LIB,TED METZ,4,0,2,0,2
Richmond,208,Governor,,LIB,TED METZ,5,0,5,0,0
Richmond,210,Governor,,LIB,TED METZ,9,1,7,0,1
Richmond,301,Governor,,LIB,TED METZ,22,4,13,0,5
Richmond,302,Governor,,LIB,TED METZ,2,0,1,0,1
Richmond,303,Governor,,LIB,TED METZ,8,0,5,0,3
Richmond,304,Governor,,LIB,TED METZ,5,0,4,0,1
Richmond,305,Governor,,LIB,TED METZ,2,0,2,0,0
Richmond,306,Governor,,LIB,TED METZ,18,0,16,0,2
Richmond,307,Governor,,LIB,TED METZ,13,2,10,0,1
Richmond,308,Governor,,LIB,TED METZ,1,1,0,0,0
Richmond,309,Governor,,LIB,TED METZ,16,1,13,0,2
Richmond,310,Governor,,LIB,TED METZ,18,2,13,0,3
Richmond,401,Governor,,LIB,TED METZ,4,2,1,0,1
Richmond,402,Governor,,LIB,TED METZ,1,1,0,0,0
Richmond,404,Governor,,LIB,TED METZ,6,2,2,0,2
Richmond,405,Governor,,LIB,TED METZ,7,0,5,0,2
Richmond,406,Governor,,LIB,TED METZ,9,2,2,0,5
Richmond,501,Governor,,LIB,TED METZ,8,2,5,0,1
Richmond,502,Governor,,LIB,TED METZ,9,1,6,0,2
Richmond,503,Governor,,LIB,TED METZ,12,0,8,0,4
Richmond,504,Governor,,LIB,TED METZ,5,0,4,0,1
Richmond,506,Governor,,LIB,TED METZ,0,0,0,0,0
Richmond,507,Governor,,LIB,TED METZ,3,0,3,0,0
Richmond,509,Governor,,LIB,TED METZ,7,1,4,0,2
Richmond,601,Governor,,LIB,TED METZ,10,3,5,0,2
Richmond,603,Governor,,LIB,TED METZ,22,1,13,0,8
Richmond,604,Governor,,LIB,TED METZ,8,2,6,0,0
Richmond,605,Governor,,LIB,TED METZ,8,1,7,0,0
Richmond,607,Governor,,LIB,TED METZ,8,1,4,0,3
Richmond,608,Governor,,LIB,TED METZ,11,0,11,0,0
Richmond,701,Governor,,LIB,TED METZ,27,2,21,0,4
Richmond,702,Governor,,LIB,TED METZ,18,1,11,0,6
Richmond,703,Governor,,LIB,TED METZ,31,2,21,0,8
Richmond,705,Governor,,LIB,TED METZ,12,0,8,0,4
Richmond,706,Governor,,LIB,TED METZ,27,2,15,0,10
Richmond,707,Governor,,LIB,TED METZ,9,0,6,0,3
Richmond,708,Governor,,LIB,TED METZ,3,0,3,0,0
Richmond,709,Governor,,LIB,TED METZ,4,0,4,0,0
Richmond,801,Governor,,LIB,TED METZ,3,0,3,0,0
Richmond,801B,Governor,,LIB,TED METZ,3,0,2,0,1
Richmond,802,Governor,,LIB,TED METZ,13,0,11,0,2
Richmond,803,Governor,,LIB,TED METZ,0,0,0,0,0
Richmond,804,Governor,,LIB,TED METZ,7,2,5,0,0
Richmond,804H,Governor,,LIB,TED METZ,10,0,8,0,2
Richmond,805,Governor,,LIB,TED METZ,2,0,2,0,0
Richmond,806,Governor,,LIB,TED METZ,8,2,6,0,0
Richmond,807,Governor,,LIB,TED METZ,4,0,4,0,0
Richmond,808,Governor,,LIB,TED METZ,4,0,3,0,1
Richmond,809,Governor,,LIB,TED METZ,1,0,0,0,1
Richmond,810,Governor,,LIB,TED METZ,2,0,1,0,1
Richmond,101,Lieutenant Governor,,REP,GEOFF DUNCAN,254,23,162,0,69
Richmond,102,Lieutenant Governor,,REP,GEOFF DUNCAN,160,17,97,1,45
Richmond,103,Lieutenant Governor,,REP,GEOFF DUNCAN,24,5,11,1,7
Richmond,104,Lieutenant Governor,,REP,GEOFF DUNCAN,84,15,35,0,34
Richmond,105,Lieutenant Governor,,REP,GEOFF DUNCAN,15,0,12,0,3
Richmond,106,Lieutenant Governor,,REP,GEOFF DUNCAN,114,7,78,0,29
Richmond,107,Lieutenant Governor,,REP,GEOFF DUNCAN,541,32,338,0,171
Richmond,108,Lieutenant Governor,,REP,GEOFF DUNCAN,27,2,23,0,2
Richmond,109,Lieutenant Governor,,REP,GEOFF DUNCAN,103,3,59,1,40
Richmond,111,Lieutenant Governor,,REP,GEOFF DUNCAN,112,9,64,0,39
Richmond,112,Lieutenant Governor,,REP,GEOFF DUNCAN,141,39,40,0,62
Richmond,114,Lieutenant Governor,,REP,GEOFF DUNCAN,38,6,20,0,12
Richmond,115,Lieutenant Governor,,REP,GEOFF DUNCAN,81,2,66,0,13
Richmond,201,Lieutenant Governor,,REP,GEOFF DUNCAN,22,1,12,0,9
Richmond,202,Lieutenant Governor,,REP,GEOFF DUNCAN,544,46,333,0,165
Richmond,203,Lieutenant Governor,,REP,GEOFF DUNCAN,8,0,7,0,1
Richmond,204,Lieutenant Governor,,REP,GEOFF DUNCAN,418,22,283,0,113
Richmond,207,Lieutenant Governor,,REP,GEOFF DUNCAN,102,9,64,0,29
Richmond,208,Lieutenant Governor,,REP,GEOFF DUNCAN,181,13,125,2,41
Richmond,210,Lieutenant Governor,,REP,GEOFF DUNCAN,101,9,56,0,36
Richmond,301,Lieutenant Governor,,REP,GEOFF DUNCAN,1116,57,629,0,430
Richmond,302,Lieutenant Governor,,REP,GEOFF DUNCAN,128,12,62,1,53
Richmond,303,Lieutenant Governor,,REP,GEOFF DUNCAN,730,42,381,0,307
Richmond,304,Lieutenant Governor,,REP,GEOFF DUNCAN,151,5,112,0,34
Richmond,305,Lieutenant Governor,,REP,GEOFF DUNCAN,282,12,129,1,140
Richmond,306,Lieutenant Governor,,REP,GEOFF DUNCAN,703,61,362,1,279
Richmond,307,Lieutenant Governor,,REP,GEOFF DUNCAN,641,29,368,1,243
Richmond,308,Lieutenant Governor,,REP,GEOFF DUNCAN,117,10,62,0,45
Richmond,309,Lieutenant Governor,,REP,GEOFF DUNCAN,203,19,121,1,62
Richmond,310,Lieutenant Governor,,REP,GEOFF DUNCAN,498,26,310,0,162
Richmond,401,Lieutenant Governor,,REP,GEOFF DUNCAN,69,5,38,0,26
Richmond,402,Lieutenant Governor,,REP,GEOFF DUNCAN,114,8,75,0,31
Richmond,404,Lieutenant Governor,,REP,GEOFF DUNCAN,108,11,49,0,48
Richmond,405,Lieutenant Governor,,REP,GEOFF DUNCAN,182,3,85,2,92
Richmond,406,Lieutenant Governor,,REP,GEOFF DUNCAN,129,7,64,0,58
Richmond,501,Lieutenant Governor,,REP,GEOFF DUNCAN,180,18,95,0,67
Richmond,502,Lieutenant Governor,,REP,GEOFF DUNCAN,153,15,78,0,60
Richmond,503,Lieutenant Governor,,REP,GEOFF DUNCAN,284,19,132,0,133
Richmond,504,Lieutenant Governor,,REP,GEOFF DUNCAN,268,15,179,0,74
Richmond,506,Lieutenant Governor,,REP,GEOFF DUNCAN,52,1,26,0,25
Richmond,507,Lieutenant Governor,,REP,GEOFF DUNCAN,104,4,55,0,45
Richmond,509,Lieutenant Governor,,REP,GEOFF DUNCAN,127,9,62,0,56
Richmond,601,Lieutenant Governor,,REP,GEOFF DUNCAN,379,22,219,3,135
Richmond,603,Lieutenant Governor,,REP,GEOFF DUNCAN,897,46,599,1,251
Richmond,604,Lieutenant Governor,,REP,GEOFF DUNCAN,259,11,191,0,57
Richmond,605,Lieutenant Governor,,REP,GEOFF DUNCAN,594,35,391,0,168
Richmond,607,Lieutenant Governor,,REP,GEOFF DUNCAN,45,2,30,0,13
Richmond,608,Lieutenant Governor,,REP,GEOFF DUNCAN,500,24,347,0,129
Richmond,701,Lieutenant Governor,,REP,GEOFF DUNCAN,992,40,573,0,379
Richmond,702,Lieutenant Governor,,REP,GEOFF DUNCAN,737,30,462,0,245
Richmond,703,Lieutenant Governor,,REP,GEOFF DUNCAN,1034,53,593,0,388
Richmond,705,Lieutenant Governor,,REP,GEOFF DUNCAN,806,50,408,1,347
Richmond,706,Lieutenant Governor,,REP,GEOFF DUNCAN,1284,56,444,0,784
Richmond,707,Lieutenant Governor,,REP,GEOFF DUNCAN,403,28,214,0,161
Richmond,708,Lieutenant Governor,,REP,GEOFF DUNCAN,137,7,47,0,83
Richmond,709,Lieutenant Governor,,REP,GEOFF DUNCAN,183,5,93,0,85
Richmond,801,Lieutenant Governor,,REP,GEOFF DUNCAN,192,2,169,1,20
Richmond,801B,Lieutenant Governor,,REP,GEOFF DUNCAN,202,13,166,1,22
Richmond,802,Lieutenant Governor,,REP,GEOFF DUNCAN,979,38,767,0,174
Richmond,803,Lieutenant Governor,,REP,GEOFF DUNCAN,0,0,0,0,0
Richmond,804,Lieutenant Governor,,REP,GEOFF DUNCAN,414,18,261,0,135
Richmond,804H,Lieutenant Governor,,REP,GEOFF DUNCAN,836,48,598,0,190
Richmond,805,Lieutenant Governor,,REP,GEOFF DUNCAN,120,3,77,0,40
Richmond,806,Lieutenant Governor,,REP,GEOFF DUNCAN,402,10,295,0,97
Richmond,807,Lieutenant Governor,,REP,GEOFF DUNCAN,167,9,101,2,55
Richmond,808,Lieutenant Governor,,REP,GEOFF DUNCAN,695,24,469,1,201
Richmond,809,Lieutenant Governor,,REP,GEOFF DUNCAN,27,0,13,0,14
Richmond,810,Lieutenant Governor,,REP,GEOFF DUNCAN,144,4,79,0,61
Richmond,101,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,263,15,165,1,82
Richmond,102,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,480,72,266,0,142
Richmond,103,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,594,98,265,0,231
Richmond,104,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,1225,165,631,3,426
Richmond,105,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,333,38,169,1,125
Richmond,106,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,281,34,184,1,62
Richmond,107,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,543,65,272,1,205
Richmond,108,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,251,24,116,0,111
Richmond,109,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,430,45,209,3,173
Richmond,111,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,488,60,242,1,185
Richmond,112,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,236,50,89,0,97
Richmond,114,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,298,28,142,0,128
Richmond,115,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,87,6,56,0,25
Richmond,201,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,570,42,351,0,177
Richmond,202,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,1243,97,696,5,445
Richmond,203,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,420,44,265,0,111
Richmond,204,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,401,26,245,1,129
Richmond,207,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,911,114,484,2,311
Richmond,208,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,961,89,569,3,300
Richmond,210,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,674,70,314,3,287
Richmond,301,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,560,52,271,1,236
Richmond,302,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,334,26,188,3,117
Richmond,303,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,226,20,105,0,101
Richmond,304,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,94,8,50,0,36
Richmond,305,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,71,2,32,0,37
Richmond,306,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,1263,101,567,5,590
Richmond,307,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,346,37,168,1,140
Richmond,308,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,162,21,81,1,59
Richmond,309,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,1597,134,577,1,885
Richmond,310,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,1955,184,773,1,997
Richmond,401,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,1159,97,465,2,595
Richmond,402,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,1150,116,619,3,412
Richmond,404,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,816,71,374,2,369
Richmond,405,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,2195,166,730,2,1297
Richmond,406,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,1703,139,666,1,897
Richmond,501,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,1450,168,642,2,638
Richmond,502,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,1866,181,822,4,859
Richmond,503,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,1578,152,574,1,851
Richmond,504,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,611,49,336,1,225
Richmond,506,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,142,8,74,1,59
Richmond,507,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,359,34,183,0,142
Richmond,509,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,1012,76,431,0,505
Richmond,601,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,1161,93,570,4,494
Richmond,603,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,829,92,424,2,311
Richmond,604,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,612,44,345,3,220
Richmond,605,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,1115,88,554,4,469
Richmond,607,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,916,68,398,1,449
Richmond,608,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,294,17,164,0,113
Richmond,701,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,554,42,289,1,222
Richmond,702,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,400,18,233,2,147
Richmond,703,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,1201,91,611,5,494
Richmond,705,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,616,35,294,1,286
Richmond,706,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,756,61,263,0,432
Richmond,707,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,617,31,344,1,241
Richmond,708,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,54,1,28,0,25
Richmond,709,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,162,10,66,0,86
Richmond,801,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,79,6,53,0,20
Richmond,801B,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,66,7,47,0,12
Richmond,802,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,522,57,314,0,151
Richmond,803,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,19,0,12,0,7
Richmond,804,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,592,43,258,2,289
Richmond,804H,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,710,63,360,1,286
Richmond,805,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,271,13,150,3,105
Richmond,806,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,225,12,139,0,74
Richmond,807,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,514,43,252,0,219
Richmond,808,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,596,36,294,1,265
Richmond,809,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,468,28,155,1,284
Richmond,810,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,97,6,28,0,63
Richmond,101,Secretary Of State,,REP,BRAD RAFFENSPERGER,235,20,149,0,66
Richmond,102,Secretary Of State,,REP,BRAD RAFFENSPERGER,142,17,79,1,45
Richmond,103,Secretary Of State,,REP,BRAD RAFFENSPERGER,19,4,8,0,7
Richmond,104,Secretary Of State,,REP,BRAD RAFFENSPERGER,64,12,27,0,25
Richmond,105,Secretary Of State,,REP,BRAD RAFFENSPERGER,14,0,12,0,2
Richmond,106,Secretary Of State,,REP,BRAD RAFFENSPERGER,100,3,65,0,32
Richmond,107,Secretary Of State,,REP,BRAD RAFFENSPERGER,493,28,304,0,161
Richmond,108,Secretary Of State,,REP,BRAD RAFFENSPERGER,23,2,20,0,1
Richmond,109,Secretary Of State,,REP,BRAD RAFFENSPERGER,76,2,46,1,27
Richmond,111,Secretary Of State,,REP,BRAD RAFFENSPERGER,99,9,56,0,34
Richmond,112,Secretary Of State,,REP,BRAD RAFFENSPERGER,123,32,31,0,60
Richmond,114,Secretary Of State,,REP,BRAD RAFFENSPERGER,33,5,19,0,9
Richmond,115,Secretary Of State,,REP,BRAD RAFFENSPERGER,76,2,62,0,12
Richmond,201,Secretary Of State,,REP,BRAD RAFFENSPERGER,18,1,11,0,6
Richmond,202,Secretary Of State,,REP,BRAD RAFFENSPERGER,493,41,306,0,146
Richmond,203,Secretary Of State,,REP,BRAD RAFFENSPERGER,6,0,4,0,2
Richmond,204,Secretary Of State,,REP,BRAD RAFFENSPERGER,388,18,268,0,102
