county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Schley,Precinct One,Secretary Of State,,REP,BRAD RAFFENSPERGER,609,19,292,297,1
Schley,Precinct One,Secretary Of State,,DEM,JOHN BARROW,162,33,56,73,0
Schley,Precinct One,"Public Service Commission, District 3",3,(REP,CHUCK EATON,619,23,296,299,1
Schley,Precinct One,"Public Service Commission, District 3",3,DEM,LINDY MILLER,150,29,51,70,0
