county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Crisp,Arabi,Secretary Of State,,REP,BRAD RAFFENSPERGER,137,7,31,99,0
Crisp,Coney,Secretary Of State,,REP,BRAD RAFFENSPERGER,244,11,83,150,0
Crisp,Cordele,Secretary Of State,,REP,BRAD RAFFENSPERGER,834,61,341,432,0
Crisp,Jamestown,Secretary Of State,,REP,BRAD RAFFENSPERGER,307,21,99,187,0
Crisp,Listonia,Secretary Of State,,REP,BRAD RAFFENSPERGER,172,5,50,117,0
Crisp,Arabi,Secretary Of State,,DEM,JOHN BARROW,33,2,5,26,0
Crisp,Coney,Secretary Of State,,DEM,JOHN BARROW,21,1,10,10,0
Crisp,Cordele,Secretary Of State,,DEM,JOHN BARROW,641,76,129,436,0
Crisp,Jamestown,Secretary Of State,,DEM,JOHN BARROW,33,1,8,24,0
Crisp,Listonia,Secretary Of State,,DEM,JOHN BARROW,11,3,0,8,0
Crisp,Arabi,"Public Service Commission, District 3",3,(REP,CHUCK EATON,142,7,31,104,0
Crisp,Coney,"Public Service Commission, District 3",3,(REP,CHUCK EATON,247,10,86,151,0
Crisp,Cordele,"Public Service Commission, District 3",3,(REP,CHUCK EATON,845,63,349,433,0
Crisp,Jamestown,"Public Service Commission, District 3",3,(REP,CHUCK EATON,311,21,101,189,0
Crisp,Listonia,"Public Service Commission, District 3",3,(REP,CHUCK EATON,174,5,50,119,0
Crisp,Arabi,"Public Service Commission, District 3",3,DEM,LINDY MILLER,26,2,5,19,0
Crisp,Coney,"Public Service Commission, District 3",3,DEM,LINDY MILLER,18,2,7,9,0
Crisp,Cordele,"Public Service Commission, District 3",3,DEM,LINDY MILLER,599,72,115,412,0
Crisp,Jamestown,"Public Service Commission, District 3",3,DEM,LINDY MILLER,29,1,6,22,0
Crisp,Listonia,"Public Service Commission, District 3",3,DEM,LINDY MILLER,10,3,0,7,0
