county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Brooks,Quitman,Secretary Of State,,REP,BRAD RAFFENSPERGER,312,21,101,190,0
Brooks,Barwick,Secretary Of State,,REP,BRAD RAFFENSPERGER,66,1,5,60,0
Brooks,Dixie,Secretary Of State,,REP,BRAD RAFFENSPERGER,117,2,29,85,1
Brooks,Briggs,Secretary Of State,,REP,BRAD RAFFENSPERGER,345,11,65,268,1
Brooks,Pavo,Secretary Of State,,REP,BRAD RAFFENSPERGER,91,1,10,80,0
Brooks,Nankin,Secretary Of State,,REP,BRAD RAFFENSPERGER,129,6,43,80,0
Brooks,Morven,Secretary Of State,,REP,BRAD RAFFENSPERGER,261,11,69,181,0
Brooks,Quitman,Secretary Of State,,DEM,JOHN BARROW,327,37,61,229,0
Brooks,Barwick,Secretary Of State,,DEM,JOHN BARROW,14,6,1,7,0
Brooks,Dixie,Secretary Of State,,DEM,JOHN BARROW,103,15,21,67,0
Brooks,Briggs,Secretary Of State,,DEM,JOHN BARROW,63,1,14,48,0
Brooks,Pavo,Secretary Of State,,DEM,JOHN BARROW,24,0,0,24,0
Brooks,Nankin,Secretary Of State,,DEM,JOHN BARROW,13,0,5,8,0
Brooks,Morven,Secretary Of State,,DEM,JOHN BARROW,107,12,10,85,0
Brooks,Quitman,"Public Service Commission, District 3",3,(REP,CHUCK EATON,314,21,104,189,0
Brooks,Barwick,"Public Service Commission, District 3",3,(REP,CHUCK EATON,66,1,5,60,0
Brooks,Dixie,"Public Service Commission, District 3",3,(REP,CHUCK EATON,116,2,29,84,1
Brooks,Briggs,"Public Service Commission, District 3",3,(REP,CHUCK EATON,341,11,67,262,1
Brooks,Pavo,"Public Service Commission, District 3",3,(REP,CHUCK EATON,93,1,10,82,0
Brooks,Nankin,"Public Service Commission, District 3",3,(REP,CHUCK EATON,125,6,41,78,0
Brooks,Morven,"Public Service Commission, District 3",3,(REP,CHUCK EATON,257,10,68,179,0
Brooks,Quitman,"Public Service Commission, District 3",3,DEM,LINDY MILLER,318,37,59,222,0
Brooks,Barwick,"Public Service Commission, District 3",3,DEM,LINDY MILLER,14,6,1,7,0
Brooks,Dixie,"Public Service Commission, District 3",3,DEM,LINDY MILLER,103,15,21,67,0
Brooks,Briggs,"Public Service Commission, District 3",3,DEM,LINDY MILLER,67,1,13,53,0
Brooks,Pavo,"Public Service Commission, District 3",3,DEM,LINDY MILLER,21,0,0,21,0
Brooks,Nankin,"Public Service Commission, District 3",3,DEM,LINDY MILLER,14,0,5,9,0
Brooks,Morven,"Public Service Commission, District 3",3,DEM,LINDY MILLER,107,13,11,83,0
