county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Greene,Greensboro,Secretary Of State,,REP,BRAD RAFFENSPERGER,487,20,231,236,0
Greene,Union Point,Secretary Of State,,REP,BRAD RAFFENSPERGER,193,5,58,130,0
Greene,Siloam,Secretary Of State,,REP,BRAD RAFFENSPERGER,113,2,33,78,0
Greene,White Plains,Secretary Of State,,REP,BRAD RAFFENSPERGER,60,7,20,33,0
Greene,Old Salem,Secretary Of State,,REP,BRAD RAFFENSPERGER,2074,79,1040,955,0
Greene,Greensboro,Secretary Of State,,DEM,JOHN BARROW,386,47,99,240,0
Greene,Union Point,Secretary Of State,,DEM,JOHN BARROW,188,24,32,132,0
Greene,Siloam,Secretary Of State,,DEM,JOHN BARROW,125,15,16,94,0
Greene,White Plains,Secretary Of State,,DEM,JOHN BARROW,38,2,5,30,1
Greene,Old Salem,Secretary Of State,,DEM,JOHN BARROW,420,20,193,207,0
Greene,Greensboro,"Public Service Commission, District 3",3,(REP,CHUCK EATON,484,20,232,232,0
Greene,Union Point,"Public Service Commission, District 3",3,(REP,CHUCK EATON,185,4,55,126,0
Greene,Siloam,"Public Service Commission, District 3",3,(REP,CHUCK EATON,108,2,32,74,0
Greene,White Plains,"Public Service Commission, District 3",3,(REP,CHUCK EATON,57,6,19,32,0
Greene,Old Salem,"Public Service Commission, District 3",3,(REP,CHUCK EATON,2047,75,1030,942,0
Greene,Greensboro,"Public Service Commission, District 3",3,DEM,LINDY MILLER,385,47,98,240,0
Greene,Union Point,"Public Service Commission, District 3",3,DEM,LINDY MILLER,195,25,35,135,0
Greene,Siloam,"Public Service Commission, District 3",3,DEM,LINDY MILLER,127,14,17,96,0
Greene,White Plains,"Public Service Commission, District 3",3,DEM,LINDY MILLER,39,3,6,29,1
Greene,Old Salem,"Public Service Commission, District 3",3,DEM,LINDY MILLER,439,23,199,217,0
