county,precinct,office,district,party,candidate,votes,absentee_by_mail,provisional,election_day,advance_in_person_2,advance_in_person_1,advance_in_person_3
Fulton,05B,Governor,,REP,BRIAN KEMP,30,1,0,22,1,2,4
Fulton,05C,Governor,,REP,BRIAN KEMP,3,0,0,0,0,2,1
Fulton,05D,Governor,,REP,BRIAN KEMP,5,0,0,3,0,1,1
Fulton,05F,Governor,,REP,BRIAN KEMP,6,0,0,4,0,1,1
Fulton,05J,Governor,,REP,BRIAN KEMP,41,2,0,28,1,10,0
Fulton,05K,Governor,,REP,BRIAN KEMP,68,1,1,42,4,10,10
Fulton,06B,Governor,,REP,BRIAN KEMP,188,2,0,121,7,56,2
Fulton,06D,Governor,,REP,BRIAN KEMP,1126,56,3,633,17,400,17
Fulton,06E,Governor,,REP,BRIAN KEMP,244,11,1,156,8,63,5
Fulton,06F,Governor,,REP,BRIAN KEMP,259,8,1,104,5,140,1
Fulton,06G,Governor,,REP,BRIAN KEMP,52,5,0,31,0,15,1
Fulton,06I,Governor,,REP,BRIAN KEMP,228,3,2,158,5,60,0
Fulton,06J,Governor,,REP,BRIAN KEMP,335,7,0,196,5,125,2
Fulton,06L1,Governor,,REP,BRIAN KEMP,150,11,0,79,0,57,3
Fulton,06L2,Governor,,REP,BRIAN KEMP,140,7,0,88,0,45,0
Fulton,06N,Governor,,REP,BRIAN KEMP,356,14,0,170,6,163,3
Fulton,06Q,Governor,,REP,BRIAN KEMP,22,1,0,16,0,5,0
Fulton,06R,Governor,,REP,BRIAN KEMP,230,4,1,149,9,53,14
Fulton,07A,Governor,,REP,BRIAN KEMP,1719,92,9,809,45,760,4
Fulton,07B,Governor,,REP,BRIAN KEMP,1256,50,1,588,14,600,3
Fulton,07C,Governor,,REP,BRIAN KEMP,1078,155,0,431,24,462,6
Fulton,07D,Governor,,REP,BRIAN KEMP,937,28,6,427,8,467,1
Fulton,07E,Governor,,REP,BRIAN KEMP,421,21,0,158,6,230,6
Fulton,07F,Governor,,REP,BRIAN KEMP,827,16,3,366,10,430,2
Fulton,07H,Governor,,REP,BRIAN KEMP,613,10,1,260,5,336,1
Fulton,07J,Governor,,REP,BRIAN KEMP,582,12,0,346,6,215,3
Fulton,07M,Governor,,REP,BRIAN KEMP,378,14,1,231,8,122,2
Fulton,07N,Governor,,REP,BRIAN KEMP,158,5,1,75,8,66,3
Fulton,08A,Governor,,REP,BRIAN KEMP,975,42,1,365,8,557,2
Fulton,08B,Governor,,REP,BRIAN KEMP,1239,34,0,415,6,782,2
Fulton,08C,Governor,,REP,BRIAN KEMP,642,36,1,157,3,445,0
Fulton,08D,Governor,,REP,BRIAN KEMP,490,24,0,131,1,330,4
Fulton,08E,Governor,,REP,BRIAN KEMP,1070,55,1,415,8,588,3
Fulton,08F1,Governor,,REP,BRIAN KEMP,1006,30,0,358,3,611,4
Fulton,08G,Governor,,REP,BRIAN KEMP,669,46,4,292,11,313,3
Fulton,08H,Governor,,REP,BRIAN KEMP,993,52,2,343,2,592,2
Fulton,08J,Governor,,REP,BRIAN KEMP,955,27,1,441,3,476,7
Fulton,08K,Governor,,REP,BRIAN KEMP,262,9,0,164,0,86,3
Fulton,08L,Governor,,REP,BRIAN KEMP,765,33,3,365,5,348,11
Fulton,08M,Governor,,REP,BRIAN KEMP,786,35,0,306,4,437,4
Fulton,08N1,Governor,,REP,BRIAN KEMP,349,10,0,117,0,221,1
Fulton,08N2,Governor,,REP,BRIAN KEMP,399,36,0,150,1,212,0
Fulton,08P,Governor,,REP,BRIAN KEMP,147,4,0,93,2,46,2
Fulton,09A,Governor,,REP,BRIAN KEMP,448,3,3,247,6,187,2
Fulton,09B,Governor,,REP,BRIAN KEMP,2,0,0,1,0,1,0
Fulton,09C,Governor,,REP,BRIAN KEMP,26,1,1,14,0,9,1
Fulton,09D,Governor,,REP,BRIAN KEMP,16,0,0,9,4,3,0
Fulton,09E,Governor,,REP,BRIAN KEMP,67,5,0,26,0,35,1
Fulton,09F,Governor,,REP,BRIAN KEMP,1012,22,3,500,9,474,4
Fulton,09G,Governor,,REP,BRIAN KEMP,428,7,3,279,9,124,6
Fulton,09H,Governor,,REP,BRIAN KEMP,56,2,0,26,2,21,5
Fulton,09I,Governor,,REP,BRIAN KEMP,12,0,0,10,0,1,1
Fulton,09K,Governor,,REP,BRIAN KEMP,45,2,0,16,0,27,0
Fulton,09M,Governor,,REP,BRIAN KEMP,298,3,4,156,1,129,5
Fulton,10A,Governor,,REP,BRIAN KEMP,25,1,0,13,0,9,2
Fulton,10B,Governor,,REP,BRIAN KEMP,32,2,0,18,0,7,5
Fulton,10C,Governor,,REP,BRIAN KEMP,10,4,0,4,0,2,0
Fulton,10D,Governor,,REP,BRIAN KEMP,19,1,0,6,0,12,0
Fulton,10E,Governor,,REP,BRIAN KEMP,13,0,0,9,0,4,0
Fulton,10F,Governor,,REP,BRIAN KEMP,14,0,0,8,2,3,1
Fulton,10G,Governor,,REP,BRIAN KEMP,11,0,0,9,0,1,1
Fulton,10H1,Governor,,REP,BRIAN KEMP,1,0,0,0,0,1,0
Fulton,10H2,Governor,,REP,BRIAN KEMP,14,1,0,5,1,6,1
Fulton,10I,Governor,,REP,BRIAN KEMP,5,0,0,3,0,2,0
Fulton,10J,Governor,,REP,BRIAN KEMP,2,0,0,1,0,1,0
Fulton,10K,Governor,,REP,BRIAN KEMP,13,0,1,4,0,4,4
Fulton,10M,Governor,,REP,BRIAN KEMP,24,1,1,12,1,5,4
Fulton,10P,Governor,,REP,BRIAN KEMP,12,1,0,9,0,2,0
Fulton,10R,Governor,,REP,BRIAN KEMP,3,0,0,3,0,0,0
Fulton,11B,Governor,,REP,BRIAN KEMP,50,6,0,20,0,2,22
Fulton,11C,Governor,,REP,BRIAN KEMP,22,0,0,4,0,1,17
Fulton,11E1,Governor,,REP,BRIAN KEMP,13,1,0,9,0,1,2
Fulton,11E2,Governor,,REP,BRIAN KEMP,10,0,0,6,1,0,3
Fulton,11E3,Governor,,REP,BRIAN KEMP,27,2,0,12,0,1,12
Fulton,11G,Governor,,REP,BRIAN KEMP,16,1,0,5,0,1,9
Fulton,11H,Governor,,REP,BRIAN KEMP,12,1,0,8,0,1,2
Fulton,11J,Governor,,REP,BRIAN KEMP,21,3,0,12,0,2,4
Fulton,11K,Governor,,REP,BRIAN KEMP,23,1,0,13,0,1,8
Fulton,11M,Governor,,REP,BRIAN KEMP,23,0,0,18,0,1,4
Fulton,11N,Governor,,REP,BRIAN KEMP,25,2,0,8,0,4,11
Fulton,11P,Governor,,REP,BRIAN KEMP,12,1,0,8,0,1,2
Fulton,11R,Governor,,REP,BRIAN KEMP,8,0,0,5,0,0,3
Fulton,12A,Governor,,REP,BRIAN KEMP,101,1,0,71,4,10,15
Fulton,12D,Governor,,REP,BRIAN KEMP,8,0,0,5,0,0,3
Fulton,12E1,Governor,,REP,BRIAN KEMP,20,0,0,6,0,4,10
Fulton,12F,Governor,,REP,BRIAN KEMP,8,0,0,5,0,3,0
Fulton,12G,Governor,,REP,BRIAN KEMP,15,0,0,13,0,0,2
Fulton,12H1,Governor,,REP,BRIAN KEMP,14,1,0,10,0,1,2
Fulton,12H2,Governor,,REP,BRIAN KEMP,18,3,0,9,0,5,1
Fulton,12I,Governor,,REP,BRIAN KEMP,4,0,0,2,0,0,2
Fulton,12J,Governor,,REP,BRIAN KEMP,14,5,0,8,0,1,0
Fulton,12K,Governor,,REP,BRIAN KEMP,44,0,1,26,0,12,5
Fulton,12L,Governor,,REP,BRIAN KEMP,2,0,0,0,0,0,2
Fulton,12M,Governor,,REP,BRIAN KEMP,16,1,0,9,0,2,4
Fulton,12N,Governor,,REP,BRIAN KEMP,8,0,0,4,0,3,1
Fulton,12S,Governor,,REP,BRIAN KEMP,18,0,2,8,0,8,0
Fulton,AP01A,Governor,,REP,BRIAN KEMP,1572,79,5,557,919,9,3
Fulton,AP01B,Governor,,REP,BRIAN KEMP,234,5,1,88,140,0,0
Fulton,AP01C,Governor,,REP,BRIAN KEMP,779,41,0,254,476,6,2
Fulton,AP01D,Governor,,REP,BRIAN KEMP,213,11,1,100,100,1,0
Fulton,AP02B,Governor,,REP,BRIAN KEMP,125,21,0,49,55,0,0
Fulton,AP03,Governor,,REP,BRIAN KEMP,69,3,0,44,22,0,0
Fulton,AP04A,Governor,,REP,BRIAN KEMP,691,29,0,254,408,0,0
Fulton,AP04B,Governor,,REP,BRIAN KEMP,153,6,0,64,82,1,0
Fulton,AP05,Governor,,REP,BRIAN KEMP,1676,63,1,693,913,6,0
Fulton,AP06,Governor,,REP,BRIAN KEMP,762,18,1,270,473,0,0
Fulton,AP07A,Governor,,REP,BRIAN KEMP,1066,45,5,468,545,2,1
Fulton,AP07B,Governor,,REP,BRIAN KEMP,594,19,2,200,368,4,1
Fulton,AP09A,Governor,,REP,BRIAN KEMP,1275,45,1,450,768,6,5
Fulton,AP09B,Governor,,REP,BRIAN KEMP,208,4,0,72,131,1,0
Fulton,AP021,Governor,,REP,BRIAN KEMP,995,25,1,369,597,3,0
Fulton,AP022,Governor,,REP,BRIAN KEMP,656,36,1,216,402,0,1
Fulton,AP10,Governor,,REP,BRIAN KEMP,387,16,3,120,248,0,0
Fulton,AP12A,Governor,,REP,BRIAN KEMP,126,5,0,58,63,0,0
Fulton,AP12B,Governor,,REP,BRIAN KEMP,137,3,0,63,70,1,0
Fulton,AP12C,Governor,,REP,BRIAN KEMP,539,20,2,169,345,2,1
Fulton,AP14,Governor,,REP,BRIAN KEMP,1004,36,3,354,605,5,1
Fulton,CH01,Governor,,REP,BRIAN KEMP,42,0,0,34,1,0,7
Fulton,CH02,Governor,,REP,BRIAN KEMP,121,5,0,98,1,0,17
Fulton,CH03,Governor,,REP,BRIAN KEMP,162,1,0,132,0,0,29
Fulton,CH04A,Governor,,REP,BRIAN KEMP,224,3,0,166,0,7,48
Fulton,CH05,Governor,,REP,BRIAN KEMP,188,7,0,141,0,1,39
Fulton,CP01B,Governor,,REP,BRIAN KEMP,71,5,0,23,0,0,43
Fulton,CP011,Governor,,REP,BRIAN KEMP,121,2,0,50,1,0,68
Fulton,CP012,Governor,,REP,BRIAN KEMP,141,3,0,49,0,0,89
Fulton,CP02,Governor,,REP,BRIAN KEMP,68,6,0,16,0,0,46
Fulton,CP04A,Governor,,REP,BRIAN KEMP,0,0,0,0,0,0,0
Fulton,CP04B,Governor,,REP,BRIAN KEMP,1,0,0,0,0,0,1
Fulton,CP05B,Governor,,REP,BRIAN KEMP,1,0,0,0,0,0,1
Fulton,CP051,Governor,,REP,BRIAN KEMP,27,2,0,12,0,0,13
Fulton,CP06A,Governor,,REP,BRIAN KEMP,3,0,0,0,0,0,3
Fulton,CP07B,Governor,,REP,BRIAN KEMP,0,0,0,0,0,0,0
Fulton,CP07C,Governor,,REP,BRIAN KEMP,1,0,0,1,0,0,0
Fulton,CP07D,Governor,,REP,BRIAN KEMP,3,0,0,2,0,0,1
Fulton,CP07E,Governor,,REP,BRIAN KEMP,0,0,0,0,0,0,0
Fulton,CP07F,Governor,,REP,BRIAN KEMP,0,0,0,0,0,0,0
Fulton,CP081,Governor,,REP,BRIAN KEMP,4,1,0,1,0,0,2
Fulton,CP083,Governor,,REP,BRIAN KEMP,0,0,0,0,0,0,0
Fulton,CP084,Governor,,REP,BRIAN KEMP,0,0,0,0,0,0,0
Fulton,CP08A,Governor,,REP,BRIAN KEMP,2,0,0,1,0,0,1
Fulton,EP01A,Governor,,REP,BRIAN KEMP,136,2,0,92,1,1,40
Fulton,EP01B,Governor,,REP,BRIAN KEMP,92,6,1,44,2,2,37
Fulton,EP02A,Governor,,REP,BRIAN KEMP,38,0,0,19,0,0,19
Fulton,EP02B,Governor,,REP,BRIAN KEMP,122,2,0,75,2,0,43
Fulton,EP02C,Governor,,REP,BRIAN KEMP,45,1,0,22,0,1,21
Fulton,EP02D,Governor,,REP,BRIAN KEMP,5,0,0,3,0,0,2
Fulton,EP02E,Governor,,REP,BRIAN KEMP,25,1,0,14,1,1,8
Fulton,EP03A,Governor,,REP,BRIAN KEMP,105,3,0,60,0,1,41
Fulton,EP03B,Governor,,REP,BRIAN KEMP,36,3,0,12,1,0,20
Fulton,EP04A,Governor,,REP,BRIAN KEMP,43,4,0,19,0,0,20
Fulton,EP04B,Governor,,REP,BRIAN KEMP,13,1,0,7,0,1,4
Fulton,FA01A,Governor,,REP,BRIAN KEMP,207,21,0,80,0,0,106
Fulton,FA01B,Governor,,REP,BRIAN KEMP,287,14,2,161,2,3,105
Fulton,FA01C,Governor,,REP,BRIAN KEMP,16,1,0,10,0,0,5
Fulton,HP01,Governor,,REP,BRIAN KEMP,462,8,0,340,0,6,108
Fulton,JC01,Governor,,REP,BRIAN KEMP,1227,51,1,544,619,9,3
Fulton,JC02,Governor,,REP,BRIAN KEMP,646,37,0,296,310,1,2
Fulton,JC03A,Governor,,REP,BRIAN KEMP,169,4,1,74,90,0,0
Fulton,JC03B,Governor,,REP,BRIAN KEMP,355,4,1,194,155,1,0
Fulton,JC04A,Governor,,REP,BRIAN KEMP,1182,42,0,379,758,2,1
Fulton,JC04B,Governor,,REP,BRIAN KEMP,65,5,0,24,35,1,0
Fulton,JC05,Governor,,REP,BRIAN KEMP,592,14,2,229,343,3,1
Fulton,JC06,Governor,,REP,BRIAN KEMP,857,37,0,382,426,11,1
Fulton,JC07,Governor,,REP,BRIAN KEMP,1139,42,0,436,654,7,0
Fulton,JC08,Governor,,REP,BRIAN KEMP,865,24,2,294,543,1,1
Fulton,JC09,Governor,,REP,BRIAN KEMP,739,22,0,315,402,0,0
Fulton,JC10,Governor,,REP,BRIAN KEMP,565,21,1,249,293,1,0
Fulton,JC11,Governor,,REP,BRIAN KEMP,1139,55,1,440,637,4,2
Fulton,JC12,Governor,,REP,BRIAN KEMP,1143,76,1,369,689,5,3
Fulton,JC13A,Governor,,REP,BRIAN KEMP,950,32,4,344,565,5,0
Fulton,JC13B,Governor,,REP,BRIAN KEMP,135,11,0,45,78,1,0
Fulton,JC14,Governor,,REP,BRIAN KEMP,910,37,0,325,536,10,2
Fulton,JC15,Governor,,REP,BRIAN KEMP,193,8,0,88,96,1,0
Fulton,JC16,Governor,,REP,BRIAN KEMP,828,22,0,399,402,4,1
Fulton,JC18,Governor,,REP,BRIAN KEMP,1073,26,2,429,609,6,1
Fulton,JC19,Governor,,REP,BRIAN KEMP,1190,45,3,296,842,2,2
Fulton,ML011,Governor,,REP,BRIAN KEMP,982,21,1,311,647,2,0
Fulton,ML012,Governor,,REP,BRIAN KEMP,227,5,0,57,165,0,0
Fulton,ML01B,Governor,,REP,BRIAN KEMP,57,0,0,19,38,0,0
Fulton,ML021,Governor,,REP,BRIAN KEMP,1003,27,0,457,518,1,0
Fulton,ML022,Governor,,REP,BRIAN KEMP,106,2,0,56,47,1,0
Fulton,ML023,Governor,,REP,BRIAN KEMP,725,27,0,278,419,1,0
Fulton,ML024,Governor,,REP,BRIAN KEMP,59,4,0,21,34,0,0
Fulton,ML03,Governor,,REP,BRIAN KEMP,1751,46,2,637,1057,9,0
Fulton,ML04A,Governor,,REP,BRIAN KEMP,676,23,0,248,399,6,0
Fulton,ML04B,Governor,,REP,BRIAN KEMP,576,11,0,235,326,4,0
Fulton,ML04C,Governor,,REP,BRIAN KEMP,47,0,0,18,29,0,0
Fulton,ML05A,Governor,,REP,BRIAN KEMP,19,1,0,4,14,0,0
Fulton,ML05B,Governor,,REP,BRIAN KEMP,166,9,0,56,99,0,2
Fulton,ML05C,Governor,,REP,BRIAN KEMP,1322,44,0,572,699,5,2
Fulton,ML06A,Governor,,REP,BRIAN KEMP,341,11,3,149,177,1,0
Fulton,ML06B,Governor,,REP,BRIAN KEMP,606,27,1,239,337,2,0
Fulton,ML071,Governor,,REP,BRIAN KEMP,50,0,0,23,27,0,0
Fulton,ML072,Governor,,REP,BRIAN KEMP,590,24,0,340,223,3,0
Fulton,ML07A,Governor,,REP,BRIAN KEMP,312,9,0,179,123,1,0
Fulton,MP01,Governor,,REP,BRIAN KEMP,145,2,0,129,13,0,1
Fulton,PA01,Governor,,REP,BRIAN KEMP,304,20,1,226,0,0,57
Fulton,RW01,Governor,,REP,BRIAN KEMP,1923,135,0,939,842,5,2
Fulton,RW02,Governor,,REP,BRIAN KEMP,1346,54,0,684,599,8,1
Fulton,RW03,Governor,,REP,BRIAN KEMP,1152,42,1,575,525,4,5
Fulton,RW04,Governor,,REP,BRIAN KEMP,650,13,1,224,411,0,1
Fulton,RW05,Governor,,REP,BRIAN KEMP,401,22,0,211,165,3,0
Fulton,RW06,Governor,,REP,BRIAN KEMP,884,40,0,400,443,1,0
Fulton,RW07A,Governor,,REP,BRIAN KEMP,87,0,0,54,33,0,0
Fulton,RW07B,Governor,,REP,BRIAN KEMP,52,2,0,36,14,0,0
Fulton,RW08,Governor,,REP,BRIAN KEMP,891,47,2,432,406,4,0
Fulton,RW09,Governor,,REP,BRIAN KEMP,2659,114,0,1072,1462,10,1
Fulton,RW10,Governor,,REP,BRIAN KEMP,1353,58,2,688,598,6,1
Fulton,RW11A,Governor,,REP,BRIAN KEMP,755,19,1,412,318,5,0
Fulton,RW12,Governor,,REP,BRIAN KEMP,2449,101,0,1032,1304,9,3
Fulton,RW13,Governor,,REP,BRIAN KEMP,1232,37,0,589,598,7,1
Fulton,RW16,Governor,,REP,BRIAN KEMP,701,35,0,286,376,4,0
Fulton,RW17,Governor,,REP,BRIAN KEMP,642,22,0,279,338,3,0
Fulton,RW19,Governor,,REP,BRIAN KEMP,847,34,0,397,408,5,3
Fulton,RW20,Governor,,REP,BRIAN KEMP,943,20,0,255,667,1,0
Fulton,RW21,Governor,,REP,BRIAN KEMP,1285,36,0,313,933,2,1
Fulton,RW22A,Governor,,REP,BRIAN KEMP,900,21,2,329,545,1,2
Fulton,SC01A,Governor,,REP,BRIAN KEMP,3,0,0,0,0,0,3
Fulton,SC01B,Governor,,REP,BRIAN KEMP,23,0,0,5,1,0,17
Fulton,SC01C,Governor,,REP,BRIAN KEMP,35,3,1,12,0,0,19
Fulton,SC01D,Governor,,REP,BRIAN KEMP,0,0,0,0,0,0,0
Fulton,SC02,Governor,,REP,BRIAN KEMP,27,0,0,14,0,0,13
Fulton,SC04,Governor,,REP,BRIAN KEMP,195,4,0,147,0,0,44
Fulton,SC05A,Governor,,REP,BRIAN KEMP,4,0,0,2,0,0,2
Fulton,SC05B,Governor,,REP,BRIAN KEMP,56,8,1,15,0,0,32
Fulton,SC05D,Governor,,REP,BRIAN KEMP,36,5,0,11,0,0,20
Fulton,SC05E,Governor,,REP,BRIAN KEMP,67,3,0,12,0,0,52
Fulton,SC07A,Governor,,REP,BRIAN KEMP,284,19,0,126,0,2,137
Fulton,SC07C,Governor,,REP,BRIAN KEMP,0,0,0,0,0,0,0
Fulton,SC08B,Governor,,REP,BRIAN KEMP,48,1,0,19,0,0,28
Fulton,SC08C,Governor,,REP,BRIAN KEMP,0,0,0,0,0,0,0
Fulton,SC08D,Governor,,REP,BRIAN KEMP,4,0,0,3,0,0,1
Fulton,SC08E,Governor,,REP,BRIAN KEMP,2,1,0,1,0,0,0
Fulton,SC08F,Governor,,REP,BRIAN KEMP,10,0,0,3,0,0,7
Fulton,SC08G,Governor,,REP,BRIAN KEMP,0,0,0,0,0,0,0
Fulton,SC08H,Governor,,REP,BRIAN KEMP,0,0,0,0,0,0,0
Fulton,SC09A,Governor,,REP,BRIAN KEMP,21,0,0,8,0,0,13
Fulton,SC09B,Governor,,REP,BRIAN KEMP,17,0,0,3,0,1,13
Fulton,SC09C,Governor,,REP,BRIAN KEMP,20,2,0,9,0,0,9
Fulton,SC10,Governor,,REP,BRIAN KEMP,10,0,0,3,0,0,7
Fulton,SC11A,Governor,,REP,BRIAN KEMP,16,0,0,10,1,1,4
Fulton,SC11B,Governor,,REP,BRIAN KEMP,18,1,0,9,0,0,8
Fulton,SC13,Governor,,REP,BRIAN KEMP,71,2,0,28,0,0,41
Fulton,SC14A,Governor,,REP,BRIAN KEMP,2,0,0,0,0,0,2
Fulton,SC14B,Governor,,REP,BRIAN KEMP,7,0,0,5,0,1,1
Fulton,SC15,Governor,,REP,BRIAN KEMP,117,4,1,36,0,0,76
Fulton,SC16A,Governor,,REP,BRIAN KEMP,58,6,0,21,0,1,30
Fulton,SC16B,Governor,,REP,BRIAN KEMP,0,0,0,0,0,0,0
Fulton,SC17A,Governor,,REP,BRIAN KEMP,0,0,0,0,0,0,0
Fulton,SC17B,Governor,,REP,BRIAN KEMP,1,0,0,0,0,0,1
Fulton,SC17C,Governor,,REP,BRIAN KEMP,17,0,0,11,0,0,6
Fulton,SC18A,Governor,,REP,BRIAN KEMP,5,0,0,1,0,0,4
Fulton,SC18B,Governor,,REP,BRIAN KEMP,13,2,0,1,0,0,10
Fulton,SC18C,Governor,,REP,BRIAN KEMP,46,5,0,9,0,0,32
Fulton,SC19A,Governor,,REP,BRIAN KEMP,3,0,0,1,0,0,2
Fulton,SC19B,Governor,,REP,BRIAN KEMP,21,1,0,12,0,0,8
Fulton,SC20,Governor,,REP,BRIAN KEMP,26,1,0,11,0,0,14
Fulton,SC211,Governor,,REP,BRIAN KEMP,27,3,0,12,0,1,11
Fulton,SC212,Governor,,REP,BRIAN KEMP,80,4,1,42,0,1,32
Fulton,SC23A,Governor,,REP,BRIAN KEMP,26,1,0,14,1,0,10
Fulton,SC23B,Governor,,REP,BRIAN KEMP,7,2,0,5,0,0,0
Fulton,SC23C,Governor,,REP,BRIAN KEMP,25,2,0,12,0,2,9
Fulton,SC27,Governor,,REP,BRIAN KEMP,22,0,0,9,0,0,13
Fulton,SC29A,Governor,,REP,BRIAN KEMP,31,3,1,10,0,0,17
Fulton,SC30A,Governor,,REP,BRIAN KEMP,1,0,0,1,0,0,0
Fulton,SC30B,Governor,,REP,BRIAN KEMP,10,0,0,8,0,1,1
Fulton,SS01,Governor,,REP,BRIAN KEMP,1893,102,3,881,883,19,5
Fulton,SS02A,Governor,,REP,BRIAN KEMP,303,17,0,67,215,4,0
Fulton,SS02B,Governor,,REP,BRIAN KEMP,174,6,0,62,103,3,0
Fulton,SS03,Governor,,REP,BRIAN KEMP,432,18,2,209,190,12,1
Fulton,SS04,Governor,,REP,BRIAN KEMP,684,38,3,330,306,6,1
Fulton,SS05,Governor,,REP,BRIAN KEMP,663,24,2,334,260,43,0
Fulton,SS06,Governor,,REP,BRIAN KEMP,539,32,0,252,211,44,0
Fulton,SS07A,Governor,,REP,BRIAN KEMP,359,59,0,126,161,13,0
Fulton,SS07B,Governor,,REP,BRIAN KEMP,159,12,0,67,76,4,0
Fulton,SS07C,Governor,,REP,BRIAN KEMP,211,33,2,74,81,21,0
