county,precinct,office,district,party,candidate,votes,absentee_by_mail,provisional,election_day,advance_in_person_2,advance_in_person_1,advance_in_person_3
Fulton,01A,Governor,,REP,BRIAN KEMP,177,5,0,105,10,51,6
Fulton,01B,Governor,,REP,BRIAN KEMP,217,3,0,150,1,53,10
Fulton,01C,Governor,,REP,BRIAN KEMP,14,1,0,11,0,2,0
Fulton,01D,Governor,,REP,BRIAN KEMP,15,0,0,11,1,1,2
Fulton,01E,Governor,,REP,BRIAN KEMP,238,6,1,152,0,67,12
Fulton,01F,Governor,,REP,BRIAN KEMP,9,1,0,3,0,5,0
Fulton,01G,Governor,,REP,BRIAN KEMP,50,1,1,37,0,10,1
Fulton,01H,Governor,,REP,BRIAN KEMP,15,1,1,6,2,2,3
Fulton,01J,Governor,,REP,BRIAN KEMP,29,0,0,15,4,9,1
Fulton,01P,Governor,,REP,BRIAN KEMP,10,0,0,6,0,4,0
Fulton,01R,Governor,,REP,BRIAN KEMP,8,0,0,7,0,1,0
Fulton,01S,Governor,,REP,BRIAN KEMP,21,3,0,12,0,5,1
Fulton,01T,Governor,,REP,BRIAN KEMP,53,4,0,41,1,7,0
Fulton,02A,Governor,,REP,BRIAN KEMP,518,16,2,279,11,196,14
Fulton,02B,Governor,,REP,BRIAN KEMP,120,3,3,64,4,21,25
Fulton,02C,Governor,,REP,BRIAN KEMP,89,5,1,62,0,13,8
Fulton,02D,Governor,,REP,BRIAN KEMP,220,8,1,127,8,67,9
Fulton,02E,Governor,,REP,BRIAN KEMP,119,5,0,88,0,25,1
Fulton,02F1,Governor,,REP,BRIAN KEMP,216,7,3,119,5,75,7
Fulton,02F2,Governor,,REP,BRIAN KEMP,41,1,1,26,1,12,0
Fulton,02G,Governor,,REP,BRIAN KEMP,223,8,1,139,15,56,4
Fulton,02J,Governor,,REP,BRIAN KEMP,143,2,1,101,0,38,1
Fulton,02K,Governor,,REP,BRIAN KEMP,107,4,0,78,3,20,2
Fulton,02L1,Governor,,REP,BRIAN KEMP,567,20,3,328,18,170,28
Fulton,02L2,Governor,,REP,BRIAN KEMP,115,3,0,60,7,33,12
Fulton,02S,Governor,,REP,BRIAN KEMP,24,1,0,14,2,7,0
Fulton,02W,Governor,,REP,BRIAN KEMP,47,1,0,27,0,17,2
Fulton,03A,Governor,,REP,BRIAN KEMP,10,0,2,5,0,2,1
Fulton,03B,Governor,,REP,BRIAN KEMP,7,0,0,5,0,2,0
Fulton,03C,Governor,,REP,BRIAN KEMP,12,0,1,4,0,6,1
Fulton,03D,Governor,,REP,BRIAN KEMP,12,0,0,6,0,3,3
Fulton,03E,Governor,,REP,BRIAN KEMP,20,0,0,15,1,3,1
Fulton,03F,Governor,,REP,BRIAN KEMP,146,7,0,88,4,42,5
Fulton,03G,Governor,,REP,BRIAN KEMP,6,0,0,4,0,1,1
Fulton,03H,Governor,,REP,BRIAN KEMP,6,0,0,4,0,2,0
Fulton,03I,Governor,,REP,BRIAN KEMP,64,0,1,39,0,21,3
Fulton,03L,Governor,,REP,BRIAN KEMP,4,0,0,3,0,0,1
Fulton,03M,Governor,,REP,BRIAN KEMP,84,2,0,65,0,17,0
Fulton,03N,Governor,,REP,BRIAN KEMP,27,2,1,21,0,2,1
Fulton,03P1A,Governor,,REP,BRIAN KEMP,195,9,0,123,5,49,9
Fulton,03P2,Governor,,REP,BRIAN KEMP,0,0,0,0,0,0,0
Fulton,03S,Governor,,REP,BRIAN KEMP,5,0,0,4,0,1,0
Fulton,03T,Governor,,REP,BRIAN KEMP,15,0,0,6,2,3,4
Fulton,04A,Governor,,REP,BRIAN KEMP,3,0,0,3,0,0,0
Fulton,04B,Governor,,REP,BRIAN KEMP,13,0,0,2,0,5,6
Fulton,04C,Governor,,REP,BRIAN KEMP,0,0,0,0,0,0,0
Fulton,04D,Governor,,REP,BRIAN KEMP,20,0,0,16,1,1,2
Fulton,04F,Governor,,REP,BRIAN KEMP,62,1,1,41,3,8,8
Fulton,04G,Governor,,REP,BRIAN KEMP,5,0,0,3,0,0,2
Fulton,04I,Governor,,REP,BRIAN KEMP,37,0,3,15,1,6,12
Fulton,04J,Governor,,REP,BRIAN KEMP,6,0,0,3,1,1,1
Fulton,04K,Governor,,REP,BRIAN KEMP,34,1,0,21,0,6,6
Fulton,04L,Governor,,REP,BRIAN KEMP,21,0,0,19,0,2,0
Fulton,04M,Governor,,REP,BRIAN KEMP,7,1,0,3,0,0,3
Fulton,04S,Governor,,REP,BRIAN KEMP,19,0,1,8,0,1,9
Fulton,04T,Governor,,REP,BRIAN KEMP,8,0,0,3,0,1,4
Fulton,04V,Governor,,REP,BRIAN KEMP,12,0,0,8,0,3,1
Fulton,04W,Governor,,REP,BRIAN KEMP,3,0,0,2,0,1,0
Fulton,04X1,Governor,,REP,BRIAN KEMP,16,0,0,9,2,5,0
Fulton,04X2,Governor,,REP,BRIAN KEMP,5,1,0,2,0,2,0
Fulton,05A1,Governor,,REP,BRIAN KEMP,128,3,2,88,5,22,8
Fulton,05A2,Governor,,REP,BRIAN KEMP,133,5,2,83,3,33,7
