county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Forsyth,01 Big Creek,Secretary Of State,,REP,BRAD RAFFENSPERGER,2500,136,1104,1256,4
Forsyth,02 Brandywine,Secretary Of State,,REP,BRAD RAFFENSPERGER,571,22,136,413,0
Forsyth,03 Browns Bridge,Secretary Of State,,REP,BRAD RAFFENSPERGER,1632,55,635,939,3
Forsyth,04 Chestatee,Secretary Of State,,REP,BRAD RAFFENSPERGER,1102,49,444,609,0
Forsyth,05 Coal Mountain,Secretary Of State,,REP,BRAD RAFFENSPERGER,900,35,302,563,0
Forsyth,06 Crossroads,Secretary Of State,,REP,BRAD RAFFENSPERGER,1208,22,571,614,1
Forsyth,07 Cumming,Secretary Of State,,REP,BRAD RAFFENSPERGER,514,35,247,232,0
Forsyth,08 Mashburn,Secretary Of State,,REP,BRAD RAFFENSPERGER,1570,91,490,988,1
Forsyth,10 Midway,Secretary Of State,,REP,BRAD RAFFENSPERGER,3109,114,1366,1629,0
Forsyth,15 Heardsville,Secretary Of State,,REP,BRAD RAFFENSPERGER,1523,62,560,900,1
Forsyth,16 Otwell,Secretary Of State,,REP,BRAD RAFFENSPERGER,2103,115,947,1040,1
Forsyth,19 Old Atlanta,Secretary Of State,,REP,BRAD RAFFENSPERGER,925,36,242,645,2
Forsyth,21 South Forsyth,Secretary Of State,,REP,BRAD RAFFENSPERGER,1892,89,727,1075,1
Forsyth,25 Windermere,Secretary Of State,,REP,BRAD RAFFENSPERGER,1176,55,311,810,0
Forsyth,27 Concord,Secretary Of State,,REP,BRAD RAFFENSPERGER,1680,65,632,979,4
Forsyth,29 Polo,Secretary Of State,,REP,BRAD RAFFENSPERGER,2198,94,847,1254,3
Forsyth,01 Big Creek,Secretary Of State,,DEM,JOHN BARROW,1032,86,325,621,0
Forsyth,02 Brandywine,Secretary Of State,,DEM,JOHN BARROW,572,36,68,468,0
Forsyth,03 Browns Bridge,Secretary Of State,,DEM,JOHN BARROW,334,20,111,203,0
Forsyth,04 Chestatee,Secretary Of State,,DEM,JOHN BARROW,189,9,78,101,1
Forsyth,05 Coal Mountain,Secretary Of State,,DEM,JOHN BARROW,201,7,58,135,1
Forsyth,06 Crossroads,Secretary Of State,,DEM,JOHN BARROW,250,14,111,125,0
Forsyth,07 Cumming,Secretary Of State,,DEM,JOHN BARROW,120,22,41,57,0
Forsyth,08 Mashburn,Secretary Of State,,DEM,JOHN BARROW,449,23,135,291,0
Forsyth,10 Midway,Secretary Of State,,DEM,JOHN BARROW,1058,58,367,633,0
Forsyth,15 Heardsville,Secretary Of State,,DEM,JOHN BARROW,301,18,89,194,0
Forsyth,16 Otwell,Secretary Of State,,DEM,JOHN BARROW,547,45,183,318,1
Forsyth,19 Old Atlanta,Secretary Of State,,DEM,JOHN BARROW,422,30,91,299,2
Forsyth,21 South Forsyth,Secretary Of State,,DEM,JOHN BARROW,730,34,215,481,0
Forsyth,25 Windermere,Secretary Of State,,DEM,JOHN BARROW,558,17,137,403,1
Forsyth,27 Concord,Secretary Of State,,DEM,JOHN BARROW,280,11,83,186,0
Forsyth,29 Polo,Secretary Of State,,DEM,JOHN BARROW,834,52,213,569,0
Forsyth,01 Big Creek,"Public Service Commission, District 3",3,(REP,CHUCK EATON,2448,132,1079,1233,4
Forsyth,02 Brandywine,"Public Service Commission, District 3",3,(REP,CHUCK EATON,570,23,134,413,0
Forsyth,03 Browns Bridge,"Public Service Commission, District 3",3,(REP,CHUCK EATON,1613,56,629,925,3
Forsyth,04 Chestatee,"Public Service Commission, District 3",3,(REP,CHUCK EATON,1089,50,444,595,0
Forsyth,05 Coal Mountain,"Public Service Commission, District 3",3,(REP,CHUCK EATON,895,37,300,558,0
Forsyth,06 Crossroads,"Public Service Commission, District 3",3,(REP,CHUCK EATON,1187,21,565,600,1
Forsyth,07 Cumming,"Public Service Commission, District 3",3,(REP,CHUCK EATON,490,35,235,220,0
Forsyth,08 Mashburn,"Public Service Commission, District 3",3,(REP,CHUCK EATON,1547,89,489,968,1
Forsyth,10 Midway,"Public Service Commission, District 3",3,(REP,CHUCK EATON,3062,113,1346,1603,0
Forsyth,15 Heardsville,"Public Service Commission, District 3",3,(REP,CHUCK EATON,1503,62,551,889,1
Forsyth,16 Otwell,"Public Service Commission, District 3",3,(REP,CHUCK EATON,2063,121,917,1024,1
Forsyth,19 Old Atlanta,"Public Service Commission, District 3",3,(REP,CHUCK EATON,909,36,241,630,2
Forsyth,21 South Forsyth,"Public Service Commission, District 3",3,(REP,CHUCK EATON,1868,91,715,1061,1
Forsyth,25 Windermere,"Public Service Commission, District 3",3,(REP,CHUCK EATON,1160,52,306,802,0
Forsyth,27 Concord,"Public Service Commission, District 3",3,(REP,CHUCK EATON,1650,64,624,958,4
Forsyth,29 Polo,"Public Service Commission, District 3",3,(REP,CHUCK EATON,2150,87,837,1223,3
Forsyth,01 Big Creek,"Public Service Commission, District 3",3,DEM,LINDY MILLER,1079,90,348,641,0
Forsyth,02 Brandywine,"Public Service Commission, District 3",3,DEM,LINDY MILLER,572,35,70,467,0
Forsyth,03 Browns Bridge,"Public Service Commission, District 3",3,DEM,LINDY MILLER,356,20,118,218,0
Forsyth,04 Chestatee,"Public Service Commission, District 3",3,DEM,LINDY MILLER,199,8,77,113,1
Forsyth,05 Coal Mountain,"Public Service Commission, District 3",3,DEM,LINDY MILLER,205,5,58,141,1
Forsyth,06 Crossroads,"Public Service Commission, District 3",3,DEM,LINDY MILLER,263,15,115,133,0
Forsyth,07 Cumming,"Public Service Commission, District 3",3,DEM,LINDY MILLER,141,22,53,66,0
Forsyth,08 Mashburn,"Public Service Commission, District 3",3,DEM,LINDY MILLER,472,25,135,312,0
Forsyth,10 Midway,"Public Service Commission, District 3",3,DEM,LINDY MILLER,1095,59,382,654,0
Forsyth,15 Heardsville,"Public Service Commission, District 3",3,DEM,LINDY MILLER,316,18,96,202,0
Forsyth,16 Otwell,"Public Service Commission, District 3",3,DEM,LINDY MILLER,585,39,211,334,1
Forsyth,19 Old Atlanta,"Public Service Commission, District 3",3,DEM,LINDY MILLER,435,30,92,311,2
Forsyth,21 South Forsyth,"Public Service Commission, District 3",3,DEM,LINDY MILLER,745,31,224,490,0
Forsyth,25 Windermere,"Public Service Commission, District 3",3,DEM,LINDY MILLER,564,20,141,402,1
Forsyth,27 Concord,"Public Service Commission, District 3",3,DEM,LINDY MILLER,304,12,89,203,0
Forsyth,29 Polo,"Public Service Commission, District 3",3,DEM,LINDY MILLER,879,59,221,599,0
