county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Calhoun,Leary,Governor,,REP,BRIAN KEMP,205,6,102,97,0
Calhoun,Morgan,Governor,,REP,BRIAN KEMP,299,17,129,153,0
Calhoun,Edison,Governor,,REP,BRIAN KEMP,50,3,16,31,0
Calhoun,Edison-Arlington,Governor,,REP,BRIAN KEMP,149,4,51,94,0
Calhoun,Arlington,Governor,,REP,BRIAN KEMP,107,6,46,55,0
Calhoun,Leary,Governor,,DEM,STACEY ABRAMS,259,18,53,188,0
Calhoun,Morgan,Governor,,DEM,STACEY ABRAMS,124,25,51,48,0
Calhoun,Edison,Governor,,DEM,STACEY ABRAMS,205,21,53,131,0
Calhoun,Edison-Arlington,Governor,,DEM,STACEY ABRAMS,210,22,60,128,0
Calhoun,Arlington,Governor,,DEM,STACEY ABRAMS,286,62,43,181,0
Calhoun,Leary,Governor,,LIB,TED METZ,0,0,0,0,0
Calhoun,Morgan,Governor,,LIB,TED METZ,1,0,1,0,0
Calhoun,Edison,Governor,,LIB,TED METZ,1,0,1,0,0
Calhoun,Edison-Arlington,Governor,,LIB,TED METZ,1,0,1,0,0
Calhoun,Arlington,Governor,,LIB,TED METZ,2,1,0,1,0
Calhoun,Leary,Lieutenant Governor,,REP,GEOFF DUNCAN,199,6,98,95,0
Calhoun,Morgan,Lieutenant Governor,,REP,GEOFF DUNCAN,289,16,122,151,0
Calhoun,Edison,Lieutenant Governor,,REP,GEOFF DUNCAN,50,3,17,30,0
Calhoun,Edison-Arlington,Lieutenant Governor,,REP,GEOFF DUNCAN,144,4,51,89,0
Calhoun,Arlington,Lieutenant Governor,,REP,GEOFF DUNCAN,97,6,45,46,0
Calhoun,Leary,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,230,18,47,165,0
Calhoun,Morgan,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,121,26,49,46,0
Calhoun,Edison,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,189,20,48,121,0
Calhoun,Edison-Arlington,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,196,21,57,118,0
Calhoun,Arlington,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,268,63,39,166,0
Calhoun,Leary,Secretary Of State,,REP,BRAD RAFFENSPERGER,182,5,94,83,0
Calhoun,Morgan,Secretary Of State,,REP,BRAD RAFFENSPERGER,273,16,113,144,0
Calhoun,Edison,Secretary Of State,,REP,BRAD RAFFENSPERGER,48,3,14,31,0
Calhoun,Edison-Arlington,Secretary Of State,,REP,BRAD RAFFENSPERGER,141,4,46,91,0
