county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Dade,SOUTH DADE,Governor,,REP,BRIAN KEMP,382,14,157,210,1
Dade,NEW SALEM,Governor,,REP,BRIAN KEMP,564,10,217,337,0
Dade,DAVIS,Governor,,REP,BRIAN KEMP,848,8,405,434,1
Dade,NEW HOME,Governor,,REP,BRIAN KEMP,323,4,110,209,0
Dade,WEST BROW,Governor,,REP,BRIAN KEMP,515,17,164,326,8
Dade,TRENTON,Governor,,REP,BRIAN KEMP,1174,18,727,429,0
Dade,NORTH DADE,Governor,,REP,BRIAN KEMP,702,13,361,326,2
Dade,SOUTH DADE,Governor,,DEM,STACEY ABRAMS,79,2,42,35,0
Dade,NEW SALEM,Governor,,DEM,STACEY ABRAMS,143,4,70,69,0
Dade,DAVIS,Governor,,DEM,STACEY ABRAMS,91,8,32,51,0
Dade,NEW HOME,Governor,,DEM,STACEY ABRAMS,48,0,14,34,0
Dade,WEST BROW,Governor,,DEM,STACEY ABRAMS,133,10,39,84,0
Dade,TRENTON,Governor,,DEM,STACEY ABRAMS,184,12,96,76,0
Dade,NORTH DADE,Governor,,DEM,STACEY ABRAMS,206,9,105,92,0
Dade,SOUTH DADE,Governor,,LIB,TED METZ,8,0,5,3,0
Dade,NEW SALEM,Governor,,LIB,TED METZ,6,0,2,4,0
Dade,DAVIS,Governor,,LIB,TED METZ,8,0,4,4,0
Dade,NEW HOME,Governor,,LIB,TED METZ,5,0,0,5,0
Dade,WEST BROW,Governor,,LIB,TED METZ,11,0,0,11,0
Dade,TRENTON,Governor,,LIB,TED METZ,18,0,9,9,0
Dade,NORTH DADE,Governor,,LIB,TED METZ,14,0,2,12,0
Dade,SOUTH DADE,Lieutenant Governor,,REP,GEOFF DUNCAN,361,12,154,194,1
Dade,NEW SALEM,Lieutenant Governor,,REP,GEOFF DUNCAN,547,10,212,325,0
Dade,DAVIS,Lieutenant Governor,,REP,GEOFF DUNCAN,798,9,377,411,1
Dade,NEW HOME,Lieutenant Governor,,REP,GEOFF DUNCAN,313,4,106,203,0
Dade,WEST BROW,Lieutenant Governor,,REP,GEOFF DUNCAN,521,17,159,337,8
Dade,TRENTON,Lieutenant Governor,,REP,GEOFF DUNCAN,1115,17,675,423,0
Dade,NORTH DADE,Lieutenant Governor,,REP,GEOFF DUNCAN,659,12,339,306,2
Dade,SOUTH DADE,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,81,2,42,37,0
Dade,NEW SALEM,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,136,4,68,64,0
Dade,DAVIS,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,91,7,33,51,0
Dade,NEW HOME,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,51,0,15,36,0
Dade,WEST BROW,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,126,10,40,76,0
Dade,TRENTON,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,192,12,109,71,0
Dade,NORTH DADE,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,218,9,108,101,0
Dade,SOUTH DADE,Secretary Of State,,REP,BRAD RAFFENSPERGER,353,12,153,187,1
Dade,NEW SALEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,538,10,212,316,0
Dade,DAVIS,Secretary Of State,,REP,BRAD RAFFENSPERGER,810,8,390,411,1
Dade,NEW HOME,Secretary Of State,,REP,BRAD RAFFENSPERGER,309,3,102,204,0
Dade,WEST BROW,Secretary Of State,,REP,BRAD RAFFENSPERGER,505,15,161,321,8
Dade,TRENTON,Secretary Of State,,REP,BRAD RAFFENSPERGER,1107,16,677,414,0
Dade,NORTH DADE,Secretary Of State,,REP,BRAD RAFFENSPERGER,654,12,337,303,2
Dade,SOUTH DADE,Secretary Of State,,DEM,JOHN BARROW,82,2,42,38,0
Dade,NEW SALEM,Secretary Of State,,DEM,JOHN BARROW,148,4,69,75,0
Dade,DAVIS,Secretary Of State,,DEM,JOHN BARROW,90,8,35,47,0
Dade,NEW HOME,Secretary Of State,,DEM,JOHN BARROW,49,0,18,31,0
Dade,WEST BROW,Secretary Of State,,DEM,JOHN BARROW,116,10,39,67,0
Dade,TRENTON,Secretary Of State,,DEM,JOHN BARROW,184,11,106,67,0
Dade,NORTH DADE,Secretary Of State,,DEM,JOHN BARROW,217,10,111,96,0
Dade,SOUTH DADE,Secretary Of State,,LIB,SMYTHE DUVAL,17,0,6,11,0
Dade,NEW SALEM,Secretary Of State,,LIB,SMYTHE DUVAL,13,0,4,9,0
Dade,DAVIS,Secretary Of State,,LIB,SMYTHE DUVAL,23,0,8,15,0
Dade,NEW HOME,Secretary Of State,,LIB,SMYTHE DUVAL,10,0,1,9,0
Dade,WEST BROW,Secretary Of State,,LIB,SMYTHE DUVAL,24,1,1,22,0
Dade,TRENTON,Secretary Of State,,LIB,SMYTHE DUVAL,30,1,12,17,0
Dade,NORTH DADE,Secretary Of State,,LIB,SMYTHE DUVAL,24,0,6,18,0
Dade,SOUTH DADE,Attorney General,,(REP,CHRIS CARR,360,11,154,194,1
Dade,NEW SALEM,Attorney General,,(REP,CHRIS CARR,552,10,211,331,0
Dade,DAVIS,Attorney General,,(REP,CHRIS CARR,809,9,385,414,1
Dade,NEW HOME,Attorney General,,(REP,CHRIS CARR,312,3,102,207,0
Dade,WEST BROW,Attorney General,,(REP,CHRIS CARR,531,18,165,340,8
Dade,TRENTON,Attorney General,,(REP,CHRIS CARR,1132,17,690,425,0
Dade,NORTH DADE,Attorney General,,(REP,CHRIS CARR,669,11,342,314,2
Dade,SOUTH DADE,Attorney General,,DEM,CHARLIE BAILEY,87,2,45,40,0
Dade,NEW SALEM,Attorney General,,DEM,CHARLIE BAILEY,142,4,68,70,0
Dade,DAVIS,Attorney General,,DEM,CHARLIE BAILEY,99,7,39,53,0
Dade,NEW HOME,Attorney General,,DEM,CHARLIE BAILEY,53,1,19,33,0
Dade,WEST BROW,Attorney General,,DEM,CHARLIE BAILEY,119,9,38,72,0
Dade,TRENTON,Attorney General,,DEM,CHARLIE BAILEY,182,11,105,66,0
Dade,NORTH DADE,Attorney General,,DEM,CHARLIE BAILEY,228,10,114,104,0
Dade,SOUTH DADE,Commissioner Of Agriculture,,(REP,GARY BLACK,360,10,155,194,1
Dade,NEW SALEM,Commissioner Of Agriculture,,(REP,GARY BLACK,566,10,221,335,0
Dade,DAVIS,Commissioner Of Agriculture,,(REP,GARY BLACK,814,9,381,423,1
Dade,NEW HOME,Commissioner Of Agriculture,,(REP,GARY BLACK,314,3,105,206,0
Dade,WEST BROW,Commissioner Of Agriculture,,(REP,GARY BLACK,538,17,165,348,8
Dade,TRENTON,Commissioner Of Agriculture,,(REP,GARY BLACK,1132,18,684,430,0
Dade,NORTH DADE,Commissioner Of Agriculture,,(REP,GARY BLACK,671,13,340,316,2
Dade,SOUTH DADE,Commissioner Of Agriculture,,DEM,FRED SWANN,84,2,43,39,0
Dade,NEW SALEM,Commissioner Of Agriculture,,DEM,FRED SWANN,135,4,63,68,0
Dade,DAVIS,Commissioner Of Agriculture,,DEM,FRED SWANN,95,7,38,50,0
Dade,NEW HOME,Commissioner Of Agriculture,,DEM,FRED SWANN,49,0,15,34,0
Dade,WEST BROW,Commissioner Of Agriculture,,DEM,FRED SWANN,110,9,37,64,0
Dade,TRENTON,Commissioner Of Agriculture,,DEM,FRED SWANN,172,9,101,62,0
Dade,NORTH DADE,Commissioner Of Agriculture,,DEM,FRED SWANN,219,9,112,98,0
Dade,SOUTH DADE,Commissioner Of Insurance,,REP,JIM BECK,351,10,152,188,1
Dade,NEW SALEM,Commissioner Of Insurance,,REP,JIM BECK,537,10,209,318,0
Dade,DAVIS,Commissioner Of Insurance,,REP,JIM BECK,802,9,384,408,1
Dade,NEW HOME,Commissioner Of Insurance,,REP,JIM BECK,305,4,98,203,0
Dade,WEST BROW,Commissioner Of Insurance,,REP,JIM BECK,512,16,161,327,8
Dade,TRENTON,Commissioner Of Insurance,,REP,JIM BECK,1109,18,675,416,0
Dade,NORTH DADE,Commissioner Of Insurance,,REP,JIM BECK,651,12,335,302,2
Dade,SOUTH DADE,Commissioner Of Insurance,,DEM,JANICE LAWS,83,2,44,37,0
Dade,NEW SALEM,Commissioner Of Insurance,,DEM,JANICE LAWS,135,4,66,65,0
Dade,DAVIS,Commissioner Of Insurance,,DEM,JANICE LAWS,90,7,36,47,0
Dade,NEW HOME,Commissioner Of Insurance,,DEM,JANICE LAWS,44,0,14,30,0
Dade,WEST BROW,Commissioner Of Insurance,,DEM,JANICE LAWS,114,9,40,65,0
Dade,TRENTON,Commissioner Of Insurance,,DEM,JANICE LAWS,173,10,101,62,0
Dade,NORTH DADE,Commissioner Of Insurance,,DEM,JANICE LAWS,204,9,106,89,0
Dade,SOUTH DADE,Commissioner Of Insurance,,LIB,DONNIE FOSTER,18,0,5,13,0
Dade,NEW SALEM,Commissioner Of Insurance,,LIB,DONNIE FOSTER,22,0,5,17,0
Dade,DAVIS,Commissioner Of Insurance,,LIB,DONNIE FOSTER,26,0,5,21,0
Dade,NEW HOME,Commissioner Of Insurance,,LIB,DONNIE FOSTER,15,0,4,11,0
Dade,WEST BROW,Commissioner Of Insurance,,LIB,DONNIE FOSTER,24,1,1,22,0
Dade,TRENTON,Commissioner Of Insurance,,LIB,DONNIE FOSTER,35,1,22,12,0
Dade,NORTH DADE,Commissioner Of Insurance,,LIB,DONNIE FOSTER,32,0,9,23,0
Dade,SOUTH DADE,State School Superintendent,,(REP,RICHARD WOODS,373,12,159,201,1
Dade,NEW SALEM,State School Superintendent,,(REP,RICHARD WOODS,567,11,220,336,0
Dade,DAVIS,State School Superintendent,,(REP,RICHARD WOODS,824,9,388,426,1
Dade,NEW HOME,State School Superintendent,,(REP,RICHARD WOODS,322,4,107,211,0
Dade,WEST BROW,State School Superintendent,,(REP,RICHARD WOODS,532,17,167,340,8
Dade,TRENTON,State School Superintendent,,(REP,RICHARD WOODS,1148,17,698,433,0
Dade,NORTH DADE,State School Superintendent,,(REP,RICHARD WOODS,681,14,346,319,2
Dade,SOUTH DADE,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",81,2,42,37,0
Dade,NEW SALEM,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",124,3,60,61,0
Dade,DAVIS,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",100,7,41,52,0
Dade,NEW HOME,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",47,0,14,33,0
Dade,WEST BROW,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",114,9,34,71,0
Dade,TRENTON,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",179,11,103,65,0
Dade,NORTH DADE,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",215,8,109,98,0
Dade,SOUTH DADE,Commissioner Of Labor,,(REP,MARK BUTLER,360,10,154,195,1
Dade,NEW SALEM,Commissioner Of Labor,,(REP,MARK BUTLER,551,10,214,327,0
Dade,DAVIS,Commissioner Of Labor,,(REP,MARK BUTLER,814,8,388,417,1
Dade,NEW HOME,Commissioner Of Labor,,(REP,MARK BUTLER,312,3,105,204,0
Dade,WEST BROW,Commissioner Of Labor,,(REP,MARK BUTLER,538,18,164,348,8
Dade,TRENTON,Commissioner Of Labor,,(REP,MARK BUTLER,1123,17,683,423,0
Dade,NORTH DADE,Commissioner Of Labor,,(REP,MARK BUTLER,664,12,337,313,2
Dade,SOUTH DADE,Commissioner Of Labor,,DEM,RICHARD KEATLEY,87,2,44,41,0
Dade,NEW SALEM,Commissioner Of Labor,,DEM,RICHARD KEATLEY,143,4,67,72,0
Dade,DAVIS,Commissioner Of Labor,,DEM,RICHARD KEATLEY,104,8,41,55,0
Dade,NEW HOME,Commissioner Of Labor,,DEM,RICHARD KEATLEY,53,0,16,37,0
Dade,WEST BROW,Commissioner Of Labor,,DEM,RICHARD KEATLEY,110,8,39,63,0
Dade,TRENTON,Commissioner Of Labor,,DEM,RICHARD KEATLEY,183,10,107,66,0
Dade,NORTH DADE,Commissioner Of Labor,,DEM,RICHARD KEATLEY,225,9,116,100,0
Dade,SOUTH DADE,"Public Service Commission, District 3",3,(REP,CHUCK EATON,354,11,152,190,1
Dade,NEW SALEM,"Public Service Commission, District 3",3,(REP,CHUCK EATON,538,7,209,322,0
Dade,DAVIS,"Public Service Commission, District 3",3,(REP,CHUCK EATON,791,8,379,403,1
Dade,NEW HOME,"Public Service Commission, District 3",3,(REP,CHUCK EATON,305,3,102,200,0
Dade,WEST BROW,"Public Service Commission, District 3",3,(REP,CHUCK EATON,503,16,158,321,8
Dade,TRENTON,"Public Service Commission, District 3",3,(REP,CHUCK EATON,1095,17,667,411,0
Dade,NORTH DADE,"Public Service Commission, District 3",3,(REP,CHUCK EATON,641,12,333,294,2
Dade,SOUTH DADE,"Public Service Commission, District 3",3,DEM,LINDY MILLER,81,2,42,37,0
Dade,NEW SALEM,"Public Service Commission, District 3",3,DEM,LINDY MILLER,133,4,68,61,0
Dade,DAVIS,"Public Service Commission, District 3",3,DEM,LINDY MILLER,93,7,35,51,0
Dade,NEW HOME,"Public Service Commission, District 3",3,DEM,LINDY MILLER,52,0,16,36,0
Dade,WEST BROW,"Public Service Commission, District 3",3,DEM,LINDY MILLER,114,8,40,66,0
Dade,TRENTON,"Public Service Commission, District 3",3,DEM,LINDY MILLER,172,9,103,60,0
Dade,NORTH DADE,"Public Service Commission, District 3",3,DEM,LINDY MILLER,211,9,109,93,0
Dade,SOUTH DADE,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,14,0,4,10,0
Dade,NEW SALEM,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,21,3,4,14,0
Dade,DAVIS,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,29,0,10,19,0
Dade,NEW HOME,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,12,0,3,9,0
Dade,WEST BROW,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,28,2,1,25,0
Dade,TRENTON,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,34,1,18,15,0
