county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Jeff Davis,Hazelhurst,Governor,,REP,BRIAN KEMP,337,19,197,121,0
Jeff Davis,Altamaha 1,Governor,,REP,BRIAN KEMP,399,14,259,126,0
Jeff Davis,Altamaha 2,Governor,,REP,BRIAN KEMP,801,23,449,329,0
Jeff Davis,Blackburn 1,Governor,,REP,BRIAN KEMP,284,6,173,105,0
Jeff Davis,Blackburn 2,Governor,,REP,BRIAN KEMP,418,21,194,203,0
Jeff Davis,Whitehead 1,Governor,,REP,BRIAN KEMP,428,21,300,107,0
Jeff Davis,Whitehead 2,Governor,,REP,BRIAN KEMP,368,13,157,198,0
Jeff Davis,Ocmulgee 1,Governor,,REP,BRIAN KEMP,705,32,440,233,0
Jeff Davis,Ocmulgee 2,Governor,,REP,BRIAN KEMP,239,9,135,95,0
Jeff Davis,Hazelhurst,Governor,,DEM,STACEY ABRAMS,354,25,176,153,0
Jeff Davis,Altamaha 1,Governor,,DEM,STACEY ABRAMS,39,1,24,14,0
Jeff Davis,Altamaha 2,Governor,,DEM,STACEY ABRAMS,23,0,8,15,0
Jeff Davis,Blackburn 1,Governor,,DEM,STACEY ABRAMS,82,7,35,40,0
Jeff Davis,Blackburn 2,Governor,,DEM,STACEY ABRAMS,17,2,7,8,0
Jeff Davis,Whitehead 1,Governor,,DEM,STACEY ABRAMS,106,10,30,66,0
Jeff Davis,Whitehead 2,Governor,,DEM,STACEY ABRAMS,20,2,4,14,0
Jeff Davis,Ocmulgee 1,Governor,,DEM,STACEY ABRAMS,112,6,51,55,0
Jeff Davis,Ocmulgee 2,Governor,,DEM,STACEY ABRAMS,61,17,32,12,0
Jeff Davis,Hazelhurst,Governor,,LIB,TED METZ,2,1,0,1,0
Jeff Davis,Altamaha 1,Governor,,LIB,TED METZ,3,0,1,2,0
Jeff Davis,Altamaha 2,Governor,,LIB,TED METZ,5,0,2,3,0
Jeff Davis,Blackburn 1,Governor,,LIB,TED METZ,3,0,2,1,0
Jeff Davis,Blackburn 2,Governor,,LIB,TED METZ,0,0,0,0,0
Jeff Davis,Whitehead 1,Governor,,LIB,TED METZ,2,0,0,2,0
Jeff Davis,Whitehead 2,Governor,,LIB,TED METZ,1,0,0,1,0
