county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Haralson,BREMEN,Secretary Of State,,REP,BRAD RAFFENSPERGER,955,51,272,632,0
Haralson,BUCHANAN,Secretary Of State,,REP,BRAD RAFFENSPERGER,446,25,135,286,0
Haralson,BUNCOMBE,Secretary Of State,,REP,BRAD RAFFENSPERGER,172,4,21,147,0
Haralson,CORINTH,Secretary Of State,,REP,BRAD RAFFENSPERGER,307,15,72,220,0
Haralson,TWENTIETH,Secretary Of State,,REP,BRAD RAFFENSPERGER,152,3,24,125,0
Haralson,FELTON,Secretary Of State,,REP,BRAD RAFFENSPERGER,65,3,9,53,0
Haralson,LITTLE CREEK,Secretary Of State,,REP,BRAD RAFFENSPERGER,159,6,9,144,0
Haralson,MT VIEW,Secretary Of State,,REP,BRAD RAFFENSPERGER,64,1,15,48,0
Haralson,SEVENTH,Secretary Of State,,REP,BRAD RAFFENSPERGER,316,12,62,242,0
Haralson,BEREA-STEADMAN,Secretary Of State,,REP,BRAD RAFFENSPERGER,121,6,14,101,0
Haralson,TALLAPOOSA,Secretary Of State,,REP,BRAD RAFFENSPERGER,443,19,94,330,0
Haralson,WACO,Secretary Of State,,REP,BRAD RAFFENSPERGER,191,7,20,164,0
Haralson,BREMEN,Secretary Of State,,DEM,JOHN BARROW,189,18,37,134,0
Haralson,BUCHANAN,Secretary Of State,,DEM,JOHN BARROW,51,7,14,30,0
Haralson,BUNCOMBE,Secretary Of State,,DEM,JOHN BARROW,19,2,3,14,0
Haralson,CORINTH,Secretary Of State,,DEM,JOHN BARROW,31,3,4,24,0
Haralson,TWENTIETH,Secretary Of State,,DEM,JOHN BARROW,10,0,1,9,0
Haralson,FELTON,Secretary Of State,,DEM,JOHN BARROW,3,0,0,3,0
Haralson,LITTLE CREEK,Secretary Of State,,DEM,JOHN BARROW,16,0,3,13,0
Haralson,MT VIEW,Secretary Of State,,DEM,JOHN BARROW,4,0,2,2,0
Haralson,SEVENTH,Secretary Of State,,DEM,JOHN BARROW,50,8,9,33,0
Haralson,BEREA-STEADMAN,Secretary Of State,,DEM,JOHN BARROW,6,0,1,5,0
Haralson,TALLAPOOSA,Secretary Of State,,DEM,JOHN BARROW,75,7,8,60,0
Haralson,WACO,Secretary Of State,,DEM,JOHN BARROW,25,0,4,21,0
Haralson,BREMEN,"Public Service Commission, District 3",3,(REP,CHUCK EATON,931,50,270,611,0
Haralson,BUCHANAN,"Public Service Commission, District 3",3,(REP,CHUCK EATON,432,24,132,276,0
Haralson,BUNCOMBE,"Public Service Commission, District 3",3,(REP,CHUCK EATON,169,4,21,144,0
Haralson,CORINTH,"Public Service Commission, District 3",3,(REP,CHUCK EATON,300,15,72,213,0
Haralson,TWENTIETH,"Public Service Commission, District 3",3,(REP,CHUCK EATON,146,3,24,119,0
Haralson,FELTON,"Public Service Commission, District 3",3,(REP,CHUCK EATON,62,3,9,50,0
Haralson,LITTLE CREEK,"Public Service Commission, District 3",3,(REP,CHUCK EATON,154,6,8,140,0
Haralson,MT VIEW,"Public Service Commission, District 3",3,(REP,CHUCK EATON,63,1,13,49,0
Haralson,SEVENTH,"Public Service Commission, District 3",3,(REP,CHUCK EATON,303,11,59,233,0
Haralson,BEREA-STEADMAN,"Public Service Commission, District 3",3,(REP,CHUCK EATON,117,6,14,97,0
Haralson,TALLAPOOSA,"Public Service Commission, District 3",3,(REP,CHUCK EATON,422,21,91,310,0
Haralson,WACO,"Public Service Commission, District 3",3,(REP,CHUCK EATON,182,7,17,158,0
Haralson,BREMEN,"Public Service Commission, District 3",3,DEM,LINDY MILLER,209,20,36,153,0
Haralson,BUCHANAN,"Public Service Commission, District 3",3,DEM,LINDY MILLER,63,8,16,39,0
Haralson,BUNCOMBE,"Public Service Commission, District 3",3,DEM,LINDY MILLER,22,2,3,17,0
Haralson,CORINTH,"Public Service Commission, District 3",3,DEM,LINDY MILLER,38,3,4,31,0
Haralson,TWENTIETH,"Public Service Commission, District 3",3,DEM,LINDY MILLER,15,0,1,14,0
Haralson,FELTON,"Public Service Commission, District 3",3,DEM,LINDY MILLER,5,0,0,5,0
Haralson,LITTLE CREEK,"Public Service Commission, District 3",3,DEM,LINDY MILLER,20,0,4,16,0
Haralson,MT VIEW,"Public Service Commission, District 3",3,DEM,LINDY MILLER,6,0,4,2,0
Haralson,SEVENTH,"Public Service Commission, District 3",3,DEM,LINDY MILLER,63,9,12,42,0
Haralson,BEREA-STEADMAN,"Public Service Commission, District 3",3,DEM,LINDY MILLER,9,0,1,8,0
Haralson,TALLAPOOSA,"Public Service Commission, District 3",3,DEM,LINDY MILLER,93,5,10,78,0
Haralson,WACO,"Public Service Commission, District 3",3,DEM,LINDY MILLER,33,0,7,26,0
