county,precinct,office,district,party,candidate,election_day_votes,advanced_votes,absentee_by_mail_votes,provisional_votes
Bartow,ADAIRSVILLE,State House,14,Republican,KEN COOMER,120,53,1,0
Bartow,CARTERSVILLE EAST,State House,14,Republican,KEN COOMER,0,1,0,0
Bartow,CASSVILLE,State House,14,Republican,KEN COOMER,161,58,2,0
Bartow,CENTER,State House,14,Republican,KEN COOMER,6,1,0,0
Bartow,FOLSOM,State House,14,Republican,KEN COOMER,42,5,0,0
Bartow,KINGSTON,State House,14,Republican,KEN COOMER,88,12,0,0
Bartow,PINE LOG,State House,14,Republican,KEN COOMER,41,1,1,0
Bartow,WHITE,State House,14,Republican,KEN COOMER,33,5,0,0
Floyd,BARKERS,State House,14,Republican,KEN COOMER,33,9,0,0
Floyd,CHULIO,State House,14,Republican,KEN COOMER,30,4,0,0
Floyd,ETOWAH,State House,14,Republican,KEN COOMER,125,18,4,0
Floyd,HOWELL,State House,14,Republican,KEN COOMER,33,0,0,0
Floyd,NORTH ROME,State House,14,Republican,KEN COOMER,2,4,0,0
Bartow,ADAIRSVILLE,State House,14,Republican,MITCHELL SCOGGINS,359,179,0,0
Bartow,CARTERSVILLE EAST,State House,14,Republican,MITCHELL SCOGGINS,4,0,0,0
Bartow,CASSVILLE,State House,14,Republican,MITCHELL SCOGGINS,298,124,4,0
Bartow,CENTER,State House,14,Republican,MITCHELL SCOGGINS,21,5,0,0
Bartow,FOLSOM,State House,14,Republican,MITCHELL SCOGGINS,121,19,0,0
Bartow,KINGSTON,State House,14,Republican,MITCHELL SCOGGINS,163,17,0,0
Bartow,PINE LOG,State House,14,Republican,MITCHELL SCOGGINS,305,40,2,1
Bartow,WHITE,State House,14,Republican,MITCHELL SCOGGINS,216,33,0,0
Floyd,BARKERS,State House,14,Republican,MITCHELL SCOGGINS,6,11,0,0
Floyd,CHULIO,State House,14,Republican,MITCHELL SCOGGINS,24,3,0,0
Floyd,ETOWAH,State House,14,Republican,MITCHELL SCOGGINS,47,16,0,0
Floyd,HOWELL,State House,14,Republican,MITCHELL SCOGGINS,26,2,0,0
Floyd,NORTH ROME,State House,14,Republican,MITCHELL SCOGGINS,3,0,0,0
Bartow,ADAIRSVILLE,State House,14,Republican,NATHAN WILSON,3,3,0,0
Bartow,CARTERSVILLE EAST,State House,14,Republican,NATHAN WILSON,0,0,0,0
Bartow,CASSVILLE,State House,14,Republican,NATHAN WILSON,11,7,0,0
Bartow,CENTER,State House,14,Republican,NATHAN WILSON,1,0,0,0
Bartow,FOLSOM,State House,14,Republican,NATHAN WILSON,7,0,0,0
Bartow,KINGSTON,State House,14,Republican,NATHAN WILSON,7,1,0,0
Bartow,PINE LOG,State House,14,Republican,NATHAN WILSON,3,0,0,0
Bartow,WHITE,State House,14,Republican,NATHAN WILSON,15,0,1,0
Floyd,BARKERS,State House,14,Republican,NATHAN WILSON,5,0,0,0
Floyd,CHULIO,State House,14,Republican,NATHAN WILSON,2,0,0,0
Floyd,ETOWAH,State House,14,Republican,NATHAN WILSON,1,3,0,0
Floyd,HOWELL,State House,14,Republican,NATHAN WILSON,3,1,0,0
Floyd,NORTH ROME,State House,14,Republican,NATHAN WILSON,3,0,0,0
Bartow,ADAIRSVILLE,State House,14,Republican,NICKIE LEIGHLY,31,16,0,0
Bartow,CARTERSVILLE EAST,State House,14,Republican,NICKIE LEIGHLY,0,0,0,0
Bartow,CASSVILLE,State House,14,Republican,NICKIE LEIGHLY,31,10,0,0
Bartow,CENTER,State House,14,Republican,NICKIE LEIGHLY,5,0,0,0
Bartow,FOLSOM,State House,14,Republican,NICKIE LEIGHLY,3,0,0,0
Bartow,KINGSTON,State House,14,Republican,NICKIE LEIGHLY,3,0,0,0
Bartow,PINE LOG,State House,14,Republican,NICKIE LEIGHLY,4,1,0,0
Bartow,WHITE,State House,14,Republican,NICKIE LEIGHLY,4,1,0,0
Floyd,BARKERS,State House,14,Republican,NICKIE LEIGHLY,6,2,0,0
Floyd,CHULIO,State House,14,Republican,NICKIE LEIGHLY,4,1,0,0
Floyd,ETOWAH,State House,14,Republican,NICKIE LEIGHLY,10,6,0,0
Floyd,HOWELL,State House,14,Republican,NICKIE LEIGHLY,13,0,0,0
Floyd,NORTH ROME,State House,14,Republican,NICKIE LEIGHLY,3,1,0,0
