county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Marion,Pineknot,Secretary Of State,,REP,BRAD RAFFENSPERGER,156,0,16,140,0
Marion,Buena Vista,Secretary Of State,,REP,BRAD RAFFENSPERGER,241,16,101,124,0
Marion,Tazewell,Secretary Of State,,REP,BRAD RAFFENSPERGER,88,2,9,77,0
Marion,Brantley,Secretary Of State,,REP,BRAD RAFFENSPERGER,94,3,29,62,0
Marion,Ft. Perry,Secretary Of State,,REP,BRAD RAFFENSPERGER,84,8,15,61,0
Marion,Pineknot,Secretary Of State,,DEM,JOHN BARROW,20,1,5,14,0
Marion,Buena Vista,Secretary Of State,,DEM,JOHN BARROW,338,75,70,193,0
Marion,Tazewell,Secretary Of State,,DEM,JOHN BARROW,10,1,2,7,0
Marion,Brantley,Secretary Of State,,DEM,JOHN BARROW,13,0,8,5,0
Marion,Ft. Perry,Secretary Of State,,DEM,JOHN BARROW,32,2,4,26,0
Marion,Pineknot,"Public Service Commission, District 3",3,(REP,CHUCK EATON,157,0,16,141,0
Marion,Buena Vista,"Public Service Commission, District 3",3,(REP,CHUCK EATON,240,16,98,126,0
Marion,Tazewell,"Public Service Commission, District 3",3,(REP,CHUCK EATON,88,2,10,76,0
Marion,Brantley,"Public Service Commission, District 3",3,(REP,CHUCK EATON,91,3,28,60,0
Marion,Ft. Perry,"Public Service Commission, District 3",3,(REP,CHUCK EATON,82,6,16,60,0
Marion,Pineknot,"Public Service Commission, District 3",3,DEM,LINDY MILLER,18,1,5,12,0
Marion,Buena Vista,"Public Service Commission, District 3",3,DEM,LINDY MILLER,332,75,68,189,0
Marion,Tazewell,"Public Service Commission, District 3",3,DEM,LINDY MILLER,10,1,1,8,0
Marion,Brantley,"Public Service Commission, District 3",3,DEM,LINDY MILLER,14,0,8,6,0
Marion,Ft. Perry,"Public Service Commission, District 3",3,DEM,LINDY MILLER,34,4,3,27,0
