county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Bartow,ADAIRSVILLE,Governor,,REP,BRIAN KEMP,2745,72,1319,1350,4
Bartow,ALLATOONA,Governor,,REP,BRIAN KEMP,1440,41,624,775,0
Bartow,CARTERSVILLE EAST,Governor,,REP,BRIAN KEMP,2171,91,1141,937,2
Bartow,CARTERSVILLE WEST,Governor,,REP,BRIAN KEMP,3051,108,1722,1216,5
Bartow,CASSVILLE,Governor,,REP,BRIAN KEMP,4132,169,2020,1943,0
Bartow,CENTER,Governor,,REP,BRIAN KEMP,1827,79,745,1003,0
Bartow,EMERSON,Governor,,REP,BRIAN KEMP,1281,43,459,779,0
Bartow,EUHARLEE,Governor,,REP,BRIAN KEMP,2126,47,745,1330,4
Bartow,FOLSOM,Governor,,REP,BRIAN KEMP,705,16,193,496,0
Bartow,KINGSTON,Governor,,REP,BRIAN KEMP,1188,43,398,744,3
Bartow,MISSION ROAD,Governor,,REP,BRIAN KEMP,1637,50,847,739,1
Bartow,PINE LOG,Governor,,REP,BRIAN KEMP,1088,36,271,781,0
Bartow,TAYLORSVILLE,Governor,,REP,BRIAN KEMP,1411,41,333,1037,0
Bartow,WHITE,Governor,,REP,BRIAN KEMP,1270,31,406,833,0
Bartow,ZENA DRIVE,Governor,,REP,BRIAN KEMP,1690,73,829,787,1
Bartow,WOODLAND HIGH,Governor,,REP,BRIAN KEMP,663,31,253,379,0
Bartow,ADAIRSVILLE,Governor,,DEM,STACEY ABRAMS,552,38,244,267,3
Bartow,ALLATOONA,Governor,,DEM,STACEY ABRAMS,474,31,173,270,0
Bartow,CARTERSVILLE EAST,Governor,,DEM,STACEY ABRAMS,1143,83,508,550,2
Bartow,CARTERSVILLE WEST,Governor,,DEM,STACEY ABRAMS,1247,95,638,513,1
Bartow,CASSVILLE,Governor,,DEM,STACEY ABRAMS,1394,116,669,608,1
Bartow,CENTER,Governor,,DEM,STACEY ABRAMS,395,20,165,210,0
Bartow,EMERSON,Governor,,DEM,STACEY ABRAMS,292,20,106,166,0
Bartow,EUHARLEE,Governor,,DEM,STACEY ABRAMS,608,31,243,334,0
Bartow,FOLSOM,Governor,,DEM,STACEY ABRAMS,73,7,19,47,0
Bartow,KINGSTON,Governor,,DEM,STACEY ABRAMS,206,8,62,136,0
Bartow,MISSION ROAD,Governor,,DEM,STACEY ABRAMS,510,29,264,216,1
Bartow,PINE LOG,Governor,,DEM,STACEY ABRAMS,119,6,22,91,0
