county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Barrow,01 Bethlehem Community Center,Secretary Of State,,REP,BRAD RAFFENSPERGER,454,16,114,324,0
Barrow,02 Bethlehem Church - 211,Secretary Of State,,REP,BRAD RAFFENSPERGER,624,43,186,395,0
Barrow,03 Bramlett Elementary School,Secretary Of State,,REP,BRAD RAFFENSPERGER,441,28,103,310,0
Barrow,04 Westside Middle School,Secretary Of State,,REP,BRAD RAFFENSPERGER,361,11,118,232,0
Barrow,05 Fire Station 1 (Statham),Secretary Of State,,REP,BRAD RAFFENSPERGER,791,38,208,545,0
Barrow,06 Winder Barrow High School,Secretary Of State,,REP,BRAD RAFFENSPERGER,333,22,99,212,0
Barrow,07 Statham Elementary School,Secretary Of State,,REP,BRAD RAFFENSPERGER,388,17,113,258,0
Barrow,08 First Baptist Church,Secretary Of State,,REP,BRAD RAFFENSPERGER,455,12,160,283,0
Barrow,09 Lions Club,Secretary Of State,,REP,BRAD RAFFENSPERGER,655,38,306,311,0
Barrow,10 Leisure Services Center,Secretary Of State,,REP,BRAD RAFFENSPERGER,229,13,63,153,0
Barrow,11 Apalachee High School,Secretary Of State,,REP,BRAD RAFFENSPERGER,337,16,79,242,0
Barrow,12 Midway United Methodist Church,Secretary Of State,,REP,BRAD RAFFENSPERGER,425,25,74,326,0
Barrow,13 Winder Community Center,Secretary Of State,,REP,BRAD RAFFENSPERGER,375,16,157,202,0
Barrow,14 Cedar Creek Baptist Church,Secretary Of State,,REP,BRAD RAFFENSPERGER,213,5,51,157,0
Barrow,15 County Line Elementary School,Secretary Of State,,REP,BRAD RAFFENSPERGER,580,21,206,353,0
Barrow,16 The Church at Winder,Secretary Of State,,REP,BRAD RAFFENSPERGER,605,36,182,387,0
Barrow,01 Bethlehem Community Center,Secretary Of State,,DEM,JOHN BARROW,112,7,17,88,0
Barrow,02 Bethlehem Church - 211,Secretary Of State,,DEM,JOHN BARROW,113,13,29,71,0
Barrow,03 Bramlett Elementary School,Secretary Of State,,DEM,JOHN BARROW,95,11,21,63,0
Barrow,04 Westside Middle School,Secretary Of State,,DEM,JOHN BARROW,81,10,24,47,0
Barrow,05 Fire Station 1 (Statham),Secretary Of State,,DEM,JOHN BARROW,241,16,60,165,0
Barrow,06 Winder Barrow High School,Secretary Of State,,DEM,JOHN BARROW,102,15,20,67,0
Barrow,07 Statham Elementary School,Secretary Of State,,DEM,JOHN BARROW,162,15,29,118,0
Barrow,08 First Baptist Church,Secretary Of State,,DEM,JOHN BARROW,100,8,37,55,0
Barrow,09 Lions Club,Secretary Of State,,DEM,JOHN BARROW,146,5,62,79,0
Barrow,10 Leisure Services Center,Secretary Of State,,DEM,JOHN BARROW,183,19,70,94,0
Barrow,11 Apalachee High School,Secretary Of State,,DEM,JOHN BARROW,137,9,40,88,0
Barrow,12 Midway United Methodist Church,Secretary Of State,,DEM,JOHN BARROW,73,9,14,50,0
Barrow,13 Winder Community Center,Secretary Of State,,DEM,JOHN BARROW,116,5,33,78,0
Barrow,14 Cedar Creek Baptist Church,Secretary Of State,,DEM,JOHN BARROW,39,2,6,31,0
Barrow,15 County Line Elementary School,Secretary Of State,,DEM,JOHN BARROW,101,7,24,70,0
Barrow,16 The Church at Winder,Secretary Of State,,DEM,JOHN BARROW,268,29,72,167,0
Barrow,01 Bethlehem Community Center,"Public Service Commission, District 3",3,(REP,CHUCK EATON,445,17,110,318,0
Barrow,02 Bethlehem Church - 211,"Public Service Commission, District 3",3,(REP,CHUCK EATON,614,41,184,389,0
Barrow,03 Bramlett Elementary School,"Public Service Commission, District 3",3,(REP,CHUCK EATON,434,27,99,308,0
Barrow,04 Westside Middle School,"Public Service Commission, District 3",3,(REP,CHUCK EATON,350,11,113,226,0
