county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Glynn,Sterling Elem School,Governor,,REP,BRIAN KEMP,1830,60,877,888,5
Glynn,Marshes of Glynn,Governor,,REP,BRIAN KEMP,1273,23,448,797,5
Glynn,Satilla Marsh School,Governor,,REP,BRIAN KEMP,1106,28,453,622,3
Glynn,Blythe Island Baptist Church,Governor,,REP,BRIAN KEMP,1218,57,600,557,4
Glynn,Christian Renewal,Governor,,REP,BRIAN KEMP,1813,75,1272,460,6
Glynn,Oglethorpe Point,Governor,,REP,BRIAN KEMP,1413,44,999,360,10
Glynn,St Williams Church,Governor,,REP,BRIAN KEMP,2111,61,1554,494,2
Glynn,First Baptist,Governor,,REP,BRIAN KEMP,2012,65,1487,451,9
Glynn,Jekyll Island,Governor,,REP,BRIAN KEMP,309,21,69,218,1
Glynn,Sterling Church of God,Governor,,REP,BRIAN KEMP,1188,34,540,602,12
Glynn,SE Baptist Bldg,Governor,,REP,BRIAN KEMP,706,22,324,357,3
Glynn,Career Academy,Governor,,REP,BRIAN KEMP,1169,54,577,531,7
Glynn,C B Greer School,Governor,,REP,BRIAN KEMP,1261,45,561,651,4
Glynn,Ballard Complex,Governor,,REP,BRIAN KEMP,1012,63,503,441,5
Glynn,Northside Church,Governor,,REP,BRIAN KEMP,614,36,256,320,2
Glynn,The Chapel,Governor,,REP,BRIAN KEMP,505,27,235,242,1
Glynn,College Place,Governor,,REP,BRIAN KEMP,454,28,232,190,4
Glynn,Howard Coffin Park,Governor,,REP,BRIAN KEMP,502,22,209,271,0
Glynn,Burroughs,Governor,,REP,BRIAN KEMP,104,15,47,40,2
Glynn,Selden Park,Governor,,REP,BRIAN KEMP,143,1,66,75,1
Glynn,Sterling Elem School,Governor,,DEM,STACEY ABRAMS,527,38,251,232,6
Glynn,Marshes of Glynn,Governor,,DEM,STACEY ABRAMS,481,27,242,212,0
Glynn,Satilla Marsh School,Governor,,DEM,STACEY ABRAMS,445,34,214,197,0
Glynn,Blythe Island Baptist Church,Governor,,DEM,STACEY ABRAMS,208,16,92,95,5
Glynn,Christian Renewal,Governor,,DEM,STACEY ABRAMS,666,37,445,183,1
Glynn,Oglethorpe Point,Governor,,DEM,STACEY ABRAMS,449,42,300,105,2
Glynn,St Williams Church,Governor,,DEM,STACEY ABRAMS,833,35,609,188,1
Glynn,First Baptist,Governor,,DEM,STACEY ABRAMS,866,47,634,184,1
Glynn,Jekyll Island,Governor,,DEM,STACEY ABRAMS,217,16,55,146,0
Glynn,Sterling Church of God,Governor,,DEM,STACEY ABRAMS,528,46,256,218,8
Glynn,SE Baptist Bldg,Governor,,DEM,STACEY ABRAMS,290,19,140,129,2
Glynn,Career Academy,Governor,,DEM,STACEY ABRAMS,435,32,214,184,5
Glynn,C B Greer School,Governor,,DEM,STACEY ABRAMS,494,37,251,205,1
Glynn,Ballard Complex,Governor,,DEM,STACEY ABRAMS,472,34,217,213,8
Glynn,Northside Church,Governor,,DEM,STACEY ABRAMS,923,82,430,409,2
Glynn,The Chapel,Governor,,DEM,STACEY ABRAMS,679,79,305,292,3
Glynn,College Place,Governor,,DEM,STACEY ABRAMS,690,87,317,284,2
Glynn,Howard Coffin Park,Governor,,DEM,STACEY ABRAMS,871,89,429,351,2
Glynn,Burroughs,Governor,,DEM,STACEY ABRAMS,1214,180,558,467,9
Glynn,Selden Park,Governor,,DEM,STACEY ABRAMS,348,39,139,168,2
Glynn,Sterling Elem School,Governor,,LIB,TED METZ,17,0,4,13,0
Glynn,Marshes of Glynn,Governor,,LIB,TED METZ,10,0,3,7,0
Glynn,Satilla Marsh School,Governor,,LIB,TED METZ,21,1,6,14,0
Glynn,Blythe Island Baptist Church,Governor,,LIB,TED METZ,12,0,3,9,0
Glynn,Christian Renewal,Governor,,LIB,TED METZ,25,2,13,10,0
Glynn,Oglethorpe Point,Governor,,LIB,TED METZ,15,2,6,7,0
Glynn,St Williams Church,Governor,,LIB,TED METZ,36,3,18,15,0
Glynn,First Baptist,Governor,,LIB,TED METZ,33,2,15,16,0
Glynn,Jekyll Island,Governor,,LIB,TED METZ,5,0,1,4,0
Glynn,Sterling Church of God,Governor,,LIB,TED METZ,11,1,3,7,0
Glynn,SE Baptist Bldg,Governor,,LIB,TED METZ,4,0,1,3,0
Glynn,Career Academy,Governor,,LIB,TED METZ,13,0,6,7,0
Glynn,C B Greer School,Governor,,LIB,TED METZ,11,0,2,9,0
Glynn,Ballard Complex,Governor,,LIB,TED METZ,9,0,6,3,0
Glynn,Northside Church,Governor,,LIB,TED METZ,16,2,2,12,0
Glynn,The Chapel,Governor,,LIB,TED METZ,6,0,2,4,0
Glynn,College Place,Governor,,LIB,TED METZ,6,2,2,2,0
Glynn,Howard Coffin Park,Governor,,LIB,TED METZ,13,0,6,6,1
Glynn,Burroughs,Governor,,LIB,TED METZ,3,0,2,1,0
Glynn,Selden Park,Governor,,LIB,TED METZ,3,0,2,1,0
Glynn,Sterling Elem School,Lieutenant Governor,,REP,GEOFF DUNCAN,1760,60,837,859,4
Glynn,Marshes of Glynn,Lieutenant Governor,,REP,GEOFF DUNCAN,1224,23,433,764,4
Glynn,Satilla Marsh School,Lieutenant Governor,,REP,GEOFF DUNCAN,1095,28,448,616,3
Glynn,Blythe Island Baptist Church,Lieutenant Governor,,REP,GEOFF DUNCAN,1181,57,574,545,5
Glynn,Christian Renewal,Lieutenant Governor,,REP,GEOFF DUNCAN,1806,78,1261,461,6
Glynn,Oglethorpe Point,Lieutenant Governor,,REP,GEOFF DUNCAN,1389,45,979,355,10
Glynn,St Williams Church,Lieutenant Governor,,REP,GEOFF DUNCAN,2056,59,1520,475,2
Glynn,First Baptist,Lieutenant Governor,,REP,GEOFF DUNCAN,1988,64,1468,447,9
Glynn,Jekyll Island,Lieutenant Governor,,REP,GEOFF DUNCAN,299,21,64,213,1
Glynn,Sterling Church of God,Lieutenant Governor,,REP,GEOFF DUNCAN,1136,30,513,581,12
Glynn,SE Baptist Bldg,Lieutenant Governor,,REP,GEOFF DUNCAN,675,21,306,345,3
Glynn,Career Academy,Lieutenant Governor,,REP,GEOFF DUNCAN,1149,55,561,526,7
Glynn,C B Greer School,Lieutenant Governor,,REP,GEOFF DUNCAN,1229,46,543,637,3
Glynn,Ballard Complex,Lieutenant Governor,,REP,GEOFF DUNCAN,957,62,473,417,5
Glynn,Northside Church,Lieutenant Governor,,REP,GEOFF DUNCAN,600,37,248,313,2
Glynn,The Chapel,Lieutenant Governor,,REP,GEOFF DUNCAN,481,28,219,233,1
Glynn,College Place,Lieutenant Governor,,REP,GEOFF DUNCAN,446,30,224,189,3
Glynn,Howard Coffin Park,Lieutenant Governor,,REP,GEOFF DUNCAN,483,22,203,258,0
Glynn,Burroughs,Lieutenant Governor,,REP,GEOFF DUNCAN,104,14,47,41,2
Glynn,Selden Park,Lieutenant Governor,,REP,GEOFF DUNCAN,142,1,64,76,1
Glynn,Sterling Elem School,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,511,38,239,228,6
Glynn,Marshes of Glynn,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,477,27,239,210,1
Glynn,Satilla Marsh School,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,435,34,207,194,0
Glynn,Blythe Island Baptist Church,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,195,16,86,90,3
Glynn,Christian Renewal,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,651,36,439,175,1
Glynn,Oglethorpe Point,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,441,44,291,104,2
Glynn,St Williams Church,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,819,38,596,184,1
