county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Upson,YATESVILLE,Governor,,REP,BRIAN KEMP,639,6,236,395,2
Upson,SALEM,Governor,,REP,BRIAN KEMP,39,2,20,17,0
Upson,REDBONE,Governor,,REP,BRIAN KEMP,3843,130,2678,1032,3
Upson,TOWN,Governor,,REP,BRIAN KEMP,2542,107,1842,592,1
Upson,YATESVILLE,Governor,,DEM,STACEY ABRAMS,212,13,94,103,2
Upson,SALEM,Governor,,DEM,STACEY ABRAMS,247,22,68,157,0
Upson,REDBONE,Governor,,DEM,STACEY ABRAMS,1038,118,620,300,0
Upson,TOWN,Governor,,DEM,STACEY ABRAMS,1946,197,1143,604,2
Upson,YATESVILLE,Governor,,LIB,TED METZ,5,1,0,4,0
Upson,SALEM,Governor,,LIB,TED METZ,1,0,1,0,0
Upson,REDBONE,Governor,,LIB,TED METZ,25,0,14,11,0
Upson,TOWN,Governor,,LIB,TED METZ,31,6,13,12,0
Upson,YATESVILLE,Lieutenant Governor,,REP,GEOFF DUNCAN,616,7,229,378,2
Upson,SALEM,Lieutenant Governor,,REP,GEOFF DUNCAN,39,1,23,15,0
Upson,REDBONE,Lieutenant Governor,,REP,GEOFF DUNCAN,3719,127,2601,988,3
Upson,TOWN,Lieutenant Governor,,REP,GEOFF DUNCAN,2471,113,1775,582,1
Upson,YATESVILLE,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,203,13,89,99,2
Upson,SALEM,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,227,23,62,142,0
Upson,REDBONE,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,984,117,570,297,0
Upson,TOWN,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,1755,192,1014,547,2
Upson,YATESVILLE,Secretary Of State,,REP,BRAD RAFFENSPERGER,613,6,231,374,2
Upson,SALEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,37,2,22,13,0
Upson,REDBONE,Secretary Of State,,REP,BRAD RAFFENSPERGER,3712,124,2603,982,3
Upson,TOWN,Secretary Of State,,REP,BRAD RAFFENSPERGER,2448,106,1765,576,1
Upson,YATESVILLE,Secretary Of State,,DEM,JOHN BARROW,222,13,93,114,2
Upson,SALEM,Secretary Of State,,DEM,JOHN BARROW,239,22,66,151,0
Upson,REDBONE,Secretary Of State,,DEM,JOHN BARROW,1066,121,628,317,0
Upson,TOWN,Secretary Of State,,DEM,JOHN BARROW,1878,193,1113,570,2
Upson,YATESVILLE,Secretary Of State,,LIB,SMYTHE DUVAL,11,1,2,8,0
Upson,SALEM,Secretary Of State,,LIB,SMYTHE DUVAL,6,0,1,5,0
Upson,REDBONE,Secretary Of State,,LIB,SMYTHE DUVAL,49,0,23,26,0
Upson,TOWN,Secretary Of State,,LIB,SMYTHE DUVAL,67,6,34,27,0
Upson,YATESVILLE,Attorney General,,(REP,CHRIS CARR,623,7,232,382,2
Upson,SALEM,Attorney General,,(REP,CHRIS CARR,47,2,21,24,0
Upson,REDBONE,Attorney General,,(REP,CHRIS CARR,3728,125,2611,989,3
Upson,TOWN,Attorney General,,(REP,CHRIS CARR,2477,113,1777,586,1
Upson,YATESVILLE,Attorney General,,DEM,CHARLIE BAILEY,218,13,91,112,2
Upson,SALEM,Attorney General,,DEM,CHARLIE BAILEY,234,22,68,144,0
Upson,REDBONE,Attorney General,,DEM,CHARLIE BAILEY,1076,122,622,332,0
Upson,TOWN,Attorney General,,DEM,CHARLIE BAILEY,1890,193,1125,571,1
Upson,YATESVILLE,Commissioner Of Agriculture,,(REP,GARY BLACK,644,7,240,395,2
Upson,SALEM,Commissioner Of Agriculture,,(REP,GARY BLACK,48,4,22,22,0
Upson,REDBONE,Commissioner Of Agriculture,,(REP,GARY BLACK,3785,129,2644,1009,3
Upson,TOWN,Commissioner Of Agriculture,,(REP,GARY BLACK,2538,116,1803,618,1
Upson,YATESVILLE,Commissioner Of Agriculture,,DEM,FRED SWANN,198,13,86,97,2
Upson,SALEM,Commissioner Of Agriculture,,DEM,FRED SWANN,234,20,67,147,0
Upson,REDBONE,Commissioner Of Agriculture,,DEM,FRED SWANN,996,113,586,297,0
Upson,TOWN,Commissioner Of Agriculture,,DEM,FRED SWANN,1805,186,1085,532,2
Upson,YATESVILLE,Commissioner Of Insurance,,REP,JIM BECK,631,6,234,389,2
Upson,SALEM,Commissioner Of Insurance,,REP,JIM BECK,39,2,21,16,0
Upson,REDBONE,Commissioner Of Insurance,,REP,JIM BECK,3743,126,2621,993,3
Upson,TOWN,Commissioner Of Insurance,,REP,JIM BECK,2458,110,1773,574,1
Upson,YATESVILLE,Commissioner Of Insurance,,DEM,JANICE LAWS,206,14,89,101,2
Upson,SALEM,Commissioner Of Insurance,,DEM,JANICE LAWS,240,22,67,151,0
Upson,REDBONE,Commissioner Of Insurance,,DEM,JANICE LAWS,994,117,589,288,0
Upson,TOWN,Commissioner Of Insurance,,DEM,JANICE LAWS,1833,188,1099,544,2
