county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Baldwin,South Mill,Secretary Of State,,REP,BRAD RAFFENSPERGER,50,7,12,31,0
Baldwin,City Hall Annex,Secretary Of State,,REP,BRAD RAFFENSPERGER,41,6,18,17,0
Baldwin,Boddie,Secretary Of State,,REP,BRAD RAFFENSPERGER,42,2,13,27,0
Baldwin,Courthouse,Secretary Of State,,REP,BRAD RAFFENSPERGER,33,2,9,22,0
Baldwin,Fire Dept,Secretary Of State,,REP,BRAD RAFFENSPERGER,63,2,24,37,0
Baldwin,North Mill,Secretary Of State,,REP,BRAD RAFFENSPERGER,350,25,106,219,0
Baldwin,Meriweather,Secretary Of State,,REP,BRAD RAFFENSPERGER,538,44,153,341,0
Baldwin,East Baldwin,Secretary Of State,,REP,BRAD RAFFENSPERGER,598,42,219,337,0
Baldwin,Scottsboro,Secretary Of State,,REP,BRAD RAFFENSPERGER,150,7,30,113,0
Baldwin,North Baldwin,Secretary Of State,,REP,BRAD RAFFENSPERGER,812,46,272,494,0
Baldwin,West Baldwin,Secretary Of State,,REP,BRAD RAFFENSPERGER,263,11,91,161,0
Baldwin,East Hardwick,Secretary Of State,,REP,BRAD RAFFENSPERGER,51,4,12,35,0
Baldwin,West Hardwick,Secretary Of State,,REP,BRAD RAFFENSPERGER,143,9,53,81,0
Baldwin,Coopers,Secretary Of State,,REP,BRAD RAFFENSPERGER,311,15,67,229,0
Baldwin,South Mill,Secretary Of State,,DEM,JOHN BARROW,203,27,79,97,0
Baldwin,City Hall Annex,Secretary Of State,,DEM,JOHN BARROW,107,14,26,67,0
Baldwin,Boddie,Secretary Of State,,DEM,JOHN BARROW,195,32,42,121,0
Baldwin,Courthouse,Secretary Of State,,DEM,JOHN BARROW,67,12,23,32,0
Baldwin,Fire Dept,Secretary Of State,,DEM,JOHN BARROW,312,48,88,176,0
Baldwin,North Mill,Secretary Of State,,DEM,JOHN BARROW,343,29,117,197,0
Baldwin,Meriweather,Secretary Of State,,DEM,JOHN BARROW,335,22,116,197,0
Baldwin,East Baldwin,Secretary Of State,,DEM,JOHN BARROW,460,36,135,289,0
Baldwin,Scottsboro,Secretary Of State,,DEM,JOHN BARROW,93,7,15,71,0
Baldwin,North Baldwin,Secretary Of State,,DEM,JOHN BARROW,312,21,111,180,0
Baldwin,West Baldwin,Secretary Of State,,DEM,JOHN BARROW,278,25,76,177,0
Baldwin,East Hardwick,Secretary Of State,,DEM,JOHN BARROW,153,19,30,104,0
Baldwin,West Hardwick,Secretary Of State,,DEM,JOHN BARROW,589,70,157,362,0
Baldwin,Coopers,Secretary Of State,,DEM,JOHN BARROW,143,16,28,99,0
Baldwin,South Mill,"Public Service Commission, District 3",3,(REP,CHUCK EATON,51,7,12,32,0
Baldwin,City Hall Annex,"Public Service Commission, District 3",3,(REP,CHUCK EATON,44,6,18,20,0
Baldwin,Boddie,"Public Service Commission, District 3",3,(REP,CHUCK EATON,45,2,14,29,0
Baldwin,Courthouse,"Public Service Commission, District 3",3,(REP,CHUCK EATON,36,2,9,25,0
Baldwin,Fire Dept,"Public Service Commission, District 3",3,(REP,CHUCK EATON,67,2,25,40,0
Baldwin,North Mill,"Public Service Commission, District 3",3,(REP,CHUCK EATON,352,25,110,217,0
Baldwin,Meriweather,"Public Service Commission, District 3",3,(REP,CHUCK EATON,543,45,158,340,0
Baldwin,East Baldwin,"Public Service Commission, District 3",3,(REP,CHUCK EATON,599,41,219,339,0
Baldwin,Scottsboro,"Public Service Commission, District 3",3,(REP,CHUCK EATON,154,7,30,117,0
Baldwin,North Baldwin,"Public Service Commission, District 3",3,(REP,CHUCK EATON,815,47,268,500,0
Baldwin,West Baldwin,"Public Service Commission, District 3",3,(REP,CHUCK EATON,264,12,92,160,0
Baldwin,East Hardwick,"Public Service Commission, District 3",3,(REP,CHUCK EATON,51,4,12,35,0
Baldwin,West Hardwick,"Public Service Commission, District 3",3,(REP,CHUCK EATON,145,10,55,80,0
Baldwin,Coopers,"Public Service Commission, District 3",3,(REP,CHUCK EATON,308,15,69,224,0
Baldwin,South Mill,"Public Service Commission, District 3",3,DEM,LINDY MILLER,199,27,77,95,0
Baldwin,City Hall Annex,"Public Service Commission, District 3",3,DEM,LINDY MILLER,103,14,26,63,0
Baldwin,Boddie,"Public Service Commission, District 3",3,DEM,LINDY MILLER,187,32,39,116,0
Baldwin,Courthouse,"Public Service Commission, District 3",3,DEM,LINDY MILLER,60,12,22,26,0
Baldwin,Fire Dept,"Public Service Commission, District 3",3,DEM,LINDY MILLER,303,49,83,171,0
Baldwin,North Mill,"Public Service Commission, District 3",3,DEM,LINDY MILLER,338,27,113,198,0
Baldwin,Meriweather,"Public Service Commission, District 3",3,DEM,LINDY MILLER,326,21,111,194,0
Baldwin,East Baldwin,"Public Service Commission, District 3",3,DEM,LINDY MILLER,439,37,124,278,0
Baldwin,Scottsboro,"Public Service Commission, District 3",3,DEM,LINDY MILLER,88,7,14,67,0
Baldwin,North Baldwin,"Public Service Commission, District 3",3,DEM,LINDY MILLER,303,20,113,170,0
Baldwin,West Baldwin,"Public Service Commission, District 3",3,DEM,LINDY MILLER,271,26,72,173,0
Baldwin,East Hardwick,"Public Service Commission, District 3",3,DEM,LINDY MILLER,150,19,29,102,0
Baldwin,West Hardwick,"Public Service Commission, District 3",3,DEM,LINDY MILLER,570,67,146,357,0
Baldwin,Coopers,"Public Service Commission, District 3",3,DEM,LINDY MILLER,143,16,26,101,0
