county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Peach,BYRON #1,Secretary Of State,,REP,BRAD RAFFENSPERGER,480,10,148,322,0
Peach,BYRON #2,Secretary Of State,,REP,BRAD RAFFENSPERGER,740,44,279,417,0
Peach,CLAUDE,Secretary Of State,,REP,BRAD RAFFENSPERGER,187,6,25,156,0
Peach,FORT VALLEY #1,Secretary Of State,,REP,BRAD RAFFENSPERGER,273,16,94,163,0
Peach,FORT VALLEY #2,Secretary Of State,,REP,BRAD RAFFENSPERGER,146,2,62,82,0
Peach,FORT VALLEY #3,Secretary Of State,,REP,BRAD RAFFENSPERGER,62,3,30,29,0
Peach,POWERSVILLE,Secretary Of State,,REP,BRAD RAFFENSPERGER,272,10,68,193,1
Peach,BYRON #1,Secretary Of State,,DEM,JOHN BARROW,205,6,57,142,0
Peach,BYRON #2,Secretary Of State,,DEM,JOHN BARROW,450,18,121,311,0
Peach,CLAUDE,Secretary Of State,,DEM,JOHN BARROW,35,2,11,22,0
Peach,FORT VALLEY #1,Secretary Of State,,DEM,JOHN BARROW,344,26,110,208,0
Peach,FORT VALLEY #2,Secretary Of State,,DEM,JOHN BARROW,315,21,108,186,0
Peach,FORT VALLEY #3,Secretary Of State,,DEM,JOHN BARROW,541,46,206,289,0
Peach,POWERSVILLE,Secretary Of State,,DEM,JOHN BARROW,93,3,25,65,0
Peach,BYRON #1,"Public Service Commission, District 3",3,(REP,CHUCK EATON,485,10,151,324,0
Peach,BYRON #2,"Public Service Commission, District 3",3,(REP,CHUCK EATON,738,42,279,417,0
Peach,CLAUDE,"Public Service Commission, District 3",3,(REP,CHUCK EATON,182,7,23,152,0
Peach,FORT VALLEY #1,"Public Service Commission, District 3",3,(REP,CHUCK EATON,271,16,94,161,0
Peach,FORT VALLEY #2,"Public Service Commission, District 3",3,(REP,CHUCK EATON,147,2,62,83,0
Peach,FORT VALLEY #3,"Public Service Commission, District 3",3,(REP,CHUCK EATON,64,2,34,28,0
Peach,POWERSVILLE,"Public Service Commission, District 3",3,(REP,CHUCK EATON,273,10,69,193,1
Peach,BYRON #1,"Public Service Commission, District 3",3,DEM,LINDY MILLER,198,6,55,137,0
Peach,BYRON #2,"Public Service Commission, District 3",3,DEM,LINDY MILLER,448,18,120,310,0
Peach,CLAUDE,"Public Service Commission, District 3",3,DEM,LINDY MILLER,38,1,13,24,0
Peach,FORT VALLEY #1,"Public Service Commission, District 3",3,DEM,LINDY MILLER,340,26,107,207,0
Peach,FORT VALLEY #2,"Public Service Commission, District 3",3,DEM,LINDY MILLER,300,21,100,179,0
Peach,FORT VALLEY #3,"Public Service Commission, District 3",3,DEM,LINDY MILLER,529,47,195,287,0
Peach,POWERSVILLE,"Public Service Commission, District 3",3,DEM,LINDY MILLER,92,3,24,65,0
