county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Seminole,Precinct 1,Secretary Of State,,REP,BRAD RAFFENSPERGER,207,6,31,170,0
Seminole,Precinct 2,Secretary Of State,,REP,BRAD RAFFENSPERGER,136,6,41,89,0
Seminole,Precinct 3,Secretary Of State,,REP,BRAD RAFFENSPERGER,21,2,1,17,1
Seminole,Precinct 4,Secretary Of State,,REP,BRAD RAFFENSPERGER,194,4,30,160,0
Seminole,Precinct 5,Secretary Of State,,REP,BRAD RAFFENSPERGER,168,8,16,144,0
Seminole,Precinct 1,Secretary Of State,,DEM,JOHN BARROW,72,7,13,52,0
Seminole,Precinct 2,Secretary Of State,,DEM,JOHN BARROW,80,1,10,69,0
Seminole,Precinct 3,Secretary Of State,,DEM,JOHN BARROW,133,8,16,109,0
Seminole,Precinct 4,Secretary Of State,,DEM,JOHN BARROW,33,3,2,28,0
Seminole,Precinct 5,Secretary Of State,,DEM,JOHN BARROW,26,4,2,20,0
Seminole,Precinct 1,"Public Service Commission, District 3",3,(REP,CHUCK EATON,210,6,31,173,0
Seminole,Precinct 2,"Public Service Commission, District 3",3,(REP,CHUCK EATON,138,6,41,91,0
Seminole,Precinct 3,"Public Service Commission, District 3",3,(REP,CHUCK EATON,24,3,1,19,1
Seminole,Precinct 4,"Public Service Commission, District 3",3,(REP,CHUCK EATON,194,5,31,158,0
Seminole,Precinct 5,"Public Service Commission, District 3",3,(REP,CHUCK EATON,161,7,15,139,0
Seminole,Precinct 1,"Public Service Commission, District 3",3,DEM,LINDY MILLER,68,7,13,48,0
Seminole,Precinct 2,"Public Service Commission, District 3",3,DEM,LINDY MILLER,74,1,10,63,0
Seminole,Precinct 3,"Public Service Commission, District 3",3,DEM,LINDY MILLER,125,7,15,103,0
Seminole,Precinct 4,"Public Service Commission, District 3",3,DEM,LINDY MILLER,32,2,1,29,0
Seminole,Precinct 5,"Public Service Commission, District 3",3,DEM,LINDY MILLER,30,5,2,23,0
