county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Chattooga,CLOUDLAND,Secretary Of State,,REP,BRAD RAFFENSPERGER,55,2,8,45,0
Chattooga,PENNVILLE,Secretary Of State,,REP,BRAD RAFFENSPERGER,53,1,19,33,0
Chattooga,COLDWATER,Secretary Of State,,REP,BRAD RAFFENSPERGER,29,2,10,17,0
Chattooga,DIRTSELLER,Secretary Of State,,REP,BRAD RAFFENSPERGER,24,0,7,13,4
Chattooga,LYERLY,Secretary Of State,,REP,BRAD RAFFENSPERGER,125,3,29,92,1
Chattooga,TRION,Secretary Of State,,REP,BRAD RAFFENSPERGER,324,16,119,189,0
Chattooga,SUMMERVILLE,Secretary Of State,,REP,BRAD RAFFENSPERGER,539,33,238,266,2
Chattooga,TELOGA,Secretary Of State,,REP,BRAD RAFFENSPERGER,87,5,24,58,0
Chattooga,DIRTTOWN,Secretary Of State,,REP,BRAD RAFFENSPERGER,143,3,41,99,0
Chattooga,SEMINOLE,Secretary Of State,,REP,BRAD RAFFENSPERGER,32,1,6,25,0
Chattooga,SUBLIGNA,Secretary Of State,,REP,BRAD RAFFENSPERGER,121,5,17,99,0
Chattooga,ALPINE,Secretary Of State,,REP,BRAD RAFFENSPERGER,123,0,34,89,0
Chattooga,HAYWOOD,Secretary Of State,,REP,BRAD RAFFENSPERGER,27,1,3,23,0
Chattooga,CLOUDLAND,Secretary Of State,,DEM,JOHN BARROW,21,1,3,17,0
Chattooga,PENNVILLE,Secretary Of State,,DEM,JOHN BARROW,12,1,7,4,0
Chattooga,COLDWATER,Secretary Of State,,DEM,JOHN BARROW,26,0,6,20,0
Chattooga,DIRTSELLER,Secretary Of State,,DEM,JOHN BARROW,10,0,0,9,1
Chattooga,LYERLY,Secretary Of State,,DEM,JOHN BARROW,42,3,14,25,0
Chattooga,TRION,Secretary Of State,,DEM,JOHN BARROW,82,3,42,37,0
Chattooga,SUMMERVILLE,Secretary Of State,,DEM,JOHN BARROW,186,18,68,100,0
Chattooga,TELOGA,Secretary Of State,,DEM,JOHN BARROW,20,1,10,9,0
Chattooga,DIRTTOWN,Secretary Of State,,DEM,JOHN BARROW,52,3,9,40,0
Chattooga,SEMINOLE,Secretary Of State,,DEM,JOHN BARROW,5,0,1,4,0
Chattooga,SUBLIGNA,Secretary Of State,,DEM,JOHN BARROW,9,0,4,5,0
Chattooga,ALPINE,Secretary Of State,,DEM,JOHN BARROW,48,3,14,31,0
Chattooga,HAYWOOD,Secretary Of State,,DEM,JOHN BARROW,3,0,0,3,0
Chattooga,CLOUDLAND,"Public Service Commission, District 3",3,(REP,CHUCK EATON,51,2,8,41,0
Chattooga,PENNVILLE,"Public Service Commission, District 3",3,(REP,CHUCK EATON,53,1,19,33,0
Chattooga,COLDWATER,"Public Service Commission, District 3",3,(REP,CHUCK EATON,30,2,11,17,0
Chattooga,DIRTSELLER,"Public Service Commission, District 3",3,(REP,CHUCK EATON,24,0,7,13,4
Chattooga,LYERLY,"Public Service Commission, District 3",3,(REP,CHUCK EATON,124,4,29,90,1
Chattooga,TRION,"Public Service Commission, District 3",3,(REP,CHUCK EATON,317,15,119,183,0
Chattooga,SUMMERVILLE,"Public Service Commission, District 3",3,(REP,CHUCK EATON,531,34,239,256,2
Chattooga,TELOGA,"Public Service Commission, District 3",3,(REP,CHUCK EATON,84,4,24,56,0
Chattooga,DIRTTOWN,"Public Service Commission, District 3",3,(REP,CHUCK EATON,143,4,41,98,0
Chattooga,SEMINOLE,"Public Service Commission, District 3",3,(REP,CHUCK EATON,31,1,6,24,0
Chattooga,SUBLIGNA,"Public Service Commission, District 3",3,(REP,CHUCK EATON,118,5,18,95,0
Chattooga,ALPINE,"Public Service Commission, District 3",3,(REP,CHUCK EATON,123,0,34,89,0
Chattooga,HAYWOOD,"Public Service Commission, District 3",3,(REP,CHUCK EATON,25,1,3,21,0
Chattooga,CLOUDLAND,"Public Service Commission, District 3",3,DEM,LINDY MILLER,23,1,3,19,0
Chattooga,PENNVILLE,"Public Service Commission, District 3",3,DEM,LINDY MILLER,12,1,7,4,0
Chattooga,COLDWATER,"Public Service Commission, District 3",3,DEM,LINDY MILLER,22,0,5,17,0
Chattooga,DIRTSELLER,"Public Service Commission, District 3",3,DEM,LINDY MILLER,10,0,0,9,1
Chattooga,LYERLY,"Public Service Commission, District 3",3,DEM,LINDY MILLER,41,2,13,26,0
Chattooga,TRION,"Public Service Commission, District 3",3,DEM,LINDY MILLER,88,4,42,42,0
Chattooga,SUMMERVILLE,"Public Service Commission, District 3",3,DEM,LINDY MILLER,195,17,67,111,0
Chattooga,TELOGA,"Public Service Commission, District 3",3,DEM,LINDY MILLER,23,2,10,11,0
Chattooga,DIRTTOWN,"Public Service Commission, District 3",3,DEM,LINDY MILLER,51,2,9,40,0
Chattooga,SEMINOLE,"Public Service Commission, District 3",3,DEM,LINDY MILLER,6,0,1,5,0
Chattooga,SUBLIGNA,"Public Service Commission, District 3",3,DEM,LINDY MILLER,11,0,3,8,0
Chattooga,ALPINE,"Public Service Commission, District 3",3,DEM,LINDY MILLER,49,3,14,32,0
Chattooga,HAYWOOD,"Public Service Commission, District 3",3,DEM,LINDY MILLER,5,0,0,5,0
