county,precinct,office,district,party,candidate,votes,provisional,absentee_by_mail,election_day,advance_in_person_3,advance_in_person_2,advance_in_person_1
DeKalb,COLUMBIA MIDDLE,Secretary Of State,,REP,BRAD RAFFENSPERGER,4,0,0,1,0,0,3
DeKalb,COAN RECREATION CENTER,Secretary Of State,,REP,BRAD RAFFENSPERGER,49,0,4,42,0,0,3
DeKalb,CORALWOOD,Secretary Of State,,REP,BRAD RAFFENSPERGER,313,1,13,264,0,0,35
DeKalb,COVINGTON,Secretary Of State,,REP,BRAD RAFFENSPERGER,25,0,0,21,0,0,4
DeKalb,COVINGTON HIGHWAY,Secretary Of State,,REP,BRAD RAFFENSPERGER,1,0,0,0,0,0,1
DeKalb,CROSS KEYS HIGH,Secretary Of State,,REP,BRAD RAFFENSPERGER,110,0,1,101,0,0,8
DeKalb,CROSSROADS,Secretary Of State,,REP,BRAD RAFFENSPERGER,19,0,0,15,0,0,4
DeKalb,DORAVILLE NORTH,Secretary Of State,,REP,BRAD RAFFENSPERGER,133,1,11,106,0,0,15
DeKalb,DORAVILLE SOUTH,Secretary Of State,,REP,BRAD RAFFENSPERGER,81,0,6,64,0,0,11
DeKalb,DRESDEN ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,237,0,16,179,0,0,42
DeKalb,DRUID HILLS HIGH,Secretary Of State,,REP,BRAD RAFFENSPERGER,101,0,10,81,0,0,10
DeKalb,DUNAIRE ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,54,0,2,39,0,0,13
DeKalb,DUNWOODY,Secretary Of State,,REP,BRAD RAFFENSPERGER,220,1,8,128,0,0,83
DeKalb,DUNWOODY 2,Secretary Of State,,REP,BRAD RAFFENSPERGER,317,1,11,159,0,0,146
DeKalb,DUNWOODY LIBRARY,Secretary Of State,,REP,BRAD RAFFENSPERGER,449,3,11,254,0,0,181
DeKalb,EAST LAKE,Secretary Of State,,REP,BRAD RAFFENSPERGER,63,0,1,49,0,0,13
DeKalb,EMBRY HILLS,Secretary Of State,,REP,BRAD RAFFENSPERGER,195,1,16,159,0,0,19
DeKalb,EMORY ROAD,Secretary Of State,,REP,BRAD RAFFENSPERGER,33,0,8,18,0,0,7
DeKalb,EMORY SOUTH,Secretary Of State,,REP,BRAD RAFFENSPERGER,145,0,9,129,0,0,7
DeKalb,EPWORTH,Secretary Of State,,REP,BRAD RAFFENSPERGER,81,0,6,65,0,0,10
DeKalb,EVANSDALE ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,340,0,14,294,0,0,32
DeKalb,FAIRINGTON ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,15,0,2,11,0,0,2
DeKalb,FERNBANK ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,130,0,4,118,0,0,8
DeKalb,FLAKES MILL FIRE STATION,Secretary Of State,,REP,BRAD RAFFENSPERGER,12,1,0,10,0,0,1
DeKalb,FLAT ROCK ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,10,0,1,5,0,0,4
DeKalb,FLAT SHOALS,Secretary Of State,,REP,BRAD RAFFENSPERGER,9,0,0,4,0,0,5
DeKalb,FLAT SHOALS ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,6,0,0,3,0,0,3
DeKalb,FLAT SHOALS LIBRARY,Secretary Of State,,REP,BRAD RAFFENSPERGER,6,0,0,4,0,0,2
DeKalb,FLAT SHOALS PARKWAY,Secretary Of State,,REP,BRAD RAFFENSPERGER,25,0,2,15,0,0,8
DeKalb,FREEDOM MIDDLE,Secretary Of State,,REP,BRAD RAFFENSPERGER,61,0,6,45,0,0,10
DeKalb,GEORGETOWN SQUARE,Secretary Of State,,REP,BRAD RAFFENSPERGER,277,1,4,182,0,0,90
DeKalb,GLENHAVEN,Secretary Of State,,REP,BRAD RAFFENSPERGER,31,0,2,22,0,0,7
DeKalb,GLENNWOOD - 04,Secretary Of State,,REP,BRAD RAFFENSPERGER,28,1,1,21,0,0,5
DeKalb,GLENNWOOD - 05,Secretary Of State,,REP,BRAD RAFFENSPERGER,35,0,3,26,0,0,6
DeKalb,GLENWOOD ROAD,Secretary Of State,,REP,BRAD RAFFENSPERGER,24,0,2,14,0,0,8
DeKalb,GRESHAM ROAD,Secretary Of State,,REP,BRAD RAFFENSPERGER,25,0,0,24,0,0,1
DeKalb,HAMBRICK ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,73,0,6,51,0,0,16
DeKalb,HARRIS-MARGARET HARRIS ED,Secretary Of State,,REP,BRAD RAFFENSPERGER,63,0,6,52,0,0,5
DeKalb,HARRIS-NARVIE J. HARRIS ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,15,0,1,10,0,0,4
DeKalb,HAWTHORNE ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,254,0,20,217,0,0,17
DeKalb,HENDERSON MILL,Secretary Of State,,REP,BRAD RAFFENSPERGER,322,1,24,256,0,0,41
DeKalb,HUGH HOWELL,Secretary Of State,,REP,BRAD RAFFENSPERGER,298,0,14,266,0,0,18
DeKalb,HUNTLEY HILLS ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,181,0,12,130,0,0,39
DeKalb,IDLEWOOD ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,110,0,5,97,0,0,8
DeKalb,INDIAN CREEK,Secretary Of State,,REP,BRAD RAFFENSPERGER,47,0,6,30,0,0,11
DeKalb,JOHNSON ESTATES,Secretary Of State,,REP,BRAD RAFFENSPERGER,79,0,2,70,0,0,7
DeKalb,JOLLY ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,100,0,12,65,0,0,23
DeKalb,KELLEY CHAPEL ROAD,Secretary Of State,,REP,BRAD RAFFENSPERGER,9,0,1,6,0,0,2
DeKalb,KELLEY LAKE ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,11,0,0,8,0,0,3
DeKalb,KING-ML KING JR HIGH,Secretary Of State,,REP,BRAD RAFFENSPERGER,19,0,3,10,0,0,6
DeKalb,KINGSLEY ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,519,2,30,345,0,0,142
DeKalb,KNOLLWOOD,Secretary Of State,,REP,BRAD RAFFENSPERGER,23,0,0,18,0,0,5
DeKalb,KITTREDGE ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,281,1,21,189,0,0,70
DeKalb,LAKESIDE HIGH,Secretary Of State,,REP,BRAD RAFFENSPERGER,401,0,44,310,0,0,47
DeKalb,LAVISTA,Secretary Of State,,REP,BRAD RAFFENSPERGER,142,0,14,116,0,0,12
DeKalb,LAVISTA ROAD,Secretary Of State,,REP,BRAD RAFFENSPERGER,152,0,12,132,0,0,8
DeKalb,LIN-MARY LIN ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,117,0,10,97,0,0,10
DeKalb,LITHONIA,Secretary Of State,,REP,BRAD RAFFENSPERGER,21,0,2,19,0,0,0
DeKalb,LITHONIA HIGH,Secretary Of State,,REP,BRAD RAFFENSPERGER,8,0,0,7,0,0,1
DeKalb,LIVSEY ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,183,0,12,157,0,0,14
DeKalb,MARBUT ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,3,0,0,2,0,0,1
DeKalb,MATHIS-BOB MATHIS ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,30,0,2,15,0,0,13
DeKalb,MCLENDON,Secretary Of State,,REP,BRAD RAFFENSPERGER,128,1,4,104,0,0,19
DeKalb,MCNAIR ACADEMY,Secretary Of State,,REP,BRAD RAFFENSPERGER,11,0,0,10,0,0,1
DeKalb,MCNAIR HIGH,Secretary Of State,,REP,BRAD RAFFENSPERGER,26,0,1,20,0,0,5
DeKalb,MCNAIR,Secretary Of State,,REP,BRAD RAFFENSPERGER,16,0,3,10,0,0,3
DeKalb,MCWILLIAMS,Secretary Of State,,REP,BRAD RAFFENSPERGER,15,0,0,12,0,0,3
DeKalb,MEADOWVIEW,Secretary Of State,,REP,BRAD RAFFENSPERGER,20,0,3,14,0,0,3
DeKalb,MEDLOCK,Secretary Of State,,REP,BRAD RAFFENSPERGER,141,2,13,119,0,0,7
DeKalb,MEMORIAL SOUTH,Secretary Of State,,REP,BRAD RAFFENSPERGER,23,0,0,20,0,0,3
DeKalb,METROPOLITAN,Secretary Of State,,REP,BRAD RAFFENSPERGER,40,0,2,31,0,0,7
DeKalb,MIDVALE ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,476,0,30,400,0,0,46
DeKalb,MIDVALE ROAD,Secretary Of State,,REP,BRAD RAFFENSPERGER,77,0,6,64,0,0,7
DeKalb,MIDWAY,Secretary Of State,,REP,BRAD RAFFENSPERGER,21,0,2,7,0,0,12
DeKalb,MILLER-ELDRIDGE L. MILLER ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,35,0,1,25,0,0,9
DeKalb,MILLER GROVE HIGH,Secretary Of State,,REP,BRAD RAFFENSPERGER,13,0,0,10,0,0,3
DeKalb,MILLER GROVE,Secretary Of State,,REP,BRAD RAFFENSPERGER,3,0,0,3,0,0,0
DeKalb,MILLER GROVE ROAD,Secretary Of State,,REP,BRAD RAFFENSPERGER,20,0,0,16,0,0,4
DeKalb,MONTCLAIR ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,30,0,1,25,0,0,4
DeKalb,MONTGOMERY ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,298,1,28,216,0,0,53
DeKalb,MONTREAL,Secretary Of State,,REP,BRAD RAFFENSPERGER,133,0,7,108,0,0,18
DeKalb,MT. VERNON EAST,Secretary Of State,,REP,BRAD RAFFENSPERGER,461,0,6,301,0,0,154
DeKalb,MT. VERNON WEST,Secretary Of State,,REP,BRAD RAFFENSPERGER,282,2,17,140,0,0,123
DeKalb,NORTH DECATUR,Secretary Of State,,REP,BRAD RAFFENSPERGER,46,0,4,35,0,0,7
DeKalb,NORTH HAIRSTON,Secretary Of State,,REP,BRAD RAFFENSPERGER,46,0,6,32,0,0,8
DeKalb,NORTH PEACHTREE,Secretary Of State,,REP,BRAD RAFFENSPERGER,140,1,4,103,0,0,32
DeKalb,NORTHLAKE,Secretary Of State,,REP,BRAD RAFFENSPERGER,150,0,2,139,0,0,9
DeKalb,OAK GROVE ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,229,0,21,184,0,0,24
DeKalb,OAK VIEW ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,11,0,3,4,0,0,4
DeKalb,OAKCLIFF ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,76,0,5,59,0,0,12
DeKalb,OAKHURST,Secretary Of State,,REP,BRAD RAFFENSPERGER,53,0,2,42,0,0,9
DeKalb,PANOLA,Secretary Of State,,REP,BRAD RAFFENSPERGER,19,0,0,11,0,0,8
DeKalb,PANOLA ROAD,Secretary Of State,,REP,BRAD RAFFENSPERGER,6,0,0,1,0,0,5
DeKalb,PANOLA WAY ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,6,0,0,6,0,0,0
DeKalb,PEACHCREST,Secretary Of State,,REP,BRAD RAFFENSPERGER,31,0,5,18,0,0,8
DeKalb,PEACHTREE MIDDLE,Secretary Of State,,REP,BRAD RAFFENSPERGER,202,4,13,99,0,0,86
DeKalb,PINE LAKE,Secretary Of State,,REP,BRAD RAFFENSPERGER,14,0,0,14,0,0,0
DeKalb,PINEY GROVE,Secretary Of State,,REP,BRAD RAFFENSPERGER,4,0,0,4,0,0,0
DeKalb,PLEASANTDALE ROAD,Secretary Of State,,REP,BRAD RAFFENSPERGER,111,0,10,88,0,0,13
DeKalb,PONCE DE LEON,Secretary Of State,,REP,BRAD RAFFENSPERGER,71,0,2,60,0,0,9
DeKalb,PRINCETON ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,26,0,1,18,0,0,7
DeKalb,RAINBOW ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,33,0,5,19,0,0,9
DeKalb,REDAN ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,13,0,1,10,0,0,2
DeKalb,REDAN MIDDLE,Secretary Of State,,REP,BRAD RAFFENSPERGER,27,0,2,21,0,0,4
DeKalb,REDAN ROAD,Secretary Of State,,REP,BRAD RAFFENSPERGER,12,0,1,10,0,0,1
DeKalb,REDAN-TROTTI LIBRARY,Secretary Of State,,REP,BRAD RAFFENSPERGER,13,0,2,9,0,0,2
DeKalb,REHOBOTH,Secretary Of State,,REP,BRAD RAFFENSPERGER,155,0,8,124,0,0,23
DeKalb,RENFROE MIDDLE,Secretary Of State,,REP,BRAD RAFFENSPERGER,30,1,0,27,0,0,2
DeKalb,ROCK CHAPEL ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,22,0,3,16,0,0,3
DeKalb,ROCK CHAPEL ROAD,Secretary Of State,,REP,BRAD RAFFENSPERGER,67,0,9,51,0,0,7
DeKalb,ROCKBRIDGE ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,47,0,4,27,0,0,16
DeKalb,ROCKBRIDGE ROAD,Secretary Of State,,REP,BRAD RAFFENSPERGER,43,0,0,37,0,0,6
DeKalb,ROWLAND ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,40,1,2,28,0,0,9
DeKalb,ROWLAND ROAD,Secretary Of State,,REP,BRAD RAFFENSPERGER,34,0,3,23,0,0,8
DeKalb,SAGAMORE HILLS ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,313,1,15,272,0,0,25
DeKalb,SALEM MIDDLE,Secretary Of State,,REP,BRAD RAFFENSPERGER,17,0,1,11,0,0,5
DeKalb,SCOTT,Secretary Of State,,REP,BRAD RAFFENSPERGER,104,0,5,95,0,0,4
DeKalb,SHADOW ROCK ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,47,0,8,30,0,0,9
DeKalb,SHAMROCK,Secretary Of State,,REP,BRAD RAFFENSPERGER,149,1,13,123,0,0,12
DeKalb,SHAW-ROBERT SHAW ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,45,0,1,33,0,0,11
DeKalb,SILVER LAKE,Secretary Of State,,REP,BRAD RAFFENSPERGER,405,2,20,330,0,0,53
DeKalb,SKYLAND,Secretary Of State,,REP,BRAD RAFFENSPERGER,181,0,7,162,0,0,12
DeKalb,SMOKE RISE,Secretary Of State,,REP,BRAD RAFFENSPERGER,349,0,19,292,0,0,38
DeKalb,SNAPFINGER ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,11,0,2,4,0,0,5
DeKalb,SNAPFINGER ROAD NORTH,Secretary Of State,,REP,BRAD RAFFENSPERGER,20,0,3,13,0,0,4
DeKalb,SNAPFINGER ROAD SOUTH,Secretary Of State,,REP,BRAD RAFFENSPERGER,18,0,1,14,0,0,3
DeKalb,SOUTH DESHON,Secretary Of State,,REP,BRAD RAFFENSPERGER,21,0,1,17,0,0,3
DeKalb,SOUTH HAIRSTON,Secretary Of State,,REP,BRAD RAFFENSPERGER,33,0,1,27,0,0,5
DeKalb,STEPHENSON HIGH,Secretary Of State,,REP,BRAD RAFFENSPERGER,40,0,2,27,0,0,11
DeKalb,STEPHENSON MIDDLE,Secretary Of State,,REP,BRAD RAFFENSPERGER,52,0,2,41,0,0,9
DeKalb,STONE MILL ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,29,0,3,21,0,0,5
DeKalb,STONE MOUNTAIN CHAMPION,Secretary Of State,,REP,BRAD RAFFENSPERGER,66,0,2,52,0,0,12
DeKalb,STONE MOUNTAIN ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,172,0,79,65,0,0,28
DeKalb,STONE MOUNTAIN,Secretary Of State,,REP,BRAD RAFFENSPERGER,60,0,2,47,0,0,11
DeKalb,STONE MOUNTAIN MIDDLE,Secretary Of State,,REP,BRAD RAFFENSPERGER,34,0,2,26,0,0,6
DeKalb,STONECREST LIBRARY (STC),Secretary Of State,,REP,BRAD RAFFENSPERGER,16,0,0,14,0,0,2
DeKalb,STONEVIEW ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,14,0,0,9,0,0,5
DeKalb,TERRY MILL ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,17,0,1,10,0,0,6
DeKalb,TILLY MILL ROAD,Secretary Of State,,REP,BRAD RAFFENSPERGER,283,1,12,212,0,0,58
DeKalb,TONEY ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,9,0,0,9,0,0,0
DeKalb,TUCKER,Secretary Of State,,REP,BRAD RAFFENSPERGER,470,0,26,419,0,0,25
DeKalb,TUCKER LIBRARY,Secretary Of State,,REP,BRAD RAFFENSPERGER,235,0,15,208,0,0,12
DeKalb,VALLEY BROOK,Secretary Of State,,REP,BRAD RAFFENSPERGER,62,0,2,59,0,0,1
DeKalb,WADSWORTH - 05,Secretary Of State,,REP,BRAD RAFFENSPERGER,4,0,1,3,0,0,0
DeKalb,WADSWORTH - 04,Secretary Of State,,REP,BRAD RAFFENSPERGER,6,0,2,3,0,0,1
DeKalb,WARREN TECH,Secretary Of State,,REP,BRAD RAFFENSPERGER,107,1,6,90,0,0,10
DeKalb,WESLEY CHAPEL LIBRARY,Secretary Of State,,REP,BRAD RAFFENSPERGER,20,0,3,12,0,0,5
DeKalb,WHITE OAK,Secretary Of State,,REP,BRAD RAFFENSPERGER,11,0,0,9,0,0,2
DeKalb,WINNONA PARK,Secretary Of State,,REP,BRAD RAFFENSPERGER,56,0,1,46,0,0,9
DeKalb,WINTERS CHAPEL,Secretary Of State,,REP,BRAD RAFFENSPERGER,223,2,8,170,0,0,43
DeKalb,WOODRIDGE ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,45,0,3,18,0,0,24
DeKalb,WOODROW ROAD,Secretary Of State,,REP,BRAD RAFFENSPERGER,34,0,8,23,0,0,3
DeKalb,WOODWARD,Secretary Of State,,REP,BRAD RAFFENSPERGER,118,0,7,86,0,0,25
DeKalb,WYNBROOKE ELEM,Secretary Of State,,REP,BRAD RAFFENSPERGER,53,0,0,36,0,0,17
DeKalb,YOUNG ROAD,Secretary Of State,,REP,BRAD RAFFENSPERGER,20,0,1,13,0,0,6
DeKalb,ALLGOOD ELEM,Secretary Of State,,DEM,JOHN BARROW,649,1,12,447,0,0,189
DeKalb,ASHFORD DUNWOODY RD,Secretary Of State,,DEM,JOHN BARROW,560,0,26,449,0,0,85
DeKalb,ASHFORD PARK ELEM,Secretary Of State,,DEM,JOHN BARROW,336,1,9,286,0,0,40
DeKalb,ASHFORD PARKSIDE,Secretary Of State,,DEM,JOHN BARROW,548,6,23,427,0,0,92
DeKalb,AUSTIN,Secretary Of State,,DEM,JOHN BARROW,399,0,14,215,0,0,170
DeKalb,AUSTIN DRIVE,Secretary Of State,,DEM,JOHN BARROW,375,2,14,257,0,0,102
DeKalb,AVONDALE,Secretary Of State,,DEM,JOHN BARROW,1056,1,21,789,0,0,245
DeKalb,AVONDALE HIGH - 04,Secretary Of State,,DEM,JOHN BARROW,639,0,11,453,0,0,175
DeKalb,AVONDALE HIGH - 05,Secretary Of State,,DEM,JOHN BARROW,472,1,12,314,0,0,145
DeKalb,BETHUNE MIDDLE,Secretary Of State,,DEM,JOHN BARROW,820,5,38,512,0,0,265
DeKalb,BOULDERCREST RD,Secretary Of State,,DEM,JOHN BARROW,473,0,2,374,0,0,97
DeKalb,BOULEVARD,Secretary Of State,,DEM,JOHN BARROW,1508,4,28,1267,0,0,209
DeKalb,BRIAR VISTA ELEM,Secretary Of State,,DEM,JOHN BARROW,703,0,23,607,0,0,73
DeKalb,BRIARCLIFF,Secretary Of State,,DEM,JOHN BARROW,572,0,36,480,0,0,56
DeKalb,BRIARLAKE ELEM,Secretary Of State,,DEM,JOHN BARROW,440,0,13,379,0,0,48
DeKalb,BRIARWOOD,Secretary Of State,,DEM,JOHN BARROW,355,2,4,324,0,0,25
DeKalb,BROCKETT,Secretary Of State,,DEM,JOHN BARROW,460,2,13,366,0,0,79
DeKalb,BROCKETT ELEM,Secretary Of State,,DEM,JOHN BARROW,456,1,13,353,0,0,89
DeKalb,BROOKHAVEN,Secretary Of State,,DEM,JOHN BARROW,511,1,10,447,0,0,53
DeKalb,BROWNS MILL ELEM,Secretary Of State,,DEM,JOHN BARROW,984,2,17,743,0,0,222
DeKalb,BURGESS ELEM,Secretary Of State,,DEM,JOHN BARROW,1049,2,10,867,0,0,170
DeKalb,CANBY LANE ELEM,Secretary Of State,,DEM,JOHN BARROW,407,4,22,264,0,0,117
DeKalb,CANDLER,Secretary Of State,,DEM,JOHN BARROW,598,2,30,417,0,0,149
DeKalb,CANDLER-MURPHEY CANDLER ELEM,Secretary Of State,,DEM,JOHN BARROW,715,1,21,558,0,0,135
DeKalb,CEDAR GROVE ELEM,Secretary Of State,,DEM,JOHN BARROW,924,2,28,636,0,0,258
DeKalb,CEDAR GROVE MIDDLE,Secretary Of State,,DEM,JOHN BARROW,265,3,8,176,0,0,78
DeKalb,CEDAR GROVE SOUTH,Secretary Of State,,DEM,JOHN BARROW,929,1,14,729,0,0,185
DeKalb,CHAMBLEE,Secretary Of State,,DEM,JOHN BARROW,312,2,5,262,0,0,43
DeKalb,CHAMBLEE 2,Secretary Of State,,DEM,JOHN BARROW,514,1,18,364,0,0,131
DeKalb,CHAPEL HILL ELEM,Secretary Of State,,DEM,JOHN BARROW,764,2,28,549,0,0,185
DeKalb,CHESNUT ELEM,Secretary Of State,,DEM,JOHN BARROW,359,4,11,244,0,0,100
DeKalb,CLAIREMONT EAST,Secretary Of State,,DEM,JOHN BARROW,1286,3,35,1038,0,0,210
DeKalb,CLAIREMONT WEST,Secretary Of State,,DEM,JOHN BARROW,1333,7,58,1014,0,0,254
DeKalb,CLAIRMONT ROAD,Secretary Of State,,DEM,JOHN BARROW,761,3,52,594,0,0,112
DeKalb,CLARKSTON,Secretary Of State,,DEM,JOHN BARROW,663,4,18,501,0,0,140
DeKalb,CLIFTON,Secretary Of State,,DEM,JOHN BARROW,322,1,17,202,0,0,102
DeKalb,COLUMBIA DRIVE,Secretary Of State,,DEM,JOHN BARROW,440,2,24,307,0,0,107
DeKalb,COLUMBIA ELEM,Secretary Of State,,DEM,JOHN BARROW,209,3,8,152,0,0,46
DeKalb,COLUMBIA MIDDLE,Secretary Of State,,DEM,JOHN BARROW,328,3,19,183,0,0,123
DeKalb,COAN RECREATION CENTER,Secretary Of State,,DEM,JOHN BARROW,959,0,31,776,0,0,152
DeKalb,CORALWOOD,Secretary Of State,,DEM,JOHN BARROW,943,5,32,753,0,0,153
DeKalb,COVINGTON,Secretary Of State,,DEM,JOHN BARROW,254,0,6,154,0,0,94
DeKalb,COVINGTON HIGHWAY,Secretary Of State,,DEM,JOHN BARROW,46,0,0,31,0,0,15
DeKalb,CROSS KEYS HIGH,Secretary Of State,,DEM,JOHN BARROW,294,3,17,229,0,0,45
DeKalb,CROSSROADS,Secretary Of State,,DEM,JOHN BARROW,649,0,10,458,0,0,181
DeKalb,DORAVILLE NORTH,Secretary Of State,,DEM,JOHN BARROW,330,1,9,273,0,0,47
DeKalb,DORAVILLE SOUTH,Secretary Of State,,DEM,JOHN BARROW,252,1,5,219,0,0,27
