county,precinct,office,district,party,candidate,votes,absentee_by_mail,provisional,election_day,advance_in_person_2,advance_in_person_1
Cobb,Fullers Park 01,State School Superintendent,,(REP,RICHARD WOODS,1341,104,4,929,217,87
Cobb,Ford 01,State School Superintendent,,(REP,RICHARD WOODS,1493,69,0,964,334,126
Cobb,Frey 01,State School Superintendent,,(REP,RICHARD WOODS,1090,82,2,641,254,111
Cobb,Garrison Mill 01,State School Superintendent,,(REP,RICHARD WOODS,1115,93,3,763,54,202
Cobb,Gritters 01,State School Superintendent,,(REP,RICHARD WOODS,1368,87,8,863,256,154
Cobb,Harmony-Leland 01,State School Superintendent,,(REP,RICHARD WOODS,661,60,1,269,235,96
Cobb,Harrison 01,State School Superintendent,,(REP,RICHARD WOODS,1463,104,1,832,309,217
Cobb,Hightower 01,State School Superintendent,,(REP,RICHARD WOODS,1731,157,8,1161,146,259
Cobb,Hayes 01,State School Superintendent,,(REP,RICHARD WOODS,1767,121,4,1007,388,247
Cobb,Kennesaw 1A,State School Superintendent,,(REP,RICHARD WOODS,619,30,2,435,100,52
Cobb,Kennesaw 2A,State School Superintendent,,(REP,RICHARD WOODS,1125,58,4,766,180,117
Cobb,Kennesaw 3A,State School Superintendent,,(REP,RICHARD WOODS,1144,99,3,628,188,226
Cobb,Kennesaw 4A,State School Superintendent,,(REP,RICHARD WOODS,1053,60,1,627,281,84
Cobb,Kennesaw 5A,State School Superintendent,,(REP,RICHARD WOODS,1616,63,3,1198,286,66
Cobb,Kell 01,State School Superintendent,,(REP,RICHARD WOODS,826,45,1,569,157,54
Cobb,Kemp 01,State School Superintendent,,(REP,RICHARD WOODS,941,41,1,539,160,200
Cobb,Kemp 02,State School Superintendent,,(REP,RICHARD WOODS,1605,119,0,885,275,326
Cobb,Kemp 03,State School Superintendent,,(REP,RICHARD WOODS,1963,110,1,1117,505,230
Cobb,Lassiter 01,State School Superintendent,,(REP,RICHARD WOODS,1525,113,2,1014,164,232
Cobb,Lindley 01,State School Superintendent,,(REP,RICHARD WOODS,748,54,1,412,191,90
Cobb,Lost Mountain 01,State School Superintendent,,(REP,RICHARD WOODS,1549,83,1,595,592,278
Cobb,Lost Mountain 02,State School Superintendent,,(REP,RICHARD WOODS,1979,141,0,1166,464,208
Cobb,Lost Mountain 03,State School Superintendent,,(REP,RICHARD WOODS,2338,140,4,926,958,310
Cobb,Lost Mountain 04,State School Superintendent,,(REP,RICHARD WOODS,1191,82,0,732,243,134
Cobb,Mableton 01,State School Superintendent,,(REP,RICHARD WOODS,877,83,1,398,201,194
Cobb,Mableton 02,State School Superintendent,,(REP,RICHARD WOODS,445,29,6,234,117,59
Cobb,Mableton 03,State School Superintendent,,(REP,RICHARD WOODS,816,64,1,451,202,98
Cobb,Mableton 04,State School Superintendent,,(REP,RICHARD WOODS,581,50,1,289,121,120
Cobb,Mabry 01,State School Superintendent,,(REP,RICHARD WOODS,840,48,2,619,51,120
Cobb,Macland 01,State School Superintendent,,(REP,RICHARD WOODS,663,41,1,366,32,223
Cobb,Murdock 01,State School Superintendent,,(REP,RICHARD WOODS,1607,130,1,1106,144,226
Cobb,McEachern 01,State School Superintendent,,(REP,RICHARD WOODS,911,60,3,507,102,239
Cobb,McCleskey 01,State School Superintendent,,(REP,RICHARD WOODS,755,34,4,487,171,59
Cobb,McClure 01,State School Superintendent,,(REP,RICHARD WOODS,1437,81,1,966,293,96
Cobb,Marietta 1A,State School Superintendent,,(REP,RICHARD WOODS,547,39,7,318,24,159
Cobb,Marietta 2A,State School Superintendent,,(REP,RICHARD WOODS,992,67,1,549,12,363
Cobb,Marietta 2B,State School Superintendent,,(REP,RICHARD WOODS,1123,70,1,619,16,417
Cobb,Marietta 3A,State School Superintendent,,(REP,RICHARD WOODS,1510,122,4,869,23,492
Cobb,Marietta 4A,State School Superintendent,,(REP,RICHARD WOODS,1106,76,0,667,24,339
Cobb,Marietta 4B,State School Superintendent,,(REP,RICHARD WOODS,682,65,3,400,29,185
Cobb,Marietta 4C,State School Superintendent,,(REP,RICHARD WOODS,1253,90,2,611,67,483
Cobb,Marietta 5A,State School Superintendent,,(REP,RICHARD WOODS,448,27,4,258,18,141
Cobb,Marietta 5B,State School Superintendent,,(REP,RICHARD WOODS,258,14,1,162,25,56
Cobb,Marietta 6A,State School Superintendent,,(REP,RICHARD WOODS,275,25,0,175,33,42
Cobb,Marietta 6B,State School Superintendent,,(REP,RICHARD WOODS,910,58,5,605,65,177
Cobb,Marietta 7A,State School Superintendent,,(REP,RICHARD WOODS,254,18,0,144,24,68
Cobb,Mars Hill 01,State School Superintendent,,(REP,RICHARD WOODS,1564,109,8,984,373,90
Cobb,Mars Hill 02,State School Superintendent,,(REP,RICHARD WOODS,952,43,4,612,240,53
Cobb,Mount Bethel 01,State School Superintendent,,(REP,RICHARD WOODS,1752,141,4,1219,337,51
Cobb,Mount Bethel 03,State School Superintendent,,(REP,RICHARD WOODS,1320,104,0,726,451,39
Cobb,Mount Bethel 04,State School Superintendent,,(REP,RICHARD WOODS,1327,121,4,843,318,41
Cobb,North Cobb 01,State School Superintendent,,(REP,RICHARD WOODS,723,49,4,447,191,32
Cobb,Nickajack 01,State School Superintendent,,(REP,RICHARD WOODS,735,44,0,421,156,114
Cobb,Norton Park 01,State School Superintendent,,(REP,RICHARD WOODS,1040,77,4,602,112,245
Cobb,Nicholson 01,State School Superintendent,,(REP,RICHARD WOODS,899,68,1,594,177,59
Cobb,Oakdale 01,State School Superintendent,,(REP,RICHARD WOODS,1055,101,1,653,138,162
Cobb,Oregon 01,State School Superintendent,,(REP,RICHARD WOODS,752,47,0,429,178,98
Cobb,Oregon 02,State School Superintendent,,(REP,RICHARD WOODS,840,78,1,418,31,312
Cobb,Oregon 03,State School Superintendent,,(REP,RICHARD WOODS,669,71,2,300,6,290
Cobb,Oregon 04,State School Superintendent,,(REP,RICHARD WOODS,738,64,1,367,28,278
Cobb,Oregon 05,State School Superintendent,,(REP,RICHARD WOODS,1075,80,1,609,146,239
Cobb,Pebblebrook 01,State School Superintendent,,(REP,RICHARD WOODS,465,45,2,229,103,86
Cobb,Powers Ferry 01,State School Superintendent,,(REP,RICHARD WOODS,1059,80,3,725,127,124
Cobb,Pine Mountain 01,State School Superintendent,,(REP,RICHARD WOODS,1596,112,7,966,238,273
Cobb,Pine Mountain 02,State School Superintendent,,(REP,RICHARD WOODS,1618,103,0,997,117,401
Cobb,Post Oak 01,State School Superintendent,,(REP,RICHARD WOODS,1562,115,7,1051,111,278
Cobb,Pope 01,State School Superintendent,,(REP,RICHARD WOODS,1220,86,3,765,63,303
Cobb,Palmer 01,State School Superintendent,,(REP,RICHARD WOODS,957,67,5,571,250,64
Cobb,Powder Springs 1A,State School Superintendent,,(REP,RICHARD WOODS,870,50,1,416,37,366
Cobb,Powder Springs 2A,State School Superintendent,,(REP,RICHARD WOODS,377,21,2,192,12,150
Cobb,Powder Springs 3A,State School Superintendent,,(REP,RICHARD WOODS,611,51,1,330,20,209
Cobb,Pitner 01,State School Superintendent,,(REP,RICHARD WOODS,969,54,1,701,157,56
Cobb,Rocky Mount 01,State School Superintendent,,(REP,RICHARD WOODS,1329,66,3,939,140,181
Cobb,Riverside 01,State School Superintendent,,(REP,RICHARD WOODS,82,8,1,41,8,24
Cobb,Roswell 01,State School Superintendent,,(REP,RICHARD WOODS,2318,166,4,1608,297,243
Cobb,Roswell 02,State School Superintendent,,(REP,RICHARD WOODS,1537,107,0,1116,219,95
Cobb,Sandy Plains 01,State School Superintendent,,(REP,RICHARD WOODS,1030,79,2,690,55,204
Cobb,Shallowford Falls 01,State School Superintendent,,(REP,RICHARD WOODS,1407,110,2,987,91,217
Cobb,Simpson 01,State School Superintendent,,(REP,RICHARD WOODS,777,60,1,542,48,126
Cobb,Sewell Mill 01,State School Superintendent,,(REP,RICHARD WOODS,1271,94,4,896,137,140
Cobb,Sewell Mill 03,State School Superintendent,,(REP,RICHARD WOODS,1161,105,5,788,144,119
Cobb,Smyrna 1A,State School Superintendent,,(REP,RICHARD WOODS,470,45,1,300,68,56
Cobb,Smyrna 2A,State School Superintendent,,(REP,RICHARD WOODS,721,61,9,423,139,89
Cobb,Smyrna 3A,State School Superintendent,,(REP,RICHARD WOODS,1461,92,3,885,314,167
Cobb,Smyrna 4A,State School Superintendent,,(REP,RICHARD WOODS,1786,190,6,945,275,370
Cobb,Smyrna 5A,State School Superintendent,,(REP,RICHARD WOODS,720,75,2,450,84,109
Cobb,Smyrna 6A,State School Superintendent,,(REP,RICHARD WOODS,1703,174,3,1025,279,222
Cobb,Smyrna 7A,State School Superintendent,,(REP,RICHARD WOODS,1453,147,5,805,280,216
Cobb,Sope Creek 01,State School Superintendent,,(REP,RICHARD WOODS,996,79,0,684,183,50
Cobb,Sope Creek 02,State School Superintendent,,(REP,RICHARD WOODS,1666,136,5,1085,306,134
Cobb,Sope Creek 03,State School Superintendent,,(REP,RICHARD WOODS,1156,79,4,859,178,36
Cobb,Sweetwater 01,State School Superintendent,,(REP,RICHARD WOODS,786,53,3,426,39,265
Cobb,Sweetwater 02,State School Superintendent,,(REP,RICHARD WOODS,322,42,1,160,36,83
Cobb,Terrell Mill 01,State School Superintendent,,(REP,RICHARD WOODS,896,56,2,602,159,77
Cobb,Timber Ridge 01,State School Superintendent,,(REP,RICHARD WOODS,1089,88,1,791,184,25
Cobb,Vaughan 01,State School Superintendent,,(REP,RICHARD WOODS,1472,66,1,898,359,148
Cobb,Vinings 01,State School Superintendent,,(REP,RICHARD WOODS,632,37,2,457,80,56
Cobb,Vinings 02,State School Superintendent,,(REP,RICHARD WOODS,1302,123,6,753,211,209
Cobb,Vinings 03,State School Superintendent,,(REP,RICHARD WOODS,973,95,4,594,158,122
Cobb,Vinings 04,State School Superintendent,,(REP,RICHARD WOODS,1386,131,14,1015,119,107
Cobb,Wade Green 02,State School Superintendent,,(REP,RICHARD WOODS,1349,63,4,844,338,100
Cobb,Willeo 01,State School Superintendent,,(REP,RICHARD WOODS,1236,91,2,882,56,205
Cobb,Acworth 1A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1370,110,11,634,502,113
Cobb,Acworth 1B,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1144,132,9,564,339,100
Cobb,Acworth 1C,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1562,137,7,806,494,118
Cobb,Addison 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",701,71,1,398,65,166
Cobb,Austell 1A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1894,134,9,819,254,678
Cobb,Bells Ferry 02,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",773,66,5,429,160,113
Cobb,Bells Ferry 03,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1498,149,6,744,451,148
Cobb,Big Shanty 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",616,34,3,380,87,112
Cobb,Big Shanty 02,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",797,84,0,443,191,79
Cobb,Baker 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1403,83,9,780,376,155
Cobb,Birney 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",913,68,3,488,45,309
Cobb,Birney 02,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1473,131,13,582,253,494
Cobb,Bryant 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1187,71,8,441,69,598
Cobb,Bryant 02,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",2281,170,17,1051,102,941
Cobb,Blackwell 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",771,69,3,377,222,100
Cobb,Chattahoochee 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",2153,155,19,1073,519,387
Cobb,Cheatham Hill 02,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",701,64,1,298,58,280
Cobb,Cheatham Hill 03,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1105,82,2,443,37,541
Cobb,Chalker 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1587,134,11,853,318,271
Cobb,Clarkdale 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",606,66,5,296,29,210
Cobb,Clarkdale 02,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",2093,147,13,1083,93,757
Cobb,Cooper 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1958,158,22,901,216,661
Cobb,Chestnut Ridge 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",702,97,1,402,97,105
Cobb,Dickerson 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",738,132,2,432,134,38
Cobb,Dobbins 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",2082,153,34,1135,454,306
Cobb,Dowell 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1006,79,6,442,39,440
Cobb,Dodgen 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",494,67,0,309,73,45
Cobb,Durham 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",679,62,2,339,169,107
Cobb,Davis 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",509,50,0,318,44,97
Cobb,Eastside 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",762,114,3,394,194,57
Cobb,Eastside 02,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1017,126,4,559,208,120
Cobb,Elizabeth 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1154,76,5,626,143,304
Cobb,Elizabeth 02,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",611,63,7,354,69,118
Cobb,Elizabeth 03,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",677,84,0,361,58,174
Cobb,Elizabeth 04,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",939,103,7,586,81,162
Cobb,Elizabeth 05,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",809,105,6,456,70,172
Cobb,East Piedmont 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",729,57,5,405,112,150
Cobb,Fair Oaks 02,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1955,118,12,875,29,921
Cobb,Fair Oaks 04,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1365,116,20,794,74,361
Cobb,Fullers Park 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",870,99,5,506,155,105
Cobb,Ford 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",518,48,2,289,108,71
Cobb,Frey 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",493,48,2,241,131,71
Cobb,Garrison Mill 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",772,101,6,455,45,165
Cobb,Gritters 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",972,87,5,559,159,162
Cobb,Harmony-Leland 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",2973,250,12,983,1171,557
Cobb,Harrison 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",517,44,2,248,106,117
Cobb,Hightower 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1022,158,7,594,123,140
Cobb,Hayes 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",770,66,3,373,159,169
Cobb,Kennesaw 1A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",592,37,7,373,97,78
Cobb,Kennesaw 2A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",914,75,9,527,138,165
Cobb,Kennesaw 3A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1922,172,14,949,289,498
Cobb,Kennesaw 4A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",965,86,6,549,203,121
Cobb,Kennesaw 5A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1718,135,5,955,424,199
Cobb,Kell 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",475,37,0,311,80,47
Cobb,Kemp 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",325,16,0,147,52,110
Cobb,Kemp 02,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",947,99,1,402,128,317
Cobb,Kemp 03,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",641,56,3,285,169,128
Cobb,Lassiter 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",825,80,6,444,77,218
Cobb,Lindley 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",2285,187,5,840,806,447
Cobb,Lost Mountain 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",817,89,4,255,248,221
Cobb,Lost Mountain 02,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",679,65,0,324,170,120
Cobb,Lost Mountain 03,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1095,81,5,353,419,237
Cobb,Lost Mountain 04,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",552,62,3,246,122,119
Cobb,Mableton 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1830,128,7,720,508,467
Cobb,Mableton 02,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1044,92,20,503,230,199
Cobb,Mableton 03,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",963,96,10,466,254,137
Cobb,Mableton 04,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",452,43,2,191,122,94
Cobb,Mabry 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",339,47,1,222,11,58
Cobb,Macland 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1670,162,8,733,88,679
Cobb,Murdock 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",932,137,1,592,82,120
Cobb,McEachern 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1242,94,4,530,92,522
Cobb,McCleskey 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",433,44,3,222,100,64
Cobb,McClure 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",643,68,3,341,133,98
Cobb,Marietta 1A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1252,88,22,678,68,396
Cobb,Marietta 2A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",486,42,0,214,5,225
Cobb,Marietta 2B,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1412,115,8,634,31,624
Cobb,Marietta 3A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",2041,226,11,857,44,903
Cobb,Marietta 4A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",315,33,0,165,8,109
Cobb,Marietta 4B,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",566,70,2,272,32,190
Cobb,Marietta 4C,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",635,73,2,267,23,270
Cobb,Marietta 5A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1069,114,8,582,46,319
Cobb,Marietta 5B,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",872,69,5,482,81,235
Cobb,Marietta 6A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",917,73,14,488,132,210
Cobb,Marietta 6B,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",932,96,3,521,65,247
Cobb,Marietta 7A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1194,100,12,594,176,312
Cobb,Mars Hill 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",464,45,3,256,118,42
Cobb,Mars Hill 02,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",652,60,7,323,201,61
Cobb,Mount Bethel 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",958,150,1,527,230,50
Cobb,Mount Bethel 03,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",794,116,1,343,294,40
Cobb,Mount Bethel 04,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",742,122,1,374,194,51
Cobb,North Cobb 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",608,40,8,355,150,55
Cobb,Nickajack 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",2136,172,6,967,535,456
Cobb,Norton Park 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1449,123,11,827,181,307
Cobb,Nicholson 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",582,41,5,335,135,66
Cobb,Oakdale 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1343,128,6,642,276,291
Cobb,Oregon 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",393,36,1,187,95,74
Cobb,Oregon 02,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",2287,192,23,970,97,1005
Cobb,Oregon 03,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1786,140,13,834,60,739
Cobb,Oregon 04,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1835,184,9,798,48,796
Cobb,Oregon 05,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1338,127,4,573,119,515
Cobb,Pebblebrook 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",2227,140,23,1012,316,736
Cobb,Powers Ferry 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",925,95,8,551,140,131
Cobb,Pine Mountain 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",646,64,4,311,102,165
Cobb,Pine Mountain 02,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",520,50,1,274,30,165
Cobb,Post Oak 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",839,111,5,480,51,192
Cobb,Pope 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",800,109,5,434,38,214
Cobb,Palmer 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",597,54,4,358,118,63
Cobb,Powder Springs 1A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1836,180,11,655,74,916
Cobb,Powder Springs 2A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1461,114,5,695,48,599
Cobb,Powder Springs 3A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1509,105,9,672,45,678
Cobb,Pitner 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",644,47,5,396,119,77
Cobb,Rocky Mount 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",810,88,2,505,76,139
Cobb,Riverside 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",885,53,9,471,121,231
Cobb,Roswell 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1327,216,3,705,238,165
Cobb,Roswell 02,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",910,146,2,554,151,57
Cobb,Sandy Plains 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",841,107,4,487,30,213
Cobb,Shallowford Falls 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",852,102,2,503,64,181
Cobb,Simpson 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",458,49,6,287,20,96
Cobb,Sewell Mill 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",935,129,6,556,96,148
Cobb,Sewell Mill 03,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1357,115,10,810,191,231
Cobb,Smyrna 1A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1478,122,15,838,297,206
Cobb,Smyrna 2A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",2170,144,32,1026,580,388
Cobb,Smyrna 3A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",2338,170,14,1121,622,411
Cobb,Smyrna 4A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1937,215,10,874,436,402
Cobb,Smyrna 5A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1485,95,16,767,314,293
Cobb,Smyrna 6A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",2051,199,10,952,481,409
Cobb,Smyrna 7A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",2679,304,13,886,778,698
Cobb,Sope Creek 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",567,68,0,344,104,51
Cobb,Sope Creek 02,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1236,166,1,633,252,184
Cobb,Sope Creek 03,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",636,84,3,389,128,32
Cobb,Sweetwater 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1124,96,6,541,43,438
Cobb,Sweetwater 02,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1127,107,22,576,121,301
Cobb,Terrell Mill 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1967,166,18,1073,386,324
Cobb,Timber Ridge 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",587,85,1,364,113,24
Cobb,Vaughan 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",580,54,3,306,140,77
Cobb,Vinings 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1040,94,7,550,193,196
Cobb,Vinings 02,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",2108,192,7,1071,455,383
Cobb,Vinings 03,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1575,150,12,801,298,314
Cobb,Vinings 04,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",895,84,7,513,170,121
Cobb,Wade Green 02,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1420,120,18,760,347,175
Cobb,Willeo 01,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",708,85,2,414,49,158
Cobb,Acworth 1A,Commissioner Of Labor,,(REP,MARK BUTLER,1482,85,6,730,567,94
Cobb,Acworth 1B,Commissioner Of Labor,,(REP,MARK BUTLER,1464,112,3,806,481,62
Cobb,Acworth 1C,Commissioner Of Labor,,(REP,MARK BUTLER,887,72,7,537,231,40
Cobb,Addison 01,Commissioner Of Labor,,(REP,MARK BUTLER,883,69,4,558,143,109
Cobb,Austell 1A,Commissioner Of Labor,,(REP,MARK BUTLER,405,31,1,240,49,84
Cobb,Bells Ferry 02,Commissioner Of Labor,,(REP,MARK BUTLER,982,63,2,666,164,87
Cobb,Bells Ferry 03,Commissioner Of Labor,,(REP,MARK BUTLER,1942,121,5,1067,644,105
Cobb,Big Shanty 01,Commissioner Of Labor,,(REP,MARK BUTLER,780,59,1,502,128,90
Cobb,Big Shanty 02,Commissioner Of Labor,,(REP,MARK BUTLER,1085,58,2,723,231,71
Cobb,Baker 01,Commissioner Of Labor,,(REP,MARK BUTLER,1080,49,4,761,219,47
Cobb,Birney 01,Commissioner Of Labor,,(REP,MARK BUTLER,546,43,2,302,24,175
Cobb,Birney 02,Commissioner Of Labor,,(REP,MARK BUTLER,900,75,4,447,113,261
Cobb,Bryant 01,Commissioner Of Labor,,(REP,MARK BUTLER,87,13,0,38,3,33
Cobb,Bryant 02,Commissioner Of Labor,,(REP,MARK BUTLER,138,13,1,81,6,37
Cobb,Blackwell 01,Commissioner Of Labor,,(REP,MARK BUTLER,831,54,4,510,215,48
Cobb,Chattahoochee 01,Commissioner Of Labor,,(REP,MARK BUTLER,796,55,6,509,147,79
Cobb,Cheatham Hill 02,Commissioner Of Labor,,(REP,MARK BUTLER,1224,52,1,718,128,325
Cobb,Cheatham Hill 03,Commissioner Of Labor,,(REP,MARK BUTLER,1504,99,5,763,56,581
Cobb,Chalker 01,Commissioner Of Labor,,(REP,MARK BUTLER,1113,99,3,637,247,127
Cobb,Clarkdale 01,Commissioner Of Labor,,(REP,MARK BUTLER,384,43,1,210,15,115
Cobb,Clarkdale 02,Commissioner Of Labor,,(REP,MARK BUTLER,825,50,2,469,24,280
Cobb,Cooper 01,Commissioner Of Labor,,(REP,MARK BUTLER,507,39,2,222,56,188
Cobb,Chestnut Ridge 01,Commissioner Of Labor,,(REP,MARK BUTLER,1329,89,3,991,136,110
Cobb,Dickerson 01,Commissioner Of Labor,,(REP,MARK BUTLER,1133,89,0,821,177,46
