county,precinct,office,district,party,candidate,votes,provisional,absentee_by_mail,election_day,advance_in_person_3,advance_in_person_2,advance_in_person_1
Fulton,AP022,Secretary Of State,,REP,BRAD RAFFENSPERGER,237,5,19,137,76,0,0
Fulton,AP10,Secretary Of State,,REP,BRAD RAFFENSPERGER,145,0,5,69,71,0,0
Fulton,AP12A,Secretary Of State,,REP,BRAD RAFFENSPERGER,39,2,1,24,12,0,0
Fulton,AP12B,Secretary Of State,,REP,BRAD RAFFENSPERGER,24,0,2,14,8,0,0
Fulton,AP12C,Secretary Of State,,REP,BRAD RAFFENSPERGER,205,4,9,75,117,0,0
Fulton,AP14,Secretary Of State,,REP,BRAD RAFFENSPERGER,331,1,5,195,129,0,1
Fulton,CH01,Secretary Of State,,REP,BRAD RAFFENSPERGER,17,0,0,16,1,0,0
Fulton,CH02,Secretary Of State,,REP,BRAD RAFFENSPERGER,53,0,4,44,0,5,0
Fulton,CH03,Secretary Of State,,REP,BRAD RAFFENSPERGER,84,0,0,76,0,8,0
Fulton,CH04A,Secretary Of State,,REP,BRAD RAFFENSPERGER,85,0,0,77,0,7,1
Fulton,CH05,Secretary Of State,,REP,BRAD RAFFENSPERGER,98,0,9,78,0,10,1
Fulton,CP01B,Secretary Of State,,REP,BRAD RAFFENSPERGER,27,0,0,21,0,6,0
Fulton,CP011,Secretary Of State,,REP,BRAD RAFFENSPERGER,56,0,0,42,0,14,0
Fulton,CP012,Secretary Of State,,REP,BRAD RAFFENSPERGER,76,0,1,41,0,34,0
Fulton,CP02,Secretary Of State,,REP,BRAD RAFFENSPERGER,23,0,1,10,0,11,1
Fulton,CP04A,Secretary Of State,,REP,BRAD RAFFENSPERGER,0,0,0,0,0,0,0
Fulton,CP04B,Secretary Of State,,REP,BRAD RAFFENSPERGER,0,0,0,0,0,0,0
Fulton,CP05B,Secretary Of State,,REP,BRAD RAFFENSPERGER,0,0,0,0,0,0,0
Fulton,CP051,Secretary Of State,,REP,BRAD RAFFENSPERGER,9,0,1,6,0,2,0
Fulton,CP06A,Secretary Of State,,REP,BRAD RAFFENSPERGER,1,0,0,0,0,1,0
Fulton,CP07B,Secretary Of State,,REP,BRAD RAFFENSPERGER,0,0,0,0,0,0,0
Fulton,CP07C,Secretary Of State,,REP,BRAD RAFFENSPERGER,0,0,0,0,0,0,0
Fulton,CP07D,Secretary Of State,,REP,BRAD RAFFENSPERGER,0,0,0,0,0,0,0
Fulton,CP07E,Secretary Of State,,REP,BRAD RAFFENSPERGER,1,0,0,0,1,0,0
Fulton,CP07F,Secretary Of State,,REP,BRAD RAFFENSPERGER,1,0,0,0,1,0,0
Fulton,CP081,Secretary Of State,,REP,BRAD RAFFENSPERGER,3,0,2,1,0,0,0
Fulton,CP083,Secretary Of State,,REP,BRAD RAFFENSPERGER,0,0,0,0,0,0,0
Fulton,CP084,Secretary Of State,,REP,BRAD RAFFENSPERGER,0,0,0,0,0,0,0
Fulton,CP08A,Secretary Of State,,REP,BRAD RAFFENSPERGER,1,0,0,1,0,0,0
Fulton,EP01A,Secretary Of State,,REP,BRAD RAFFENSPERGER,51,0,1,42,0,8,0
Fulton,EP01B,Secretary Of State,,REP,BRAD RAFFENSPERGER,38,1,3,28,0,6,0
Fulton,EP02A,Secretary Of State,,REP,BRAD RAFFENSPERGER,19,0,1,10,0,8,0
Fulton,EP02B,Secretary Of State,,REP,BRAD RAFFENSPERGER,72,0,0,46,1,25,0
Fulton,EP02C,Secretary Of State,,REP,BRAD RAFFENSPERGER,14,0,0,7,0,7,0
Fulton,EP02D,Secretary Of State,,REP,BRAD RAFFENSPERGER,4,0,0,3,0,1,0
Fulton,EP02E,Secretary Of State,,REP,BRAD RAFFENSPERGER,9,0,1,5,0,3,0
Fulton,EP03A,Secretary Of State,,REP,BRAD RAFFENSPERGER,63,0,2,42,0,19,0
Fulton,EP03B,Secretary Of State,,REP,BRAD RAFFENSPERGER,18,0,2,10,0,6,0
Fulton,EP04A,Secretary Of State,,REP,BRAD RAFFENSPERGER,24,0,1,11,0,11,1
Fulton,EP04B,Secretary Of State,,REP,BRAD RAFFENSPERGER,6,0,1,3,0,1,1
Fulton,FA01A,Secretary Of State,,REP,BRAD RAFFENSPERGER,85,0,12,52,0,21,0
Fulton,FA01B,Secretary Of State,,REP,BRAD RAFFENSPERGER,118,0,11,77,0,30,0
Fulton,FA01C,Secretary Of State,,REP,BRAD RAFFENSPERGER,4,0,0,4,0,0,0
Fulton,HP01,Secretary Of State,,REP,BRAD RAFFENSPERGER,197,0,4,165,0,27,1
Fulton,JC01,Secretary Of State,,REP,BRAD RAFFENSPERGER,446,1,19,303,122,0,1
Fulton,JC02,Secretary Of State,,REP,BRAD RAFFENSPERGER,256,0,22,164,70,0,0
Fulton,JC03A,Secretary Of State,,REP,BRAD RAFFENSPERGER,60,1,3,46,10,0,0
Fulton,JC03B,Secretary Of State,,REP,BRAD RAFFENSPERGER,108,0,2,84,22,0,0
Fulton,JC04A,Secretary Of State,,REP,BRAD RAFFENSPERGER,380,1,10,214,155,0,0
Fulton,JC04B,Secretary Of State,,REP,BRAD RAFFENSPERGER,26,0,3,14,9,0,0
Fulton,JC05,Secretary Of State,,REP,BRAD RAFFENSPERGER,203,0,4,99,99,0,1
Fulton,JC06,Secretary Of State,,REP,BRAD RAFFENSPERGER,303,0,10,207,85,0,1
Fulton,JC07,Secretary Of State,,REP,BRAD RAFFENSPERGER,412,0,9,267,136,0,0
Fulton,JC08,Secretary Of State,,REP,BRAD RAFFENSPERGER,333,0,0,182,151,0,0
Fulton,JC09,Secretary Of State,,REP,BRAD RAFFENSPERGER,254,0,5,154,95,0,0
Fulton,JC10,Secretary Of State,,REP,BRAD RAFFENSPERGER,214,0,10,133,71,0,0
Fulton,JC11,Secretary Of State,,REP,BRAD RAFFENSPERGER,479,1,15,297,166,0,0
Fulton,JC12,Secretary Of State,,REP,BRAD RAFFENSPERGER,493,1,29,288,171,0,4
Fulton,JC13A,Secretary Of State,,REP,BRAD RAFFENSPERGER,360,1,12,236,109,0,2
Fulton,JC13B,Secretary Of State,,REP,BRAD RAFFENSPERGER,64,0,4,50,10,0,0
Fulton,JC14,Secretary Of State,,REP,BRAD RAFFENSPERGER,319,0,6,200,112,0,1
Fulton,JC15,Secretary Of State,,REP,BRAD RAFFENSPERGER,58,0,1,38,19,0,0
Fulton,JC16,Secretary Of State,,REP,BRAD RAFFENSPERGER,303,0,4,215,84,0,0
Fulton,JC18,Secretary Of State,,REP,BRAD RAFFENSPERGER,392,3,8,263,118,0,0
Fulton,JC19,Secretary Of State,,REP,BRAD RAFFENSPERGER,437,1,19,274,142,0,1
Fulton,ML011,Secretary Of State,,REP,BRAD RAFFENSPERGER,300,0,5,151,144,0,0
Fulton,ML012,Secretary Of State,,REP,BRAD RAFFENSPERGER,95,0,1,51,43,0,0
Fulton,ML01B,Secretary Of State,,REP,BRAD RAFFENSPERGER,21,0,0,13,8,0,0
Fulton,ML021,Secretary Of State,,REP,BRAD RAFFENSPERGER,270,0,5,178,87,0,0
Fulton,ML022,Secretary Of State,,REP,BRAD RAFFENSPERGER,33,0,0,26,7,0,0
Fulton,ML023,Secretary Of State,,REP,BRAD RAFFENSPERGER,213,0,4,109,100,0,0
Fulton,ML024,Secretary Of State,,REP,BRAD RAFFENSPERGER,23,0,0,14,9,0,0
Fulton,ML03,Secretary Of State,,REP,BRAD RAFFENSPERGER,564,0,6,349,206,0,3
Fulton,ML04A,Secretary Of State,,REP,BRAD RAFFENSPERGER,213,3,2,127,81,0,0
Fulton,ML04B,Secretary Of State,,REP,BRAD RAFFENSPERGER,209,1,5,137,66,0,0
Fulton,ML04C,Secretary Of State,,REP,BRAD RAFFENSPERGER,10,0,0,6,4,0,0
Fulton,ML05A,Secretary Of State,,REP,BRAD RAFFENSPERGER,3,0,1,0,2,0,0
Fulton,ML05B,Secretary Of State,,REP,BRAD RAFFENSPERGER,72,0,3,39,30,0,0
Fulton,ML05C,Secretary Of State,,REP,BRAD RAFFENSPERGER,394,1,24,231,138,0,0
Fulton,ML06A,Secretary Of State,,REP,BRAD RAFFENSPERGER,74,1,2,45,26,0,0
Fulton,ML06B,Secretary Of State,,REP,BRAD RAFFENSPERGER,153,0,9,86,58,0,0
Fulton,ML071,Secretary Of State,,REP,BRAD RAFFENSPERGER,13,0,0,8,5,0,0
Fulton,ML072,Secretary Of State,,REP,BRAD RAFFENSPERGER,192,1,16,139,36,0,0
Fulton,ML07A,Secretary Of State,,REP,BRAD RAFFENSPERGER,97,0,1,83,13,0,0
Fulton,MP01,Secretary Of State,,REP,BRAD RAFFENSPERGER,56,0,0,50,6,0,0
Fulton,PA01,Secretary Of State,,REP,BRAD RAFFENSPERGER,140,0,12,118,0,10,0
Fulton,RW01,Secretary Of State,,REP,BRAD RAFFENSPERGER,741,2,56,513,167,0,3
Fulton,RW02,Secretary Of State,,REP,BRAD RAFFENSPERGER,483,3,24,355,100,0,1
Fulton,RW03,Secretary Of State,,REP,BRAD RAFFENSPERGER,414,1,9,289,115,0,0
Fulton,RW04,Secretary Of State,,REP,BRAD RAFFENSPERGER,311,5,8,202,95,0,1
Fulton,RW05,Secretary Of State,,REP,BRAD RAFFENSPERGER,127,1,13,79,32,0,2
Fulton,RW06,Secretary Of State,,REP,BRAD RAFFENSPERGER,337,1,12,248,75,0,1
Fulton,RW07A,Secretary Of State,,REP,BRAD RAFFENSPERGER,28,1,0,18,9,0,0
Fulton,RW07B,Secretary Of State,,REP,BRAD RAFFENSPERGER,18,0,2,10,6,0,0
Fulton,RW08,Secretary Of State,,REP,BRAD RAFFENSPERGER,387,1,15,285,86,0,0
Fulton,RW09,Secretary Of State,,REP,BRAD RAFFENSPERGER,1019,4,52,663,298,0,2
Fulton,RW10,Secretary Of State,,REP,BRAD RAFFENSPERGER,551,1,20,403,125,0,2
Fulton,RW11A,Secretary Of State,,REP,BRAD RAFFENSPERGER,257,1,8,194,54,0,0
Fulton,RW12,Secretary Of State,,REP,BRAD RAFFENSPERGER,971,2,49,591,329,0,0
Fulton,RW13,Secretary Of State,,REP,BRAD RAFFENSPERGER,539,0,11,362,165,0,1
Fulton,RW16,Secretary Of State,,REP,BRAD RAFFENSPERGER,300,0,16,202,80,0,2
Fulton,RW17,Secretary Of State,,REP,BRAD RAFFENSPERGER,262,0,6,178,78,0,0
Fulton,RW19,Secretary Of State,,REP,BRAD RAFFENSPERGER,291,0,5,224,61,0,1
Fulton,RW20,Secretary Of State,,REP,BRAD RAFFENSPERGER,401,0,2,225,174,0,0
Fulton,RW21,Secretary Of State,,REP,BRAD RAFFENSPERGER,504,1,9,274,219,0,1
