county,precinct,office,district,party,candidate,votes,provisional,absentee_by_mail,election_day,advance_in_person_3,advance_in_person_2,advance_in_person_1
Fulton,01A,Secretary Of State,,REP,BRAD RAFFENSPERGER,60,0,2,49,0,0,9
Fulton,01B,Secretary Of State,,REP,BRAD RAFFENSPERGER,81,0,0,73,0,0,8
Fulton,01C,Secretary Of State,,REP,BRAD RAFFENSPERGER,2,0,1,1,0,0,0
Fulton,01D,Secretary Of State,,REP,BRAD RAFFENSPERGER,4,0,0,3,0,0,1
Fulton,01E,Secretary Of State,,REP,BRAD RAFFENSPERGER,93,0,3,83,1,1,5
Fulton,01F,Secretary Of State,,REP,BRAD RAFFENSPERGER,3,0,1,2,0,0,0
Fulton,01G,Secretary Of State,,REP,BRAD RAFFENSPERGER,14,0,0,14,0,0,0
Fulton,01H,Secretary Of State,,REP,BRAD RAFFENSPERGER,4,0,0,3,0,0,1
Fulton,01J,Secretary Of State,,REP,BRAD RAFFENSPERGER,7,0,0,6,0,0,1
Fulton,01P,Secretary Of State,,REP,BRAD RAFFENSPERGER,2,0,0,2,0,0,0
Fulton,01R,Secretary Of State,,REP,BRAD RAFFENSPERGER,3,0,0,2,0,0,1
Fulton,01S,Secretary Of State,,REP,BRAD RAFFENSPERGER,9,0,1,7,0,1,0
Fulton,01T,Secretary Of State,,REP,BRAD RAFFENSPERGER,22,0,1,16,0,2,3
Fulton,02A,Secretary Of State,,REP,BRAD RAFFENSPERGER,111,0,4,80,2,0,25
Fulton,02B,Secretary Of State,,REP,BRAD RAFFENSPERGER,33,0,0,25,0,0,8
Fulton,02C,Secretary Of State,,REP,BRAD RAFFENSPERGER,25,0,1,18,0,0,6
Fulton,02D,Secretary Of State,,REP,BRAD RAFFENSPERGER,48,0,1,34,0,0,13
Fulton,02E,Secretary Of State,,REP,BRAD RAFFENSPERGER,37,0,1,30,2,0,4
Fulton,02F1,Secretary Of State,,REP,BRAD RAFFENSPERGER,51,1,1,30,0,0,19
Fulton,02F2,Secretary Of State,,REP,BRAD RAFFENSPERGER,9,0,0,6,0,0,3
Fulton,02G,Secretary Of State,,REP,BRAD RAFFENSPERGER,56,0,0,42,0,0,14
Fulton,02J,Secretary Of State,,REP,BRAD RAFFENSPERGER,43,0,0,34,1,0,8
Fulton,02K,Secretary Of State,,REP,BRAD RAFFENSPERGER,28,0,0,25,0,0,3
Fulton,02L1,Secretary Of State,,REP,BRAD RAFFENSPERGER,141,2,2,111,2,0,24
Fulton,02L2,Secretary Of State,,REP,BRAD RAFFENSPERGER,27,0,0,12,4,1,10
Fulton,02S,Secretary Of State,,REP,BRAD RAFFENSPERGER,3,0,0,2,0,0,1
Fulton,02W,Secretary Of State,,REP,BRAD RAFFENSPERGER,12,0,1,10,0,0,1
Fulton,03A,Secretary Of State,,REP,BRAD RAFFENSPERGER,5,0,1,4,0,0,0
Fulton,03B,Secretary Of State,,REP,BRAD RAFFENSPERGER,1,0,0,1,0,0,0
Fulton,03C,Secretary Of State,,REP,BRAD RAFFENSPERGER,7,0,0,6,0,0,1
Fulton,03D,Secretary Of State,,REP,BRAD RAFFENSPERGER,3,0,0,2,0,1,0
Fulton,03E,Secretary Of State,,REP,BRAD RAFFENSPERGER,8,1,0,7,0,0,0
Fulton,03F,Secretary Of State,,REP,BRAD RAFFENSPERGER,24,0,0,19,1,0,4
Fulton,03G,Secretary Of State,,REP,BRAD RAFFENSPERGER,0,0,0,0,0,0,0
Fulton,03H,Secretary Of State,,REP,BRAD RAFFENSPERGER,1,0,0,1,0,0,0
Fulton,03I,Secretary Of State,,REP,BRAD RAFFENSPERGER,14,0,0,13,0,0,1
Fulton,03L,Secretary Of State,,REP,BRAD RAFFENSPERGER,3,0,0,3,0,0,0
Fulton,03M,Secretary Of State,,REP,BRAD RAFFENSPERGER,20,0,0,20,0,0,0
Fulton,03N,Secretary Of State,,REP,BRAD RAFFENSPERGER,4,0,0,4,0,0,0
Fulton,03P1A,Secretary Of State,,REP,BRAD RAFFENSPERGER,26,0,1,23,0,0,2
Fulton,03P2,Secretary Of State,,REP,BRAD RAFFENSPERGER,0,0,0,0,0,0,0
Fulton,03S,Secretary Of State,,REP,BRAD RAFFENSPERGER,3,0,1,1,0,0,1
Fulton,03T,Secretary Of State,,REP,BRAD RAFFENSPERGER,5,0,0,5,0,0,0
Fulton,04A,Secretary Of State,,REP,BRAD RAFFENSPERGER,2,0,0,2,0,0,0
Fulton,04B,Secretary Of State,,REP,BRAD RAFFENSPERGER,7,0,1,2,0,2,2
Fulton,04C,Secretary Of State,,REP,BRAD RAFFENSPERGER,0,0,0,0,0,0,0
Fulton,04D,Secretary Of State,,REP,BRAD RAFFENSPERGER,7,0,0,6,0,0,1
Fulton,04F,Secretary Of State,,REP,BRAD RAFFENSPERGER,12,0,0,7,1,0,4
Fulton,04G,Secretary Of State,,REP,BRAD RAFFENSPERGER,2,0,0,2,0,0,0
Fulton,04I,Secretary Of State,,REP,BRAD RAFFENSPERGER,8,0,0,5,0,0,3
Fulton,04J,Secretary Of State,,REP,BRAD RAFFENSPERGER,1,0,0,1,0,0,0
Fulton,04K,Secretary Of State,,REP,BRAD RAFFENSPERGER,15,0,0,12,0,0,3
Fulton,04L,Secretary Of State,,REP,BRAD RAFFENSPERGER,8,0,1,7,0,0,0
Fulton,04M,Secretary Of State,,REP,BRAD RAFFENSPERGER,3,0,1,2,0,0,0
Fulton,04S,Secretary Of State,,REP,BRAD RAFFENSPERGER,10,0,0,5,0,4,1
Fulton,04T,Secretary Of State,,REP,BRAD RAFFENSPERGER,3,0,0,2,0,1,0
Fulton,04V,Secretary Of State,,REP,BRAD RAFFENSPERGER,3,0,0,3,0,0,0
Fulton,04W,Secretary Of State,,REP,BRAD RAFFENSPERGER,0,0,0,0,0,0,0
Fulton,04X1,Secretary Of State,,REP,BRAD RAFFENSPERGER,5,0,0,4,0,0,1
Fulton,04X2,Secretary Of State,,REP,BRAD RAFFENSPERGER,0,0,0,0,0,0,0
Fulton,05A1,Secretary Of State,,REP,BRAD RAFFENSPERGER,29,0,0,23,1,0,5
Fulton,05A2,Secretary Of State,,REP,BRAD RAFFENSPERGER,29,1,1,20,1,0,6
Fulton,05B,Secretary Of State,,REP,BRAD RAFFENSPERGER,7,0,0,5,0,0,2
Fulton,05C,Secretary Of State,,REP,BRAD RAFFENSPERGER,1,0,0,1,0,0,0
Fulton,05D,Secretary Of State,,REP,BRAD RAFFENSPERGER,1,0,0,1,0,0,0
Fulton,05F,Secretary Of State,,REP,BRAD RAFFENSPERGER,0,0,0,0,0,0,0
Fulton,05J,Secretary Of State,,REP,BRAD RAFFENSPERGER,8,0,0,8,0,0,0
Fulton,05K,Secretary Of State,,REP,BRAD RAFFENSPERGER,12,0,0,9,0,0,3
Fulton,06B,Secretary Of State,,REP,BRAD RAFFENSPERGER,51,0,0,34,0,1,16
Fulton,06D,Secretary Of State,,REP,BRAD RAFFENSPERGER,367,0,24,250,2,4,87
Fulton,06E,Secretary Of State,,REP,BRAD RAFFENSPERGER,79,0,5,66,2,0,6
Fulton,06F,Secretary Of State,,REP,BRAD RAFFENSPERGER,71,0,2,23,0,0,46
Fulton,06G,Secretary Of State,,REP,BRAD RAFFENSPERGER,15,0,0,14,0,0,1
Fulton,06I,Secretary Of State,,REP,BRAD RAFFENSPERGER,22,0,0,20,0,0,2
Fulton,06J,Secretary Of State,,REP,BRAD RAFFENSPERGER,95,0,1,65,0,0,29
Fulton,06L1,Secretary Of State,,REP,BRAD RAFFENSPERGER,42,0,3,31,0,0,8
Fulton,06L2,Secretary Of State,,REP,BRAD RAFFENSPERGER,47,0,0,43,0,0,4
Fulton,06N,Secretary Of State,,REP,BRAD RAFFENSPERGER,112,0,1,68,1,0,42
Fulton,06Q,Secretary Of State,,REP,BRAD RAFFENSPERGER,4,0,1,3,0,0,0
Fulton,06R,Secretary Of State,,REP,BRAD RAFFENSPERGER,96,0,4,81,0,1,10
Fulton,07A,Secretary Of State,,REP,BRAD RAFFENSPERGER,469,2,29,286,1,0,151
Fulton,07B,Secretary Of State,,REP,BRAD RAFFENSPERGER,375,0,16,261,2,0,96
Fulton,07C,Secretary Of State,,REP,BRAD RAFFENSPERGER,386,0,84,208,4,0,90
Fulton,07D,Secretary Of State,,REP,BRAD RAFFENSPERGER,200,0,10,132,2,0,56
Fulton,07E,Secretary Of State,,REP,BRAD RAFFENSPERGER,119,1,8,63,2,0,45
Fulton,07F,Secretary Of State,,REP,BRAD RAFFENSPERGER,232,1,2,153,1,0,75
Fulton,07H,Secretary Of State,,REP,BRAD RAFFENSPERGER,247,1,4,173,2,0,67
Fulton,07J,Secretary Of State,,REP,BRAD RAFFENSPERGER,138,0,5,105,2,0,26
Fulton,07M,Secretary Of State,,REP,BRAD RAFFENSPERGER,94,0,6,69,1,0,18
Fulton,07N,Secretary Of State,,REP,BRAD RAFFENSPERGER,28,0,2,13,0,0,13
Fulton,08A,Secretary Of State,,REP,BRAD RAFFENSPERGER,325,0,6,241,1,0,77
Fulton,08B,Secretary Of State,,REP,BRAD RAFFENSPERGER,423,1,9,282,1,0,130
Fulton,08C,Secretary Of State,,REP,BRAD RAFFENSPERGER,245,0,6,146,0,0,93
Fulton,08D,Secretary Of State,,REP,BRAD RAFFENSPERGER,181,0,5,129,0,0,47
Fulton,08E,Secretary Of State,,REP,BRAD RAFFENSPERGER,404,2,15,304,2,0,81
Fulton,08F1,Secretary Of State,,REP,BRAD RAFFENSPERGER,340,1,6,259,3,0,71
Fulton,08G,Secretary Of State,,REP,BRAD RAFFENSPERGER,245,1,13,162,2,1,66
Fulton,08H,Secretary Of State,,REP,BRAD RAFFENSPERGER,357,2,20,216,2,0,117
Fulton,08J,Secretary Of State,,REP,BRAD RAFFENSPERGER,246,0,5,177,1,0,63
Fulton,08K,Secretary Of State,,REP,BRAD RAFFENSPERGER,62,0,1,47,0,0,14
Fulton,08L,Secretary Of State,,REP,BRAD RAFFENSPERGER,202,2,6,124,2,1,67
Fulton,08M,Secretary Of State,,REP,BRAD RAFFENSPERGER,237,0,9,167,0,0,61
Fulton,08N1,Secretary Of State,,REP,BRAD RAFFENSPERGER,132,1,2,106,0,0,23
Fulton,08N2,Secretary Of State,,REP,BRAD RAFFENSPERGER,151,0,14,115,0,1,21
Fulton,08P,Secretary Of State,,REP,BRAD RAFFENSPERGER,32,0,4,18,0,0,10
Fulton,09A,Secretary Of State,,REP,BRAD RAFFENSPERGER,124,0,0,104,0,0,20
Fulton,09B,Secretary Of State,,REP,BRAD RAFFENSPERGER,0,0,0,0,0,0,0
Fulton,09C,Secretary Of State,,REP,BRAD RAFFENSPERGER,11,0,0,7,0,0,4
Fulton,09D,Secretary Of State,,REP,BRAD RAFFENSPERGER,6,0,0,5,0,0,1
Fulton,09E,Secretary Of State,,REP,BRAD RAFFENSPERGER,12,0,0,11,0,1,0
Fulton,09F,Secretary Of State,,REP,BRAD RAFFENSPERGER,373,0,5,300,4,0,64
Fulton,09G,Secretary Of State,,REP,BRAD RAFFENSPERGER,99,0,1,89,1,0,8
Fulton,09H,Secretary Of State,,REP,BRAD RAFFENSPERGER,15,0,1,13,0,0,1
Fulton,09I,Secretary Of State,,REP,BRAD RAFFENSPERGER,3,0,0,3,0,0,0
Fulton,09K,Secretary Of State,,REP,BRAD RAFFENSPERGER,16,0,0,16,0,0,0
Fulton,09M,Secretary Of State,,REP,BRAD RAFFENSPERGER,73,0,1,68,0,1,3
Fulton,10A,Secretary Of State,,REP,BRAD RAFFENSPERGER,9,0,1,5,0,0,3
Fulton,10B,Secretary Of State,,REP,BRAD RAFFENSPERGER,16,0,1,12,0,0,3
Fulton,10C,Secretary Of State,,REP,BRAD RAFFENSPERGER,5,0,3,1,0,0,1
Fulton,10D,Secretary Of State,,REP,BRAD RAFFENSPERGER,11,0,1,7,0,0,3
Fulton,10E,Secretary Of State,,REP,BRAD RAFFENSPERGER,3,0,0,2,0,0,1
Fulton,10F,Secretary Of State,,REP,BRAD RAFFENSPERGER,8,0,0,6,0,0,2
Fulton,10G,Secretary Of State,,REP,BRAD RAFFENSPERGER,8,0,0,8,0,0,0
Fulton,10H1,Secretary Of State,,REP,BRAD RAFFENSPERGER,1,0,0,1,0,0,0
Fulton,10H2,Secretary Of State,,REP,BRAD RAFFENSPERGER,3,0,0,2,0,0,1
Fulton,10I,Secretary Of State,,REP,BRAD RAFFENSPERGER,4,0,0,4,0,0,0
Fulton,10J,Secretary Of State,,REP,BRAD RAFFENSPERGER,0,0,0,0,0,0,0
Fulton,10K,Secretary Of State,,REP,BRAD RAFFENSPERGER,12,0,0,8,0,0,4
Fulton,10M,Secretary Of State,,REP,BRAD RAFFENSPERGER,8,0,1,6,0,1,0
Fulton,10P,Secretary Of State,,REP,BRAD RAFFENSPERGER,1,0,1,0,0,0,0
Fulton,10R,Secretary Of State,,REP,BRAD RAFFENSPERGER,2,0,0,2,0,0,0
Fulton,11B,Secretary Of State,,REP,BRAD RAFFENSPERGER,22,0,3,13,0,5,1
Fulton,11C,Secretary Of State,,REP,BRAD RAFFENSPERGER,9,0,0,5,0,3,1
Fulton,11E1,Secretary Of State,,REP,BRAD RAFFENSPERGER,3,0,1,2,0,0,0
Fulton,11E2,Secretary Of State,,REP,BRAD RAFFENSPERGER,2,0,0,2,0,0,0
Fulton,11E3,Secretary Of State,,REP,BRAD RAFFENSPERGER,8,0,0,6,0,1,1
Fulton,11G,Secretary Of State,,REP,BRAD RAFFENSPERGER,9,0,1,5,0,1,2
Fulton,11H,Secretary Of State,,REP,BRAD RAFFENSPERGER,3,0,0,2,0,0,1
Fulton,11J,Secretary Of State,,REP,BRAD RAFFENSPERGER,7,0,2,5,0,0,0
Fulton,11K,Secretary Of State,,REP,BRAD RAFFENSPERGER,9,0,1,6,0,1,1
Fulton,11M,Secretary Of State,,REP,BRAD RAFFENSPERGER,6,0,0,5,0,0,1
Fulton,11N,Secretary Of State,,REP,BRAD RAFFENSPERGER,9,0,2,5,0,1,1
Fulton,11P,Secretary Of State,,REP,BRAD RAFFENSPERGER,5,0,0,2,0,2,1
Fulton,11R,Secretary Of State,,REP,BRAD RAFFENSPERGER,2,0,0,2,0,0,0
Fulton,12A,Secretary Of State,,REP,BRAD RAFFENSPERGER,36,0,1,29,1,3,2
Fulton,12D,Secretary Of State,,REP,BRAD RAFFENSPERGER,4,0,0,3,0,1,0
Fulton,12E1,Secretary Of State,,REP,BRAD RAFFENSPERGER,16,0,3,5,0,7,1
Fulton,12F,Secretary Of State,,REP,BRAD RAFFENSPERGER,3,0,0,3,0,0,0
Fulton,12G,Secretary Of State,,REP,BRAD RAFFENSPERGER,8,0,0,7,0,1,0
Fulton,12H1,Secretary Of State,,REP,BRAD RAFFENSPERGER,2,0,0,2,0,0,0
Fulton,12H2,Secretary Of State,,REP,BRAD RAFFENSPERGER,8,0,1,6,0,1,0
Fulton,12I,Secretary Of State,,REP,BRAD RAFFENSPERGER,0,0,0,0,0,0,0
Fulton,12J,Secretary Of State,,REP,BRAD RAFFENSPERGER,6,0,3,2,0,0,1
Fulton,12K,Secretary Of State,,REP,BRAD RAFFENSPERGER,13,0,0,12,0,0,1
Fulton,12L,Secretary Of State,,REP,BRAD RAFFENSPERGER,1,0,0,0,0,0,1
Fulton,12M,Secretary Of State,,REP,BRAD RAFFENSPERGER,5,0,1,4,0,0,0
Fulton,12N,Secretary Of State,,REP,BRAD RAFFENSPERGER,2,0,1,0,0,0,1
Fulton,12S,Secretary Of State,,REP,BRAD RAFFENSPERGER,2,0,0,2,0,0,0
Fulton,AP01A,Secretary Of State,,REP,BRAD RAFFENSPERGER,456,2,19,288,146,0,1
Fulton,AP01B,Secretary Of State,,REP,BRAD RAFFENSPERGER,56,4,2,24,25,0,1
Fulton,AP01C,Secretary Of State,,REP,BRAD RAFFENSPERGER,251,1,8,133,109,0,0
Fulton,AP01D,Secretary Of State,,REP,BRAD RAFFENSPERGER,67,1,5,39,22,0,0
Fulton,AP02B,Secretary Of State,,REP,BRAD RAFFENSPERGER,44,0,16,18,10,0,0
Fulton,AP03,Secretary Of State,,REP,BRAD RAFFENSPERGER,23,1,1,19,2,0,0
Fulton,AP04A,Secretary Of State,,REP,BRAD RAFFENSPERGER,296,1,19,167,109,0,0
Fulton,AP04B,Secretary Of State,,REP,BRAD RAFFENSPERGER,59,0,3,47,9,0,0
Fulton,AP05,Secretary Of State,,REP,BRAD RAFFENSPERGER,618,0,15,402,201,0,0
Fulton,AP06,Secretary Of State,,REP,BRAD RAFFENSPERGER,233,3,8,122,100,0,0
Fulton,AP07A,Secretary Of State,,REP,BRAD RAFFENSPERGER,417,3,23,235,155,0,1
Fulton,AP07B,Secretary Of State,,REP,BRAD RAFFENSPERGER,184,1,7,97,79,0,0
Fulton,AP09A,Secretary Of State,,REP,BRAD RAFFENSPERGER,447,2,16,239,189,0,1
Fulton,AP09B,Secretary Of State,,REP,BRAD RAFFENSPERGER,58,2,0,25,31,0,0
Fulton,AP021,Secretary Of State,,REP,BRAD RAFFENSPERGER,355,1,7,217,130,0,0
