county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Greene,Greensboro,Governor,,REP,BRIAN KEMP,1122,40,800,282,0
Greene,Union Point,Governor,,REP,BRIAN KEMP,498,10,246,241,1
Greene,Siloam,Governor,,REP,BRIAN KEMP,296,9,171,116,0
Greene,White Plains,Governor,,REP,BRIAN KEMP,131,9,77,45,0
Greene,Old Salem,Governor,,REP,BRIAN KEMP,3809,147,2803,858,1
Greene,Greensboro,Governor,,DEM,STACEY ABRAMS,1278,204,606,467,1
Greene,Union Point,Governor,,DEM,STACEY ABRAMS,546,62,177,306,1
Greene,Siloam,Governor,,DEM,STACEY ABRAMS,324,37,110,176,1
Greene,White Plains,Governor,,DEM,STACEY ABRAMS,124,13,46,65,0
Greene,Old Salem,Governor,,DEM,STACEY ABRAMS,821,92,536,193,0
Greene,Greensboro,Governor,,LIB,TED METZ,10,0,5,5,0
Greene,Union Point,Governor,,LIB,TED METZ,5,0,0,5,0
Greene,Siloam,Governor,,LIB,TED METZ,2,0,1,0,1
Greene,White Plains,Governor,,LIB,TED METZ,2,0,1,1,0
Greene,Old Salem,Governor,,LIB,TED METZ,27,0,14,13,0
Greene,Greensboro,Lieutenant Governor,,REP,GEOFF DUNCAN,1098,38,777,283,0
Greene,Union Point,Lieutenant Governor,,REP,GEOFF DUNCAN,467,10,230,226,1
Greene,Siloam,Lieutenant Governor,,REP,GEOFF DUNCAN,285,9,166,110,0
Greene,White Plains,Lieutenant Governor,,REP,GEOFF DUNCAN,124,10,71,43,0
Greene,Old Salem,Lieutenant Governor,,REP,GEOFF DUNCAN,3769,148,2785,835,1
Greene,Greensboro,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,1180,204,556,419,1
Greene,Union Point,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,497,60,168,268,1
Greene,Siloam,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,292,37,100,153,2
