county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Dodge,Chauncey,Governor,,REP,BRIAN KEMP,203,15,56,126,6
Dodge,Clark,Governor,,REP,BRIAN KEMP,60,0,14,46,0
Dodge,Eddin,Governor,,REP,BRIAN KEMP,466,14,241,211,0
Dodge,Empire,Governor,,REP,BRIAN KEMP,245,6,79,160,0
Dodge,Jaybird,Governor,,REP,BRIAN KEMP,90,4,30,56,0
Dodge,Jones,Governor,,REP,BRIAN KEMP,256,9,121,125,1
Dodge,Lee,Governor,,REP,BRIAN KEMP,1752,136,1218,398,0
Dodge,McCranie,Governor,,REP,BRIAN KEMP,196,10,85,101,0
Dodge,Milan,Governor,,REP,BRIAN KEMP,179,12,60,107,0
Dodge,Mitchell,Governor,,REP,BRIAN KEMP,198,8,79,111,0
Dodge,Mullis,Governor,,REP,BRIAN KEMP,232,4,51,177,0
Dodge,Plainfield,Governor,,REP,BRIAN KEMP,268,4,124,140,0
Dodge,Pondtown,Governor,,REP,BRIAN KEMP,379,18,142,219,0
Dodge,Rawlins,Governor,,REP,BRIAN KEMP,434,20,227,187,0
Dodge,Vilula,Governor,,REP,BRIAN KEMP,128,1,33,94,0
Dodge,Yonker,Governor,,REP,BRIAN KEMP,134,1,36,97,0
Dodge,Chauncey,Governor,,DEM,STACEY ABRAMS,57,7,8,39,3
Dodge,Clark,Governor,,DEM,STACEY ABRAMS,2,1,0,1,0
Dodge,Eddin,Governor,,DEM,STACEY ABRAMS,195,21,81,93,0
Dodge,Empire,Governor,,DEM,STACEY ABRAMS,21,2,11,8,0
Dodge,Jaybird,Governor,,DEM,STACEY ABRAMS,42,3,8,31,0
Dodge,Jones,Governor,,DEM,STACEY ABRAMS,35,0,15,20,0
Dodge,Lee,Governor,,DEM,STACEY ABRAMS,1002,103,515,384,0
Dodge,McCranie,Governor,,DEM,STACEY ABRAMS,30,5,7,18,0
Dodge,Milan,Governor,,DEM,STACEY ABRAMS,34,7,8,19,0
Dodge,Mitchell,Governor,,DEM,STACEY ABRAMS,52,5,18,29,0
Dodge,Mullis,Governor,,DEM,STACEY ABRAMS,65,2,13,50,0
Dodge,Plainfield,Governor,,DEM,STACEY ABRAMS,26,2,11,13,0
Dodge,Pondtown,Governor,,DEM,STACEY ABRAMS,112,19,27,66,0
Dodge,Rawlins,Governor,,DEM,STACEY ABRAMS,128,5,82,41,0
Dodge,Vilula,Governor,,DEM,STACEY ABRAMS,5,1,1,3,0
Dodge,Yonker,Governor,,DEM,STACEY ABRAMS,11,1,3,7,0
