county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Pike,Concord,Governor,,REP,BRIAN KEMP,728,10,349,369,0
Pike,Hollonville,Governor,,REP,BRIAN KEMP,973,31,462,479,1
Pike,Meansville,Governor,,REP,BRIAN KEMP,747,20,390,337,0
Pike,Molena,Governor,,REP,BRIAN KEMP,789,17,375,397,0
Pike,Second District,Governor,,REP,BRIAN KEMP,1465,45,868,548,4
Pike,Lifsey Springs,Governor,,REP,BRIAN KEMP,625,16,323,285,1
Pike,Williamson,Governor,,REP,BRIAN KEMP,983,33,472,478,0
Pike,Zebulon,Governor,,REP,BRIAN KEMP,1012,29,631,351,1
Pike,Concord,Governor,,DEM,STACEY ABRAMS,187,16,83,88,0
Pike,Hollonville,Governor,,DEM,STACEY ABRAMS,91,6,51,34,0
Pike,Meansville,Governor,,DEM,STACEY ABRAMS,89,7,44,38,0
Pike,Molena,Governor,,DEM,STACEY ABRAMS,143,10,43,90,0
Pike,Second District,Governor,,DEM,STACEY ABRAMS,174,14,92,67,1
Pike,Lifsey Springs,Governor,,DEM,STACEY ABRAMS,82,10,45,26,1
Pike,Williamson,Governor,,DEM,STACEY ABRAMS,111,4,53,54,0
Pike,Zebulon,Governor,,DEM,STACEY ABRAMS,287,32,176,79,0
Pike,Concord,Governor,,LIB,TED METZ,2,0,0,2,0
Pike,Hollonville,Governor,,LIB,TED METZ,11,2,2,7,0
Pike,Meansville,Governor,,LIB,TED METZ,5,0,2,3,0
Pike,Molena,Governor,,LIB,TED METZ,8,0,5,3,0
Pike,Second District,Governor,,LIB,TED METZ,8,1,3,4,0
Pike,Lifsey Springs,Governor,,LIB,TED METZ,6,1,2,3,0
Pike,Williamson,Governor,,LIB,TED METZ,8,0,2,6,0
Pike,Zebulon,Governor,,LIB,TED METZ,9,0,5,4,0
Pike,Concord,Lieutenant Governor,,REP,GEOFF DUNCAN,715,10,342,363,0
Pike,Hollonville,Lieutenant Governor,,REP,GEOFF DUNCAN,944,31,450,462,1
Pike,Meansville,Lieutenant Governor,,REP,GEOFF DUNCAN,719,20,374,325,0
Pike,Molena,Lieutenant Governor,,REP,GEOFF DUNCAN,769,18,367,384,0
Pike,Second District,Lieutenant Governor,,REP,GEOFF DUNCAN,1430,44,843,539,4
Pike,Lifsey Springs,Lieutenant Governor,,REP,GEOFF DUNCAN,612,18,314,279,1
Pike,Williamson,Lieutenant Governor,,REP,GEOFF DUNCAN,955,33,459,463,0
Pike,Zebulon,Lieutenant Governor,,REP,GEOFF DUNCAN,992,30,615,346,1
Pike,Concord,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,166,16,75,75,0
Pike,Hollonville,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,99,8,51,40,0
Pike,Meansville,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,92,6,46,40,0
Pike,Molena,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,141,9,44,88,0
Pike,Second District,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,176,16,94,65,1
Pike,Lifsey Springs,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,83,8,43,31,1
Pike,Williamson,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,116,4,51,61,0
Pike,Zebulon,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,273,31,170,72,0
Pike,Concord,Secretary Of State,,REP,BRAD RAFFENSPERGER,704,10,338,356,0
Pike,Hollonville,Secretary Of State,,REP,BRAD RAFFENSPERGER,941,30,453,457,1
