county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Wilkinson,Bloodworth,Secretary Of State,,REP,BRAD RAFFENSPERGER,117,4,14,99,0
Wilkinson,Griffin,Secretary Of State,,REP,BRAD RAFFENSPERGER,54,0,4,50,0
Wilkinson,High Hill,Secretary Of State,,REP,BRAD RAFFENSPERGER,51,1,3,47,0
Wilkinson,Irwinton,Secretary Of State,,REP,BRAD RAFFENSPERGER,101,1,21,79,0
Wilkinson,Ivey,Secretary Of State,,REP,BRAD RAFFENSPERGER,180,6,12,162,0
Wilkinson,Lord,Secretary Of State,,REP,BRAD RAFFENSPERGER,98,5,20,73,0
Wilkinson,Midway,Secretary Of State,,REP,BRAD RAFFENSPERGER,50,5,6,39,0
Wilkinson,Ramah,Secretary Of State,,REP,BRAD RAFFENSPERGER,252,23,44,185,0
Wilkinson,Turkey Creek,Secretary Of State,,REP,BRAD RAFFENSPERGER,106,4,3,99,0
Wilkinson,Bloodworth,Secretary Of State,,DEM,JOHN BARROW,9,0,1,8,0
Wilkinson,Griffin,Secretary Of State,,DEM,JOHN BARROW,14,4,1,9,0
Wilkinson,High Hill,Secretary Of State,,DEM,JOHN BARROW,11,0,2,9,0
Wilkinson,Irwinton,Secretary Of State,,DEM,JOHN BARROW,170,14,46,110,0
Wilkinson,Ivey,Secretary Of State,,DEM,JOHN BARROW,30,3,2,25,0
Wilkinson,Lord,Secretary Of State,,DEM,JOHN BARROW,122,11,19,92,0
Wilkinson,Midway,Secretary Of State,,DEM,JOHN BARROW,228,29,42,157,0
Wilkinson,Ramah,Secretary Of State,,DEM,JOHN BARROW,297,26,25,246,0
Wilkinson,Turkey Creek,Secretary Of State,,DEM,JOHN BARROW,51,2,2,47,0
Wilkinson,Bloodworth,"Public Service Commission, District 3",3,(REP,CHUCK EATON,119,4,14,101,0
Wilkinson,Griffin,"Public Service Commission, District 3",3,(REP,CHUCK EATON,53,0,4,49,0
Wilkinson,High Hill,"Public Service Commission, District 3",3,(REP,CHUCK EATON,50,1,3,46,0
Wilkinson,Irwinton,"Public Service Commission, District 3",3,(REP,CHUCK EATON,101,1,23,77,0
Wilkinson,Ivey,"Public Service Commission, District 3",3,(REP,CHUCK EATON,183,7,12,164,0
Wilkinson,Lord,"Public Service Commission, District 3",3,(REP,CHUCK EATON,96,5,20,71,0
Wilkinson,Midway,"Public Service Commission, District 3",3,(REP,CHUCK EATON,47,4,8,35,0
Wilkinson,Ramah,"Public Service Commission, District 3",3,(REP,CHUCK EATON,244,22,42,180,0
Wilkinson,Turkey Creek,"Public Service Commission, District 3",3,(REP,CHUCK EATON,109,4,3,102,0
Wilkinson,Bloodworth,"Public Service Commission, District 3",3,DEM,LINDY MILLER,6,0,1,5,0
Wilkinson,Griffin,"Public Service Commission, District 3",3,DEM,LINDY MILLER,15,4,1,10,0
Wilkinson,High Hill,"Public Service Commission, District 3",3,DEM,LINDY MILLER,12,0,2,10,0
Wilkinson,Irwinton,"Public Service Commission, District 3",3,DEM,LINDY MILLER,157,14,42,101,0
Wilkinson,Ivey,"Public Service Commission, District 3",3,DEM,LINDY MILLER,26,2,2,22,0
Wilkinson,Lord,"Public Service Commission, District 3",3,DEM,LINDY MILLER,116,11,18,87,0
Wilkinson,Midway,"Public Service Commission, District 3",3,DEM,LINDY MILLER,222,30,38,154,0
Wilkinson,Ramah,"Public Service Commission, District 3",3,DEM,LINDY MILLER,297,25,27,245,0
Wilkinson,Turkey Creek,"Public Service Commission, District 3",3,DEM,LINDY MILLER,48,3,2,43,0
