county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Bulloch,Lockhart,Secretary Of State,,REP,BRAD RAFFENSPERGER,96,0,22,74,0
Bulloch,Emit,Secretary Of State,,REP,BRAD RAFFENSPERGER,373,12,85,276,0
Bulloch,Statesboro,Secretary Of State,,REP,BRAD RAFFENSPERGER,527,33,226,266,2
Bulloch,Portal,Secretary Of State,,REP,BRAD RAFFENSPERGER,252,6,55,191,0
Bulloch,Fair,Secretary Of State,,REP,BRAD RAFFENSPERGER,779,36,335,404,4
Bulloch,Church,Secretary Of State,,REP,BRAD RAFFENSPERGER,583,33,253,297,0
Bulloch,Pittman Park,Secretary Of State,,REP,BRAD RAFFENSPERGER,258,25,89,143,1
Bulloch,Leefield,Secretary Of State,,REP,BRAD RAFFENSPERGER,168,10,22,135,1
Bulloch,Blitch,Secretary Of State,,REP,BRAD RAFFENSPERGER,428,16,123,289,0
Bulloch,Hagin,Secretary Of State,,REP,BRAD RAFFENSPERGER,350,25,86,238,1
Bulloch,Brooklet,Secretary Of State,,REP,BRAD RAFFENSPERGER,476,21,97,357,1
Bulloch,Stilson,Secretary Of State,,REP,BRAD RAFFENSPERGER,329,9,53,267,0
Bulloch,Bay,Secretary Of State,,REP,BRAD RAFFENSPERGER,314,11,43,260,0
Bulloch,Nevils,Secretary Of State,,REP,BRAD RAFFENSPERGER,223,7,42,174,0
Bulloch,Sinkhole,Secretary Of State,,REP,BRAD RAFFENSPERGER,102,5,20,77,0
Bulloch,Register,Secretary Of State,,REP,BRAD RAFFENSPERGER,109,4,25,80,0
Bulloch,Lockhart,Secretary Of State,,DEM,JOHN BARROW,71,3,11,57,0
Bulloch,Emit,Secretary Of State,,DEM,JOHN BARROW,235,17,53,165,0
Bulloch,Statesboro,Secretary Of State,,DEM,JOHN BARROW,643,48,179,415,1
Bulloch,Portal,Secretary Of State,,DEM,JOHN BARROW,123,6,23,93,1
Bulloch,Fair,Secretary Of State,,DEM,JOHN BARROW,520,27,215,277,1
Bulloch,Church,Secretary Of State,,DEM,JOHN BARROW,642,64,213,364,1
Bulloch,Pittman Park,Secretary Of State,,DEM,JOHN BARROW,379,10,99,269,1
Bulloch,Leefield,Secretary Of State,,DEM,JOHN BARROW,38,2,7,29,0
Bulloch,Blitch,Secretary Of State,,DEM,JOHN BARROW,190,8,72,110,0
Bulloch,Hagin,Secretary Of State,,DEM,JOHN BARROW,236,8,56,171,1
Bulloch,Brooklet,Secretary Of State,,DEM,JOHN BARROW,193,12,37,143,1
Bulloch,Stilson,Secretary Of State,,DEM,JOHN BARROW,95,3,16,76,0
Bulloch,Bay,Secretary Of State,,DEM,JOHN BARROW,88,11,11,65,1
Bulloch,Nevils,Secretary Of State,,DEM,JOHN BARROW,80,5,13,62,0
Bulloch,Sinkhole,Secretary Of State,,DEM,JOHN BARROW,29,3,3,23,0
Bulloch,Register,Secretary Of State,,DEM,JOHN BARROW,81,3,19,58,1
Bulloch,Lockhart,"Public Service Commission, District 3",3,(REP,CHUCK EATON,103,0,22,81,0
Bulloch,Emit,"Public Service Commission, District 3",3,(REP,CHUCK EATON,387,13,88,286,0
Bulloch,Statesboro,"Public Service Commission, District 3",3,(REP,CHUCK EATON,572,34,242,294,2
Bulloch,Portal,"Public Service Commission, District 3",3,(REP,CHUCK EATON,264,6,56,202,0
Bulloch,Fair,"Public Service Commission, District 3",3,(REP,CHUCK EATON,818,41,348,426,3
Bulloch,Church,"Public Service Commission, District 3",3,(REP,CHUCK EATON,612,33,259,320,0
Bulloch,Pittman Park,"Public Service Commission, District 3",3,(REP,CHUCK EATON,271,25,91,155,0
Bulloch,Leefield,"Public Service Commission, District 3",3,(REP,CHUCK EATON,172,9,25,137,1
Bulloch,Blitch,"Public Service Commission, District 3",3,(REP,CHUCK EATON,451,17,127,307,0
Bulloch,Hagin,"Public Service Commission, District 3",3,(REP,CHUCK EATON,374,26,96,251,1
Bulloch,Brooklet,"Public Service Commission, District 3",3,(REP,CHUCK EATON,501,25,98,377,1
Bulloch,Stilson,"Public Service Commission, District 3",3,(REP,CHUCK EATON,337,11,56,270,0
Bulloch,Bay,"Public Service Commission, District 3",3,(REP,CHUCK EATON,332,13,45,274,0
Bulloch,Nevils,"Public Service Commission, District 3",3,(REP,CHUCK EATON,233,10,41,182,0
Bulloch,Sinkhole,"Public Service Commission, District 3",3,(REP,CHUCK EATON,101,2,21,78,0
Bulloch,Register,"Public Service Commission, District 3",3,(REP,CHUCK EATON,119,4,28,86,1
Bulloch,Lockhart,"Public Service Commission, District 3",3,DEM,LINDY MILLER,58,3,10,45,0
Bulloch,Emit,"Public Service Commission, District 3",3,DEM,LINDY MILLER,207,16,43,148,0
Bulloch,Statesboro,"Public Service Commission, District 3",3,DEM,LINDY MILLER,577,46,157,373,1
Bulloch,Portal,"Public Service Commission, District 3",3,DEM,LINDY MILLER,106,6,20,79,1
Bulloch,Fair,"Public Service Commission, District 3",3,DEM,LINDY MILLER,470,21,196,252,1
Bulloch,Church,"Public Service Commission, District 3",3,DEM,LINDY MILLER,600,63,199,337,1
Bulloch,Pittman Park,"Public Service Commission, District 3",3,DEM,LINDY MILLER,358,9,95,252,2
Bulloch,Leefield,"Public Service Commission, District 3",3,DEM,LINDY MILLER,30,3,4,23,0
Bulloch,Blitch,"Public Service Commission, District 3",3,DEM,LINDY MILLER,161,6,67,88,0
Bulloch,Hagin,"Public Service Commission, District 3",3,DEM,LINDY MILLER,203,7,44,151,1
Bulloch,Brooklet,"Public Service Commission, District 3",3,DEM,LINDY MILLER,161,7,34,119,1
Bulloch,Stilson,"Public Service Commission, District 3",3,DEM,LINDY MILLER,83,1,13,69,0
Bulloch,Bay,"Public Service Commission, District 3",3,DEM,LINDY MILLER,69,9,8,51,1
Bulloch,Nevils,"Public Service Commission, District 3",3,DEM,LINDY MILLER,69,2,14,53,0
Bulloch,Sinkhole,"Public Service Commission, District 3",3,DEM,LINDY MILLER,30,6,2,22,0
Bulloch,Register,"Public Service Commission, District 3",3,DEM,LINDY MILLER,70,3,16,51,0
