county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Long,Beards Creek,Secretary Of State,,REP,BRAD RAFFENSPERGER,112,2,9,101,0
Long,Rye Patch/Oak Dale,Secretary Of State,,REP,BRAD RAFFENSPERGER,187,4,42,140,1
Long,South Ludowici,Secretary Of State,,REP,BRAD RAFFENSPERGER,51,0,21,30,0
Long,North Ludowici,Secretary Of State,,REP,BRAD RAFFENSPERGER,139,5,35,99,0
Long,Tibet,Secretary Of State,,REP,BRAD RAFFENSPERGER,98,1,32,65,0
Long,Alma Flournoy,Secretary Of State,,REP,BRAD RAFFENSPERGER,44,0,20,24,0
Long,Faith Baptist Annex,Secretary Of State,,REP,BRAD RAFFENSPERGER,72,0,24,48,0
Long,Beards Creek,Secretary Of State,,DEM,JOHN BARROW,96,4,16,76,0
Long,Rye Patch/Oak Dale,Secretary Of State,,DEM,JOHN BARROW,136,3,42,91,0
Long,South Ludowici,Secretary Of State,,DEM,JOHN BARROW,74,1,22,51,0
Long,North Ludowici,Secretary Of State,,DEM,JOHN BARROW,82,3,23,56,0
Long,Tibet,Secretary Of State,,DEM,JOHN BARROW,32,0,7,25,0
Long,Alma Flournoy,Secretary Of State,,DEM,JOHN BARROW,20,0,2,18,0
Long,Faith Baptist Annex,Secretary Of State,,DEM,JOHN BARROW,37,2,12,23,0
Long,Beards Creek,"Public Service Commission, District 3",3,(REP,CHUCK EATON,117,3,9,105,0
Long,Rye Patch/Oak Dale,"Public Service Commission, District 3",3,(REP,CHUCK EATON,190,4,43,142,1
Long,South Ludowici,"Public Service Commission, District 3",3,(REP,CHUCK EATON,48,0,20,28,0
Long,North Ludowici,"Public Service Commission, District 3",3,(REP,CHUCK EATON,142,5,35,102,0
Long,Tibet,"Public Service Commission, District 3",3,(REP,CHUCK EATON,103,1,34,68,0
Long,Alma Flournoy,"Public Service Commission, District 3",3,(REP,CHUCK EATON,46,0,20,26,0
Long,Faith Baptist Annex,"Public Service Commission, District 3",3,(REP,CHUCK EATON,75,0,25,50,0
Long,Beards Creek,"Public Service Commission, District 3",3,DEM,LINDY MILLER,88,3,15,70,0
Long,Rye Patch/Oak Dale,"Public Service Commission, District 3",3,DEM,LINDY MILLER,130,3,39,88,0
Long,South Ludowici,"Public Service Commission, District 3",3,DEM,LINDY MILLER,76,1,23,52,0
Long,North Ludowici,"Public Service Commission, District 3",3,DEM,LINDY MILLER,77,3,22,52,0
Long,Tibet,"Public Service Commission, District 3",3,DEM,LINDY MILLER,26,0,5,21,0
Long,Alma Flournoy,"Public Service Commission, District 3",3,DEM,LINDY MILLER,18,0,2,16,0
Long,Faith Baptist Annex,"Public Service Commission, District 3",3,DEM,LINDY MILLER,34,2,11,21,0
