county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person,election_day,provisional
Brooks,Quitman,Governor,,REP,BRIAN KEMP,782,29,473,276,4
Brooks,Barwick,Governor,,REP,BRIAN KEMP,158,3,36,119,0
Brooks,Dixie,Governor,,REP,BRIAN KEMP,315,4,126,185,0
Brooks,Briggs,Governor,,REP,BRIAN KEMP,922,27,414,478,3
Brooks,Pavo,Governor,,REP,BRIAN KEMP,246,7,58,180,1
Brooks,Nankin,Governor,,REP,BRIAN KEMP,353,5,158,189,1
Brooks,Morven,Governor,,REP,BRIAN KEMP,735,25,337,372,1
Brooks,Quitman,Governor,,DEM,STACEY ABRAMS,1129,200,481,437,11
Brooks,Barwick,Governor,,DEM,STACEY ABRAMS,53,10,19,24,0
Brooks,Dixie,Governor,,DEM,STACEY ABRAMS,319,70,111,138,0
Brooks,Briggs,Governor,,DEM,STACEY ABRAMS,229,24,73,130,2
Brooks,Pavo,Governor,,DEM,STACEY ABRAMS,86,3,11,71,1
Brooks,Nankin,Governor,,DEM,STACEY ABRAMS,57,9,24,23,1
Brooks,Morven,Governor,,DEM,STACEY ABRAMS,315,47,87,180,1
Brooks,Quitman,Governor,,LIB,TED METZ,7,1,4,2,0
Brooks,Barwick,Governor,,LIB,TED METZ,1,0,0,1,0
Brooks,Dixie,Governor,,LIB,TED METZ,3,1,1,1,0
Brooks,Briggs,Governor,,LIB,TED METZ,6,0,2,4,0
Brooks,Pavo,Governor,,LIB,TED METZ,2,0,0,2,0
Brooks,Nankin,Governor,,LIB,TED METZ,1,0,1,0,0
Brooks,Morven,Governor,,LIB,TED METZ,3,0,1,2,0
Brooks,Quitman,Lieutenant Governor,,REP,GEOFF DUNCAN,760,30,459,267,4
Brooks,Barwick,Lieutenant Governor,,REP,GEOFF DUNCAN,154,3,36,115,0
Brooks,Dixie,Lieutenant Governor,,REP,GEOFF DUNCAN,310,5,123,182,0
Brooks,Briggs,Lieutenant Governor,,REP,GEOFF DUNCAN,883,27,400,453,3
Brooks,Pavo,Lieutenant Governor,,REP,GEOFF DUNCAN,238,7,55,175,1
Brooks,Nankin,Lieutenant Governor,,REP,GEOFF DUNCAN,331,5,148,177,1
Brooks,Morven,Lieutenant Governor,,REP,GEOFF DUNCAN,705,24,327,353,1
Brooks,Quitman,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,1018,197,427,382,12
Brooks,Barwick,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,51,10,17,24,0
Brooks,Dixie,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,291,70,99,122,0
Brooks,Briggs,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,216,21,74,119,2
Brooks,Pavo,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,74,3,9,61,1
Brooks,Nankin,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,55,9,27,18,1
Brooks,Morven,Lieutenant Governor,,DEM,SARAH RIGGS AMICO,284,45,72,166,1
Brooks,Quitman,Secretary Of State,,REP,BRAD RAFFENSPERGER,740,31,441,265,3
Brooks,Barwick,Secretary Of State,,REP,BRAD RAFFENSPERGER,152,3,36,113,0
Brooks,Dixie,Secretary Of State,,REP,BRAD RAFFENSPERGER,302,4,124,174,0
Brooks,Briggs,Secretary Of State,,REP,BRAD RAFFENSPERGER,891,27,394,467,3
Brooks,Pavo,Secretary Of State,,REP,BRAD RAFFENSPERGER,237,7,56,174,0
Brooks,Nankin,Secretary Of State,,REP,BRAD RAFFENSPERGER,334,5,149,179,1
Brooks,Morven,Secretary Of State,,REP,BRAD RAFFENSPERGER,700,23,332,344,1
Brooks,Quitman,Secretary Of State,,DEM,JOHN BARROW,1081,195,471,403,12
Brooks,Barwick,Secretary Of State,,DEM,JOHN BARROW,54,10,19,25,0
Brooks,Dixie,Secretary Of State,,DEM,JOHN BARROW,309,68,107,134,0
Brooks,Briggs,Secretary Of State,,DEM,JOHN BARROW,230,20,82,126,2
Brooks,Pavo,Secretary Of State,,DEM,JOHN BARROW,85,3,10,70,2
Brooks,Nankin,Secretary Of State,,DEM,JOHN BARROW,60,8,29,22,1
Brooks,Morven,Secretary Of State,,DEM,JOHN BARROW,315,44,89,181,1
Brooks,Quitman,Secretary Of State,,LIB,SMYTHE DUVAL,26,2,13,10,1
Brooks,Barwick,Secretary Of State,,LIB,SMYTHE DUVAL,3,0,0,3,0
Brooks,Dixie,Secretary Of State,,LIB,SMYTHE DUVAL,12,0,4,8,0
Brooks,Briggs,Secretary Of State,,LIB,SMYTHE DUVAL,14,0,7,7,0
Brooks,Pavo,Secretary Of State,,LIB,SMYTHE DUVAL,5,0,0,5,0
Brooks,Nankin,Secretary Of State,,LIB,SMYTHE DUVAL,7,1,2,4,0
Brooks,Morven,Secretary Of State,,LIB,SMYTHE DUVAL,12,3,1,8,0
Brooks,Quitman,Attorney General,,(REP,CHRIS CARR,759,32,454,268,5
Brooks,Barwick,Attorney General,,(REP,CHRIS CARR,158,3,37,118,0
Brooks,Dixie,Attorney General,,(REP,CHRIS CARR,319,6,125,188,0
Brooks,Briggs,Attorney General,,(REP,CHRIS CARR,903,27,405,468,3
Brooks,Pavo,Attorney General,,(REP,CHRIS CARR,246,7,56,182,1
Brooks,Nankin,Attorney General,,(REP,CHRIS CARR,336,5,150,180,1
Brooks,Morven,Attorney General,,(REP,CHRIS CARR,724,26,334,363,1
Brooks,Quitman,Attorney General,,DEM,CHARLIE BAILEY,1082,195,462,414,11
Brooks,Barwick,Attorney General,,DEM,CHARLIE BAILEY,53,10,18,25,0
Brooks,Dixie,Attorney General,,DEM,CHARLIE BAILEY,301,67,106,128,0
Brooks,Briggs,Attorney General,,DEM,CHARLIE BAILEY,227,22,77,126,2
Brooks,Pavo,Attorney General,,DEM,CHARLIE BAILEY,79,3,10,65,1
Brooks,Nankin,Attorney General,,DEM,CHARLIE BAILEY,64,9,30,24,1
Brooks,Morven,Attorney General,,DEM,CHARLIE BAILEY,313,45,85,182,1
Brooks,Quitman,Commissioner Of Agriculture,,(REP,GARY BLACK,814,36,483,291,4
Brooks,Barwick,Commissioner Of Agriculture,,(REP,GARY BLACK,162,3,38,121,0
Brooks,Dixie,Commissioner Of Agriculture,,(REP,GARY BLACK,329,5,132,192,0
Brooks,Briggs,Commissioner Of Agriculture,,(REP,GARY BLACK,917,26,407,481,3
Brooks,Pavo,Commissioner Of Agriculture,,(REP,GARY BLACK,252,7,59,186,0
Brooks,Nankin,Commissioner Of Agriculture,,(REP,GARY BLACK,342,4,152,185,1
Brooks,Morven,Commissioner Of Agriculture,,(REP,GARY BLACK,731,27,336,367,1
Brooks,Quitman,Commissioner Of Agriculture,,DEM,FRED SWANN,1044,191,443,398,12
