county,precinct,office,district,party,candidate,votes,absentee_by_mail,provisional,election_day,advance_in_person_2,advance_in_person
Gwinnett,HARBINS B,Governor,,DEM,STACEY ABRAMS,1027,52,2,432,85,456
Gwinnett,BAYCREEK F,Governor,,DEM,STACEY ABRAMS,1763,120,9,738,874,22
Gwinnett,PUCKETTS C,Governor,,DEM,STACEY ABRAMS,700,47,7,315,46,285
Gwinnett,HOG MOUNTAIN C,Governor,,DEM,STACEY ABRAMS,984,77,4,501,104,298
Gwinnett,ROCKYCREEK B,Governor,,DEM,STACEY ABRAMS,1254,79,6,614,122,433
Gwinnett,DULUTH I,Governor,,DEM,STACEY ABRAMS,1290,158,0,591,290,251
Gwinnett,MARTINS K,Governor,,DEM,STACEY ABRAMS,2109,117,19,1103,689,181
Gwinnett,SUWANEE H,Governor,,DEM,STACEY ABRAMS,777,93,5,333,323,23
Gwinnett,SUGAR HILL G,Governor,,DEM,STACEY ABRAMS,593,46,4,259,219,65
Gwinnett,SUWANEE F,Governor,,DEM,STACEY ABRAMS,1060,93,7,476,437,47
Gwinnett,LAWRENCEVILLE L,Governor,,DEM,STACEY ABRAMS,1658,104,11,805,703,35
Gwinnett,LAWRENCEVILLE M,Governor,,DEM,STACEY ABRAMS,2694,149,17,1197,1119,212
Gwinnett,BAYCREEK G,Governor,,DEM,STACEY ABRAMS,2121,113,12,903,1058,35
Gwinnett,BAYCREEK H,Governor,,DEM,STACEY ABRAMS,1860,128,6,763,916,47
Gwinnett,BAYCREEK I,Governor,,DEM,STACEY ABRAMS,1944,129,11,757,1015,32
Gwinnett,BERKSHIRE Q,Governor,,DEM,STACEY ABRAMS,498,24,3,252,12,207
Gwinnett,GOODWINS I,Governor,,DEM,STACEY ABRAMS,773,69,5,397,235,67
Gwinnett,DULUTH K,Governor,,DEM,STACEY ABRAMS,845,42,8,442,35,318
Gwinnett,HARBINS C,Governor,,DEM,STACEY ABRAMS,615,36,4,279,163,133
Gwinnett,ROCKYCREEK C,Governor,,DEM,STACEY ABRAMS,1348,70,2,618,133,525
Gwinnett,LAWRENCEVILLE N,Governor,,DEM,STACEY ABRAMS,730,38,18,325,330,19
Gwinnett,PUCKETTS D,Governor,,DEM,STACEY ABRAMS,699,64,5,322,26,282
Gwinnett,SUWANEE G,Governor,,DEM,STACEY ABRAMS,1135,89,10,543,439,54
Gwinnett,BAYCREEK J,Governor,,DEM,STACEY ABRAMS,1771,116,7,763,848,37
Gwinnett,HARBINS A,Governor,,LIB,TED METZ,41,1,0,28,1,11
Gwinnett,ROCKBRIDGE A,Governor,,LIB,TED METZ,12,2,0,7,3,0
Gwinnett,DACULA,Governor,,LIB,TED METZ,33,0,0,21,2,10
Gwinnett,SUWANEE A,Governor,,LIB,TED METZ,17,1,0,9,7,0
Gwinnett,BAYCREEK A,Governor,,LIB,TED METZ,19,0,0,14,5,0
Gwinnett,GOODWINS A,Governor,,LIB,TED METZ,27,1,0,18,6,2
Gwinnett,DULUTH A,Governor,,LIB,TED METZ,56,6,1,35,7,7
Gwinnett,DUNCANS A,Governor,,LIB,TED METZ,37,2,1,25,0,9
Gwinnett,PUCKETTS A,Governor,,LIB,TED METZ,41,4,0,27,0,10
Gwinnett,CATES A,Governor,,LIB,TED METZ,14,1,0,7,5,1
Gwinnett,BERKSHIRE A,Governor,,LIB,TED METZ,10,1,0,7,0,2
Gwinnett,BERKSHIRE B,Governor,,LIB,TED METZ,29,3,0,14,0,12
Gwinnett,DUNCANS C,Governor,,LIB,TED METZ,21,1,0,15,0,5
Gwinnett,GARNERS A,Governor,,LIB,TED METZ,34,1,0,27,0,6
Gwinnett,LAWRENCEVILLE A,Governor,,LIB,TED METZ,16,1,0,7,8,0
Gwinnett,LAWRENCEVILLE B,Governor,,LIB,TED METZ,20,1,0,9,10,0
Gwinnett,MARTINS A,Governor,,LIB,TED METZ,13,1,0,11,1,0
Gwinnett,MARTINS B,Governor,,LIB,TED METZ,13,0,0,9,4,0
Gwinnett,MARTINS C,Governor,,LIB,TED METZ,11,0,0,8,2,1
Gwinnett,PINCKNEYVILLE A,Governor,,LIB,TED METZ,19,0,1,17,0,1
Gwinnett,PINCKNEYVILLE B,Governor,,LIB,TED METZ,24,1,0,14,0,9
Gwinnett,PINCKNEYVILLE C,Governor,,LIB,TED METZ,23,2,0,15,2,4
Gwinnett,PINCKNEYVILLE D,Governor,,LIB,TED METZ,14,3,1,9,0,1
Gwinnett,SUGAR HILL A,Governor,,LIB,TED METZ,24,2,0,20,2,0
Gwinnett,SUGAR HILL B,Governor,,LIB,TED METZ,40,3,0,29,2,6
Gwinnett,HOG MOUNTAIN A,Governor,,LIB,TED METZ,25,2,0,16,4,3
Gwinnett,HOG MOUNTAIN B,Governor,,LIB,TED METZ,32,3,0,23,4,2
Gwinnett,ROCKYCREEK A,Governor,,LIB,TED METZ,49,1,0,28,1,19
Gwinnett,CATES B,Governor,,LIB,TED METZ,31,1,0,25,1,4
Gwinnett,CATES C,Governor,,LIB,TED METZ,9,0,0,6,3,0
Gwinnett,HOG MOUNTAIN D,Governor,,LIB,TED METZ,32,1,0,27,1,3
Gwinnett,BERKSHIRE D,Governor,,LIB,TED METZ,28,1,0,23,0,4
Gwinnett,BERKSHIRE E,Governor,,LIB,TED METZ,23,0,0,18,0,5
Gwinnett,BERKSHIRE F,Governor,,LIB,TED METZ,15,3,0,9,0,3
Gwinnett,CATES D,Governor,,LIB,TED METZ,20,1,0,16,2,1
Gwinnett,035 Cates D - 04,Governor,,LIB,TED METZ,2,0,0,2,0,0
Gwinnett,CATES E,Governor,,LIB,TED METZ,26,0,0,20,2,4
Gwinnett,PINCKNEYVILLE E,Governor,,LIB,TED METZ,13,2,0,11,0,0
Gwinnett,PINCKNEYVILLE F,Governor,,LIB,TED METZ,18,1,0,12,0,5
Gwinnett,DUNCANS D,Governor,,LIB,TED METZ,52,4,0,32,1,15
Gwinnett,PINCKNEYVILLE H,Governor,,LIB,TED METZ,39,2,0,30,0,7
Gwinnett,BAYCREEK B,Governor,,LIB,TED METZ,28,2,0,22,4,0
Gwinnett,LAWRENCEVILLE C,Governor,,LIB,TED METZ,28,4,0,22,1,1
Gwinnett,MARTINS D,Governor,,LIB,TED METZ,8,0,0,6,0,2
Gwinnett,ROCKBRIDGE B,Governor,,LIB,TED METZ,16,0,0,9,6,1
Gwinnett,GARNERS B,Governor,,LIB,TED METZ,11,1,0,8,1,1
Gwinnett,CATES F,Governor,,LIB,TED METZ,20,1,0,18,1,0
Gwinnett,CATES G,Governor,,LIB,TED METZ,29,3,1,17,4,4
Gwinnett,DULUTH B,Governor,,LIB,TED METZ,33,5,0,18,1,9
Gwinnett,GARNERS C,Governor,,LIB,TED METZ,21,1,0,16,0,4
Gwinnett,PINCKNEYVILLE I,Governor,,LIB,TED METZ,9,0,0,6,0,3
Gwinnett,PINCKNEYVILLE J,Governor,,LIB,TED METZ,9,1,0,5,0,3
Gwinnett,BERKSHIRE G,Governor,,LIB,TED METZ,31,2,0,22,0,7
Gwinnett,CATES H,Governor,,LIB,TED METZ,17,4,0,11,2,0
Gwinnett,SUGAR HILL C,Governor,,LIB,TED METZ,33,3,1,23,3,3
Gwinnett,SUGAR HILL D,Governor,,LIB,TED METZ,33,2,0,23,1,7
Gwinnett,DULUTH C,Governor,,LIB,TED METZ,27,2,0,24,0,1
Gwinnett,DULUTH D,Governor,,LIB,TED METZ,40,3,0,27,2,8
Gwinnett,PINCKNEYVILLE K,Governor,,LIB,TED METZ,15,1,0,12,0,2
Gwinnett,PINCKNEYVILLE N,Governor,,LIB,TED METZ,17,1,0,11,1,4
Gwinnett,LAWRENCEVILLE D,Governor,,LIB,TED METZ,25,2,0,18,3,2
Gwinnett,LAWRENCEVILLE E,Governor,,LIB,TED METZ,17,0,0,12,5,0
Gwinnett,PINCKNEYVILLE L,Governor,,LIB,TED METZ,23,2,0,17,0,4
Gwinnett,PINCKNEYVILLE M,Governor,,LIB,TED METZ,28,4,0,20,0,4
Gwinnett,GARNERS D,Governor,,LIB,TED METZ,15,0,1,11,1,2
Gwinnett,BERKSHIRE H,Governor,,LIB,TED METZ,17,2,0,12,0,3
Gwinnett,PINCKNEYVILLE O,Governor,,LIB,TED METZ,15,0,0,13,0,2
Gwinnett,PUCKETTS E,Governor,,LIB,TED METZ,18,1,3,11,0,3
Gwinnett,CATES I,Governor,,LIB,TED METZ,27,1,0,21,3,2
Gwinnett,CATES J,Governor,,LIB,TED METZ,27,2,0,16,1,8
Gwinnett,GOODWINS B,Governor,,LIB,TED METZ,37,2,0,29,6,0
Gwinnett,LAWRENCEVILLE F,Governor,,LIB,TED METZ,21,3,0,16,2,0
Gwinnett,MARTINS E,Governor,,LIB,TED METZ,11,2,1,5,0,3
Gwinnett,PINCKNEYVILLE P,Governor,,LIB,TED METZ,16,1,0,13,0,2
Gwinnett,PINCKNEYVILLE Q,Governor,,LIB,TED METZ,8,0,0,5,1,2
Gwinnett,ROCKBRIDGE C,Governor,,LIB,TED METZ,27,1,0,19,4,3
Gwinnett,ROCKBRIDGE D,Governor,,LIB,TED METZ,12,1,0,8,3,0
Gwinnett,GOODWINS C,Governor,,LIB,TED METZ,31,3,0,21,4,3
Gwinnett,BAYCREEK K,Governor,,LIB,TED METZ,22,1,0,11,10,0
Gwinnett,CATES K,Governor,,LIB,TED METZ,21,1,0,13,4,3
Gwinnett,BAYCREEK C,Governor,,LIB,TED METZ,36,4,0,23,9,0
Gwinnett,CATES L,Governor,,LIB,TED METZ,35,3,0,21,10,1
Gwinnett,DULUTH E,Governor,,LIB,TED METZ,30,4,0,21,0,5
Gwinnett,GOODWINS D,Governor,,LIB,TED METZ,36,3,1,30,2,0
Gwinnett,LAWRENCEVILLE G,Governor,,LIB,TED METZ,11,1,0,8,2,0
Gwinnett,LAWRENCEVILLE H,Governor,,LIB,TED METZ,32,3,0,21,6,2
Gwinnett,MARTINS F,Governor,,LIB,TED METZ,7,0,0,7,0,0
Gwinnett,PINCKNEYVILLE S,Governor,,LIB,TED METZ,25,3,0,20,0,2
Gwinnett,ROCKBRIDGE E,Governor,,LIB,TED METZ,17,2,1,12,2,0
Gwinnett,SUGAR HILL E,Governor,,LIB,TED METZ,35,3,0,20,8,4
Gwinnett,LAWRENCEVILLE I,Governor,,LIB,TED METZ,28,2,0,24,1,1
Gwinnett,BAYCREEK D,Governor,,LIB,TED METZ,29,3,0,22,4,0
Gwinnett,BERKSHIRE J,Governor,,LIB,TED METZ,28,1,1,16,0,10
Gwinnett,CATES M,Governor,,LIB,TED METZ,50,1,0,36,10,3
Gwinnett,CATES N,Governor,,LIB,TED METZ,19,0,0,13,6,0
Gwinnett,DULUTH F,Governor,,LIB,TED METZ,22,1,1,11,6,3
Gwinnett,DULUTH G,Governor,,LIB,TED METZ,32,2,0,24,3,3
Gwinnett,GOODWINS E,Governor,,LIB,TED METZ,46,2,1,34,8,1
Gwinnett,GOODWINS F,Governor,,LIB,TED METZ,27,3,0,21,1,2
Gwinnett,PINCKNEYVILLE T,Governor,,LIB,TED METZ,22,4,0,15,0,3
Gwinnett,SUWANEE B,Governor,,LIB,TED METZ,38,3,1,21,13,0
Gwinnett,PINCKNEYVILLE U,Governor,,LIB,TED METZ,17,0,0,14,0,3
Gwinnett,PUCKETTS B,Governor,,LIB,TED METZ,19,2,0,14,0,3
Gwinnett,BERKSHIRE L,Governor,,LIB,TED METZ,17,2,0,14,0,1
Gwinnett,ROCKBRIDGE F,Governor,,LIB,TED METZ,15,1,0,10,4,0
Gwinnett,SUGAR HILL F,Governor,,LIB,TED METZ,50,4,0,36,7,3
Gwinnett,SUWANEE C,Governor,,LIB,TED METZ,39,4,1,24,9,1
Gwinnett,CATES O,Governor,,LIB,TED METZ,12,0,0,9,1,2
Gwinnett,BAYCREEK E,Governor,,LIB,TED METZ,14,2,0,12,0,0
Gwinnett,BERKSHIRE M,Governor,,LIB,TED METZ,21,0,0,14,0,7
Gwinnett,MARTINS G,Governor,,LIB,TED METZ,9,0,0,7,2,0
Gwinnett,DULUTH H,Governor,,LIB,TED METZ,20,0,0,12,1,7
Gwinnett,BERKSHIRE N,Governor,,LIB,TED METZ,29,1,0,15,0,13
Gwinnett,PINCKNEYVILLE V,Governor,,LIB,TED METZ,7,1,0,5,0,1
Gwinnett,PINCKNEYVILLE W,Governor,,LIB,TED METZ,46,4,0,32,1,9
Gwinnett,MARTINS H,Governor,,LIB,TED METZ,27,3,0,18,3,3
Gwinnett,MARTINS I,Governor,,LIB,TED METZ,17,3,0,7,3,4
Gwinnett,MARTINS J,Governor,,LIB,TED METZ,19,2,0,9,2,6
Gwinnett,GARNERS F,Governor,,LIB,TED METZ,11,0,0,10,0,1
Gwinnett,BERKSHIRE O,Governor,,LIB,TED METZ,27,4,0,20,1,2
Gwinnett,BERKSHIRE P,Governor,,LIB,TED METZ,9,1,0,5,0,3
Gwinnett,PINCKNEYVILLE X,Governor,,LIB,TED METZ,36,3,0,24,0,9
Gwinnett,ROCKBRIDGE G,Governor,,LIB,TED METZ,17,0,0,11,6,0
Gwinnett,PINCKNEYVILLE Y,Governor,,LIB,TED METZ,8,1,0,6,0,1
Gwinnett,GOODWINS G,Governor,,LIB,TED METZ,15,0,0,14,1,0
Gwinnett,PINCKNEYVILLE Z,Governor,,LIB,TED METZ,18,2,0,15,0,1
Gwinnett,PINCKNEYVILLE A1,Governor,,LIB,TED METZ,26,1,0,22,0,3
Gwinnett,LAWRENCEVILLE J,Governor,,LIB,TED METZ,8,0,0,5,2,1
Gwinnett,GOODWINS H,Governor,,LIB,TED METZ,35,0,1,24,10,0
Gwinnett,DUNCANS B,Governor,,LIB,TED METZ,40,1,0,31,0,8
Gwinnett,SUWANEE D,Governor,,LIB,TED METZ,33,2,0,20,9,2
Gwinnett,SUWANEE E,Governor,,LIB,TED METZ,31,2,0,19,10,0
Gwinnett,LAWRENCEVILLE K,Governor,,LIB,TED METZ,27,3,0,19,4,1
Gwinnett,HARBINS B,Governor,,LIB,TED METZ,21,3,0,12,1,5
Gwinnett,BAYCREEK F,Governor,,LIB,TED METZ,29,2,0,22,5,0
Gwinnett,PUCKETTS C,Governor,,LIB,TED METZ,27,0,0,15,0,12
Gwinnett,HOG MOUNTAIN C,Governor,,LIB,TED METZ,34,4,0,23,3,4
Gwinnett,ROCKYCREEK B,Governor,,LIB,TED METZ,35,1,0,27,1,6
Gwinnett,DULUTH I,Governor,,LIB,TED METZ,23,5,0,17,1,0
Gwinnett,MARTINS K,Governor,,LIB,TED METZ,27,3,0,19,4,1
Gwinnett,SUWANEE H,Governor,,LIB,TED METZ,39,5,0,17,15,2
Gwinnett,SUGAR HILL G,Governor,,LIB,TED METZ,23,1,0,17,4,1
Gwinnett,SUWANEE F,Governor,,LIB,TED METZ,38,3,0,29,6,0
Gwinnett,LAWRENCEVILLE L,Governor,,LIB,TED METZ,34,4,0,17,13,0
Gwinnett,LAWRENCEVILLE M,Governor,,LIB,TED METZ,31,1,0,19,9,2
Gwinnett,BAYCREEK G,Governor,,LIB,TED METZ,22,1,0,17,3,1
Gwinnett,BAYCREEK H,Governor,,LIB,TED METZ,24,2,1,13,8,0
Gwinnett,BAYCREEK I,Governor,,LIB,TED METZ,28,0,0,15,11,2
Gwinnett,BERKSHIRE Q,Governor,,LIB,TED METZ,9,0,0,5,0,4
Gwinnett,GOODWINS I,Governor,,LIB,TED METZ,20,2,0,15,3,0
Gwinnett,DULUTH K,Governor,,LIB,TED METZ,10,1,0,6,1,2
Gwinnett,HARBINS C,Governor,,LIB,TED METZ,23,1,0,16,1,5
Gwinnett,ROCKYCREEK C,Governor,,LIB,TED METZ,35,3,0,22,1,9
Gwinnett,LAWRENCEVILLE N,Governor,,LIB,TED METZ,18,1,0,14,3,0
Gwinnett,PUCKETTS D,Governor,,LIB,TED METZ,24,1,1,18,0,4
Gwinnett,SUWANEE G,Governor,,LIB,TED METZ,43,2,0,31,10,0
Gwinnett,BAYCREEK J,Governor,,LIB,TED METZ,17,0,0,11,5,1
Gwinnett,HARBINS A,Lieutenant Governor,,REP,GEOFF DUNCAN,1822,73,4,800,314,631
Gwinnett,ROCKBRIDGE A,Lieutenant Governor,,REP,GEOFF DUNCAN,435,32,33,150,192,28
Gwinnett,DACULA,Lieutenant Governor,,REP,GEOFF DUNCAN,1139,30,3,468,62,576
Gwinnett,SUWANEE A,Lieutenant Governor,,REP,GEOFF DUNCAN,418,24,11,195,173,15
Gwinnett,BAYCREEK A,Lieutenant Governor,,REP,GEOFF DUNCAN,946,57,18,525,329,17
Gwinnett,GOODWINS A,Lieutenant Governor,,REP,GEOFF DUNCAN,848,53,3,506,258,28
Gwinnett,DULUTH A,Lieutenant Governor,,REP,GEOFF DUNCAN,1303,79,5,689,249,281
Gwinnett,DUNCANS A,Lieutenant Governor,,REP,GEOFF DUNCAN,1921,73,6,875,94,873
Gwinnett,PUCKETTS A,Lieutenant Governor,,REP,GEOFF DUNCAN,2094,103,2,716,32,1241
Gwinnett,CATES A,Lieutenant Governor,,REP,GEOFF DUNCAN,859,99,2,401,339,18
Gwinnett,BERKSHIRE A,Lieutenant Governor,,REP,GEOFF DUNCAN,362,29,1,223,29,80
Gwinnett,BERKSHIRE B,Lieutenant Governor,,REP,GEOFF DUNCAN,642,57,2,190,20,373
Gwinnett,DUNCANS C,Lieutenant Governor,,REP,GEOFF DUNCAN,1398,57,4,764,44,529
Gwinnett,GARNERS A,Lieutenant Governor,,REP,GEOFF DUNCAN,1256,69,4,581,44,558
Gwinnett,LAWRENCEVILLE A,Lieutenant Governor,,REP,GEOFF DUNCAN,725,73,0,297,348,7
Gwinnett,LAWRENCEVILLE B,Lieutenant Governor,,REP,GEOFF DUNCAN,816,50,5,367,384,10
Gwinnett,MARTINS A,Lieutenant Governor,,REP,GEOFF DUNCAN,298,18,3,178,50,49
Gwinnett,MARTINS B,Lieutenant Governor,,REP,GEOFF DUNCAN,453,28,4,265,141,15
Gwinnett,MARTINS C,Lieutenant Governor,,REP,GEOFF DUNCAN,550,33,2,337,98,80
Gwinnett,PINCKNEYVILLE A,Lieutenant Governor,,REP,GEOFF DUNCAN,213,17,7,138,5,46
Gwinnett,PINCKNEYVILLE B,Lieutenant Governor,,REP,GEOFF DUNCAN,307,33,7,149,4,114
Gwinnett,PINCKNEYVILLE C,Lieutenant Governor,,REP,GEOFF DUNCAN,609,55,1,414,22,117
Gwinnett,PINCKNEYVILLE D,Lieutenant Governor,,REP,GEOFF DUNCAN,173,16,1,98,6,52
Gwinnett,SUGAR HILL A,Lieutenant Governor,,REP,GEOFF DUNCAN,1168,54,10,638,107,359
Gwinnett,SUGAR HILL B,Lieutenant Governor,,REP,GEOFF DUNCAN,1456,72,14,831,315,224
Gwinnett,HOG MOUNTAIN A,Lieutenant Governor,,REP,GEOFF DUNCAN,954,53,7,560,194,140
Gwinnett,HOG MOUNTAIN B,Lieutenant Governor,,REP,GEOFF DUNCAN,1555,82,7,832,157,477
Gwinnett,ROCKYCREEK A,Lieutenant Governor,,REP,GEOFF DUNCAN,1828,65,3,837,54,869
Gwinnett,CATES B,Lieutenant Governor,,REP,GEOFF DUNCAN,620,33,2,348,139,98
Gwinnett,CATES C,Lieutenant Governor,,REP,GEOFF DUNCAN,570,36,1,293,233,7
Gwinnett,HOG MOUNTAIN D,Lieutenant Governor,,REP,GEOFF DUNCAN,942,40,8,517,164,213
Gwinnett,BERKSHIRE D,Lieutenant Governor,,REP,GEOFF DUNCAN,876,56,4,440,41,335
Gwinnett,BERKSHIRE E,Lieutenant Governor,,REP,GEOFF DUNCAN,698,37,0,382,22,257
Gwinnett,BERKSHIRE F,Lieutenant Governor,,REP,GEOFF DUNCAN,376,38,2,244,28,64
Gwinnett,CATES D,Lieutenant Governor,,REP,GEOFF DUNCAN,810,47,7,440,234,82
Gwinnett,035 Cates D - 04,Lieutenant Governor,,REP,GEOFF DUNCAN,155,5,2,99,27,22
Gwinnett,CATES E,Lieutenant Governor,,REP,GEOFF DUNCAN,947,52,1,499,179,216
Gwinnett,PINCKNEYVILLE E,Lieutenant Governor,,REP,GEOFF DUNCAN,188,7,1,138,6,36
Gwinnett,PINCKNEYVILLE F,Lieutenant Governor,,REP,GEOFF DUNCAN,291,28,3,173,7,80
Gwinnett,DUNCANS D,Lieutenant Governor,,REP,GEOFF DUNCAN,2568,118,8,1210,99,1133
Gwinnett,PINCKNEYVILLE H,Lieutenant Governor,,REP,GEOFF DUNCAN,1240,70,6,671,32,461
Gwinnett,BAYCREEK B,Lieutenant Governor,,REP,GEOFF DUNCAN,1020,44,2,575,388,11
Gwinnett,LAWRENCEVILLE C,Lieutenant Governor,,REP,GEOFF DUNCAN,946,44,4,528,176,194
Gwinnett,MARTINS D,Lieutenant Governor,,REP,GEOFF DUNCAN,159,18,2,95,11,33
Gwinnett,ROCKBRIDGE B,Lieutenant Governor,,REP,GEOFF DUNCAN,499,25,1,242,208,23
Gwinnett,GARNERS B,Lieutenant Governor,,REP,GEOFF DUNCAN,638,59,1,237,108,233
Gwinnett,CATES F,Lieutenant Governor,,REP,GEOFF DUNCAN,684,35,2,433,189,25
Gwinnett,CATES G,Lieutenant Governor,,REP,GEOFF DUNCAN,1104,64,4,582,381,73
Gwinnett,DULUTH B,Lieutenant Governor,,REP,GEOFF DUNCAN,942,73,6,476,98,289
Gwinnett,GARNERS C,Lieutenant Governor,,REP,GEOFF DUNCAN,497,19,1,269,10,198
Gwinnett,PINCKNEYVILLE I,Lieutenant Governor,,REP,GEOFF DUNCAN,286,24,1,171,13,77
Gwinnett,PINCKNEYVILLE J,Lieutenant Governor,,REP,GEOFF DUNCAN,154,20,1,78,3,52
Gwinnett,BERKSHIRE G,Lieutenant Governor,,REP,GEOFF DUNCAN,753,41,3,337,11,361
Gwinnett,CATES H,Lieutenant Governor,,REP,GEOFF DUNCAN,579,45,1,281,238,14
Gwinnett,SUGAR HILL C,Lieutenant Governor,,REP,GEOFF DUNCAN,1731,92,15,1041,316,267
Gwinnett,SUGAR HILL D,Lieutenant Governor,,REP,GEOFF DUNCAN,1362,66,17,698,101,480
Gwinnett,DULUTH C,Lieutenant Governor,,REP,GEOFF DUNCAN,579,48,1,319,20,191
Gwinnett,DULUTH D,Lieutenant Governor,,REP,GEOFF DUNCAN,852,72,7,390,68,315
Gwinnett,PINCKNEYVILLE K,Lieutenant Governor,,REP,GEOFF DUNCAN,303,31,2,181,23,66
Gwinnett,PINCKNEYVILLE N,Lieutenant Governor,,REP,GEOFF DUNCAN,250,10,2,160,8,70
Gwinnett,LAWRENCEVILLE D,Lieutenant Governor,,REP,GEOFF DUNCAN,437,20,5,224,170,18
Gwinnett,LAWRENCEVILLE E,Lieutenant Governor,,REP,GEOFF DUNCAN,736,51,2,336,334,13
Gwinnett,PINCKNEYVILLE L,Lieutenant Governor,,REP,GEOFF DUNCAN,1012,81,1,705,24,201
Gwinnett,PINCKNEYVILLE M,Lieutenant Governor,,REP,GEOFF DUNCAN,1162,91,3,778,11,279
Gwinnett,GARNERS D,Lieutenant Governor,,REP,GEOFF DUNCAN,473,25,1,223,59,165
Gwinnett,BERKSHIRE H,Lieutenant Governor,,REP,GEOFF DUNCAN,264,24,1,148,5,86
Gwinnett,PINCKNEYVILLE O,Lieutenant Governor,,REP,GEOFF DUNCAN,314,19,7,162,2,124
Gwinnett,PUCKETTS E,Lieutenant Governor,,REP,GEOFF DUNCAN,1300,73,12,542,53,620
Gwinnett,CATES I,Lieutenant Governor,,REP,GEOFF DUNCAN,1008,64,2,604,256,82
Gwinnett,CATES J,Lieutenant Governor,,REP,GEOFF DUNCAN,797,41,6,482,60,208
Gwinnett,GOODWINS B,Lieutenant Governor,,REP,GEOFF DUNCAN,1246,81,5,673,364,123
Gwinnett,LAWRENCEVILLE F,Lieutenant Governor,,REP,GEOFF DUNCAN,483,23,3,240,195,22
Gwinnett,MARTINS E,Lieutenant Governor,,REP,GEOFF DUNCAN,202,30,5,105,15,47
Gwinnett,PINCKNEYVILLE P,Lieutenant Governor,,REP,GEOFF DUNCAN,589,55,3,432,12,87
Gwinnett,PINCKNEYVILLE Q,Lieutenant Governor,,REP,GEOFF DUNCAN,97,0,0,69,3,25
Gwinnett,ROCKBRIDGE C,Lieutenant Governor,,REP,GEOFF DUNCAN,547,41,1,248,209,48
Gwinnett,ROCKBRIDGE D,Lieutenant Governor,,REP,GEOFF DUNCAN,540,36,5,216,279,4
Gwinnett,GOODWINS C,Lieutenant Governor,,REP,GEOFF DUNCAN,918,77,4,496,282,59
Gwinnett,BAYCREEK K,Lieutenant Governor,,REP,GEOFF DUNCAN,1057,72,5,436,524,20
Gwinnett,CATES K,Lieutenant Governor,,REP,GEOFF DUNCAN,855,35,2,532,227,59
Gwinnett,BAYCREEK C,Lieutenant Governor,,REP,GEOFF DUNCAN,1394,70,4,734,538,48
Gwinnett,CATES L,Lieutenant Governor,,REP,GEOFF DUNCAN,942,52,2,481,396,11
Gwinnett,DULUTH E,Lieutenant Governor,,REP,GEOFF DUNCAN,697,49,6,341,32,269
Gwinnett,GOODWINS D,Lieutenant Governor,,REP,GEOFF DUNCAN,1034,62,7,597,330,38
Gwinnett,LAWRENCEVILLE G,Lieutenant Governor,,REP,GEOFF DUNCAN,359,21,4,204,126,4
Gwinnett,LAWRENCEVILLE H,Lieutenant Governor,,REP,GEOFF DUNCAN,1214,80,6,629,375,124
Gwinnett,MARTINS F,Lieutenant Governor,,REP,GEOFF DUNCAN,278,18,2,184,20,54
Gwinnett,PINCKNEYVILLE S,Lieutenant Governor,,REP,GEOFF DUNCAN,535,61,3,309,20,142
Gwinnett,ROCKBRIDGE E,Lieutenant Governor,,REP,GEOFF DUNCAN,501,17,5,296,126,57
Gwinnett,SUGAR HILL E,Lieutenant Governor,,REP,GEOFF DUNCAN,1046,55,14,562,306,109
Gwinnett,LAWRENCEVILLE I,Lieutenant Governor,,REP,GEOFF DUNCAN,645,44,2,342,197,60
Gwinnett,BAYCREEK D,Lieutenant Governor,,REP,GEOFF DUNCAN,1276,63,6,653,534,20
Gwinnett,BERKSHIRE J,Lieutenant Governor,,REP,GEOFF DUNCAN,975,48,3,476,31,417
Gwinnett,CATES M,Lieutenant Governor,,REP,GEOFF DUNCAN,1418,82,4,735,524,73
Gwinnett,CATES N,Lieutenant Governor,,REP,GEOFF DUNCAN,1016,70,1,522,409,14
Gwinnett,DULUTH F,Lieutenant Governor,,REP,GEOFF DUNCAN,484,53,3,258,83,87
Gwinnett,DULUTH G,Lieutenant Governor,,REP,GEOFF DUNCAN,925,59,3,514,197,152
Gwinnett,GOODWINS E,Lieutenant Governor,,REP,GEOFF DUNCAN,1303,73,4,774,408,44
Gwinnett,GOODWINS F,Lieutenant Governor,,REP,GEOFF DUNCAN,710,54,3,389,239,25
Gwinnett,PINCKNEYVILLE T,Lieutenant Governor,,REP,GEOFF DUNCAN,571,68,3,344,16,140
Gwinnett,SUWANEE B,Lieutenant Governor,,REP,GEOFF DUNCAN,1323,53,4,471,789,6
Gwinnett,PINCKNEYVILLE U,Lieutenant Governor,,REP,GEOFF DUNCAN,478,26,1,360,14,77
Gwinnett,PUCKETTS B,Lieutenant Governor,,REP,GEOFF DUNCAN,1132,44,8,511,42,527
Gwinnett,BERKSHIRE L,Lieutenant Governor,,REP,GEOFF DUNCAN,367,33,2,215,42,75
Gwinnett,ROCKBRIDGE F,Lieutenant Governor,,REP,GEOFF DUNCAN,611,50,3,180,373,5
Gwinnett,SUGAR HILL F,Lieutenant Governor,,REP,GEOFF DUNCAN,1236,47,7,738,396,48
Gwinnett,SUWANEE C,Lieutenant Governor,,REP,GEOFF DUNCAN,1444,83,20,667,626,48
Gwinnett,CATES O,Lieutenant Governor,,REP,GEOFF DUNCAN,440,22,0,271,56,91
