county,precinct,office,district,party,candidate,total_votes
Chatham,3-12C,President,,Republican,Donald J. Trump,527
Chatham,7-17C,President,,Republican,Donald J. Trump,1255
Chatham,5-10C,President,,Republican,Donald J. Trump,135
Chatham,5-08C,President,,Republican,Donald J. Trump,329
Chatham,5-07C,President,,Republican,Donald J. Trump,221
Chatham,7-12C,President,,Republican,Donald J. Trump,1149
Chatham,8-01C,President,,Republican,Donald J. Trump,312
Chatham,4-04C,President,,Republican,Donald J. Trump,1182
Chatham,5-05C,President,,Republican,Donald J. Trump,83
Chatham,1-01C,President,,Republican,Donald J. Trump,907
Chatham,4-14C,President,,Republican,Donald J. Trump,1971
Chatham,3-09C,President,,Republican,Donald J. Trump,511
Chatham,3-13C,President,,Republican,Donald J. Trump,594
Chatham,6-09C,President,,Republican,Donald J. Trump,972
Chatham,2-09C,President,,Republican,Donald J. Trump,318
Chatham,7-13C,President,,Republican,Donald J. Trump,1245
Chatham,7-14C,President,,Republican,Donald J. Trump,1704
Chatham,8-17C,President,,Republican,Donald J. Trump,791
Chatham,8-15C,President,,Republican,Donald J. Trump,98
Chatham,8-16C,President,,Republican,Donald J. Trump,1147
Chatham,8-18C,President,,Republican,Donald J. Trump,383
Chatham,7-15C,President,,Republican,Donald J. Trump,752
Chatham,4-12C,President,,Republican,Donald J. Trump,1351
Chatham,1-06C,President,,Republican,Donald J. Trump,829
Chatham,3-14C,President,,Republican,Donald J. Trump,362
Chatham,4-02C,President,,Republican,Donald J. Trump,1129
Chatham,6-10C,President,,Republican,Donald J. Trump,1449
Chatham,6-11C,President,,Republican,Donald J. Trump,1151
Chatham,7-01C,President,,Republican,Donald J. Trump,458
Chatham,1-05C,President,,Republican,Donald J. Trump,635
Chatham,4-13C,President,,Republican,Donald J. Trump,1412
Chatham,7-03C,President,,Republican,Donald J. Trump,457
Chatham,7-05C,President,,Republican,Donald J. Trump,313
Chatham,7-01C,State House,161,Republican,Bill Hitchens,6
Chatham,7-03C,State House,161,Republican,Bill Hitchens,591
Chatham,7-07C,State House,161,Republican,Bill Hitchens,272
Chatham,8-17C,State House,161,Republican,Bill Hitchens,1449
Chatham,8-16C,State House,161,Republican,Bill Hitchens,1804
Chatham,7-15C,State House,161,Republican,Bill Hitchens,1561
Chatham,7-11C,State House,161,Republican,Bill Hitchens,1254
Chatham,7-04C,State House,161,Republican,Bill Hitchens,1332
Chatham,8-18C,State House,161,Republican,Bill Hitchens,700
Chatham,8-10C,State House,162,Democrat,Carl W. Gilliard,0
Chatham,6-05C,State House,162,Democrat,Carl W. Gilliard,860
Chatham,5-06C,State House,162,Democrat,Carl W. Gilliard,932
Chatham,6-03C,State House,162,Democrat,Carl W. Gilliard,666
Chatham,1-09C,State House,162,Democrat,Carl W. Gilliard,738
Chatham,5-08C,State House,162,Democrat,Carl W. Gilliard,781
Chatham,7-16C,State House,162,Democrat,Carl W. Gilliard,711
Chatham,5-11C,State House,162,Democrat,Carl W. Gilliard,1306
Chatham,8-03C,State House,162,Democrat,Carl W. Gilliard,196
Chatham,7-14C,State House,162,Democrat,Carl W. Gilliard,2686
Chatham,6-06C,State House,162,Democrat,Carl W. Gilliard,284
Chatham,6-08C,State House,162,Democrat,Carl W. Gilliard,905
Chatham,6-09C,State House,162,Democrat,Carl W. Gilliard,1244
Chatham,6-11C,State House,162,Democrat,Carl W. Gilliard,2142
Chatham,7-10C,State House,162,Democrat,Carl W. Gilliard,1842
Chatham,5-07C,State House,162,Democrat,Carl W. Gilliard,662
Chatham,7-13C,State House,162,Democrat,Carl W. Gilliard,77
Chatham,7-10C,State House,162,Republican,Keith Padgett,960
Chatham,7-13C,State House,162,Republican,Keith Padgett,77
Chatham,5-08C,State House,162,Republican,Keith Padgett,312
Chatham,1-09C,State House,162,Republican,Keith Padgett,321
Chatham,8-10C,State House,162,Republican,Keith Padgett,0
Chatham,6-09C,State House,162,Republican,Keith Padgett,971
Chatham,6-08C,State House,162,Republican,Keith Padgett,312
Chatham,6-06C,State House,162,Republican,Keith Padgett,267
Chatham,6-05C,State House,162,Republican,Keith Padgett,433
Chatham,5-06C,State House,162,Republican,Keith Padgett,306
Chatham,8-03C,State House,162,Republican,Keith Padgett,273
Chatham,7-16C,State House,162,Republican,Keith Padgett,169
Chatham,7-14C,State House,162,Republican,Keith Padgett,1641
Chatham,5-11C,State House,162,Republican,Keith Padgett,357
Chatham,5-07C,State House,162,Republican,Keith Padgett,211
Chatham,6-03C,State House,162,Republican,Keith Padgett,431
Chatham,6-11C,State House,162,Republican,Keith Padgett,1145
Chatham,1-09C,State House,163,Democrat,Anne Allen Westbrook,0
Chatham,1-05C,State House,163,Democrat,Anne Allen Westbrook,1322
Chatham,8-11C,State House,163,Democrat,Anne Allen Westbrook,839
Chatham,8-12C,State House,163,Democrat,Anne Allen Westbrook,768
Chatham,8-15C,State House,163,Democrat,Anne Allen Westbrook,724
Chatham,6-02C,State House,163,Democrat,Anne Allen Westbrook,321
Chatham,8-02C,State House,163,Democrat,Anne Allen Westbrook,1020
Chatham,5-10C,State House,163,Democrat,Anne Allen Westbrook,1738
Chatham,5-05C,State House,163,Democrat,Anne Allen Westbrook,1491
Chatham,5-03C,State House,163,Democrat,Anne Allen Westbrook,822
Chatham,3-02C,State House,163,Democrat,Anne Allen Westbrook,860
Chatham,2-12C,State House,163,Democrat,Anne Allen Westbrook,908
Chatham,1-01C,State House,163,Democrat,Anne Allen Westbrook,2089
Chatham,2-03C,State House,163,Democrat,Anne Allen Westbrook,774
Chatham,1-08C,State House,163,Democrat,Anne Allen Westbrook,664
Chatham,1-06C,State House,163,Democrat,Anne Allen Westbrook,1110
Chatham,8-06C,State House,163,Democrat,Anne Allen Westbrook,486
Chatham,8-10C,State House,163,Democrat,Anne Allen Westbrook,844
Chatham,6-01C,State House,163,Democrat,Anne Allen Westbrook,854
Chatham,6-06C,State House,163,Democrat,Anne Allen Westbrook,287
Chatham,7-01C,State House,163,Democrat,Anne Allen Westbrook,616
Chatham,8-05C,State House,163,Democrat,Anne Allen Westbrook,607
Chatham,1-13C,State House,163,Democrat,Anne Allen Westbrook,672
Chatham,7-05C,State House,163,Democrat,Anne Allen Westbrook,557
Chatham,8-03C,State House,163,Democrat,Anne Allen Westbrook,324
Chatham,7-14C,State House,164,Republican,Ron Stephens,22
Chatham,6-11C,State House,164,Republican,Ron Stephens,10
Chatham,7-06C,State House,164,Republican,Ron Stephens,1581
Chatham,7-17C,State House,164,Republican,Ron Stephens,1686
Chatham,7-07C,State House,164,Republican,Ron Stephens,1915
Chatham,7-09C,State House,164,Republican,Ron Stephens,1433
Chatham,7-12C,State House,164,Republican,Ron Stephens,1942
Chatham,7-13C,State House,164,Republican,Ron Stephens,1494
Chatham,6-10C,State House,164,Republican,Ron Stephens,2303
Chatham,7-16C,State House,164,Republican,Ron Stephens,1247
Chatham,7-08C,State House,164,Republican,Ron Stephens,1974
Chatham,3-14C,State House,165,Democrat,Edna Jackson,1342
Chatham,3-11C,State House,165,Democrat,Edna Jackson,742
Chatham,8-01C,State House,165,Democrat,Edna Jackson,1151
Chatham,8-09C,State House,165,Democrat,Edna Jackson,616
Chatham,8-08C,State House,165,Democrat,Edna Jackson,1083
Chatham,8-15C,State House,165,Democrat,Edna Jackson,0
Chatham,3-05C,State House,165,Democrat,Edna Jackson,1079
Chatham,2-06C,State House,165,Democrat,Edna Jackson,892
Chatham,2-05C,State House,165,Democrat,Edna Jackson,1519
Chatham,2-04C,State House,165,Democrat,Edna Jackson,1306
Chatham,2-02C,State House,165,Democrat,Edna Jackson,833
Chatham,1-16C,State House,165,Democrat,Edna Jackson,0
Chatham,1-14C,State House,165,Democrat,Edna Jackson,909
Chatham,1-08C,State House,165,Democrat,Edna Jackson,206
Chatham,2-09C,State House,165,Democrat,Edna Jackson,1803
Chatham,2-11C,State House,165,Democrat,Edna Jackson,804
Chatham,3-03C,State House,165,Democrat,Edna Jackson,593
Chatham,2-07C,State House,165,Democrat,Edna Jackson,1429
Chatham,3-10C,State House,165,Democrat,Edna Jackson,1445
Chatham,3-04C,State House,165,Democrat,Edna Jackson,852
Chatham,3-12C,State House,165,Democrat,Edna Jackson,833
Chatham,3-09C,State House,165,Democrat,Edna Jackson,1014
Chatham,3-13C,State House,165,Democrat,Edna Jackson,1389
Chatham,4-07C,State House,166,Democrat,Gay Fortson,825
Chatham,4-04C,State House,166,Democrat,Gay Fortson,514
Chatham,6-02C,State House,166,Democrat,Gay Fortson,414
Chatham,1-10C,State House,166,Democrat,Gay Fortson,218
Chatham,1-17C,State House,166,Democrat,Gay Fortson,703
Chatham,4-14C,State House,166,Democrat,Gay Fortson,958
Chatham,1-12C,State House,166,Democrat,Gay Fortson,380
Chatham,1-14C,State House,166,Democrat,Gay Fortson,2
Chatham,1-16C,State House,166,Democrat,Gay Fortson,495
Chatham,4-02C,State House,166,Democrat,Gay Fortson,575
Chatham,4-05C,State House,166,Democrat,Gay Fortson,555
Chatham,6-03C,State House,166,Democrat,Gay Fortson,431
Chatham,4-13C,State House,166,Democrat,Gay Fortson,630
Chatham,4-12C,State House,166,Democrat,Gay Fortson,505
Chatham,4-11C,State House,166,Democrat,Gay Fortson,436
Chatham,4-10C,State House,166,Democrat,Gay Fortson,344
Chatham,4-08C,State House,166,Democrat,Gay Fortson,603
Chatham,4-06C,State House,166,Democrat,Gay Fortson,482
Chatham,1-14C,State House,166,Republican,Jesse L. Petrea,3
Chatham,4-04C,State House,166,Republican,Jesse L. Petrea,1262
Chatham,4-10C,State House,166,Republican,Jesse L. Petrea,734
Chatham,4-12C,State House,166,Republican,Jesse L. Petrea,1482
Chatham,4-14C,State House,166,Republican,Jesse L. Petrea,2229
Chatham,1-10C,State House,166,Republican,Jesse L. Petrea,732
Chatham,1-12C,State House,166,Republican,Jesse L. Petrea,1271
Chatham,4-07C,State House,166,Republican,Jesse L. Petrea,1699
Chatham,4-06C,State House,166,Republican,Jesse L. Petrea,1350
Chatham,4-08C,State House,166,Republican,Jesse L. Petrea,1647
Chatham,4-05C,State House,166,Republican,Jesse L. Petrea,1271
Chatham,4-13C,State House,166,Republican,Jesse L. Petrea,1576
Chatham,1-16C,State House,166,Republican,Jesse L. Petrea,1703
Chatham,4-11C,State House,166,Republican,Jesse L. Petrea,814
Chatham,1-17C,State House,166,Republican,Jesse L. Petrea,1848
Chatham,6-02C,State House,166,Republican,Jesse L. Petrea,883
Chatham,6-03C,State House,166,Republican,Jesse L. Petrea,396
Chatham,4-02C,State House,166,Republican,Jesse L. Petrea,1154
Chatham,7-09C,State Senate,1,Republican,Ben Watson,1449
Chatham,4-13C,State Senate,1,Republican,Ben Watson,1852
Chatham,4-10C,State Senate,1,Republican,Ben Watson,853
Chatham,1-10C,State Senate,1,Republican,Ben Watson,842
Chatham,7-16C,State Senate,1,Republican,Ben Watson,1857
Chatham,6-10C,State Senate,1,Republican,Ben Watson,2306
Chatham,6-02C,State Senate,1,Republican,Ben Watson,1370
Chatham,1-14C,State Senate,1,Republican,Ben Watson,1091
Chatham,1-16C,State Senate,1,Republican,Ben Watson,1932
Chatham,1-17C,State Senate,1,Republican,Ben Watson,2162
Chatham,7-10C,State Senate,1,Republican,Ben Watson,0
Chatham,1-13C,State Senate,1,Republican,Ben Watson,820
Chatham,4-14C,State Senate,1,Republican,Ben Watson,2612
Chatham,7-08C,State Senate,1,Republican,Ben Watson,1547
Chatham,4-02C,State Senate,1,Republican,Ben Watson,1469
Chatham,4-04C,State Senate,1,Republican,Ben Watson,1528
Chatham,4-05C,State Senate,1,Republican,Ben Watson,1550
Chatham,4-06C,State Senate,1,Republican,Ben Watson,1588
Chatham,4-12C,State Senate,1,Republican,Ben Watson,1688
Chatham,4-08C,State Senate,1,Republican,Ben Watson,1927
Chatham,4-07C,State Senate,1,Republican,Ben Watson,2133
Chatham,7-06C,State Senate,1,Republican,Ben Watson,123
Chatham,2-06C,State Senate,1,Republican,Ben Watson,417
Chatham,4-11C,State Senate,1,Republican,Ben Watson,983
Chatham,6-11C,State Senate,1,Republican,Ben Watson,2371
Chatham,1-12C,State Senate,1,Republican,Ben Watson,1460
Chatham,7-17C,State Senate,1,Republican,Ben Watson,1696
Chatham,8-09C,State Senate,2,Democrat,Derek Mallow,592
Chatham,1-06C,State Senate,2,Democrat,Derek Mallow,1103
Chatham,3-05C,State Senate,2,Democrat,Derek Mallow,1064
Chatham,3-04C,State Senate,2,Democrat,Derek Mallow,820
Chatham,3-03C,State Senate,2,Democrat,Derek Mallow,574
Chatham,2-11C,State Senate,2,Democrat,Derek Mallow,783
Chatham,2-12C,State Senate,2,Democrat,Derek Mallow,914
Chatham,7-15C,State Senate,2,Democrat,Derek Mallow,1843
Chatham,8-01C,State Senate,2,Democrat,Derek Mallow,1135
Chatham,5-08C,State Senate,2,Democrat,Derek Mallow,934
Chatham,2-04C,State Senate,2,Democrat,Derek Mallow,1273
Chatham,2-07C,State Senate,2,Democrat,Derek Mallow,1398
Chatham,8-02C,State Senate,2,Democrat,Derek Mallow,1023
Chatham,8-12C,State Senate,2,Democrat,Derek Mallow,782
Chatham,5-05C,State Senate,2,Democrat,Derek Mallow,1509
Chatham,5-03C,State Senate,2,Democrat,Derek Mallow,841
Chatham,8-03C,State Senate,2,Democrat,Derek Mallow,630
Chatham,8-05C,State Senate,2,Democrat,Derek Mallow,621
Chatham,8-06C,State Senate,2,Democrat,Derek Mallow,501
Chatham,8-08C,State Senate,2,Democrat,Derek Mallow,1039
Chatham,8-15C,State Senate,2,Democrat,Derek Mallow,733
Chatham,8-10C,State Senate,2,Democrat,Derek Mallow,845
Chatham,8-11C,State Senate,2,Democrat,Derek Mallow,866
Chatham,7-14C,State Senate,2,Democrat,Derek Mallow,3479
Chatham,3-10C,State Senate,2,Democrat,Derek Mallow,1415
Chatham,3-11C,State Senate,2,Democrat,Derek Mallow,729
Chatham,6-03C,State Senate,2,Democrat,Derek Mallow,1522
Chatham,7-11C,State Senate,2,Democrat,Derek Mallow,1497
Chatham,5-06C,State Senate,2,Democrat,Derek Mallow,1073
Chatham,5-10C,State Senate,2,Democrat,Derek Mallow,1752
Chatham,3-12C,State Senate,2,Democrat,Derek Mallow,824
Chatham,5-11C,State Senate,2,Democrat,Derek Mallow,1463
Chatham,7-05C,State Senate,2,Democrat,Derek Mallow,557
Chatham,3-13C,State Senate,2,Democrat,Derek Mallow,1371
Chatham,8-18C,State Senate,2,Democrat,Derek Mallow,746
Chatham,3-14C,State Senate,2,Democrat,Derek Mallow,1306
Chatham,7-13C,State Senate,2,Democrat,Derek Mallow,106
Chatham,6-05C,State Senate,2,Democrat,Derek Mallow,1085
Chatham,2-02C,State Senate,2,Democrat,Derek Mallow,813
Chatham,1-14C,State Senate,2,Democrat,Derek Mallow,4
Chatham,6-01C,State Senate,2,Democrat,Derek Mallow,861
Chatham,1-09C,State Senate,2,Democrat,Derek Mallow,881
Chatham,2-05C,State Senate,2,Democrat,Derek Mallow,1498
Chatham,8-17C,State Senate,2,Democrat,Derek Mallow,1664
Chatham,2-06C,State Senate,2,Democrat,Derek Mallow,466
Chatham,1-08C,State Senate,2,Democrat,Derek Mallow,870
Chatham,2-03C,State Senate,2,Democrat,Derek Mallow,772
Chatham,5-07C,State Senate,2,Democrat,Derek Mallow,768
Chatham,6-06C,State Senate,2,Democrat,Derek Mallow,712
Chatham,6-08C,State Senate,2,Democrat,Derek Mallow,1070
Chatham,6-09C,State Senate,2,Democrat,Derek Mallow,1716
Chatham,7-01C,State Senate,2,Democrat,Derek Mallow,614
Chatham,7-04C,State Senate,2,Democrat,Derek Mallow,1750
Chatham,2-09C,State Senate,2,Democrat,Derek Mallow,1773
Chatham,7-03C,State Senate,2,Democrat,Derek Mallow,497
Chatham,3-02C,State Senate,2,Democrat,Derek Mallow,866
Chatham,1-01C,State Senate,2,Democrat,Derek Mallow,2081
Chatham,1-05C,State Senate,2,Democrat,Derek Mallow,1324
Chatham,7-10C,State Senate,2,Democrat,Derek Mallow,2315
Chatham,3-09C,State Senate,2,Democrat,Derek Mallow,986
Chatham,7-14C,State Senate,4,Republican,Billy Hickman,21
Chatham,7-06C,State Senate,4,Republican,Billy Hickman,1443
Chatham,7-07C,State Senate,4,Republican,Billy Hickman,2153
Chatham,7-08C,State Senate,4,Republican,Billy Hickman,403
Chatham,7-12C,State Senate,4,Republican,Billy Hickman,1940
Chatham,7-13C,State Senate,4,Republican,Billy Hickman,1483
Chatham,8-16C,State Senate,4,Republican,Billy Hickman,1819
Chatham,3-12C,U.S. House,1,Democrat,Patti Hewitt,552
Chatham,7-08C,U.S. House,1,Democrat,Patti Hewitt,709
Chatham,7-04C,U.S. House,1,Democrat,Patti Hewitt,1408
Chatham,7-05C,U.S. House,1,Democrat,Patti Hewitt,381
Chatham,6-10C,U.S. House,1,Democrat,Patti Hewitt,1460
Chatham,8-18C,U.S. House,1,Democrat,Patti Hewitt,508
Chatham,8-17C,U.S. House,1,Democrat,Patti Hewitt,1179
Chatham,8-16C,U.S. House,1,Democrat,Patti Hewitt,1196
Chatham,7-14C,U.S. House,1,Democrat,Patti Hewitt,2494
Chatham,8-12C,U.S. House,1,Democrat,Patti Hewitt,627
Chatham,8-11C,U.S. House,1,Democrat,Patti Hewitt,771
Chatham,5-05C,U.S. House,1,Democrat,Patti Hewitt,1377
Chatham,5-06C,U.S. House,1,Democrat,Patti Hewitt,892
Chatham,5-07C,U.S. House,1,Democrat,Patti Hewitt,622
Chatham,5-08C,U.S. House,1,Democrat,Patti Hewitt,703
Chatham,5-10C,U.S. House,1,Democrat,Patti Hewitt,1582
Chatham,5-11C,U.S. House,1,Democrat,Patti Hewitt,1211
Chatham,6-01C,U.S. House,1,Democrat,Patti Hewitt,645
Chatham,4-02C,U.S. House,1,Democrat,Patti Hewitt,565
Chatham,7-07C,U.S. House,1,Democrat,Patti Hewitt,1004
Chatham,4-13C,U.S. House,1,Democrat,Patti Hewitt,684
Chatham,4-12C,U.S. House,1,Democrat,Patti Hewitt,546
Chatham,4-11C,U.S. House,1,Democrat,Patti Hewitt,456
Chatham,4-10C,U.S. House,1,Democrat,Patti Hewitt,372
Chatham,4-08C,U.S. House,1,Democrat,Patti Hewitt,617
Chatham,4-07C,U.S. House,1,Democrat,Patti Hewitt,840
Chatham,4-06C,U.S. House,1,Democrat,Patti Hewitt,483
Chatham,4-05C,U.S. House,1,Democrat,Patti Hewitt,560
Chatham,4-04C,U.S. House,1,Democrat,Patti Hewitt,534
Chatham,2-05C,U.S. House,1,Democrat,Patti Hewitt,1343
Chatham,8-05C,U.S. House,1,Democrat,Patti Hewitt,560
Chatham,3-14C,U.S. House,1,Democrat,Patti Hewitt,1049
Chatham,6-03C,U.S. House,1,Democrat,Patti Hewitt,1051
Chatham,6-05C,U.S. House,1,Democrat,Patti Hewitt,767
Chatham,6-06C,U.S. House,1,Democrat,Patti Hewitt,448
Chatham,3-11C,U.S. House,1,Democrat,Patti Hewitt,596
Chatham,6-08C,U.S. House,1,Democrat,Patti Hewitt,840
Chatham,2-04C,U.S. House,1,Democrat,Patti Hewitt,1144
Chatham,6-09C,U.S. House,1,Democrat,Patti Hewitt,1171
Chatham,6-11C,U.S. House,1,Democrat,Patti Hewitt,2032
Chatham,7-01C,U.S. House,1,Democrat,Patti Hewitt,369
Chatham,8-06C,U.S. House,1,Democrat,Patti Hewitt,441
Chatham,3-10C,U.S. House,1,Democrat,Patti Hewitt,1238
Chatham,7-06C,U.S. House,1,Democrat,Patti Hewitt,985
Chatham,8-10C,U.S. House,1,Democrat,Patti Hewitt,790
Chatham,1-01C,U.S. House,1,Democrat,Patti Hewitt,1568
Chatham,3-09C,U.S. House,1,Democrat,Patti Hewitt,738
Chatham,3-05C,U.S. House,1,Democrat,Patti Hewitt,867
Chatham,3-04C,U.S. House,1,Democrat,Patti Hewitt,739
Chatham,3-03C,U.S. House,1,Democrat,Patti Hewitt,507
Chatham,3-02C,U.S. House,1,Democrat,Patti Hewitt,661
Chatham,2-12C,U.S. House,1,Democrat,Patti Hewitt,841
Chatham,2-11C,U.S. House,1,Democrat,Patti Hewitt,671
Chatham,2-09C,U.S. House,1,Democrat,Patti Hewitt,1578
Chatham,2-07C,U.S. House,1,Democrat,Patti Hewitt,1202
Chatham,2-06C,U.S. House,1,Democrat,Patti Hewitt,588
Chatham,3-13C,U.S. House,1,Democrat,Patti Hewitt,1025
