county,office,district,party,candidate,votes
APPLING,US Senate,,Democrat,Max Cleland,1637
ATKINSON,US Senate,,Democrat,Max Cleland,264
BACON,US Senate,,Democrat,Max Cleland,474
BAKER,US Senate,,Democrat,Max Cleland,329
BALDWIN,US Senate,,Democrat,Max Cleland,3138
BANKS,US Senate,,Democrat,Max Cleland,800
BARROW,US Senate,,Democrat,Max Cleland,772
BARTOW,US Senate,,Democrat,Max Cleland,3204
BEN HILL,US Senate,,Democrat,Max Cleland,1104
BERRIEN,US Senate,,Democrat,Max Cleland,1293
BIBB,US Senate,,Democrat,Max Cleland,9652
BLECKLEY,US Senate,,Democrat,Max Cleland,518
BRANTLEY,US Senate,,Democrat,Max Cleland,1002
BROOKS,US Senate,,Democrat,Max Cleland,888
BRYAN,US Senate,,Democrat,Max Cleland,571
BULLOCH,US Senate,,Democrat,Max Cleland,1545
BURKE,US Senate,,Democrat,Max Cleland,1041
BUTTS,US Senate,,Democrat,Max Cleland,1531
CALHOUN,US Senate,,Democrat,Max Cleland,823
CAMDEN,US Senate,,Democrat,Max Cleland,748
CANDLER,US Senate,,Democrat,Max Cleland,447
CARROLL,US Senate,,Democrat,Max Cleland,3139
CATOOSA,US Senate,,Democrat,Max Cleland,789
CHARLTON,US Senate,,Democrat,Max Cleland,301
CHATHAM,US Senate,,Democrat,Max Cleland,13168
CHATTAHOOCHEE,US Senate,,Democrat,Max Cleland,119
CHATTOOGA,US Senate,,Democrat,Max Cleland,1469
CHEROKEE,US Senate,,Democrat,Max Cleland,1798
CLARKE,US Senate,,Democrat,Max Cleland,8252
CLAY,US Senate,,Democrat,Max Cleland,387
CLAYTON,US Senate,,Democrat,Max Cleland,18036
CLINCH,US Senate,,Democrat,Max Cleland,362
COBB,US Senate,,Democrat,Max Cleland,18695
COFFEE,US Senate,,Democrat,Max Cleland,1773
COLQUITT,US Senate,,Democrat,Max Cleland,1715
COLUMBIA,US Senate,,Democrat,Max Cleland,1631
COOK,US Senate,,Democrat,Max Cleland,636
COWETA,US Senate,,Democrat,Max Cleland,2168
CRAWFORD,US Senate,,Democrat,Max Cleland,712
CRISP,US Senate,,Democrat,Max Cleland,1008
DADE,US Senate,,Democrat,Max Cleland,257
DAWSON,US Senate,,Democrat,Max Cleland,306
DECATUR,US Senate,,Democrat,Max Cleland,1796
DEKALB,US Senate,,Democrat,Max Cleland,96675
DODGE,US Senate,,Democrat,Max Cleland,1090
DOOLY,US Senate,,Democrat,Max Cleland,782
DOUGHERTY,US Senate,,Democrat,Max Cleland,13027
DOUGLAS,US Senate,,Democrat,Max Cleland,3202
EARLY,US Senate,,Democrat,Max Cleland,1287
ECHOLS,US Senate,,Democrat,Max Cleland,255
EFFINGHAM,US Senate,,Democrat,Max Cleland,1554
ELBERT,US Senate,,Democrat,Max Cleland,2273
EMANUEL,US Senate,,Democrat,Max Cleland,1904
EVANS,US Senate,,Democrat,Max Cleland,777
FANNIN,US Senate,,Democrat,Max Cleland,406
FAYETTE,US Senate,,Democrat,Max Cleland,2753
FLOYD,US Senate,,Democrat,Max Cleland,5265
FORSYTH,US Senate,,Democrat,Max Cleland,755
FRANKLIN,US Senate,,Democrat,Max Cleland,1743
FULTON,US Senate,,Democrat,Max Cleland,48505
GILMER,US Senate,,Democrat,Max Cleland,786
GLASCOCK,US Senate,,Democrat,Max Cleland,64
GLYNN,US Senate,,Democrat,Max Cleland,2676
GORDON,US Senate,,Democrat,Max Cleland,1924
GRADY,US Senate,,Democrat,Max Cleland,2219
GREENE,US Senate,,Democrat,Max Cleland,1904
GWINNETT,US Senate,,Democrat,Max Cleland,12756
HABERSHAM,US Senate,,Democrat,Max Cleland,1017
HALL,US Senate,,Democrat,Max Cleland,3695
HANCOCK,US Senate,,Democrat,Max Cleland,1312
HARALSON,US Senate,,Democrat,Max Cleland,1456
HARRIS,US Senate,,Democrat,Max Cleland,682
HART,US Senate,,Democrat,Max Cleland,1184
