county,office,district,party,candidate,votes
APPLING,U.S. Senate,,Republican,Bob Irvin,64
APPLING,U.S. Senate,,Democrat,Max Cleveland,1637
APPLING,U.S. Senate,,Republican,Robert (Bob) Brown,56
APPLING,U.S. Senate,,Republican,Saxby Chambliss,950
ATKINSON,U.S. Senate,,Republican,Bob Irvin,36
ATKINSON,U.S. Senate,,Democrat,Max Cleveland,264
ATKINSON,U.S. Senate,,Republican,Robert (Bob) Brown,27
ATKINSON,U.S. Senate,,Republican,Saxby Chambliss,311
BACON,U.S. Senate,,Republican,Bob Irvin,11
BACON,U.S. Senate,,Democrat,Max Cleveland,474
BACON,U.S. Senate,,Republican,Robert (Bob) Brown,23
BACON,U.S. Senate,,Republican,Saxby Chambliss,237
BAKER,U.S. Senate,,Republican,Bob Irvin,10
BAKER,U.S. Senate,,Democrat,Max Cleveland,329
BAKER,U.S. Senate,,Republican,Robert (Bob) Brown,5
BAKER,U.S. Senate,,Republican,Saxby Chambliss,92
BALDWIN,U.S. Senate,,Republican,Bob Irvin,106
BALDWIN,U.S. Senate,,Democrat,Max Cleveland,3138
BALDWIN,U.S. Senate,,Republican,Robert (Bob) Brown,91
BALDWIN,U.S. Senate,,Republican,Saxby Chambliss,1157
BANKS,U.S. Senate,,Republican,Bob Irvin,300
BANKS,U.S. Senate,,Democrat,Max Cleveland,800
BANKS,U.S. Senate,,Republican,Robert (Bob) Brown,162
BANKS,U.S. Senate,,Republican,Saxby Chambliss,462
BARROW,U.S. Senate,,Republican,Bob Irvin,1500
BARROW,U.S. Senate,,Democrat,Max Cleveland,772
BARROW,U.S. Senate,,Republican,Robert (Bob) Brown,657
BARROW,U.S. Senate,,Republican,Saxby Chambliss,1969
BARTOW,U.S. Senate,,Republican,Bob Irvin,1810
BARTOW,U.S. Senate,,Democrat,Max Cleveland,3204
BARTOW,U.S. Senate,,Republican,Robert (Bob) Brown,983
BARTOW,U.S. Senate,,Republican,Saxby Chambliss,3115
BEN HILL,U.S. Senate,,Republican,Bob Irvin,79
BEN HILL,U.S. Senate,,Democrat,Max Cleveland,1104
BEN HILL,U.S. Senate,,Republican,Robert (Bob) Brown,36
BEN HILL,U.S. Senate,,Republican,Saxby Chambliss,654
BERRIEN,U.S. Senate,,Republican,Bob Irvin,24
BERRIEN,U.S. Senate,,Democrat,Max Cleveland,1293
BERRIEN,U.S. Senate,,Republican,Robert (Bob) Brown,17
BERRIEN,U.S. Senate,,Republican,Saxby Chambliss,303
BIBB,U.S. Senate,,Republican,Bob Irvin,350
BIBB,U.S. Senate,,Democrat,Max Cleveland,9652
BIBB,U.S. Senate,,Republican,Robert (Bob) Brown,243
BIBB,U.S. Senate,,Republican,Saxby Chambliss,8207
BLECKLEY,U.S. Senate,,Republican,Bob Irvin,138
BLECKLEY,U.S. Senate,,Democrat,Max Cleveland,518
BLECKLEY,U.S. Senate,,Republican,Robert (Bob) Brown,40
BLECKLEY,U.S. Senate,,Republican,Saxby Chambliss,1066
BRANTLEY,U.S. Senate,,Republican,Bob Irvin,91
BRANTLEY,U.S. Senate,,Democrat,Max Cleveland,1002
BRANTLEY,U.S. Senate,,Republican,Robert (Bob) Brown,113
BRANTLEY,U.S. Senate,,Republican,Saxby Chambliss,502
BROOKS,U.S. Senate,,Republican,Bob Irvin,29
BROOKS,U.S. Senate,,Democrat,Max Cleveland,888
BROOKS,U.S. Senate,,Republican,Robert (Bob) Brown,27
BROOKS,U.S. Senate,,Republican,Saxby Chambliss,183
BRYAN,U.S. Senate,,Republican,Bob Irvin,249
BRYAN,U.S. Senate,,Democrat,Max Cleveland,571
BRYAN,U.S. Senate,,Republican,Robert (Bob) Brown,219
BRYAN,U.S. Senate,,Republican,Saxby Chambliss,703
BULLOCH,U.S. Senate,,Republican,Bob Irvin,561
BULLOCH,U.S. Senate,,Democrat,Max Cleveland,1545
BULLOCH,U.S. Senate,,Republican,Robert (Bob) Brown,326
BULLOCH,U.S. Senate,,Republican,Saxby Chambliss,2335
BURKE,U.S. Senate,,Republican,Bob Irvin,309
BURKE,U.S. Senate,,Democrat,Max Cleveland,1041
BURKE,U.S. Senate,,Republican,Robert (Bob) Brown,206
BURKE,U.S. Senate,,Republican,Saxby Chambliss,701
BUTTS,U.S. Senate,,Republican,Bob Irvin,289
BUTTS,U.S. Senate,,Democrat,Max Cleveland,1531
BUTTS,U.S. Senate,,Republican,Robert (Bob) Brown,124
BUTTS,U.S. Senate,,Republican,Saxby Chambliss,566
CALHOUN,U.S. Senate,,Republican,Bob Irvin,5
CALHOUN,U.S. Senate,,Democrat,Max Cleveland,823
CALHOUN,U.S. Senate,,Republican,Robert (Bob) Brown,0
CALHOUN,U.S. Senate,,Republican,Saxby Chambliss,61
CAMDEN,U.S. Senate,,Republican,Bob Irvin,272
CAMDEN,U.S. Senate,,Democrat,Max Cleveland,748
CAMDEN,U.S. Senate,,Republican,Robert (Bob) Brown,319
CAMDEN,U.S. Senate,,Republican,Saxby Chambliss,673
CANDLER,U.S. Senate,,Republican,Bob Irvin,64
CANDLER,U.S. Senate,,Democrat,Max Cleveland,447
CANDLER,U.S. Senate,,Republican,Robert (Bob) Brown,50
CANDLER,U.S. Senate,,Republican,Saxby Chambliss,275
CARROLL,U.S. Senate,,Republican,Bob Irvin,1889
CARROLL,U.S. Senate,,Democrat,Max Cleveland,3139
CARROLL,U.S. Senate,,Republican,Robert (Bob) Brown,816
CARROLL,U.S. Senate,,Republican,Saxby Chambliss,2549
CATOOSA,U.S. Senate,,Republican,Bob Irvin,644
CATOOSA,U.S. Senate,,Democrat,Max Cleveland,789
CATOOSA,U.S. Senate,,Republican,Robert (Bob) Brown,610
CATOOSA,U.S. Senate,,Republican,Saxby Chambliss,1066
CHARLTON,U.S. Senate,,Republican,Bob Irvin,16
CHARLTON,U.S. Senate,,Democrat,Max Cleveland,301
CHARLTON,U.S. Senate,,Republican,Robert (Bob) Brown,20
CHARLTON,U.S. Senate,,Republican,Saxby Chambliss,330
CHATHAM,U.S. Senate,,Republican,Bob Irvin,2086
CHATHAM,U.S. Senate,,Democrat,Max Cleveland,13168
CHATHAM,U.S. Senate,,Republican,Robert (Bob) Brown,1283
CHATHAM,U.S. Senate,,Republican,Saxby Chambliss,8731
CHATTAHOOCHEE,U.S. Senate,,Republican,Bob Irvin,13
CHATTAHOOCHEE,U.S. Senate,,Democrat,Max Cleveland,119
CHATTAHOOCHEE,U.S. Senate,,Republican,Robert (Bob) Brown,18
CHATTAHOOCHEE,U.S. Senate,,Republican,Saxby Chambliss,40
CHATTOOGA,U.S. Senate,,Republican,Bob Irvin,174
CHATTOOGA,U.S. Senate,,Democrat,Max Cleveland,1469
