county,office,district,party,candidate,votes
FORSYTH,State Senate,48,Democrat,J.D. Elliott,127
FULTON,State Senate,48,Democrat,J.D. Elliott,19
GWINNETT,State Senate,48,Democrat,J.D. Elliott,451
FORSYTH,State Senate,48,Republican,Bobby Reese,1010
FULTON,State Senate,48,Republican,Bobby Reese,48
GWINNETT,State Senate,48,Republican,Bobby Reese,1997
FORSYTH,State Senate,48,Republican,David Shafer,1182
FULTON,State Senate,48,Republican,David Shafer,321
GWINNETT,State Senate,48,Republican,David Shafer,3420
FORSYTH,State Senate,48,Nonpartisan,Nathan R. Warnock,68
FULTON,State Senate,48,Nonpartisan,Nathan R. Warnock,10
GWINNETT,State Senate,48,Nonpartisan,Nathan R. Warnock,280
