county,office,district,party,candidate,votes
BARTOW,State Representative,12,Democrat,Jerry Nally,17
GORDON,State Representative,12,Democrat,Jerry Nally,76
PICKENS,State Representative,12,Democrat,Jerry Nally,151
BARTOW,State Representative,12,Republican,Rick Jasperse,9
GORDON,State Representative,12,Republican,Rick Jasperse,422
PICKENS,State Representative,12,Republican,Rick Jasperse,2927
BARTOW,State Representative,12,Republican,Truett Moss II,38
GORDON,State Representative,12,Republican,Truett Moss II,718
PICKENS,State Representative,12,Republican,Truett Moss II,362
DEKALB,State Senate,42,Libertarian,David Montane,635
DEKALB,State Senate,42,Democrat,Jason Carter,5574
DEKALB,State Senate,42,Independent,Steve Patrick,329
DEKALB,State Senate,42,Democrat,Tom Stubbs,1953
HALL,State Senate,49,Libertarian,Brandon Givens,1114
JACKSON,State Senate,49,Libertarian,Brandon Givens,16
HALL,State Senate,49,Republican,Butch Miller,10559
JACKSON,State Senate,49,Republican,Butch Miller,212
HALL,State Senate,49,Republican,Jimmy Norman,1889
JACKSON,State Senate,49,Republican,Jimmy Norman,94
CATOOSA,US Representative,9,Republican,Bert Loftman,65
DADE,US Representative,9,Republican,Bert Loftman,10
DAWSON,US Representative,9,Republican,Bert Loftman,183
FANNIN,US Representative,9,Republican,Bert Loftman,13
FORSYTH,US Representative,9,Republican,Bert Loftman,178
GILMER,US Representative,9,Republican,Bert Loftman,53
GORDON,US Representative,9,Republican,Bert Loftman,14
HALL,US Representative,9,Republican,Bert Loftman,144
LUMPKIN,US Representative,9,Republican,Bert Loftman,32
MURRAY,US Representative,9,Republican,Bert Loftman,12
PICKENS,US Representative,9,Republican,Bert Loftman,452
UNION,US Representative,9,Republican,Bert Loftman,17
WALKER,US Representative,9,Republican,Bert Loftman,53
WHITE,US Representative,9,Republican,Bert Loftman,19
WHITFIELD,US Representative,9,Republican,Bert Loftman,47
CATOOSA,US Representative,9,Republican,Bill Stephens,31
DADE,US Representative,9,Republican,Bill Stephens,20
DAWSON,US Representative,9,Republican,Bill Stephens,63
FANNIN,US Representative,9,Republican,Bill Stephens,375
FORSYTH,US Representative,9,Republican,Bill Stephens,626
GILMER,US Representative,9,Republican,Bill Stephens,131
GORDON,US Representative,9,Republican,Bill Stephens,20
HALL,US Representative,9,Republican,Bill Stephens,262
LUMPKIN,US Representative,9,Republican,Bill Stephens,102
MURRAY,US Representative,9,Republican,Bill Stephens,26
PICKENS,US Representative,9,Republican,Bill Stephens,173
UNION,US Representative,9,Republican,Bill Stephens,86
WALKER,US Representative,9,Republican,Bill Stephens,31
WHITE,US Representative,9,Republican,Bill Stephens,51
WHITFIELD,US Representative,9,Republican,Bill Stephens,87
CATOOSA,US Representative,9,Republican,Chris Cates,374
DADE,US Representative,9,Republican,Chris Cates,122
DAWSON,US Representative,9,Republican,Chris Cates,267
FANNIN,US Representative,9,Republican,Chris Cates,248
FORSYTH,US Representative,9,Republican,Chris Cates,703
GILMER,US Representative,9,Republican,Chris Cates,307
GORDON,US Representative,9,Republican,Chris Cates,79
HALL,US Representative,9,Republican,Chris Cates,913
LUMPKIN,US Representative,9,Republican,Chris Cates,234
MURRAY,US Representative,9,Republican,Chris Cates,123
PICKENS,US Representative,9,Republican,Chris Cates,279
UNION,US Representative,9,Republican,Chris Cates,1147
WALKER,US Representative,9,Republican,Chris Cates,451
WHITE,US Representative,9,Republican,Chris Cates,343
WHITFIELD,US Representative,9,Republican,Chris Cates,547
CATOOSA,US Representative,9,Republican,Eugene Moon,32
DADE,US Representative,9,Republican,Eugene Moon,14
DAWSON,US Representative,9,Republican,Eugene Moon,30
FANNIN,US Representative,9,Republican,Eugene Moon,36
FORSYTH,US Representative,9,Republican,Eugene Moon,131
GILMER,US Representative,9,Republican,Eugene Moon,17
GORDON,US Representative,9,Republican,Eugene Moon,9
HALL,US Representative,9,Republican,Eugene Moon,549
LUMPKIN,US Representative,9,Republican,Eugene Moon,52
MURRAY,US Representative,9,Republican,Eugene Moon,28
PICKENS,US Representative,9,Republican,Eugene Moon,46
UNION,US Representative,9,Republican,Eugene Moon,38
WALKER,US Representative,9,Republican,Eugene Moon,40
WHITE,US Representative,9,Republican,Eugene Moon,59
WHITFIELD,US Representative,9,Republican,Eugene Moon,44
CATOOSA,US Representative,9,Republican,Lee Hawkins,334
DADE,US Representative,9,Republican,Lee Hawkins,89
DAWSON,US Representative,9,Republican,Lee Hawkins,343
FANNIN,US Representative,9,Republican,Lee Hawkins,130
FORSYTH,US Representative,9,Republican,Lee Hawkins,2017
GILMER,US Representative,9,Republican,Lee Hawkins,170
GORDON,US Representative,9,Republican,Lee Hawkins,42
HALL,US Representative,9,Republican,Lee Hawkins,6849
LUMPKIN,US Representative,9,Republican,Lee Hawkins,458
MURRAY,US Representative,9,Republican,Lee Hawkins,100
PICKENS,US Representative,9,Republican,Lee Hawkins,216
UNION,US Representative,9,Republican,Lee Hawkins,205
WALKER,US Representative,9,Republican,Lee Hawkins,212
WHITE,US Representative,9,Republican,Lee Hawkins,547
WHITFIELD,US Representative,9,Republican,Lee Hawkins,300
CATOOSA,US Representative,9,Republican,Mike Freeman,208
DADE,US Representative,9,Republican,Mike Freeman,59
DAWSON,US Representative,9,Republican,Mike Freeman,95
FANNIN,US Representative,9,Republican,Mike Freeman,102
FORSYTH,US Representative,9,Republican,Mike Freeman,309
GILMER,US Representative,9,Republican,Mike Freeman,103
GORDON,US Representative,9,Republican,Mike Freeman,51
HALL,US Representative,9,Republican,Mike Freeman,586
LUMPKIN,US Representative,9,Republican,Mike Freeman,149
MURRAY,US Representative,9,Republican,Mike Freeman,76
PICKENS,US Representative,9,Republican,Mike Freeman,235
UNION,US Representative,9,Republican,Mike Freeman,235
WALKER,US Representative,9,Republican,Mike Freeman,270
WHITE,US Representative,9,Republican,Mike Freeman,184
WHITFIELD,US Representative,9,Republican,Mike Freeman,229
CATOOSA,US Representative,9,Republican,Steve Tarvin,1323
DADE,US Representative,9,Republican,Steve Tarvin,159
DAWSON,US Representative,9,Republican,Steve Tarvin,154
FANNIN,US Representative,9,Republican,Steve Tarvin,64
FORSYTH,US Representative,9,Republican,Steve Tarvin,745
GILMER,US Representative,9,Republican,Steve Tarvin,324
GORDON,US Representative,9,Republican,Steve Tarvin,115
HALL,US Representative,9,Republican,Steve Tarvin,869
LUMPKIN,US Representative,9,Republican,Steve Tarvin,166
MURRAY,US Representative,9,Republican,Steve Tarvin,334
PICKENS,US Representative,9,Republican,Steve Tarvin,242
UNION,US Representative,9,Republican,Steve Tarvin,96
WALKER,US Representative,9,Republican,Steve Tarvin,1922
WHITE,US Representative,9,Republican,Steve Tarvin,167
WHITFIELD,US Representative,9,Republican,Steve Tarvin,1260
CATOOSA,US Representative,9,Republican,Tom Graves,723
DADE,US Representative,9,Republican,Tom Graves,248
DAWSON,US Representative,9,Republican,Tom Graves,553
FANNIN,US Representative,9,Republican,Tom Graves,559
FORSYTH,US Representative,9,Republican,Tom Graves,4334
GILMER,US Representative,9,Republican,Tom Graves,802
GORDON,US Representative,9,Republican,Tom Graves,850
HALL,US Representative,9,Republican,Tom Graves,3842
LUMPKIN,US Representative,9,Republican,Tom Graves,617
MURRAY,US Representative,9,Republican,Tom Graves,532
PICKENS,US Representative,9,Republican,Tom Graves,1776
UNION,US Representative,9,Republican,Tom Graves,529
WALKER,US Representative,9,Republican,Tom Graves,702
WHITE,US Representative,9,Republican,Tom Graves,701
WHITFIELD,US Representative,9,Republican,Tom Graves,1548
