county,precinct,office,district,party,candidate,election_day_votes,advanced_votes,absentee_by_mail_votes,provisional_votes
Dooly,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",101,29,0,0
Dooly,not available,State School Superintendent,,Republican,RICHARD L. WOODS,79,25,3,0
Dougherty,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",566,56,34,1
Dougherty,not available,State School Superintendent,,Republican,RICHARD L. WOODS,415,40,29,0
Douglas,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",1841,665,53,0
Douglas,not available,State School Superintendent,,Republican,RICHARD L. WOODS,1655,438,54,0
Early,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",83,24,2,0
Early,not available,State School Superintendent,,Republican,RICHARD L. WOODS,80,22,4,0
Echols,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",44,31,1,0
Echols,not available,State School Superintendent,,Republican,RICHARD L. WOODS,51,41,2,0
Echols,not available,State Senate,8,Republican,C. ELLIS BLACK,65,49,3,0
Echols,not available,State Senate,8,Republican,JOHN P. PAGE,45,31,1,0
Effingham,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",1402,245,37,2
Effingham,not available,State School Superintendent,,Republican,RICHARD L. WOODS,791,163,33,0
Elbert,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",226,96,27,0
Elbert,not available,State School Superintendent,,Republican,RICHARD L. WOODS,209,68,20,0
Emanuel,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",338,57,18,0
Emanuel,not available,State School Superintendent,,Republican,RICHARD L. WOODS,219,65,6,0
Evans,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",139,142,19,0
Evans,not available,State School Superintendent,,Republican,RICHARD L. WOODS,76,88,16,1
Fannin,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",526,197,32,1
Fannin,not available,State School Superintendent,,Republican,RICHARD L. WOODS,488,161,61,0
Fayette,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",2826,1225,76,1
Fayette,not available,State School Superintendent,,Republican,RICHARD L. WOODS,3373,1348,95,2
Floyd,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",2432,544,116,11
Floyd,not available,State School Superintendent,,Republican,RICHARD L. WOODS,801,154,55,7
Forsyth,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",3976,2369,145,3
Forsyth,not available,State School Superintendent,,Republican,RICHARD L. WOODS,4710,2451,208,3
Franklin,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",337,58,24,0
Franklin,not available,State School Superintendent,,Republican,RICHARD L. WOODS,394,69,21,0
Fulton,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",9198,1726,321,31
Fulton,not available,State School Superintendent,,Republican,RICHARD L. WOODS,9261,1586,324,20
Gilmer,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",812,510,59,1
Gilmer,not available,State School Superintendent,,Republican,RICHARD L. WOODS,1013,440,56,3
Glascock,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",128,31,9,0
Glascock,not available,State School Superintendent,,Republican,RICHARD L. WOODS,68,20,3,0
Glynn,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",1518,890,110,0
Glynn,not available,State School Superintendent,,Republican,RICHARD L. WOODS,1802,893,108,6
Gordon,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",778,230,29,2
Gordon,not available,State School Superintendent,,Republican,RICHARD L. WOODS,777,198,26,3
Grady,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",225,104,9,1
Grady,not available,State School Superintendent,,Republican,RICHARD L. WOODS,138,74,16,0
Greene,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",525,313,18,1
Greene,not available,State School Superintendent,,Republican,RICHARD L. WOODS,376,238,15,1
Gwinnett,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",12590,1415,413,27
Gwinnett,not available,State School Superintendent,,Republican,RICHARD L. WOODS,15438,1715,556,37
Habersham,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",472,461,56,0
Habersham,not available,State School Superintendent,,Republican,RICHARD L. WOODS,724,621,120,2
Hall,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",3412,866,138,3
Hall,not available,State School Superintendent,,Republican,RICHARD L. WOODS,4660,1374,264,2
Hancock,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",46,6,3,1
Hancock,not available,State School Superintendent,,Republican,RICHARD L. WOODS,45,9,0,1
Haralson,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",795,205,27,0
Haralson,not available,State School Superintendent,,Republican,RICHARD L. WOODS,912,261,27,0
Harris,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",580,178,39,0
Harris,not available,State School Superintendent,,Republican,RICHARD L. WOODS,693,180,40,0
Hart,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",255,93,9,0
Hart,not available,State School Superintendent,,Republican,RICHARD L. WOODS,304,94,18,0
Heard,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",205,57,28,0
Heard,not available,State School Superintendent,,Republican,RICHARD L. WOODS,186,73,26,0
Henry,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",3517,1069,122,6
Henry,not available,State School Superintendent,,Republican,RICHARD L. WOODS,3086,820,111,5
Houston,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",2148,1060,76,0
Houston,not available,State School Superintendent,,Republican,RICHARD L. WOODS,1762,790,98,0
Irwin,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",30,8,0,0
Irwin,not available,State School Superintendent,,Republican,RICHARD L. WOODS,383,160,3,0
Jackson,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",1224,414,26,0
Jackson,not available,State School Superintendent,,Republican,RICHARD L. WOODS,1412,443,29,0
Jasper,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",337,158,24,2
Jasper,not available,State School Superintendent,,Republican,RICHARD L. WOODS,266,115,16,1
Jeff Davis,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",159,55,16,0
Jeff Davis,not available,State School Superintendent,,Republican,RICHARD L. WOODS,150,53,24,0
Jefferson,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",161,33,6,0
Jefferson,not available,State School Superintendent,,Republican,RICHARD L. WOODS,111,29,5,0
Jenkins,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",64,53,5,0
Jenkins,not available,State School Superintendent,,Republican,RICHARD L. WOODS,59,31,5,0
Johnson,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",124,43,7,0
Johnson,not available,State School Superintendent,,Republican,RICHARD L. WOODS,140,60,4,0
Jones,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",415,154,72,0
Jones,not available,State School Superintendent,,Republican,RICHARD L. WOODS,345,131,85,0
Lamar,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",296,108,6,0
Lamar,not available,State School Superintendent,,Republican,RICHARD L. WOODS,488,174,19,0
Lanier,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",93,68,2,1
Lanier,not available,State School Superintendent,,Republican,RICHARD L. WOODS,70,49,8,0
Lanier,not available,State Senate,8,Republican,C. ELLIS BLACK,116,89,9,1
Lanier,not available,State Senate,8,Republican,JOHN P. PAGE,68,38,1,0
Laurens,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",743,187,36,0
Laurens,not available,State School Superintendent,,Republican,RICHARD L. WOODS,581,155,45,0
Lee,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",678,124,19,0
Lee,not available,State School Superintendent,,Republican,RICHARD L. WOODS,558,111,17,1
Liberty,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",426,173,12,0
Liberty,not available,State School Superintendent,,Republican,RICHARD L. WOODS,259,94,7,0
Lincoln,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",208,85,13,1
Lincoln,not available,State School Superintendent,,Republican,RICHARD L. WOODS,178,80,18,0
Long,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",148,60,0,2
Long,not available,State School Superintendent,,Republican,RICHARD L. WOODS,96,45,0,0
Lowndes,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",838,815,31,22
Lowndes,not available,State School Superintendent,,Republican,RICHARD L. WOODS,1061,996,69,21
Lowndes,not available,State Senate,8,Republican,C. ELLIS BLACK,1022,1134,54,23
Lowndes,not available,State Senate,8,Republican,JOHN P. PAGE,1313,1093,65,29
Lumpkin,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",699,458,26,5
Lumpkin,not available,State School Superintendent,,Republican,RICHARD L. WOODS,768,456,45,2
Macon,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",48,28,0,0
Macon,not available,State School Superintendent,,Republican,RICHARD L. WOODS,34,17,1,0
Madison,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",546,146,49,0
Madison,not available,State School Superintendent,,Republican,RICHARD L. WOODS,588,178,55,0
Marion,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",87,12,7,0
Marion,not available,State School Superintendent,,Republican,RICHARD L. WOODS,65,9,2,0
McDuffie,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",411,139,52,0
McDuffie,not available,State School Superintendent,,Republican,RICHARD L. WOODS,318,108,72,0
McIntosh,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",241,178,68,0
McIntosh,not available,State School Superintendent,,Republican,RICHARD L. WOODS,214,116,58,1
Meriwether,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",395,47,4,0
Meriwether,not available,State School Superintendent,,Republican,RICHARD L. WOODS,356,54,10,0
Miller,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",44,16,1,0
Miller,not available,State School Superintendent,,Republican,RICHARD L. WOODS,48,14,5,0
Mitchell,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",298,93,4,0
Mitchell,not available,State School Superintendent,,Republican,RICHARD L. WOODS,210,50,8,0
Monroe,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",676,167,22,0
Monroe,not available,State School Superintendent,,Republican,RICHARD L. WOODS,620,159,20,1
Montgomery,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",185,55,8,0
Montgomery,not available,State School Superintendent,,Republican,RICHARD L. WOODS,190,46,9,0
Morgan,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",569,272,17,0
Morgan,not available,State School Superintendent,,Republican,RICHARD L. WOODS,547,246,21,0
Murray,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",331,124,8,0
Murray,not available,State School Superintendent,,Republican,RICHARD L. WOODS,446,111,20,0
Muscogee,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",1546,371,188,0
Muscogee,not available,State School Superintendent,,Republican,RICHARD L. WOODS,1400,368,186,1
Newton,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",1695,524,97,0
Newton,not available,State School Superintendent,,Republican,RICHARD L. WOODS,1591,573,91,0
Oconee,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",1171,674,39,1
Oconee,not available,State School Superintendent,,Republican,RICHARD L. WOODS,971,535,36,1
Oglethorpe,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",267,142,28,0
Oglethorpe,not available,State School Superintendent,,Republican,RICHARD L. WOODS,262,144,38,1
Paulding,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",1920,673,126,2
Paulding,not available,State School Superintendent,,Republican,RICHARD L. WOODS,2094,683,139,2
Peach,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",332,82,12,0
Peach,not available,State School Superintendent,,Republican,RICHARD L. WOODS,305,110,23,0
Pickens,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",674,234,6,0
Pickens,not available,State School Superintendent,,Republican,RICHARD L. WOODS,870,284,6,0
Pierce,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",257,210,40,0
Pierce,not available,State School Superintendent,,Republican,RICHARD L. WOODS,318,347,48,0
Pike,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",424,132,45,1
Pike,not available,State School Superintendent,,Republican,RICHARD L. WOODS,583,142,39,0
Polk,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",783,569,31,0
Polk,not available,State School Superintendent,,Republican,RICHARD L. WOODS,579,302,21,0
Pulaski,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",69,99,6,0
Pulaski,not available,State School Superintendent,,Republican,RICHARD L. WOODS,100,122,4,0
Putnam,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",558,262,30,0
Putnam,not available,State School Superintendent,,Republican,RICHARD L. WOODS,400,226,31,1
Quitman,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",22,5,1,1
Quitman,not available,State School Superintendent,,Republican,RICHARD L. WOODS,15,3,0,0
Rabun,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",208,249,40,0
Rabun,not available,State School Superintendent,,Republican,RICHARD L. WOODS,278,336,45,0
Randolph,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",68,19,1,0
Randolph,not available,State School Superintendent,,Republican,RICHARD L. WOODS,47,11,5,0
Richmond,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",2408,410,112,1
Richmond,not available,State School Superintendent,,Republican,RICHARD L. WOODS,1603,391,91,0
Rockdale,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",1094,586,28,0
Rockdale,not available,State School Superintendent,,Republican,RICHARD L. WOODS,975,560,50,0
Schley,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",45,25,0,0
Schley,not available,State School Superintendent,,Republican,RICHARD L. WOODS,31,24,2,0
Screven,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",169,100,7,0
Screven,not available,State School Superintendent,,Republican,RICHARD L. WOODS,143,66,8,0
Seminole,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",105,18,3,0
Seminole,not available,State School Superintendent,,Republican,RICHARD L. WOODS,62,11,7,0
Spalding,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",1223,474,59,1
Spalding,not available,State School Superintendent,,Republican,RICHARD L. WOODS,1339,605,83,0
Stephens,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",144,181,38,0
Stephens,not available,State School Superintendent,,Republican,RICHARD L. WOODS,214,217,56,0
Stewart,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",19,13,0,0
Stewart,not available,State School Superintendent,,Republican,RICHARD L. WOODS,9,4,0,0
Sumter,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",398,241,14,1
Sumter,not available,State School Superintendent,,Republican,RICHARD L. WOODS,322,218,30,1
Talbot,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",74,4,5,0
Talbot,not available,State School Superintendent,,Republican,RICHARD L. WOODS,61,4,0,0
Taliaferro,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",15,14,0,0
Taliaferro,not available,State School Superintendent,,Republican,RICHARD L. WOODS,11,12,1,2
Tattnall,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",344,113,14,0
Tattnall,not available,State School Superintendent,,Republican,RICHARD L. WOODS,291,83,16,0
Taylor,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",88,44,2,0
Taylor,not available,State School Superintendent,,Republican,RICHARD L. WOODS,58,35,6,0
Telfair,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",84,17,9,0
Telfair,not available,State School Superintendent,,Republican,RICHARD L. WOODS,111,17,5,0
Terrell,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",112,13,8,0
Terrell,not available,State School Superintendent,,Republican,RICHARD L. WOODS,84,12,16,0
Thomas,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",632,186,17,0
Thomas,not available,State School Superintendent,,Republican,RICHARD L. WOODS,365,159,15,0
Thomas,not available,State Senate,8,Republican,C. ELLIS BLACK,161,37,5,0
Thomas,not available,State Senate,8,Republican,JOHN P. PAGE,87,16,0,0
Tift,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",279,188,18,0
Tift,not available,State School Superintendent,,Republican,RICHARD L. WOODS,917,634,38,1
Toombs,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",389,176,46,0
Toombs,not available,State School Superintendent,,Republican,RICHARD L. WOODS,356,186,29,0
Towns,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",208,143,12,1
Towns,not available,State School Superintendent,,Republican,RICHARD L. WOODS,261,229,16,7
Treutlen,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",68,32,5,1
Treutlen,not available,State School Superintendent,,Republican,RICHARD L. WOODS,64,12,0,0
Troup,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",782,254,113,1
Troup,not available,State School Superintendent,,Republican,RICHARD L. WOODS,893,318,107,0
Turner,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",79,58,2,0
Turner,not available,State School Superintendent,,Republican,RICHARD L. WOODS,199,120,7,0
Twiggs,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",97,21,2,0
Twiggs,not available,State School Superintendent,,Republican,RICHARD L. WOODS,89,16,5,0
Union,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",524,260,6,0
Union,not available,State School Superintendent,,Republican,RICHARD L. WOODS,578,378,17,0
