county,precinct,office,district,party,candidate,votes,advance_in_person_1,absentee_by_mail,election_day,provisional,advance_in_person_2
Fulton,ML022,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",5,0,0,5,0,0
Fulton,ML023,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",39,1,0,29,0,9
Fulton,ML024,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",2,0,0,1,0,1
Fulton,ML03,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",78,0,0,75,1,2
Fulton,ML04A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",48,1,0,44,0,3
Fulton,ML04B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",47,0,0,45,0,2
Fulton,ML04C,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",1,0,0,1,0,0
Fulton,ML05A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,ML05B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",18,0,0,17,0,1
Fulton,ML05C,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",83,2,2,70,0,9
Fulton,ML06A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",16,0,2,14,0,0
Fulton,ML06B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",30,0,1,25,0,4
Fulton,ML071,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",1,0,0,1,0,0
Fulton,ML072,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",26,0,1,24,0,1
Fulton,ML07A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",24,0,0,24,0,0
Fulton,MP01,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",6,0,0,5,0,1
Fulton,PA01,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",36,2,3,31,0,0
Fulton,RW01,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",188,6,8,155,0,19
Fulton,RW02,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",153,14,2,112,0,25
Fulton,RW03,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",122,7,0,98,0,17
Fulton,RW04,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",83,4,2,69,1,7
Fulton,RW05,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",27,2,1,22,0,2
Fulton,RW06,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",91,1,1,82,0,7
Fulton,RW07A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",8,0,0,7,0,1
Fulton,RW07B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",5,0,0,4,0,1
Fulton,RW08,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",109,5,5,91,0,8
Fulton,RW09,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",139,7,5,107,0,20
Fulton,RW10,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",160,8,0,122,0,30
Fulton,RW11A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",85,6,1,70,0,8
Fulton,RW12,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",177,7,2,147,0,21
Fulton,RW13,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",165,3,0,148,0,14
Fulton,RW15,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",129,4,1,107,0,17
Fulton,RW16,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",79,1,3,62,0,13
Fulton,RW17,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",80,4,2,71,0,3
Fulton,RW18,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",86,2,3,71,0,10
Fulton,RW19,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",73,0,0,63,2,8
Fulton,RW20,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",90,2,0,81,0,7
Fulton,RW21A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",145,5,2,122,0,16
Fulton,RW21B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,RW22A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",6,2,0,0,0,4
Fulton,RW22B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",40,0,0,40,0,0
Fulton,SC01A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,SC01B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",3,1,0,2,0,0
Fulton,SC02,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",1,0,0,1,0,0
Fulton,SC04,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",42,5,0,33,0,4
Fulton,SC05A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,SC05B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",5,1,0,4,0,0
Fulton,SC05D,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",12,2,0,10,0,0
Fulton,SC07A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",27,2,1,20,1,3
Fulton,SC08B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",7,3,1,3,0,0
Fulton,SC08C,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,SC08D,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,SC08E,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,SC08F,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,SC09A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",7,1,2,4,0,0
Fulton,SC09B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,SC10,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",3,0,0,3,0,0
Fulton,SC11A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",1,1,0,0,0,0
Fulton,SC11B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",2,0,0,2,0,0
Fulton,SC13A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",11,2,0,9,0,0
Fulton,SC13B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",9,3,1,5,0,0
Fulton,SC14,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,SC16,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",4,0,0,2,0,2
Fulton,SC17A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,SC17C,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",2,0,0,2,0,0
Fulton,SC18A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,SC18B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",8,2,1,4,0,1
Fulton,SC19A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",1,1,0,0,0,0
Fulton,SC19B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",2,1,0,1,0,0
Fulton,SC211,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",2,0,1,1,0,0
Fulton,SC212,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",7,1,0,6,0,0
Fulton,SC23A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",9,1,0,8,0,0
Fulton,SC23B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,SC27,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",1,0,0,1,0,0
Fulton,SC29A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",1,1,0,0,0,0
Fulton,SC30A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,SC30B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,SS01,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",182,11,3,166,1,1
Fulton,SS02A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",47,14,2,31,0,0
Fulton,SS02B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",16,3,0,13,0,0
Fulton,SS03,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",48,9,2,37,0,0
Fulton,SS04,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",71,14,2,54,1,0
Fulton,SS05,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",102,16,0,86,0,0
Fulton,SS06,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",75,14,2,59,0,0
Fulton,SS07A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",55,10,9,36,0,0
Fulton,SS07B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",14,3,1,10,0,0
Fulton,SS07C,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",18,4,1,13,0,0
Fulton,SS08A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",20,2,0,18,0,0
Fulton,SS08B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",23,0,2,20,1,0
Fulton,SS08C,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",8,1,0,7,0,0
Fulton,SS08D,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",16,3,0,13,0,0
Fulton,SS09A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",150,10,7,124,0,9
Fulton,SS09B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",149,24,0,121,0,4
Fulton,SS11A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",75,16,2,55,1,1
Fulton,SS11B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",18,3,0,15,0,0
Fulton,SS11C,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",6,2,0,4,0,0
Fulton,SS11D,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",13,2,1,10,0,0
Fulton,SS12,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",100,16,0,83,0,1
Fulton,SS13A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",44,5,0,38,0,1
Fulton,SS13B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",20,5,0,14,1,0
Fulton,SS14,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",54,4,0,47,1,2
Fulton,SS15A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",6,1,0,5,0,0
Fulton,SS15B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",18,6,0,12,0,0
Fulton,SS16,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",128,11,4,111,0,2
Fulton,SS17,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",137,32,7,96,1,1
Fulton,SS18A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",25,3,1,21,0,0
Fulton,SS18B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",9,2,0,7,0,0
Fulton,SS19A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",41,12,0,29,0,0
Fulton,SS19B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",45,12,0,33,0,0
Fulton,SS20,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",44,14,0,30,0,0
Fulton,SS22,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",96,25,2,69,0,0
Fulton,SS25,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",62,4,3,55,0,0
Fulton,SS26,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",15,6,0,9,0,0
Fulton,SS29A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",63,15,2,46,0,0
Fulton,SS29B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,SS31,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",37,7,0,30,0,0
Fulton,UC01A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,UC01B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,UC01D,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,UC01E,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,UC02A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",11,0,0,10,0,1
Fulton,UC02B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,UC031,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",37,1,1,35,0,0
Fulton,UC032,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",1,0,0,1,0,0
Fulton,UC034,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,,State School Superintendent - REP,,REP,RICHARD L. WOODS,11191,596,324,9261,20,990
Fulton,01A,State School Superintendent - REP,,REP,RICHARD L. WOODS,19,0,1,15,2,1
Fulton,01B,State School Superintendent - REP,,REP,RICHARD L. WOODS,19,0,0,19,0,0
Fulton,01C1,State School Superintendent - REP,,REP,RICHARD L. WOODS,1,0,0,1,0,0
Fulton,01C2,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
Fulton,01D,State School Superintendent - REP,,REP,RICHARD L. WOODS,3,0,0,3,0,0
Fulton,01E,State School Superintendent - REP,,REP,RICHARD L. WOODS,12,0,0,12,0,0
Fulton,01F,State School Superintendent - REP,,REP,RICHARD L. WOODS,1,0,0,1,0,0
Fulton,01G,State School Superintendent - REP,,REP,RICHARD L. WOODS,2,0,0,2,0,0
Fulton,01H,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
Fulton,01I,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
Fulton,01J,State School Superintendent - REP,,REP,RICHARD L. WOODS,3,0,0,3,0,0
Fulton,01P,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
Fulton,01R,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
Fulton,01S,State School Superintendent - REP,,REP,RICHARD L. WOODS,1,0,0,1,0,0
Fulton,01T,State School Superintendent - REP,,REP,RICHARD L. WOODS,6,0,0,6,0,0
Fulton,02A,State School Superintendent - REP,,REP,RICHARD L. WOODS,21,1,1,18,0,1
Fulton,02B,State School Superintendent - REP,,REP,RICHARD L. WOODS,9,1,1,6,0,1
Fulton,02C,State School Superintendent - REP,,REP,RICHARD L. WOODS,4,0,1,3,0,0
Fulton,02D,State School Superintendent - REP,,REP,RICHARD L. WOODS,11,0,0,11,0,0
Fulton,02E,State School Superintendent - REP,,REP,RICHARD L. WOODS,12,0,0,12,0,0
Fulton,02F1,State School Superintendent - REP,,REP,RICHARD L. WOODS,9,0,0,9,0,0
Fulton,02F2,State School Superintendent - REP,,REP,RICHARD L. WOODS,2,0,0,2,0,0
Fulton,02G,State School Superintendent - REP,,REP,RICHARD L. WOODS,8,3,0,5,0,0
Fulton,02J,State School Superintendent - REP,,REP,RICHARD L. WOODS,20,1,1,18,0,0
Fulton,02K,State School Superintendent - REP,,REP,RICHARD L. WOODS,8,1,0,6,1,0
Fulton,02L1,State School Superintendent - REP,,REP,RICHARD L. WOODS,15,1,0,13,0,1
Fulton,02L2,State School Superintendent - REP,,REP,RICHARD L. WOODS,5,0,0,5,0,0
Fulton,02S,State School Superintendent - REP,,REP,RICHARD L. WOODS,2,0,0,2,0,0
Fulton,02W,State School Superintendent - REP,,REP,RICHARD L. WOODS,3,0,0,3,0,0
Fulton,03A,State School Superintendent - REP,,REP,RICHARD L. WOODS,1,0,0,1,0,0
Fulton,03B,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
Fulton,03C,State School Superintendent - REP,,REP,RICHARD L. WOODS,3,0,0,3,0,0
Fulton,03D,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
Fulton,03E,State School Superintendent - REP,,REP,RICHARD L. WOODS,1,0,0,1,0,0
Fulton,03F,State School Superintendent - REP,,REP,RICHARD L. WOODS,9,0,0,7,0,2
Fulton,03G,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
Fulton,03H,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
Fulton,03I,State School Superintendent - REP,,REP,RICHARD L. WOODS,3,0,0,3,0,0
Fulton,03L,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
Fulton,03M,State School Superintendent - REP,,REP,RICHARD L. WOODS,7,0,0,7,0,0
Fulton,03N,State School Superintendent - REP,,REP,RICHARD L. WOODS,2,0,0,2,0,0
Fulton,03P1A,State School Superintendent - REP,,REP,RICHARD L. WOODS,6,0,0,6,0,0
Fulton,03P1B,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
Fulton,03P2,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
Fulton,03S,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
Fulton,03T,State School Superintendent - REP,,REP,RICHARD L. WOODS,2,1,0,1,0,0
Fulton,04A,State School Superintendent - REP,,REP,RICHARD L. WOODS,1,0,0,0,0,1
Fulton,04B,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
Fulton,04C,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
Fulton,04D,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
Fulton,04F,State School Superintendent - REP,,REP,RICHARD L. WOODS,1,0,0,1,0,0
Fulton,04G,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
Fulton,04I,State School Superintendent - REP,,REP,RICHARD L. WOODS,3,1,0,2,0,0
Fulton,04J,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
Fulton,04K,State School Superintendent - REP,,REP,RICHARD L. WOODS,4,0,0,3,0,1
Fulton,04L,State School Superintendent - REP,,REP,RICHARD L. WOODS,2,0,0,2,0,0
Fulton,04M,State School Superintendent - REP,,REP,RICHARD L. WOODS,1,0,0,1,0,0
Fulton,04S,State School Superintendent - REP,,REP,RICHARD L. WOODS,1,0,0,1,0,0
Fulton,04T,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
Fulton,04V,State School Superintendent - REP,,REP,RICHARD L. WOODS,2,1,0,1,0,0
Fulton,04W,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
Fulton,04X1,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
Fulton,04X2,State School Superintendent - REP,,REP,RICHARD L. WOODS,2,0,0,2,0,0
Fulton,05A1,State School Superintendent - REP,,REP,RICHARD L. WOODS,9,1,0,8,0,0
Fulton,05A2,State School Superintendent - REP,,REP,RICHARD L. WOODS,10,0,1,9,0,0
Fulton,05B,State School Superintendent - REP,,REP,RICHARD L. WOODS,3,0,0,3,0,0
Fulton,05C,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
Fulton,05D,State School Superintendent - REP,,REP,RICHARD L. WOODS,1,1,0,0,0,0
Fulton,05F,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
Fulton,05J,State School Superintendent - REP,,REP,RICHARD L. WOODS,2,0,0,2,0,0
Fulton,05K,State School Superintendent - REP,,REP,RICHARD L. WOODS,5,1,1,3,0,0
Fulton,06B,State School Superintendent - REP,,REP,RICHARD L. WOODS,12,0,0,10,0,2
Fulton,06D,State School Superintendent - REP,,REP,RICHARD L. WOODS,39,2,3,34,0,0
Fulton,06E,State School Superintendent - REP,,REP,RICHARD L. WOODS,25,2,0,22,0,1
Fulton,06F,State School Superintendent - REP,,REP,RICHARD L. WOODS,28,1,1,26,0,0
Fulton,06G,State School Superintendent - REP,,REP,RICHARD L. WOODS,5,0,0,5,0,0
Fulton,06H,State School Superintendent - REP,,REP,RICHARD L. WOODS,35,1,2,30,0,2
Fulton,06I,State School Superintendent - REP,,REP,RICHARD L. WOODS,3,1,0,2,0,0
Fulton,06J,State School Superintendent - REP,,REP,RICHARD L. WOODS,25,0,0,23,0,2
Fulton,06L1,State School Superintendent - REP,,REP,RICHARD L. WOODS,20,0,0,17,0,3
Fulton,06L2,State School Superintendent - REP,,REP,RICHARD L. WOODS,15,2,0,10,0,3
Fulton,06N,State School Superintendent - REP,,REP,RICHARD L. WOODS,35,3,1,28,0,3
Fulton,06Q,State School Superintendent - REP,,REP,RICHARD L. WOODS,2,0,0,2,0,0
Fulton,06R,State School Superintendent - REP,,REP,RICHARD L. WOODS,25,0,3,22,0,0
Fulton,06S,State School Superintendent - REP,,REP,RICHARD L. WOODS,42,1,2,39,0,0
Fulton,07A,State School Superintendent - REP,,REP,RICHARD L. WOODS,140,11,11,111,1,6
Fulton,07B,State School Superintendent - REP,,REP,RICHARD L. WOODS,122,5,6,107,0,4
Fulton,07C,State School Superintendent - REP,,REP,RICHARD L. WOODS,107,5,26,67,0,9
Fulton,07D,State School Superintendent - REP,,REP,RICHARD L. WOODS,41,2,1,33,0,5
Fulton,07E,State School Superintendent - REP,,REP,RICHARD L. WOODS,39,7,2,30,0,0
Fulton,07F,State School Superintendent - REP,,REP,RICHARD L. WOODS,58,1,0,53,0,4
Fulton,07H,State School Superintendent - REP,,REP,RICHARD L. WOODS,81,1,2,71,0,7
Fulton,07J,State School Superintendent - REP,,REP,RICHARD L. WOODS,47,0,0,41,0,6
Fulton,07M,State School Superintendent - REP,,REP,RICHARD L. WOODS,25,0,3,22,0,0
Fulton,07N,State School Superintendent - REP,,REP,RICHARD L. WOODS,6,0,1,5,0,0
Fulton,08A,State School Superintendent - REP,,REP,RICHARD L. WOODS,121,7,6,94,0,14
Fulton,08B,State School Superintendent - REP,,REP,RICHARD L. WOODS,96,2,0,87,0,7
Fulton,08C,State School Superintendent - REP,,REP,RICHARD L. WOODS,90,2,9,66,1,12
Fulton,08D,State School Superintendent - REP,,REP,RICHARD L. WOODS,71,1,5,48,0,17
Fulton,08E,State School Superintendent - REP,,REP,RICHARD L. WOODS,156,6,6,110,0,34
Fulton,08F1,State School Superintendent - REP,,REP,RICHARD L. WOODS,128,2,5,99,0,22
Fulton,08G,State School Superintendent - REP,,REP,RICHARD L. WOODS,78,4,4,65,0,5
Fulton,08H,State School Superintendent - REP,,REP,RICHARD L. WOODS,127,5,9,89,1,23
Fulton,08J,State School Superintendent - REP,,REP,RICHARD L. WOODS,82,0,3,59,1,19
Fulton,08K,State School Superintendent - REP,,REP,RICHARD L. WOODS,15,0,0,13,0,2
Fulton,08L,State School Superintendent - REP,,REP,RICHARD L. WOODS,60,4,3,50,0,3
Fulton,08M,State School Superintendent - REP,,REP,RICHARD L. WOODS,73,3,3,55,0,12
Fulton,08N1,State School Superintendent - REP,,REP,RICHARD L. WOODS,40,0,3,34,0,3
Fulton,08N2,State School Superintendent - REP,,REP,RICHARD L. WOODS,70,1,8,45,0,16
Fulton,08P,State School Superintendent - REP,,REP,RICHARD L. WOODS,16,3,0,13,0,0
Fulton,09A,State School Superintendent - REP,,REP,RICHARD L. WOODS,22,1,0,18,0,3
Fulton,09B,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
Fulton,09C,State School Superintendent - REP,,REP,RICHARD L. WOODS,3,0,0,3,0,0
Fulton,09D,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
Fulton,09E,State School Superintendent - REP,,REP,RICHARD L. WOODS,2,0,0,2,0,0
Fulton,09F,State School Superintendent - REP,,REP,RICHARD L. WOODS,130,1,0,115,0,14
Fulton,09G1,State School Superintendent - REP,,REP,RICHARD L. WOODS,2,0,0,2,0,0
Fulton,09G2,State School Superintendent - REP,,REP,RICHARD L. WOODS,15,0,0,14,0,1
Fulton,09H,State School Superintendent - REP,,REP,RICHARD L. WOODS,4,0,0,4,0,0
Fulton,09I,State School Superintendent - REP,,REP,RICHARD L. WOODS,1,1,0,0,0,0
Fulton,09K,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
Fulton,09L,State School Superintendent - REP,,REP,RICHARD L. WOODS,2,0,0,2,0,0
Fulton,09M,State School Superintendent - REP,,REP,RICHARD L. WOODS,11,0,1,10,0,0
Fulton,10A,State School Superintendent - REP,,REP,RICHARD L. WOODS,3,0,0,3,0,0
Fulton,10B,State School Superintendent - REP,,REP,RICHARD L. WOODS,1,0,0,1,0,0
Fulton,10C,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
Fulton,10D,State School Superintendent - REP,,REP,RICHARD L. WOODS,1,0,0,1,0,0
Fulton,10E,State School Superintendent - REP,,REP,RICHARD L. WOODS,1,0,0,1,0,0
Fulton,10F,State School Superintendent - REP,,REP,RICHARD L. WOODS,3,0,0,3,0,0
Fulton,10G,State School Superintendent - REP,,REP,RICHARD L. WOODS,3,0,1,2,0,0
Fulton,10H,State School Superintendent - REP,,REP,RICHARD L. WOODS,5,0,0,4,0,1
Fulton,10I,State School Superintendent - REP,,REP,RICHARD L. WOODS,1,0,0,1,0,0
Fulton,10J,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
Fulton,10K,State School Superintendent - REP,,REP,RICHARD L. WOODS,3,0,0,3,0,0
Fulton,10L,State School Superintendent - REP,,REP,RICHARD L. WOODS,4,0,0,4,0,0
Fulton,10M,State School Superintendent - REP,,REP,RICHARD L. WOODS,4,0,0,4,0,0
Fulton,10P,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
Fulton,10R,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
Fulton,11B,State School Superintendent - REP,,REP,RICHARD L. WOODS,4,0,0,3,0,1
