county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Carroll,,United States Senator,,REP,PAUL COLLINS BROUN,771,21,562,188,0
Carroll,KANSAS (1006),United States Senator,,REP,PAUL COLLINS BROUN,17,3,12,2,0
Carroll,BOWDON (1111),United States Senator,,REP,PAUL COLLINS BROUN,19,1,14,4,0
Carroll,SANDHILL (1122),United States Senator,,REP,PAUL COLLINS BROUN,26,0,21,5,0
Carroll,CENTER POINT (1152),United States Senator,,REP,PAUL COLLINS BROUN,20,0,17,3,0
Carroll,LOWELL (1163),United States Senator,,REP,PAUL COLLINS BROUN,18,0,16,2,0
Carroll,MT ZION (1240),United States Senator,,REP,PAUL COLLINS BROUN,26,0,23,3,0
Carroll,BURWELL (1371),United States Senator,,REP,PAUL COLLINS BROUN,16,0,16,0,0
Carroll,CLEM (1483),United States Senator,,REP,PAUL COLLINS BROUN,51,1,41,9,0
Carroll,BOWDON JUNCTION (1496),United States Senator,,REP,PAUL COLLINS BROUN,16,2,8,6,0
Carroll,TYUS (1533),United States Senator,,REP,PAUL COLLINS BROUN,23,0,21,2,0
Carroll,FAIRFIELD (1540),United States Senator,,REP,PAUL COLLINS BROUN,73,1,60,12,0
Carroll,HULETT (1542),United States Senator,,REP,PAUL COLLINS BROUN,25,2,20,3,0
Carroll,BETHANY (501),United States Senator,,REP,PAUL COLLINS BROUN,35,0,28,7,0
Carroll,V R COUNTY SOUTH (640),United States Senator,,REP,PAUL COLLINS BROUN,25,0,18,7,0
Carroll,V R COUNTY NORTH (641),United States Senator,,REP,PAUL COLLINS BROUN,31,1,25,5,0
Carroll,VILLA RICA CITY (642),United States Senator,,REP,PAUL COLLINS BROUN,44,2,27,15,0
Carroll,TEMPLE COUNTY (649),United States Senator,,REP,PAUL COLLINS BROUN,21,1,14,6,0
Carroll,TEMPLE CITY (650),United States Senator,,REP,PAUL COLLINS BROUN,11,1,7,3,0
Carroll,WHITESBURG (682),United States Senator,,REP,PAUL COLLINS BROUN,10,0,10,0,0
Carroll,ROOPVILLE (713),United States Senator,,REP,PAUL COLLINS BROUN,32,1,27,4,0
Carroll,WEST CARROLLTON (714A1),United States Senator,,REP,PAUL COLLINS BROUN,16,0,2,14,0
Carroll,EAST CARROLLTON REC (714A2),United States Senator,,REP,PAUL COLLINS BROUN,18,1,9,8,0
Carroll,BONNER (714A3),United States Senator,,REP,PAUL COLLINS BROUN,40,0,22,18,0
Carroll,UNIVERSITY OF W. GA (714A4),United States Senator,,REP,PAUL COLLINS BROUN,27,0,15,12,0
Carroll,COUNTY ADMIN BLDG (714A5),United States Senator,,REP,PAUL COLLINS BROUN,30,0,18,12,0
Carroll,TABERNACLE CHURCH (714A6),United States Senator,,REP,PAUL COLLINS BROUN,14,0,10,4,0
Carroll,EMC (714BN),United States Senator,,REP,PAUL COLLINS BROUN,19,2,11,6,0
Carroll,OLD CAMP CHURCH (714BW),United States Senator,,REP,PAUL COLLINS BROUN,37,2,25,10,0
Carroll,OAK GROVE (715),United States Senator,,REP,PAUL COLLINS BROUN,27,0,22,5,0
Carroll,NEW HOPE (716),United States Senator,,REP,PAUL COLLINS BROUN,4,0,3,1,0
Carroll,,United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",54,2,37,15,0
Carroll,KANSAS (1006),United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",0,0,0,0,0
Carroll,BOWDON (1111),United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",1,0,1,0,0
Carroll,SANDHILL (1122),United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",2,0,2,0,0
Carroll,CENTER POINT (1152),United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",1,0,1,0,0
Carroll,LOWELL (1163),United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",0,0,0,0,0
Carroll,MT ZION (1240),United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",1,0,1,0,0
Carroll,BURWELL (1371),United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",0,0,0,0,0
Carroll,CLEM (1483),United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",4,0,3,1,0
Carroll,BOWDON JUNCTION (1496),United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",2,0,2,0,0
Carroll,TYUS (1533),United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",1,0,1,0,0
Carroll,FAIRFIELD (1540),United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",2,0,2,0,0
Carroll,HULETT (1542),United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",3,0,1,2,0
Carroll,BETHANY (501),United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",1,0,1,0,0
Carroll,V R COUNTY SOUTH (640),United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",2,0,1,1,0
Carroll,V R COUNTY NORTH (641),United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",2,0,2,0,0
Carroll,VILLA RICA CITY (642),United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",0,0,0,0,0
Carroll,TEMPLE COUNTY (649),United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",2,0,1,1,0
Carroll,TEMPLE CITY (650),United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",2,0,2,0,0
Carroll,WHITESBURG (682),United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",0,0,0,0,0
Carroll,ROOPVILLE (713),United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",1,0,1,0,0
Carroll,WEST CARROLLTON (714A1),United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",1,0,1,0,0
Carroll,EAST CARROLLTON REC (714A2),United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",4,1,0,3,0
Carroll,BONNER (714A3),United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",6,0,4,2,0
Carroll,UNIVERSITY OF W. GA (714A4),United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",5,0,4,1,0
Carroll,COUNTY ADMIN BLDG (714A5),United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",7,1,4,2,0
Carroll,TABERNACLE CHURCH (714A6),United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",1,0,1,0,0
Carroll,EMC (714BN),United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",0,0,0,0,0
Carroll,OLD CAMP CHURCH (714BW),United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",1,0,1,0,0
Carroll,OAK GROVE (715),United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",2,0,0,2,0
Carroll,NEW HOPE (716),United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",0,0,0,0,0
Carroll,,United States Senator,,REP,"J. P. ""PHIL"" GINGREY",1788,55,1371,360,2
Carroll,KANSAS (1006),United States Senator,,REP,"J. P. ""PHIL"" GINGREY",38,2,35,1,0
Carroll,BOWDON (1111),United States Senator,,REP,"J. P. ""PHIL"" GINGREY",71,5,61,5,0
Carroll,SANDHILL (1122),United States Senator,,REP,"J. P. ""PHIL"" GINGREY",82,5,54,23,0
Carroll,CENTER POINT (1152),United States Senator,,REP,"J. P. ""PHIL"" GINGREY",80,3,68,9,0
Carroll,LOWELL (1163),United States Senator,,REP,"J. P. ""PHIL"" GINGREY",41,2,31,8,0
Carroll,MT ZION (1240),United States Senator,,REP,"J. P. ""PHIL"" GINGREY",40,2,34,4,0
Carroll,BURWELL (1371),United States Senator,,REP,"J. P. ""PHIL"" GINGREY",56,4,44,8,0
Carroll,CLEM (1483),United States Senator,,REP,"J. P. ""PHIL"" GINGREY",118,3,76,39,0
Carroll,BOWDON JUNCTION (1496),United States Senator,,REP,"J. P. ""PHIL"" GINGREY",44,0,39,5,0
Carroll,TYUS (1533),United States Senator,,REP,"J. P. ""PHIL"" GINGREY",45,0,40,5,0
Carroll,FAIRFIELD (1540),United States Senator,,REP,"J. P. ""PHIL"" GINGREY",83,4,75,4,0
Carroll,HULETT (1542),United States Senator,,REP,"J. P. ""PHIL"" GINGREY",51,5,39,7,0
Carroll,BETHANY (501),United States Senator,,REP,"J. P. ""PHIL"" GINGREY",71,0,47,24,0
Carroll,V R COUNTY SOUTH (640),United States Senator,,REP,"J. P. ""PHIL"" GINGREY",73,3,59,11,0
Carroll,V R COUNTY NORTH (641),United States Senator,,REP,"J. P. ""PHIL"" GINGREY",69,2,55,12,0
Carroll,VILLA RICA CITY (642),United States Senator,,REP,"J. P. ""PHIL"" GINGREY",43,4,35,4,0
Carroll,TEMPLE COUNTY (649),United States Senator,,REP,"J. P. ""PHIL"" GINGREY",70,6,59,5,0
Carroll,TEMPLE CITY (650),United States Senator,,REP,"J. P. ""PHIL"" GINGREY",68,2,61,5,0
Carroll,WHITESBURG (682),United States Senator,,REP,"J. P. ""PHIL"" GINGREY",61,0,50,11,0
Carroll,ROOPVILLE (713),United States Senator,,REP,"J. P. ""PHIL"" GINGREY",39,0,35,4,0
Carroll,WEST CARROLLTON (714A1),United States Senator,,REP,"J. P. ""PHIL"" GINGREY",15,0,7,8,0
Carroll,EAST CARROLLTON REC (714A2),United States Senator,,REP,"J. P. ""PHIL"" GINGREY",34,0,24,9,1
Carroll,BONNER (714A3),United States Senator,,REP,"J. P. ""PHIL"" GINGREY",111,0,72,39,0
Carroll,UNIVERSITY OF W. GA (714A4),United States Senator,,REP,"J. P. ""PHIL"" GINGREY",75,0,47,28,0
Carroll,COUNTY ADMIN BLDG (714A5),United States Senator,,REP,"J. P. ""PHIL"" GINGREY",71,0,47,23,1
Carroll,TABERNACLE CHURCH (714A6),United States Senator,,REP,"J. P. ""PHIL"" GINGREY",53,2,29,22,0
Carroll,EMC (714BN),United States Senator,,REP,"J. P. ""PHIL"" GINGREY",36,0,24,12,0
