county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Clayton,,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",1472,51,1185,236,0
Clayton,ELLENWOOD,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",18,0,18,0,0
Clayton,FOREST PARK 1,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",34,2,26,6,0
Clayton,FOREST PARK 2,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",27,4,20,3,0
Clayton,FOREST PARK 3,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",27,1,25,1,0
Clayton,FOREST PARK 4,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",34,0,28,6,0
Clayton,FOREST PARK 5,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",26,0,24,2,0
Clayton,FOREST PARK 6,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",22,3,19,0,0
Clayton,JONESBORO 1,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",26,1,21,4,0
Clayton,JONESBORO 2,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",10,0,5,5,0
Clayton,JONESBORO 3,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",31,1,19,11,0
Clayton,JONESBORO 4,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",19,1,14,4,0
Clayton,JONESBORO 5,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",41,1,35,5,0
Clayton,JONESBORO 6,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",94,5,74,15,0
Clayton,JONESBORO 7,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",52,2,35,15,0
Clayton,JONESBORO 8,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",6,1,5,0,0
Clayton,JONESBORO 9,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",15,0,13,2,0
Clayton,JONESBORO 10,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",16,0,15,1,0
Clayton,JONESBORO 11,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",66,2,57,7,0
Clayton,JONESBORO 12,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",10,0,8,2,0
Clayton,JONESBORO 13,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",24,0,21,3,0
Clayton,JONESBORO 14,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",123,5,80,38,0
Clayton,JONESBORO 15,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",10,2,8,0,0
Clayton,JONESBORO 16,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",10,0,6,4,0
Clayton,JONESBORO 17,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",16,1,14,1,0
Clayton,JONESBORO 18,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",21,2,14,5,0
Clayton,LAKE CITY,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",15,0,12,3,0
Clayton,LOVEJOY 1,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",40,1,26,13,0
Clayton,LOVEJOY 2,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",16,1,13,2,0
Clayton,LOVEJOY 3,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",54,3,44,7,0
Clayton,LOVEJOY 4,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",21,0,21,0,0
Clayton,LOVEJOY 5,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",9,0,5,4,0
Clayton,MORROW 1,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",16,0,16,0,0
Clayton,MORROW 2,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",54,1,50,3,0
Clayton,MORROW 3,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",41,1,35,5,0
Clayton,MORROW 4,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",22,0,21,1,0
Clayton,MORROW 5,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",43,0,37,6,0
Clayton,MORROW 6,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",37,2,34,1,0
Clayton,MORROW 7,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",31,0,27,4,0
Clayton,MORROW 8,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",8,0,7,1,0
Clayton,MORROW 9,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",14,0,10,4,0
Clayton,OAK 1,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",5,0,5,0,0
Clayton,OAK 2,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",3,0,3,0,0
Clayton,OAK 3,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",6,0,5,1,0
Clayton,OAK 4,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",6,0,6,0,0
Clayton,PANHANDLE 1,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",28,0,24,4,0
Clayton,PANHANDLE 2,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",56,0,49,7,0
Clayton,RIVERDALE 1,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",10,0,5,5,0
Clayton,RIVERDALE 2,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",15,0,13,2,0
Clayton,RIVERDALE 3,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",7,0,7,0,0
Clayton,RIVERDALE 4,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",22,1,15,6,0
Clayton,RIVERDALE 5,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",12,0,11,1,0
Clayton,RIVERDALE 6,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",18,2,11,5,0
Clayton,RIVERDALE 7,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",14,0,14,0,0
Clayton,RIVERDALE 8,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",23,0,18,5,0
Clayton,RIVERDALE 9,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",16,1,13,2,0
Clayton,RIVERDALE 10,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",5,0,5,0,0
Clayton,RIVERDALE 11,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",12,0,9,3,0
Clayton,RIVERDALE 12,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",15,4,10,1,0
Clayton,,State School Superintendent - REP,,REP,RICHARD L. WOODS,1435,51,1183,201,0
Clayton,ELLENWOOD,State School Superintendent - REP,,REP,RICHARD L. WOODS,18,4,12,2,0
Clayton,FOREST PARK 1,State School Superintendent - REP,,REP,RICHARD L. WOODS,35,0,32,3,0
Clayton,FOREST PARK 2,State School Superintendent - REP,,REP,RICHARD L. WOODS,30,1,26,3,0
Clayton,FOREST PARK 3,State School Superintendent - REP,,REP,RICHARD L. WOODS,25,1,23,1,0
Clayton,FOREST PARK 4,State School Superintendent - REP,,REP,RICHARD L. WOODS,52,0,50,2,0
Clayton,FOREST PARK 5,State School Superintendent - REP,,REP,RICHARD L. WOODS,31,0,30,1,0
Clayton,FOREST PARK 6,State School Superintendent - REP,,REP,RICHARD L. WOODS,26,1,24,1,0
