county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Heard,,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",290,28,205,57,0
Heard,CENTRALHATCHEE,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",60,9,39,12,0
Heard,COOKSVILLE - CORINTH,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",17,2,14,1,0
Heard,ENON GROVE,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",37,3,33,1,0
Heard,EPHESUS,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",64,1,57,6,0
Heard,FRANKLIN,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",81,10,44,27,0
Heard,SOUTHWEST,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",31,3,18,10,0
Heard,,State School Superintendent - REP,,REP,RICHARD L. WOODS,285,26,186,73,0
Heard,CENTRALHATCHEE,State School Superintendent - REP,,REP,RICHARD L. WOODS,79,7,60,12,0
Heard,COOKSVILLE - CORINTH,State School Superintendent - REP,,REP,RICHARD L. WOODS,20,0,18,2,0
Heard,ENON GROVE,State School Superintendent - REP,,REP,RICHARD L. WOODS,39,7,20,12,0
Heard,EPHESUS,State School Superintendent - REP,,REP,RICHARD L. WOODS,48,1,39,8,0
Heard,FRANKLIN,State School Superintendent - REP,,REP,RICHARD L. WOODS,79,9,33,37,0
Heard,SOUTHWEST,State School Superintendent - REP,,REP,RICHARD L. WOODS,20,2,16,2,0
