county,precinct,office,district,party,candidate,election_day_votes,advanced_votes,absentee_by_mail_votes,provisional_votes
Appling,not available,State School Superintendent,,Democrat,ALISHA THOMAS MORGAN,39,13,22,0
Appling,not available,State School Superintendent,,Democrat,VALARIE D. WILSON,34,16,17,0
Appling,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",340,41,31,0
Appling,not available,State School Superintendent,,Republican,RICHARD L. WOODS,461,89,62,0
Appling,not available,U.S. Senate,,Republican,DAVID A. PERDUE,138,23,24,0
Appling,not available,U.S. Senate,,Republican,"J. H. ""JACK"" KINGSTON",767,115,72,0
Atkinson,not available,State School Superintendent,,Democrat,ALISHA THOMAS MORGAN,45,11,0,0
Atkinson,not available,State School Superintendent,,Democrat,VALARIE D. WILSON,37,8,0,0
Atkinson,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",15,6,0,2
Atkinson,not available,State School Superintendent,,Republican,RICHARD L. WOODS,10,10,1,0
Atkinson,not available,U.S. Senate,,Republican,DAVID A. PERDUE,4,10,0,0
Atkinson,not available,U.S. Senate,,Republican,"J. H. ""JACK"" KINGSTON",27,8,1,2
Bacon,not available,State School Superintendent,,Democrat,ALISHA THOMAS MORGAN,12,10,3,0
Bacon,not available,State School Superintendent,,Democrat,VALARIE D. WILSON,9,12,1,0
Bacon,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",230,245,19,0
Bacon,not available,State School Superintendent,,Republican,RICHARD L. WOODS,175,167,12,0
Bacon,not available,U.S. House,1,Democrat,AMY L. TAVIO,10,12,3,0
Bacon,not available,U.S. House,1,Democrat,BRIAN CORWIN REESE,11,7,1,0
Bacon,not available,U.S. House,1,Republican,"E. L. ""BUDDY"" CARTER",252,260,19,0
Bacon,not available,U.S. House,1,Republican,"ROBERT E. ""BOB"" JOHNSON",222,217,16,0
Bacon,not available,U.S. Senate,,Republican,DAVID A. PERDUE,89,97,3,0
Bacon,not available,U.S. Senate,,Republican,"J. H. ""JACK"" KINGSTON",399,399,34,0
Baker,not available,State School Superintendent,,Democrat,ALISHA THOMAS MORGAN,49,21,11,0
Baker,not available,State School Superintendent,,Democrat,VALARIE D. WILSON,32,13,8,0
Baker,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",50,14,3,0
Baker,not available,State School Superintendent,,Republican,RICHARD L. WOODS,37,17,8,0
Baker,not available,U.S. Senate,,Republican,DAVID A. PERDUE,41,20,5,0
Baker,not available,U.S. Senate,,Republican,"J. H. ""JACK"" KINGSTON",75,13,10,0
Baldwin,not available,State School Superintendent,,Democrat,ALISHA THOMAS MORGAN,126,76,19,0
Baldwin,not available,State School Superintendent,,Democrat,VALARIE D. WILSON,245,128,18,1
Baldwin,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",578,261,35,0
Baldwin,not available,State School Superintendent,,Republican,RICHARD L. WOODS,458,210,30,0
Baldwin,not available,U.S. House,10,Republican,JODY B. HICE,640,298,31,0
Baldwin,not available,U.S. House,10,Republican,"M. A. ""MIKE"" COLLINS",598,254,38,0
Baldwin,not available,U.S. Senate,,Republican,DAVID A. PERDUE,649,278,34,0
Baldwin,not available,U.S. Senate,,Republican,"J. H. ""JACK"" KINGSTON",581,274,37,0
Banks,not available,State School Superintendent,,Democrat,ALISHA THOMAS MORGAN,12,2,1,0
Banks,not available,State School Superintendent,,Democrat,VALARIE D. WILSON,12,4,1,0
Banks,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",408,73,4,0
Banks,not available,State School Superintendent,,Republican,RICHARD L. WOODS,487,76,25,0
Banks,not available,U.S. Senate,,Republican,DAVID A. PERDUE,623,106,17,0
Banks,not available,U.S. Senate,,Republican,"J. H. ""JACK"" KINGSTON",372,60,13,0
Barrow,not available,State School Superintendent,,Democrat,ALISHA THOMAS MORGAN,46,16,9,0
Barrow,not available,State School Superintendent,,Democrat,VALARIE D. WILSON,46,24,5,0
Barrow,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",1304,491,44,0
Barrow,not available,State School Superintendent,,Republican,RICHARD L. WOODS,1374,436,69,1
Barrow,not available,U.S. House,10,Republican,JODY B. HICE,2192,752,94,1
Barrow,not available,U.S. House,10,Republican,"M. A. ""MIKE"" COLLINS",990,375,43,0
Barrow,not available,U.S. Senate,,Republican,DAVID A. PERDUE,1819,683,73,1
Barrow,not available,U.S. Senate,,Republican,"J. H. ""JACK"" KINGSTON",1360,428,63,0
Bartow,not available,State School Superintendent,,Democrat,ALISHA THOMAS MORGAN,85,29,8,0
Bartow,not available,State School Superintendent,,Democrat,VALARIE D. WILSON,111,32,9,0
Bartow,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",2369,602,41,1
Bartow,not available,State School Superintendent,,Republican,RICHARD L. WOODS,2008,445,52,1
Bartow,not available,U.S. House,11,Republican,BARRY D. LOUDERMILK,4079,967,84,2
Bartow,not available,U.S. House,11,Republican,"R. L. ""BOB"" BARR",1132,269,23,0
Bartow,not available,U.S. Senate,,Republican,DAVID A. PERDUE,2681,638,57,1
Bartow,not available,U.S. Senate,,Republican,"J. H. ""JACK"" KINGSTON",2493,595,51,1
Ben Hill,not available,State School Superintendent,,Democrat,ALISHA THOMAS MORGAN,37,38,7,0
Ben Hill,not available,State School Superintendent,,Democrat,VALARIE D. WILSON,45,32,6,0
Ben Hill,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",53,53,5,0
Ben Hill,not available,State School Superintendent,,Republican,RICHARD L. WOODS,203,105,0,0
Ben Hill,not available,U.S. Senate,,Republican,DAVID A. PERDUE,89,65,1,0
Ben Hill,not available,U.S. Senate,,Republican,"J. H. ""JACK"" KINGSTON",187,104,5,0
Berrien,not available,State School Superintendent,,Democrat,ALISHA THOMAS MORGAN,39,14,8,0
Berrien,not available,State School Superintendent,,Democrat,VALARIE D. WILSON,28,16,18,0
Berrien,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",206,87,5,2
Berrien,not available,State School Superintendent,,Republican,RICHARD L. WOODS,328,111,30,0
Berrien,not available,U.S. Senate,,Republican,DAVID A. PERDUE,160,61,20,0
Berrien,not available,U.S. Senate,,Republican,"J. H. ""JACK"" KINGSTON",425,159,20,3
Bibb,not available,State School Superintendent,,Democrat,ALISHA THOMAS MORGAN,922,302,178,2
Bibb,not available,State School Superintendent,,Democrat,VALARIE D. WILSON,671,361,184,0
Bibb,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",1928,349,135,0
Bibb,not available,State School Superintendent,,Republican,RICHARD L. WOODS,1825,403,167,0
Bibb,not available,U.S. Senate,,Republican,DAVID A. PERDUE,2857,500,269,0
Bibb,not available,U.S. Senate,,Republican,"J. H. ""JACK"" KINGSTON",1829,390,113,0
Bleckley,not available,State School Superintendent,,Democrat,ALISHA THOMAS MORGAN,8,5,3,0
Bleckley,not available,State School Superintendent,,Democrat,VALARIE D. WILSON,25,8,27,0
Bleckley,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",129,68,12,0
Bleckley,not available,State School Superintendent,,Republican,RICHARD L. WOODS,173,58,8,0
Bleckley,not available,U.S. Senate,,Republican,DAVID A. PERDUE,198,81,9,0
Bleckley,not available,U.S. Senate,,Republican,"J. H. ""JACK"" KINGSTON",168,78,15,0
Brantley,not available,State School Superintendent,,Democrat,ALISHA THOMAS MORGAN,35,28,5,0
Brantley,not available,State School Superintendent,,Democrat,VALARIE D. WILSON,27,9,2,0
Brantley,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",205,61,11,0
Brantley,not available,State School Superintendent,,Republican,RICHARD L. WOODS,232,101,16,1
Brantley,not available,U.S. House,1,Democrat,AMY L. TAVIO,28,17,0,0
Brantley,not available,U.S. House,1,Democrat,BRIAN CORWIN REESE,36,19,7,0
Brantley,not available,U.S. House,1,Republican,"E. L. ""BUDDY"" CARTER",200,74,9,1
Brantley,not available,U.S. House,1,Republican,"ROBERT E. ""BOB"" JOHNSON",350,133,26,1
Brantley,not available,U.S. Senate,,Republican,DAVID A. PERDUE,78,18,1,0
Brantley,not available,U.S. Senate,,Republican,"J. H. ""JACK"" KINGSTON",474,194,36,2
Brooks,not available,State School Superintendent,,Democrat,ALISHA THOMAS MORGAN,45,30,3,0
Brooks,not available,State School Superintendent,,Democrat,VALARIE D. WILSON,70,33,43,0
Brooks,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",220,70,9,1
Brooks,not available,State School Superintendent,,Republican,RICHARD L. WOODS,185,68,6,1
Brooks,not available,State Senate,8,Republican,C. ELLIS BLACK,246,102,7,1
Brooks,not available,State Senate,8,Republican,JOHN P. PAGE,253,69,8,1
Brooks,not available,U.S. Senate,,Republican,DAVID A. PERDUE,157,46,4,1
Brooks,not available,U.S. Senate,,Republican,"J. H. ""JACK"" KINGSTON",334,120,11,1
Bryan,not available,State School Superintendent,,Democrat,ALISHA THOMAS MORGAN,61,21,4,0
Bryan,not available,State School Superintendent,,Democrat,VALARIE D. WILSON,56,17,1,0
Bryan,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",667,391,26,1
Bryan,not available,State School Superintendent,,Republican,RICHARD L. WOODS,418,255,16,3
Bryan,not available,U.S. House,1,Democrat,AMY L. TAVIO,77,33,0,0
Bryan,not available,U.S. House,1,Democrat,BRIAN CORWIN REESE,49,8,5,0
Bryan,not available,U.S. House,1,Republican,"E. L. ""BUDDY"" CARTER",775,507,39,1
Bryan,not available,U.S. House,1,Republican,"ROBERT E. ""BOB"" JOHNSON",622,321,17,3
Bryan,not available,U.S. Senate,,Republican,DAVID A. PERDUE,227,122,4,2
Bryan,not available,U.S. Senate,,Republican,"J. H. ""JACK"" KINGSTON",1173,708,51,2
Bulloch,not available,State School Superintendent,,Democrat,ALISHA THOMAS MORGAN,58,22,9,0
Bulloch,not available,State School Superintendent,,Democrat,VALARIE D. WILSON,102,47,16,0
Bulloch,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",1074,324,35,0
Bulloch,not available,State School Superintendent,,Republican,RICHARD L. WOODS,794,245,51,0
Bulloch,not available,U.S. Senate,,Republican,DAVID A. PERDUE,328,116,15,0
Bulloch,not available,U.S. Senate,,Republican,"J. H. ""JACK"" KINGSTON",1835,587,84,0
Burke,not available,State School Superintendent,,Democrat,ALISHA THOMAS MORGAN,88,12,18,0
Burke,not available,State School Superintendent,,Democrat,VALARIE D. WILSON,131,22,25,0
Burke,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",245,48,10,0
Burke,not available,State School Superintendent,,Republican,RICHARD L. WOODS,192,57,22,0
Burke,not available,U.S. Senate,,Republican,DAVID A. PERDUE,260,37,19,0
Burke,not available,U.S. Senate,,Republican,"J. H. ""JACK"" KINGSTON",249,81,14,0
Butts,not available,State School Superintendent,,Democrat,ALISHA THOMAS MORGAN,43,68,8,0
Butts,not available,State School Superintendent,,Democrat,VALARIE D. WILSON,30,43,3,0
Butts,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",485,541,47,0
Butts,not available,State School Superintendent,,Republican,RICHARD L. WOODS,330,368,49,0
Butts,not available,U.S. House,10,Republican,JODY B. HICE,338,246,30,0
Butts,not available,U.S. House,10,Republican,"M. A. ""MIKE"" COLLINS",617,857,78,0
Butts,not available,U.S. Senate,,Republican,DAVID A. PERDUE,614,728,73,0
Butts,not available,U.S. Senate,,Republican,"J. H. ""JACK"" KINGSTON",345,368,36,0
Calhoun,not available,State School Superintendent,,Democrat,ALISHA THOMAS MORGAN,102,12,4,0
Calhoun,not available,State School Superintendent,,Democrat,VALARIE D. WILSON,46,10,3,0
Calhoun,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",65,4,4,0
Calhoun,not available,State School Superintendent,,Republican,RICHARD L. WOODS,33,4,3,0
Calhoun,not available,U.S. Senate,,Republican,DAVID A. PERDUE,33,9,2,0
Calhoun,not available,U.S. Senate,,Republican,"J. H. ""JACK"" KINGSTON",86,2,5,0
Camden,not available,State School Superintendent,,Democrat,ALISHA THOMAS MORGAN,94,10,26,0
Camden,not available,State School Superintendent,,Democrat,VALARIE D. WILSON,88,21,34,0
Camden,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",853,88,83,0
Camden,not available,State School Superintendent,,Republican,RICHARD L. WOODS,997,98,113,0
Camden,not available,U.S. House,1,Democrat,AMY L. TAVIO,70,17,34,0
Camden,not available,U.S. House,1,Democrat,BRIAN CORWIN REESE,111,9,27,0
Camden,not available,U.S. House,1,Republican,"E. L. ""BUDDY"" CARTER",751,109,77,0
Camden,not available,U.S. House,1,Republican,"ROBERT E. ""BOB"" JOHNSON",1360,114,141,0
Camden,not available,U.S. Senate,,Republican,DAVID A. PERDUE,596,56,63,0
