county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Dooly,,United States Senator,,REP,PAUL COLLINS BROUN,22,0,17,5,0
Dooly,LILLY,United States Senator,,REP,PAUL COLLINS BROUN,2,0,2,0,0
Dooly,BYROMVILLE,United States Senator,,REP,PAUL COLLINS BROUN,4,0,4,0,0
Dooly,UNADILLA,United States Senator,,REP,PAUL COLLINS BROUN,3,0,3,0,0
Dooly,VIENNA,United States Senator,,REP,PAUL COLLINS BROUN,11,0,6,5,0
Dooly,PINEHURST,United States Senator,,REP,PAUL COLLINS BROUN,2,0,2,0,0
Dooly,,United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",7,0,7,0,0
Dooly,LILLY,United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",0,0,0,0,0
Dooly,BYROMVILLE,United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",3,0,3,0,0
Dooly,UNADILLA,United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",0,0,0,0,0
Dooly,VIENNA,United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",3,0,3,0,0
Dooly,PINEHURST,United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",1,0,1,0,0
Dooly,,United States Senator,,REP,"J. P. ""PHIL"" GINGREY",19,0,18,1,0
Dooly,LILLY,United States Senator,,REP,"J. P. ""PHIL"" GINGREY",2,0,2,0,0
Dooly,BYROMVILLE,United States Senator,,REP,"J. P. ""PHIL"" GINGREY",1,0,0,1,0
Dooly,UNADILLA,United States Senator,,REP,"J. P. ""PHIL"" GINGREY",4,0,4,0,0
Dooly,VIENNA,United States Senator,,REP,"J. P. ""PHIL"" GINGREY",7,0,7,0,0
Dooly,PINEHURST,United States Senator,,REP,"J. P. ""PHIL"" GINGREY",5,0,5,0,0
Dooly,,United States Senator,,REP,DERRICK E. GRAYSON,3,0,2,1,0
Dooly,LILLY,United States Senator,,REP,DERRICK E. GRAYSON,1,0,0,1,0
Dooly,BYROMVILLE,United States Senator,,REP,DERRICK E. GRAYSON,0,0,0,0,0
Dooly,UNADILLA,United States Senator,,REP,DERRICK E. GRAYSON,2,0,2,0,0
Dooly,VIENNA,United States Senator,,REP,DERRICK E. GRAYSON,0,0,0,0,0
Dooly,PINEHURST,United States Senator,,REP,DERRICK E. GRAYSON,0,0,0,0,0
Dooly,,United States Senator,,REP,KAREN C. HANDEL,29,0,17,12,0
Dooly,LILLY,United States Senator,,REP,KAREN C. HANDEL,2,0,2,0,0
Dooly,BYROMVILLE,United States Senator,,REP,KAREN C. HANDEL,3,0,3,0,0
Dooly,UNADILLA,United States Senator,,REP,KAREN C. HANDEL,7,0,3,4,0
Dooly,VIENNA,United States Senator,,REP,KAREN C. HANDEL,9,0,5,4,0
Dooly,PINEHURST,United States Senator,,REP,KAREN C. HANDEL,8,0,4,4,0
Dooly,,United States Senator,,REP,"J. H. ""JACK"" KINGSTON",150,1,119,30,0
Dooly,LILLY,United States Senator,,REP,"J. H. ""JACK"" KINGSTON",9,0,6,3,0
Dooly,BYROMVILLE,United States Senator,,REP,"J. H. ""JACK"" KINGSTON",27,0,20,7,0
Dooly,UNADILLA,United States Senator,,REP,"J. H. ""JACK"" KINGSTON",26,0,23,3,0
Dooly,VIENNA,United States Senator,,REP,"J. H. ""JACK"" KINGSTON",69,1,52,16,0
Dooly,PINEHURST,United States Senator,,REP,"J. H. ""JACK"" KINGSTON",19,0,18,1,0
Dooly,,United States Senator,,REP,DAVID A. PERDUE,148,2,105,41,0
Dooly,LILLY,United States Senator,,REP,DAVID A. PERDUE,12,0,11,1,0
Dooly,BYROMVILLE,United States Senator,,REP,DAVID A. PERDUE,23,0,21,2,0
Dooly,UNADILLA,United States Senator,,REP,DAVID A. PERDUE,44,1,33,10,0
Dooly,VIENNA,United States Senator,,REP,DAVID A. PERDUE,55,1,28,26,0
Dooly,PINEHURST,United States Senator,,REP,DAVID A. PERDUE,14,0,12,2,0
Dooly,,United States Senator,,DEM,"O. ""STEEN"" MILES",30,0,24,6,0
Dooly,LILLY,United States Senator,,DEM,"O. ""STEEN"" MILES",1,0,1,0,0
Dooly,BYROMVILLE,United States Senator,,DEM,"O. ""STEEN"" MILES",0,0,0,0,0
Dooly,UNADILLA,United States Senator,,DEM,"O. ""STEEN"" MILES",7,0,6,1,0
Dooly,VIENNA,United States Senator,,DEM,"O. ""STEEN"" MILES",21,0,16,5,0
Dooly,PINEHURST,United States Senator,,DEM,"O. ""STEEN"" MILES",1,0,1,0,0
Dooly,,United States Senator,,DEM,M. MICHELLE NUNN,343,2,243,98,0
Dooly,LILLY,United States Senator,,DEM,M. MICHELLE NUNN,31,0,23,8,0
Dooly,BYROMVILLE,United States Senator,,DEM,M. MICHELLE NUNN,25,0,19,6,0
Dooly,UNADILLA,United States Senator,,DEM,M. MICHELLE NUNN,57,0,49,8,0
Dooly,VIENNA,United States Senator,,DEM,M. MICHELLE NUNN,217,2,139,76,0
Dooly,PINEHURST,United States Senator,,DEM,M. MICHELLE NUNN,13,0,13,0,0
Dooly,,United States Senator,,DEM,"BRANKO ""RAD"" RADULOVACKI",21,0,15,6,0
Dooly,LILLY,United States Senator,,DEM,"BRANKO ""RAD"" RADULOVACKI",0,0,0,0,0
Dooly,BYROMVILLE,United States Senator,,DEM,"BRANKO ""RAD"" RADULOVACKI",2,0,1,1,0
Dooly,UNADILLA,United States Senator,,DEM,"BRANKO ""RAD"" RADULOVACKI",5,0,5,0,0
Dooly,VIENNA,United States Senator,,DEM,"BRANKO ""RAD"" RADULOVACKI",14,0,9,5,0
Dooly,PINEHURST,United States Senator,,DEM,"BRANKO ""RAD"" RADULOVACKI",0,0,0,0,0
Dooly,,United States Senator,,DEM,TODD ANTHONY ROBINSON,57,0,37,20,0
Dooly,LILLY,United States Senator,,DEM,TODD ANTHONY ROBINSON,4,0,3,1,0
Dooly,BYROMVILLE,United States Senator,,DEM,TODD ANTHONY ROBINSON,4,0,4,0,0
Dooly,UNADILLA,United States Senator,,DEM,TODD ANTHONY ROBINSON,4,0,3,1,0
Dooly,VIENNA,United States Senator,,DEM,TODD ANTHONY ROBINSON,40,0,24,16,0
Dooly,PINEHURST,United States Senator,,DEM,TODD ANTHONY ROBINSON,5,0,3,2,0
Dooly,,Governor,,REP,JOHN D. BARGE,37,0,29,8,0
Dooly,LILLY,Governor,,REP,JOHN D. BARGE,5,0,4,1,0
Dooly,BYROMVILLE,Governor,,REP,JOHN D. BARGE,7,0,7,0,0
Dooly,UNADILLA,Governor,,REP,JOHN D. BARGE,5,0,4,1,0
Dooly,VIENNA,Governor,,REP,JOHN D. BARGE,13,0,8,5,0
Dooly,PINEHURST,Governor,,REP,JOHN D. BARGE,7,0,6,1,0
Dooly,,Governor,,REP,J. NATHAN DEAL (I),301,3,231,67,0
Dooly,LILLY,Governor,,REP,J. NATHAN DEAL (I),19,0,15,4,0
Dooly,BYROMVILLE,Governor,,REP,J. NATHAN DEAL (I),51,0,42,9,0
Dooly,UNADILLA,Governor,,REP,J. NATHAN DEAL (I),68,1,53,14,0
Dooly,VIENNA,Governor,,REP,J. NATHAN DEAL (I),125,2,88,35,0
