county,precinct,office,district,party,candidate,election_day_votes,advanced_votes,absentee_by_mail_votes,provisional_votes
Atkinson,not available,Public Service Commissioner,1,Republican,"HERMAN D. ""DOUG"" EVERETT",64,15,1,0
Atkinson,not available,Public Service Commissioner,4,Democrat,DANIEL A. BLACKMAN,430,201,35,10
Atkinson,not available,Public Service Commissioner,4,Republican,"CHARLES C. ""CRAIG"" LUTZ",15,3,0,0
Atkinson,not available,Public Service Commissioner,4,Republican,DOUGLAS T. KIDD,10,2,0,0
Atkinson,not available,Public Service Commissioner,4,Republican,"LAUREN W. ""BUBBA"" MCDONALD",48,14,2,1
Atkinson,not available,Secretary Of State,,Democrat,DOREEN CARTER,297,150,27,4
Atkinson,not available,Secretary Of State,,Democrat,GERALD B. BECKUM,248,123,15,4
Atkinson,not available,Secretary Of State,,Republican,BRIAN P. KEMP,68,15,1,0
Atkinson,not available,State House,176,Republican,"JAMES S. ""JASON"" SHAW JR.",63,17,1,0
Atkinson,not available,State School Superintendent,,Democrat,ALISHA THOMAS MORGAN,120,57,7,3
Atkinson,not available,State School Superintendent,,Democrat,JURITA FOREHAND MAYS,43,18,2,0
Atkinson,not available,State School Superintendent,,Democrat,"MARION SPENCER ""DENISE"" FREEMAN",98,58,13,1
Atkinson,not available,State School Superintendent,,Democrat,"R. ""RITA"" ROBINZINE",30,10,3,1
Atkinson,not available,State School Superintendent,,Democrat,TARNISHA L. DENT,68,36,6,2
Atkinson,not available,State School Superintendent,,Democrat,VALARIE D. WILSON,172,81,9,4
Atkinson,not available,State School Superintendent,,Republican,ALLEN BOWLES FORT,3,1,0,1
Atkinson,not available,State School Superintendent,,Republican,ASHLEY D. BELL,8,1,0,0
Atkinson,not available,State School Superintendent,,Republican,KIRA G. WILLIS,2,1,0,0
Atkinson,not available,State School Superintendent,,Republican,MARY KAY BACALLAO,6,4,0,0
Atkinson,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",10,3,1,0
Atkinson,not available,State School Superintendent,,Republican,NANCY T. JESTER,8,0,0,0
Atkinson,not available,State School Superintendent,,Republican,RICHARD L. WOODS,22,7,1,0
Atkinson,not available,State School Superintendent,,Republican,SHARYL H. DAWES,9,1,0,0
Atkinson,not available,State School Superintendent,,Republican,T. FITZ JOHNSON,3,0,0,0
Atkinson,not available,State Senate,7,Republican,TYLER J. HARPER,71,19,1,0
Atkinson,not available,Superior Court Judge,Alapaha Circuit,Nonpartisan,HOWARD E. MCCLAIN,560,263,35,10
Atkinson,not available,Supreme Court Justice,,Nonpartisan,KEITH R. BLACKWELL,550,241,33,10
Atkinson,not available,Supreme Court Justice,,Nonpartisan,P. HARRIS HINES,533,229,31,9
Atkinson,not available,Supreme Court Justice,,Nonpartisan,ROBERT BENHAM,544,239,32,8
Atkinson,not available,U.S. House,8,Republican,J. AUSTIN SCOTT,64,16,1,1
Atkinson,not available,U.S. Senate,,Democrat,"BRANKO ""RAD"" RADULOVACKI",22,8,2,0
Atkinson,not available,U.S. Senate,,Democrat,M. MICHELLE NUNN,350,175,29,4
Atkinson,not available,U.S. Senate,,Democrat,"O. ""STEEN"" MILES",159,64,8,6
Atkinson,not available,U.S. Senate,,Democrat,TODD ANTHONY ROBINSON,98,56,7,1
Atkinson,not available,U.S. Senate,,Republican,"ARTHUR A. ""ART"" GARDNER",0,1,0,0
Atkinson,not available,U.S. Senate,,Republican,DAVID A. PERDUE,14,5,1,0
Atkinson,not available,U.S. Senate,,Republican,DERRICK E. GRAYSON,3,0,0,0
Atkinson,not available,U.S. Senate,,Republican,"J. H. ""JACK"" KINGSTON",68,16,1,1
Atkinson,not available,U.S. Senate,,Republican,"J. P. ""PHIL"" GINGREY",3,1,0,0
Atkinson,not available,U.S. Senate,,Republican,KAREN C. HANDEL,8,1,0,0
Atkinson,not available,U.S. Senate,,Republican,PAUL COLLINS BROUN,2,0,0,2
Bacon,not available,Appeals Court Judge,,Nonpartisan,CARLA W. MCMILLIAN,498,396,25,0
Bacon,not available,Appeals Court Judge,,Nonpartisan,"ELIZABETH L. ""LISA"" BRANCH",500,398,26,0
Bacon,not available,Appeals Court Judge,,Nonpartisan,GARY B. ANDREWS,507,396,26,0
Bacon,not available,Appeals Court Judge,,Nonpartisan,SARA L. DOYLE,502,401,25,0
Bacon,not available,Appeals Court Judge,,Nonpartisan,WILLIAM M. RAY,501,393,26,0
Bacon,not available,Attorney General,,Democrat,"GREGORY K. ""GREG"" HECHT",43,44,2,0
Bacon,not available,Attorney General,,Republican,SAMUEL S. OLENS,453,352,24,0
Bacon,not available,Commissioner Of Agriculture,,Democrat,CHRISTOPHER JAMES IRVIN,43,44,2,0
Bacon,not available,Commissioner Of Agriculture,,Republican,GARY W. BLACK,515,396,24,0
Bacon,not available,Commissioner Of Insurance,,Democrat,"ELIZABETH N. ""LIZ"" JOHNSON",35,42,2,0
Bacon,not available,Commissioner Of Insurance,,Democrat,KEITH G. HEARD,17,11,2,0
Bacon,not available,Commissioner Of Insurance,,Republican,RALPH T. HUDGENS,446,349,23,0
Bacon,not available,Commissioner Of Labor,,Democrat,ROBBIN K. SHIPP,45,42,2,0
Bacon,not available,Commissioner Of Labor,,Republican,J. MARK BUTLER,466,363,24,0
Bacon,not available,District Attorney,Waycross Circuit,Republican,"BRADLEY L. ""BRAD"" COLLINS",263,178,6,0
Bacon,not available,District Attorney,Waycross Circuit,Republican,GEORGE E. BARNHILL,421,334,33,1
Bacon,not available,Governor,,Democrat,JASON J. CARTER,49,47,2,0
Bacon,not available,Governor,,Republican,DAVID E. PENNINGTON III.,102,64,5,0
Bacon,not available,Governor,,Republican,J. NATHAN DEAL,481,345,29,1
Bacon,not available,Governor,,Republican,JOHN D. BARGE,131,101,8,0
Bacon,not available,Lieutenant Governor,,Democrat,CONNIE J. STOKES,42,46,2,0
Bacon,not available,Lieutenant Governor,,Republican,"L. S. ""CASEY"" CAGLE",506,393,27,0
Bacon,not available,Public Service Commissioner,1,Republican,"HERMAN D. ""DOUG"" EVERETT",458,353,24,0
Bacon,not available,Public Service Commissioner,4,Democrat,DANIEL A. BLACKMAN,45,43,2,0
Bacon,not available,Public Service Commissioner,4,Republican,"CHARLES C. ""CRAIG"" LUTZ",76,54,5,0
Bacon,not available,Public Service Commissioner,4,Republican,DOUGLAS T. KIDD,127,94,6,0
Bacon,not available,Public Service Commissioner,4,Republican,"LAUREN W. ""BUBBA"" MCDONALD",392,309,24,1
Bacon,not available,Secretary Of State,,Democrat,DOREEN CARTER,30,30,3,0
Bacon,not available,Secretary Of State,,Democrat,GERALD B. BECKUM,23,18,1,0
Bacon,not available,Secretary Of State,,Republican,BRIAN P. KEMP,511,388,23,0
Bacon,not available,State House,169,Democrat,DEWEY HAYES JR.,27,17,3,0
Bacon,not available,State House,169,Democrat,LARRY NESMITH JR.,35,36,1,0
Bacon,not available,State House,169,Republican,DOMINIC F. LARICCIA,437,351,26,0
Bacon,not available,State School Superintendent,,Democrat,ALISHA THOMAS MORGAN,9,10,1,0
Bacon,not available,State School Superintendent,,Democrat,JURITA FOREHAND MAYS,4,3,0,0
Bacon,not available,State School Superintendent,,Democrat,"MARION SPENCER ""DENISE"" FREEMAN",10,8,1,0
Bacon,not available,State School Superintendent,,Democrat,"R. ""RITA"" ROBINZINE",4,3,0,0
Bacon,not available,State School Superintendent,,Democrat,TARNISHA L. DENT,6,11,0,0
Bacon,not available,State School Superintendent,,Democrat,VALARIE D. WILSON,20,15,1,0
Bacon,not available,State School Superintendent,,Republican,ALLEN BOWLES FORT,34,38,5,0
Bacon,not available,State School Superintendent,,Republican,ASHLEY D. BELL,38,35,1,0
Bacon,not available,State School Superintendent,,Republican,KIRA G. WILLIS,20,15,0,0
Bacon,not available,State School Superintendent,,Republican,MARY KAY BACALLAO,82,68,6,0
Bacon,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",146,124,3,0
Bacon,not available,State School Superintendent,,Republican,NANCY T. JESTER,38,22,2,0
Bacon,not available,State School Superintendent,,Republican,RICHARD L. WOODS,105,82,8,0
Bacon,not available,State School Superintendent,,Republican,SHARYL H. DAWES,27,21,1,0
Bacon,not available,State School Superintendent,,Republican,T. FITZ JOHNSON,64,30,4,0
Bacon,not available,State Senate,7,Republican,TYLER J. HARPER,507,413,26,0
Bacon,not available,Superior Court Judge,Waycross Circuit,Nonpartisan,DWAYNE H. GILLIS,535,418,25,0
Bacon,not available,Superior Court Judge,Waycross Circuit,Nonpartisan,JEFFREY H. KIGHT,512,410,26,0
Bacon,not available,Supreme Court Justice,,Nonpartisan,KEITH R. BLACKWELL,500,377,26,0
Bacon,not available,Supreme Court Justice,,Nonpartisan,P. HARRIS HINES,499,400,26,0
Bacon,not available,Supreme Court Justice,,Nonpartisan,ROBERT BENHAM,507,398,23,0
Bacon,not available,U.S. House,1,Democrat,AMY L. TAVIO,12,14,3,0
Bacon,not available,U.S. House,1,Democrat,BRIAN CORWIN REESE,13,7,1,0
Bacon,not available,U.S. House,1,Democrat,MARC ANTHONY SMITH,29,30,0,0
Bacon,not available,U.S. House,1,Republican,DARWIN CARTER,260,192,14,1
Bacon,not available,U.S. House,1,Republican,"E. L. ""BUDDY"" CARTER",188,159,8,0
Bacon,not available,U.S. House,1,Republican,EARL T. MARTIN,15,7,0,0
Bacon,not available,U.S. House,1,Republican,"J. L. ""JEFF"" CHAPMAN",29,24,1,0
Bacon,not available,U.S. House,1,Republican,JOHN A. MCCALLUM,121,83,10,0
Bacon,not available,U.S. House,1,Republican,"ROBERT E. ""BOB"" JOHNSON",112,75,8,0
Bacon,not available,U.S. Senate,,Democrat,"BRANKO ""RAD"" RADULOVACKI",4,1,0,0
Bacon,not available,U.S. Senate,,Democrat,M. MICHELLE NUNN,27,37,3,0
Bacon,not available,U.S. Senate,,Democrat,"O. ""STEEN"" MILES",10,3,0,0
Bacon,not available,U.S. Senate,,Democrat,TODD ANTHONY ROBINSON,13,14,1,0
Bacon,not available,U.S. Senate,,Republican,"ARTHUR A. ""ART"" GARDNER",12,3,0,0
Bacon,not available,U.S. Senate,,Republican,DAVID A. PERDUE,75,27,5,0
Bacon,not available,U.S. Senate,,Republican,DERRICK E. GRAYSON,5,7,0,0
Bacon,not available,U.S. Senate,,Republican,"J. H. ""JACK"" KINGSTON",584,469,37,1
Bacon,not available,U.S. Senate,,Republican,"J. P. ""PHIL"" GINGREY",17,6,0,0
Bacon,not available,U.S. Senate,,Republican,KAREN C. HANDEL,36,17,2,0
Bacon,not available,U.S. Senate,,Republican,PAUL COLLINS BROUN,31,18,0,0
Baker,not available,Appeals Court Judge,,Nonpartisan,CARLA W. MCMILLIAN,156,80,18,0
Baker,not available,Appeals Court Judge,,Nonpartisan,"ELIZABETH L. ""LISA"" BRANCH",156,81,19,0
Baker,not available,Appeals Court Judge,,Nonpartisan,GARY B. ANDREWS,159,81,18,0
Baker,not available,Appeals Court Judge,,Nonpartisan,SARA L. DOYLE,157,79,18,0
Baker,not available,Appeals Court Judge,,Nonpartisan,WILLIAM M. RAY,159,81,19,0
Baker,not available,Attorney General,,Democrat,"GREGORY K. ""GREG"" HECHT",88,44,15,0
Baker,not available,Attorney General,,Republican,SAMUEL S. OLENS,68,27,7,0
Baker,not available,Commissioner Of Agriculture,,Democrat,CHRISTOPHER JAMES IRVIN,88,45,16,0
Baker,not available,Commissioner Of Agriculture,,Republican,GARY W. BLACK,82,28,7,0
Baker,not available,Commissioner Of Insurance,,Democrat,"ELIZABETH N. ""LIZ"" JOHNSON",77,48,17,0
Baker,not available,Commissioner Of Insurance,,Democrat,KEITH G. HEARD,31,12,3,0
Baker,not available,Commissioner Of Insurance,,Republican,RALPH T. HUDGENS,75,30,7,0
Baker,not available,Commissioner Of Labor,,Democrat,ROBBIN K. SHIPP,81,47,15,0
Baker,not available,Commissioner Of Labor,,Republican,J. MARK BUTLER,64,26,5,0
Baker,not available,Governor,,Democrat,JASON J. CARTER,97,51,18,0
Baker,not available,Governor,,Republican,DAVID E. PENNINGTON III.,16,6,0,0
Baker,not available,Governor,,Republican,J. NATHAN DEAL,89,28,12,0
Baker,not available,Governor,,Republican,JOHN D. BARGE,15,5,0,0
Baker,not available,Lieutenant Governor,,Democrat,CONNIE J. STOKES,78,43,16,0
Baker,not available,Lieutenant Governor,,Republican,"L. S. ""CASEY"" CAGLE",83,29,7,0
Baker,not available,Public Service Commissioner,1,Republican,"HERMAN D. ""DOUG"" EVERETT",64,26,5,0
Baker,not available,Public Service Commissioner,4,Democrat,DANIEL A. BLACKMAN,82,44,14,0
Baker,not available,Public Service Commissioner,4,Republican,"CHARLES C. ""CRAIG"" LUTZ",9,7,2,0
Baker,not available,Public Service Commissioner,4,Republican,DOUGLAS T. KIDD,29,8,0,0
Baker,not available,Public Service Commissioner,4,Republican,"LAUREN W. ""BUBBA"" MCDONALD",66,26,8,0
Baker,not available,Secretary Of State,,Democrat,DOREEN CARTER,62,42,10,0
Baker,not available,Secretary Of State,,Democrat,GERALD B. BECKUM,43,16,11,0
Baker,not available,Secretary Of State,,Republican,BRIAN P. KEMP,77,28,8,0
Baker,not available,State House,154,Democrat,WINFRED J. DUKES,102,55,16,0
Baker,not available,State School Superintendent,,Democrat,ALISHA THOMAS MORGAN,21,7,3,0
Baker,not available,State School Superintendent,,Democrat,JURITA FOREHAND MAYS,7,5,0,0
Baker,not available,State School Superintendent,,Democrat,"MARION SPENCER ""DENISE"" FREEMAN",27,19,7,0
Baker,not available,State School Superintendent,,Democrat,"R. ""RITA"" ROBINZINE",8,1,0,0
Baker,not available,State School Superintendent,,Democrat,TARNISHA L. DENT,24,14,7,0
Baker,not available,State School Superintendent,,Democrat,VALARIE D. WILSON,20,12,1,0
Baker,not available,State School Superintendent,,Republican,ALLEN BOWLES FORT,10,6,3,0
Baker,not available,State School Superintendent,,Republican,ASHLEY D. BELL,12,5,0,0
Baker,not available,State School Superintendent,,Republican,KIRA G. WILLIS,1,0,0,0
Baker,not available,State School Superintendent,,Republican,MARY KAY BACALLAO,14,5,1,0
Baker,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",15,7,0,0
Baker,not available,State School Superintendent,,Republican,NANCY T. JESTER,6,2,1,0
Baker,not available,State School Superintendent,,Republican,RICHARD L. WOODS,27,7,2,0
Baker,not available,State School Superintendent,,Republican,SHARYL H. DAWES,5,2,0,0
Baker,not available,State School Superintendent,,Republican,T. FITZ JOHNSON,3,0,0,0
Baker,not available,State Senate,12,Democrat,FREDDIE K. POWELL SIMS,91,49,15,0
Baker,not available,Supreme Court Justice,,Nonpartisan,KEITH R. BLACKWELL,161,79,18,0
Baker,not available,Supreme Court Justice,,Nonpartisan,P. HARRIS HINES,162,80,18,0
Baker,not available,Supreme Court Justice,,Nonpartisan,ROBERT BENHAM,151,78,18,0
Baker,not available,U.S. House,2,Democrat,SANFORD D. BISHOP,113,55,20,0
Baker,not available,U.S. House,2,Republican,"GREGORY P. ""GREG"" DUKE",82,33,12,0
Baker,not available,U.S. House,2,Republican,VIVIAN L. CHILDS,27,10,1,0
Baker,not available,U.S. Senate,,Democrat,"BRANKO ""RAD"" RADULOVACKI",6,1,3,0
Baker,not available,U.S. Senate,,Democrat,M. MICHELLE NUNN,85,48,20,0
Baker,not available,U.S. Senate,,Democrat,"O. ""STEEN"" MILES",9,3,1,0
Baker,not available,U.S. Senate,,Democrat,TODD ANTHONY ROBINSON,20,8,1,0
Baker,not available,U.S. Senate,,Republican,"ARTHUR A. ""ART"" GARDNER",1,1,1,0
Baker,not available,U.S. Senate,,Republican,DAVID A. PERDUE,47,14,4,0
Baker,not available,U.S. Senate,,Republican,DERRICK E. GRAYSON,0,0,0,0
Baker,not available,U.S. Senate,,Republican,"J. H. ""JACK"" KINGSTON",56,20,8,0
Baker,not available,U.S. Senate,,Republican,"J. P. ""PHIL"" GINGREY",1,1,0,0
Baker,not available,U.S. Senate,,Republican,KAREN C. HANDEL,16,7,1,0
Baker,not available,U.S. Senate,,Republican,PAUL COLLINS BROUN,5,1,0,0
Baldwin,not available,Appeals Court Judge,,Nonpartisan,CARLA W. MCMILLIAN,2211,993,90,3
Baldwin,not available,Appeals Court Judge,,Nonpartisan,"ELIZABETH L. ""LISA"" BRANCH",2221,1007,90,3
Baldwin,not available,Appeals Court Judge,,Nonpartisan,GARY B. ANDREWS,2230,1009,89,3
Baldwin,not available,Appeals Court Judge,,Nonpartisan,SARA L. DOYLE,2214,1003,92,3
Baldwin,not available,Appeals Court Judge,,Nonpartisan,WILLIAM M. RAY,2205,992,91,3
Baldwin,not available,Attorney General,,Democrat,"GREGORY K. ""GREG"" HECHT",974,459,39,0
Baldwin,not available,Attorney General,,Republican,SAMUEL S. OLENS,1153,549,58,2
Baldwin,not available,Commissioner Of Agriculture,,Democrat,CHRISTOPHER JAMES IRVIN,996,470,38,1
Baldwin,not available,Commissioner Of Agriculture,,Republican,GARY W. BLACK,1247,575,58,2
Baldwin,not available,Commissioner Of Insurance,,Democrat,"ELIZABETH N. ""LIZ"" JOHNSON",722,351,33,0
Baldwin,not available,Commissioner Of Insurance,,Democrat,KEITH G. HEARD,335,145,12,1
Baldwin,not available,Commissioner Of Insurance,,Republican,RALPH T. HUDGENS,1138,527,59,1
Baldwin,not available,Commissioner Of Labor,,Democrat,ROBBIN K. SHIPP,951,436,39,1
Baldwin,not available,Commissioner Of Labor,,Republican,J. MARK BUTLER,1164,542,59,2
Baldwin,not available,Governor,,Democrat,JASON J. CARTER,1087,501,48,1
Baldwin,not available,Governor,,Republican,DAVID E. PENNINGTON III.,211,86,9,0
Baldwin,not available,Governor,,Republican,J. NATHAN DEAL,1194,568,55,2
Baldwin,not available,Governor,,Republican,JOHN D. BARGE,143,47,4,0
Baldwin,not available,Lieutenant Governor,,Democrat,CONNIE J. STOKES,989,466,45,0
Baldwin,not available,Lieutenant Governor,,Republican,"L. S. ""CASEY"" CAGLE",1280,610,59,1
Baldwin,not available,Public Service Commissioner,1,Republican,"HERMAN D. ""DOUG"" EVERETT",1150,535,58,2
Baldwin,not available,Public Service Commissioner,4,Democrat,DANIEL A. BLACKMAN,950,435,40,0
Baldwin,not available,Public Service Commissioner,4,Republican,"CHARLES C. ""CRAIG"" LUTZ",145,54,4,1
Baldwin,not available,Public Service Commissioner,4,Republican,DOUGLAS T. KIDD,395,137,15,1
Baldwin,not available,Public Service Commissioner,4,Republican,"LAUREN W. ""BUBBA"" MCDONALD",839,443,47,0
Baldwin,not available,Secretary Of State,,Democrat,DOREEN CARTER,665,329,34,0
Baldwin,not available,Secretary Of State,,Democrat,GERALD B. BECKUM,420,176,14,1
Baldwin,not available,Secretary Of State,,Republican,BRIAN P. KEMP,1221,596,57,2
Baldwin,not available,State School Superintendent,,Democrat,ALISHA THOMAS MORGAN,181,104,11,1
Baldwin,not available,State School Superintendent,,Democrat,JURITA FOREHAND MAYS,45,23,2,0
Baldwin,not available,State School Superintendent,,Democrat,"MARION SPENCER ""DENISE"" FREEMAN",377,151,9,0
Baldwin,not available,State School Superintendent,,Democrat,"R. ""RITA"" ROBINZINE",25,24,4,0
Baldwin,not available,State School Superintendent,,Democrat,TARNISHA L. DENT,137,49,1,0
Baldwin,not available,State School Superintendent,,Democrat,VALARIE D. WILSON,324,144,19,0
Baldwin,not available,State School Superintendent,,Republican,ALLEN BOWLES FORT,79,28,6,0
Baldwin,not available,State School Superintendent,,Republican,ASHLEY D. BELL,148,55,5,0
Baldwin,not available,State School Superintendent,,Republican,KIRA G. WILLIS,30,13,2,0
Baldwin,not available,State School Superintendent,,Republican,MARY KAY BACALLAO,247,130,19,0
Baldwin,not available,State School Superintendent,,Republican,"MICHAEL L. ""MIKE"" BUCK",304,128,6,1
